positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"کار کردن اسان
کيفيت عکاسي بالا
کيفيت عکس در شب
خوش دست بودن
کيفيت فيلم برداري","ميکن باطري ضعيف هست که من نديدم","من خیلی راضی هستم وحتما پیشنهاد میکنم",2,0,4,5,4,5,5
"کيفيت عکس خوب با تنظيمات مناسب
جمع و جور بودنش
تنظيمات مختلف
وزن مناسب","باطري که البته تاحالا مشکلي نداشتم باهاش.صب تا شب کار کردم باهاش اما ميتونس بزرگتر و قوي تر باشه
کيفيت فيلمش نه اينکه بد باشه اما انتظاراتم بيشتر بود","من این دوربینو 4ماه پیش از دیجی کالا خریدم.تو همه جام باهاش عکس گرفتم فضای شهری یا طبیعی کلا دوربین خوبیه نسبت به قیمتش .",3,0,3,4,4,4,4
,,"واقعا کیفیت فیلم و عکس و قیمتش نسبت به دوربین های دیگه خوب ولی قیافه ش مسخرس",2,9,4,4,4,4,4
"وايرلس
زوم 30x
لرزشگير","باتري
نداشتن raw
سنسور کوچک","ساخت ژاپن است. امکانات جالبی مثل تشخیص چهره و زوم هوشمند و وایرلس داره و با تنظیمات دستی عکسهای خوبی میشه گرفت. معایب: باتری کوچک است و اگر زوم را هم اصلا تغییر ندهید حدودا 300 عکس می گیرد. در نور کم عکس و فیلم نویز زیادی پیدا می کند.چون سنسور کوچک است. حجم فایل فیلم فول اچ دی زیاده و دقیقه‌ای تقریبا 170 مگابایت است. من هر بار با برنامه تبدیل فیلمها را کوچکتر می کنم.",5,0,4,5,4,5,5
"[""عکس و فيلم با کيفيت ""]","[""هيچي""]","من این دوربین رو تازه خریدم خیلی دوربین خوب و با کیفیت هست من که پیشنهاد میکنم",3,0,5,5,5,5,5
,,"لطفا این دوربین رو شگفت انگیز کنید",12,1,3,3,3,3,3
"زوم بالا
امکانات زياد","کيفيت بد فيلم
ضعيف بودن در نور کم","من این دوربن رو یک هفته پیش خریدم ..و از نظر امکانات خیلی خوبه ولی کیفیت عکسش به دلم نچسبید و همینطور فیلمبرداری ...توی ال سی دی خودش خوبه ولی وقتی تو کامپیوتر نگاه میکنی فیلم رو تازه میفهمی که خوب نمیگیره ..برای همین گذاشتمش برای فروش",2,5,1,3,3,4,2
"انواع افکت هاي متنوع کاربردي
کوچک و مسافرتي
با کيفيت بالا نسبت به قيمت","فلاش کشويي
عدم حافظه داخلي","ظاهر بسیار باکیفیت و زیبا و البته ارگونومیک.
افکت های تصویری زیاد که شاید هرگز وقت به تمامی آنها نرسد.
تصاویر با کیفیت و البته زوم کاربردی البته در درجات بالا بی کیفیت می شود.
عدم وجود حافظه داخلی حتی به اندازه یک عکس خیلی جالب بود.
روی دوربین و زیر شماره سریال نوشته بود ساخت ژاپن که امیدوارم واقعی باشد.
در کل اگر با بودجه ای محدود به دنبال دوربینی با عکس های با کیفیت هستید و البته حمل و نقل آن نیز برایتان مهم است گزینه خوبی است.",3,2,3,3,3,3,3
"[""کيفيت مناسب عکس.""]","[""باطرررررري ضعيف.ضعيف""]","من خودم اس ایکس260 داشتم.دوربینهای خوبی هستن کامپکت ها ولی بخاطر لنززومشون خیلی خیلی باطری زیادی مصرف میکنن که لنز بیاد بیرون مخصوصن که زیاد زوم کنین سریع باطریش تموم میشه.وتوی جاهایی شلوغ مثل طبل زدن تومحرم صدای فیلمهاشون بده.پیشنهادمن یکم پول ببشتر بزارین 1200دی بگیرین.واگه بیشتر داشتین 700دی بالنز 18،135بگیرین که واقعا فوق العاده است.ممنون از همتون اگه نظرم بدرتو ن خورد لایک یادتون نشه.یا علی.",10,5,3,3,3,3,3
"زوم زياد
کيفيت عکس و فيلم خوب","عکس برداري و فيلم برداري در نورکم خيلي بد","سلام خدمت دوستان من چند ماه هست این دوربین را خریدم از همه لحاظ دوربین خوبیه فقط یک مشکل خیلی بزرگ داره یعنی اونایی که عکاس هستند میفهمن اونم اینه که کیفیت عکس و فیلم برداری در نور کم خیلی خیلی بد هست و در نور کم دوربین گوشی موبایل بهتر فیلم برداری میکنه.درکل ازش راضیم فقط یک باطری اضافه هم براش بگیرید",3,5,4,4,4,4,4
,,"من دیروز این دوربینو از مغازه خریدم
تو مغازه خیلی فکر کردم به اینکه چی بخرم خلاصه sx710 رو انتخاب کردم
تو مغازه از زوم این گوشی شگفت زده شدم
در خونه ولی کیفیت دوربینش با کیفیت دوربین تبلتم که 8 مگاپیکسله فرقی نداره اما در فضای تاریک خیلی متفاوت است
امکانات زیادی داره
وای فای منو شگفت زده کرد و براحتی بدون سیم تصاویر رو به تبلت میشه منتقل کرد
من هنوز دنبال فوکوس دستی اش هستم و نتونستم یه قسمت از عکس رو با انتخابم فوکوس کنم !!!!
در خونه حجم عکسش به 600 کیلو بایت میرسه ولی خب اگه بیرون برم با نور بیشتر حتما حجمش بیشتر و کیفیتش بهتر میشه
حتما باتری زاپاس بخرید . من خریدم
امیدوارم از خریدم پشیمون نشم
فعلا در یک دلهره ای قرار دارم و نمیدونم انتخاب خوبی کردم یا نه !!!!
اگه دوست داشتید در مورد فوکوس و چگونگی بالا بردن کیفیت در خانه منو راهنمایی کنید - حتما به تنظیمات دستی مربوط میشه
در ضمن دفترچه 177 صفحه ای شم دانلود کردم و مشکلم حل نشد...
یاعلی",0,0,3,3,3,3,3
,,"با سلام خدمت دوستان بخصوص اقای حسین احمدی اینو همه ی دوستان بدونن حتی گوشی هایی مثل ایفون 6s یا سامسونگ s7 یا ال جی g5 از همه دوربین های پایین ترن حتی کامپکت ها شاید عکس های دوربین های توی خود گوشی ها فوق العاده باشه ولی وقتی میام بررسی واقعی بین نویز ها و کیفیت چاپ و نوسانات رنگ های سیاه و سفید که عکاس ها میدونن چیه رو انجام میدی میفهمید هیچ گوشی جایدوربین رو نمیگیره حتی از نظر قدمت هم حساب کنید تجربه کانن و نیکون و فوجی فیلم و... توی صنعت عکاسی خیلی زیاده چطور یه برند موبایل سازی که توی یه ده اخیر صنعت دوربین های خوب برای موبایل رو در نظر گرفتن میتونن از صنعت دوربین سازی پیشی بیگیرن. و در اخر هیچ گوشی همراهی نمیتواند جای دوربین های عکس برداری و فیلم برداری رو بگیره",8,2,5,3,5,3,4
[],[],"سلام دوستان پیشنهاد من اینکه کسی که میخواد اینقدر هزینه کنه برو دوربینd1200 که ارزون ترین dslrهستش بگیره کیفیتش از این یقینن بهتره.بازم خودتون تحقیق کنیین.موفق باشین",3,3,3,3,3,3,3
,,"تشکر‌ فراوان از آقای شاهدوست",1,0,3,3,4,4,3
,,"من فکر میکنم که عکس هایی که به عنوان تست در سایت گرفته شده در حالت auto mode باشه.
در هر حال به نظر من ((باید)) از تنظیمات دستی استفاده کنید تا بهترین عکس رو بگیرید.
کیفیت عکس هم فوق العاده بی نظیره در این رنج قیمت و مطمئن باشید هیچ لنز گوشی ای نمیتونه به خوبی یه دوربین فوکوس کنه و اینکه سایز سنسورش هم کوچیک تره
زوم اپتیکال 30 هم واقعا شاهکاره
با گوشی C5 ultra فقط میشه سلفی های خوبی گرفت...
شما اگر عکس ها رو روی یک تلویزیون 42 اینچ به بالا بزارید متوجه کیفیت دوربین میشید",3,0,5,4,4,4,4
,,"دیجی جون لطفا پیشنهاد شگفت انگیز بزار ...مرسی از خدمات خوب وعالیت",0,0,4,5,5,4,4
,,"سلام
من یه مدتیه دنبال دوربین های سبک و با کیفیت تو رنج 900 تومن می گردم و فوکوس دستی هم برام مهمه.بین این دوربین و سامسونگ wb855f مونده بودم و در نهایت این دوربین رو انتخاب کردم.اما وقتی بخش موبایل های مناسب عکاسی دیجی کالا رو دیدم نظرم کلا عوض شد.تو بخش مقایسه تصویر دوربین sx700 hs رو (که مدل قبلی همین دوربینه و به گفته دیجی کالا کیفیت تصاویرش تا حدودی از این دوربین با کیفیت تر هست ) با موبایل های C5 Ultra و Zenfone Selfie مقایسه کردم. در کمال ناباوری کیفیت عکس های ثبت شده با موبایل به مراتب وضوح بیشتری داشت و این واقعا جای تعجب داره.
چبز دیگه ای هم که میخواستم بگم این بود که دوستان دیجی کالا لطفا نمونه عکس های همه دوربین ها رو در بخش مقایسه تصاویر قرار بدین تا مقایسه آسون تر بشه.
دوستانی که موافق هستن لطفا لایک کنن.",14,5,3,3,4,4,3
,,"خواهشا کمی هم مدل های محبوبی از دوربین ها رو مثل این دوربین، یا d3300 نیکون و sx610 کانن و... رو بذارین شگفت انگیز؛ با تشکر از دیحی کالای عزیز",5,0,3,4,4,4,4
