positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
,,"با سلام من عکاسی رواز سال78 شروع کردم با دوربینهای کننAE1کاملا باپیشرفت دوربینها تو این سالها اشنام کنن در مقابل نیکون در مدلهای نزدیک به هم نیکون سرتره شفافییت تصاویر نیکون بهتره در مود لنزها کنن تنوع بیشتری داره و دستتون بازتره دوربین نیکون اصلش تایلنده اما کنن متاسفانه چینی تحت لیسانس ژاپن مگر سری جدید معرفی میشه لنزهای نیکون باتبدیل به کنن وصل میشه اما بعضی از قابلیتاش کار نمیکنه اما برعکس لنزها ممکن نیست خدمات پس از فروش و تعنیرات کنن بهتره اما با تمامی این صحبتها عکاسهای اتلیه ترجیح میدن نیکون استفاده کنندیا d6 کنن-هردو قدمت زیادی در صنعت عکاسی دارن- المپیوس آلمان هم بسیار قوی عمل کرده اما تو ایران خدمات خوبی نداره برای عکاسی طبیعت نیکون تصاویر ثبت شدش از کنن شفاف تره من خودم d7200 با لنز 18-300 دارم که خیلی راضی هستم",9,2,3,3,3,3,3
"لنزي که اسما بي صداست در عمل نمي‌دونم هست يا نه
دايناميک رنج و عمق رنگ بالا","نبودن واي فاي
پردازش 12 بيتي تصاوير","شک نکنید از مشابه کنونی اش یعنی 1300D خیلی سرتره
همین داینامیک رنج بالا و عمق رنگ بالا خیلی مسائل مهمی اند
سنسور تصویر این دوربین از 1300D بزرگتره و این خیلی مفیده
برای اطمینان هم کافیه عبارت 1300d vs d3300 رو جستجو کنین تا ببینین سایت های معتبری مثل dxomark و snapsort به نیکون امتیاز بالاتری دادند",8,3,5,4,4,4,5
"ابعاد مناسب
راحتي استفاده
کيفيت عالي عکس ها
برند معتبر","نداشتن واي فاي به صورت پيشفرض (بايد براش تهيه کرد)","من اینو از دیجی کالا خریدم که طبق معمول سر وقت و به دستم رسید. این اولین دوربینه منه در نتیجه نمیتونم در موردش خیلی نظر حرفه ای بدم فقط در این حد بگم که کار کردن باهاش حتی واسه منه آماتورم نسبتاً راحته. من هنوز از تنظیمات اتوماتیک و مودهای پیش فرضش استفاده میکنم.
در ضمن از دیجی کالای عزیز تشکر میکنم که تو ایران با اختلاف بسیار زیادی از همه ی سایت های دیگه سرتره.",6,2,4,4,4,3,4
"کيفيت بالا در قبلا ارزش مادي",ندارد,"به نظر من که امکاناتش با این قیمت معرکه هست
خودم برنامه دارم اینو بخرم
پیشنهاد میکنم برای شروع عکاسی از این مدل استفاده ببرید
با تشکر",4,1,5,4,4,4,5
"60 فريم
فوکوس دستي
ضبط صداي استريو
و...","نداشتن واي فاي
قيمت يه کوچولو بيشتر از 1300d بالاتر","بین اینو canon 1300d IS II موندم نمیدونم کدومشو بگیرم کمکم کنید",3,1,5,4,5,3,5
"عکاسي تو شب باهاش عاليه","نداره با اطمينان","اونایی که می خوان اس ال ار های مبتدی رو بخرن نگاه کنید من بچه ی یزدم اونایی که می خواید خرید کنید اگه آب و هواتون گرم و خشک برید دنبال نیکون و نگاه هم به کانن نکنید ولی اگه آب و هوای گرم و خشک ندارید نیکون به گرد کانن هم نمی رسه سازگاری این دوتا توی آب و هوای مختلف متفاوت هست برای خرید دوربین مبتدی ها هم از نیکون همین دی 3300 رو بخرید برادی 3400 هم پول الکی ندید اگه دوست دارید بروز باشید اون رو بخرید و کانن هم که دی 1300 رو پیشنهاد می کنم من همین رو قبلا خریدم عالی بود",6,27,5,5,5,5,5
"همه کارست
از پس هر نوع لنزي ک روش بذاري بر مياد
سبکه و تو مسافرت راحت حمل ميشه","نورسنجيش حالت دستي نداره","یه دوربین عالیه برا کسایی ک میخواهند بیشتر پولشونو صرف لنز خوبی بکنن این گزینه عالییه",6,1,5,2,5,3,5
"وزن کم
کيفيت بالا","نداشتن وايفاي","من این دوربین رو اردیبهشت 95 خریدم . این خیلی اغراق امیزه که بخوایم کیفیت این دوربین رو با دوربین های رده بالاتر مقایسه کنیم اما نسبت به هم رده های خودش بهترینه. کیفیت عکسها با همین کیت لنز در حد قابل قبولی هست به طوری که من خودم باهاش عکاسی پرتره انجام میدم . من در کنار کیت لنز خود دوربین لنز فول فریم 24-120 رو هم تهیه کردم که البته نسبت به بدنه سنگینی می کنه و باید بگم کیت لنزش کیفیت بهتری روی این بادی ارائه میکنه. ( که میتونه علل مختلفی داشته باشه) . در کنار نداشتن وایفا ، کم بودن نقاط فوکوس این دوربین از ضعف هاش هست که خیلی وقتها کار رو مشکل میکنه. در کل برای شروع و حتی پس از شروع و رسیدن به سطح قابل قبول در هنر عکاسی، این دوربین می تونه خیلی خوب نقش خودشو بازی کنه . من از انتخابم راضی هستم",10,1,5,4,4,5,5
"کيفيت عالي عکس
وزن سبک",,"اگر دوربین باکیفیت میخواهید توی خریدش شک نکنید،نیازی نیست پول بیشتر برای بادی بهتر بدید،همین رو بگیرید بعدا یه لنز قوی تر براش بخرید",10,3,5,4,4,4,5
"24 مگاپيکسل","من با لنز گرانتر ميپسندم","عالیه عالی",8,2,5,5,5,5,5
,نداره,"من حدود یک ماه هست از دی جی کالا این دوربین خریدم،قبلا کنان داشتم اما میتونم به جرات بگم ی حس و حال دیگه ای داره عکس انداختن با نیکون مخصوصا d3300چون با این قیمتی ک این محصول داره واقعا کاراییش حرف نداره و از نظر مگاپیکسل حتی در سطح دوربین هایه گرون قیمته،خلاصه اگه بجای اینکه دوربین گرون قیمت بخرید ی لنز کنارش بندازین راحت رقابت میکنه به دوربین های غول...",10,3,3,3,3,3,3
"فوکوس و قابليت زياد",,"من 4ماه دارمش باهاش همه کار میشه کرد خیلی خیلی عالیه باید براش یه لنز تله ام گرفت که کاملش کنه.با بهترین جنس های کنن رقابت شدید داره.من اصلا از خریدم ناراضی نیستم. نسبت به قیمتش فوق اعاده است",11,2,4,3,4,4,5
"اندازه کوچيکش","صداي فوکوس داخل فيلم","من یک هفته ست که این دوربینو خرید چون عکاس تازه کارم واقعا نظرمو جلب کرده
اگ ک میخواین برای پرتره استفاد کنین یه لنز با دیاف بازتر باید بخرید براش( f1.8 55mm) این لنز شارپنس بیشتری رو براتون به ارمغان میاره
از من میشنوید یه فیلتر uv هم براش بخرید
تحت هیچ عنوان انگشت داخل ویزور دوربین نکنید که پاک کردنش دردسره
و اینم بگم که شما دی اس ال ار رو برای عکاسی میخرید نه برای فیلم برداری تقریبا بیشتر دی اس ال ار ها محدودیت فیلم برداری دارن مثلا این دوربین به شما حداکثر بیست دقیقه تایم فیلمبرداری میده!!
اگر هم براتون مهمه برید سراغ کنون
در نهایت بخوام جمعبندی کنم اگ عکاس باشی با این دوربینو همین کیت عکس های خیلی خوبی میتونی بگیری",8,3,3,4,5,4,3
"قيمت مناسب نسبت به رقبا
باتري عالي
کوچک ولي حرفه اي
عکس و فيلم بهتر در مقايسه با رقباي هم رده خصوصا کانن 700D
ايزوي بالا و فيلمبرداري 60 فريم بر ثانيه 1080","صداي فوکوس در حين فيلمبرداري البته زياد آزار دهنده نيست و بستگي به نوع لنزم داره
واي فاي نداره ولي ميشه جدا براش خريد","من اردیبهشت 95 از دیجیکالا خریدم و واقعا راضی ام و میتونم بگم برای شروع عکاسی حرفه ای بهترین گزینه ست. از نظر فیلم برداری که دیگه عالیه و با برخی از مدل های دوربین فیلمبرداری قابل رقابته و این برای یه دوربین عکاسی امتیازه. عکسشم به لطف سنسور 24 مگاپیکسلی و امکانات دستی بالا و از همه مهمتر ابعاد حسگرش (23.5 در 15.6 میلیمتر) در نوع کراپ نسبت به هم رده ها فوق العادست. فقط یه لنز 200-55 نیکون هم در کنار لنز فابریکش تقریبا تکمیلش میکنه. سه پایه یادتون نره.",6,0,5,5,5,4,5
,,"در جواب دوستمان. کاربر مهمان.
D3400 وای فای ندارد. فقط بلوتوث داره. که برا انتقال عکس های حجیم و فیلم اصلا کاربردی نیست.
شما برای انتقال فایلهای روی دوربین D3300 یک کابل otg نیاز دارید و اینکه موبایلتان otg ساپورت کنه. بعد از طریق نرم افزار فوق العاده کاربردی Dslr dashboard فایلهارو خیلی راحت با سرعت بالا انتقال دهید. تنها مزیتی که میشه نام برد باتری بهتر d3400 هستش که همین باتری d3300 هم عالی جوابگو هست.",9,2,4,4,4,3,5
,,"دوربین جدید نیکون در رده ی entry level Dslr تولید شده با نام D3400،
هنوز هیچ تستی از این دوربین منتشر نشده ولی طبق ادعای نیکون قابلیت عکاسی 1200 شات با هر بار شارژ کردن رو داره، برخلاف نیکون D3300 که 700 شات میندازه.
وای فای و بلوتوث نسخه 4 به این دوربین اضافه شده
پانزده گرم وزنش سبکتر شده نسبت به D3300
ISO 25600 بدون حالت بوست دست یافتنی شده که احتمالا نویز رو پایینتر میاره
این تغییرات ظاهری نوید یک پله قدرتمندتر شدن Dynamic Range و همچنین نویز کمتر در ISO های بالاتر رو میده .
از عقبگرد های نیکون توی این دوربین هم حذف پورت میکروفون هستش که احتمالا با بالاتر بردن کیفیت میکروفون اصلی همراه باشه
از لحاظ نرم افزاری هم چند قابلیت عکاسی شب جدید اضافه شده که برای عکاسی اتوماتیک کارآمد هستش
کیت لنز اصلی این دوربین هم نسل جدید لنز های نیکون یعنی Af-P هستش.
دیجی کالا زود بیار که تو امریکا و اروپا موجود شده و داره به فروش می رسه",6,1,3,3,3,3,3
