positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
,,"حسینعلی پیام نجار (1394/8/1) :
دوست گرامی به نظر من شما زود قضاوت کردین!! میگین چرا؟ چون انتظارات شما زیاده دیجی کالا یک فروشگاه اینترنتی هست و همین که برسی دوربین و مشخصاتش رو میزاره خیلی هم از سرمون زیاده و مهمتر از همه اینکه یک فضای خیلی خوب برای تبادل نظر ایجاد کرده و میتونیم از نظرات مفید بهره ببریم.
از نظر قیمت بنظرم مناسبه شاید یه کم گرونتر باشه ولی همه که اطلاعات کامل ندارن خودشون برن خرید و احتمال این که کلاه سرشون بره زیاده.
من که خودم حاظرم از جای معتبر خرید کنم ولی یکم پول بیشتر بدم.
بنظرم یه کم درباره دیجی کالا بیشتر تحقیق کنی بهتره. میدونی چطور دیجی کالا ساخته شد؟ دو برادر که مالک دیجیکالا هستن قصد خرید دوربین عکاسی میکنن و از بازار تهیه میکنن .این طور که معلومه سرشون کلاه میره و فروشنده باهاشون راه نماید !!! حالا این دو نفر به فکر من و شما بودن و اومدن این سایت رو راه اندازی کردن تا دیگه سر من و شما کلاه نزارن! اتفاقا دوربین جزو اولین کالاهای دیجی بوده
امیدوارم از گفته خودتون پشیمون شده باشین",15,5,0,0,0,0,0
,,"حسینعلی پیام نجار دیجی کالا اول دوربین بوده بعد موبایل و ...",11,2,0,0,0,0,0
,,"با لنز 24-70 این قیمت",2,2,0,0,0,0,0
,,"کنون با معرفی این دوربین دوباره جنگ مگاپیکسل را راه انداخت، چیزی که چند سال پیش به رقیب دیرینه اش باخته و رها کرده بود. هنوز چند ماه از معرفی این دوربین نگذشته است که کنون از ساخت سنسور دیگری با رزولشن 120 مگا پیکسلی پرده برداشت که هنوز در مرحله تست است. نیکون هم با سابقه ای که در سورپرایز کردن دنیای عکاسی دارد تماشاگر این موضوع نخواهد بود و بزودی شاهد نسل جدیدی از DSLR های با مگاپیکسلهای باور نکردنی از سوی هر دو خواهیم بود. همین الان شایعاتی مبنی بر در راه بودن D810s وD850 از نیکون هست. بسیاری از عکاسان این رویه را نمی پسندند و معتقند بجای بالا بردن دیوانه وار رزولوشن سنسور های فول فریم و بردن انها به سمت میدیوم فرمت که مشکلاتی مثل نویز بالا در نور کم و حجم سنگین فایل عکسها (عکس های گرفته شده با 5Ds حدود 80-90 مگابایت حجم دارند) را ایجاد میکند، بهتر است بر روی تکنولوژی های سودمند تری مثل ساخت پردازشگرهای قدرتمند تر برای ثبت تصاویر بدون نویز شارپ تر در ایزوهای بسیار بالا و یا سیستم فوکوس کارامد تر که بتواند ضعف های هر دو سیستم کنونی Phase & Contrast Detection را مرتفع سازد و همچنین کاهش اندازه و وزن لنز های با دیافراگم ثابت، کمتر شدن هرچه بیشتر Chromatic Aberration و Distortion که ارتباط مستقیم با شارپتر شدن عکس دارند.. کار کنند که البته نیکون با کار بر روی لنزهای (PF (Phase Fresnel تا حدودی موفق بوده که نتیجه اش را در لنز جدید 300mm f/40PF میبینیم. با این روند ظهور انواع فول فریم ها طی 3-2 سال گذشته(5D , 5Ds, 5DsR , 6D , D800, D810, D610, D750 ) انتخاب بین این دوربین ها،بسیار سخت تر از گذشته خواهد شد.",12,3,0,0,0,0,0
,,"سلام دوستای گلم لطفا همگی نظر بدین - آخه واسم خیلی مهم هست .
می خوام تو کار fashion , portrait , غیره ازش استفاده کنم به نظر شما نیاز دارم.
5D Mark III , 5DS , 5DS R , Nikon d810 کدومش بهتره واسه این کار .",0,6,0,0,0,0,0
,,"باسلام
اگه عکاس حرفه ای هستید همینو بگیرین از نیکون D810 بهتره کلا از نظر من تو قیمتای بالا کنن بهتره شاید اول حس کنین نیکون امکانات بالاتری میده با همین قیمت ولی تو کارای حرفه ای تفاوت به طور محسوس احساس میشه",3,7,5,5,5,5,5
,,"آقای محمدی نیکون D810 بگیرید بهتره.از هزار و یک جهت...مقایسه کنید....اگه میخواید انقدر هزینه کنید به نظر من نیکون بگیرید.
موفق باشید.",8,4,0,0,0,0,0
,,"سلام به همگی ، دوستای گلم خواستم در این مورد نظر شما رو بدونم .
به نظر شما 5D Mark III یا 5DsR.
کدومش واسه کارهای تبلیغاتی ، آتلیه و غیره بیشتر بکار میاد ؟ لطفا نظر بدین ، خیلی نیاز دارم به اطلاعات شما",0,1,0,0,0,0,0
,,"لطفا تحلیل این دوربین رو بگذارین با تشکر",0,1,0,0,0,0,0
,,"دیجی ! دوربین ارایه شده ! چرا نمیاری ! پیشگام باش !!! میخوام از خودت بخرمش .... منتظرم همچنان ...",0,3,0,0,0,0,0
,,"سلام میخواستم بدونم فرق این دو تا چیه؟اگه کسی میدونه لطفا راهنمایی کنه؟و در کل این دو بهترن یا مارک سه مرسی",0,1,0,0,0,0,0
,,"با سلام جناب آقای اعلا
دوربین قطع متوسط به دوربین هایی گفته می شود که حداقل ابعاد حسگر آنها 48 در 36 میلیمتر باشد.
لازم به ذکر است که دوربین 5DSR یک دوربین نیمه حرفه ای و دارای قابلیت عکاسی تا 50.3 مگاپیکسل می باشد و می تواند برای آتلیه های تخصصی و برخی از عکاسی های صنعتی مورد استفاده قرار گیرد.
از قابلیت های مهم این دوربین که در سایت اشاره نشده می توان به :
Mirror Vibration Control System و Cropped Shooting اشاره نمود.
به نظر می رسد در ایران باید حداکثر قیمتی بین 12 تا 13 میلیون تومان دارشته باشد، که می تواند با یک لنز EF 70-200mm f2.8L IS II USM برای عکاسی در طبیعت و Canon EF 24-70mm f/2.8L II USM یا Canon EF 16-35mm f/4L IS USM (با توجه به نوع نگاه افراد به عکاسی) برای عکاسی در محیط های بسته مثل آتلیه، منزل، دفاتر کاری اماکن دیدنی و ... و یک لنز Canon EF 100mm f/2.8L Macro IS USM برای کارهای ماکرو بسیار مورد توجه و استفاده قرار گیرد.
برای رفع مشکل GPS هم می توان از یک دستگاه Receiver GP-E2 استفاده نمود.",3,1,5,5,5,5,5
,,"سلام دوستان گرامی .من دوربین 70 d دارم .وبه شما توصیه میکنم به نیازهاتون توجه کنید وبعد خرید کنید .شاید شما دوست داشته باشید مثل من از دوربینهای تک رقمی کنن استفاده کنید ولی باکمی تحقیق متوجه میشید که تا الان دوربین کاملی به بازار نیامده .این دوربین جدید در عکاسی در شب مشگل داره و همچنین اگه خواستید از حالت فیلبرداری این دوربین استفاده کنید به مشگل خواهید خورد . حتی دوربین 5دی مارک 3 نیز که محصول 2012 هست در حالت فیلمبرداری فکوس خودکار نداره .شاید برای بعضی ها این موارد مهم نباشه ولی برای من مهمه که با دوربینم همه کار بتونم بکنم .ایکاش این دوربین نمونه بهبود یافته 5 دی بود و نه یه چیز دیگه .میدونید که پیکسل زیاد باعث نویز میشه به همین دلیل شرکت کنن بعضی از توانایی هی این دوربین رو کاهش داده تا این مشگل رو حل کنه .من منتظر دوربین کاملتری هستم .جای دوربین رو لنزهاتون کار کنید تا وقتی که یه دوربین ایدعال تری به بازار بیاد.",2,1,0,0,0,0,0
,,"سلام دوستان... ببخشید..من متوجه نمیشم منظور از دوربین های قطع متوسط چی هست...! لطفا اگر میدونید راهنماییم کنید...
خیلی ممنون...",1,0,0,0,0,0,0
,,"یمت باید بالای ده میلیون باشه البته من که اینو نمیخرم اگه پول هم داشته باشم چون این دوربین واسه عکاسهای حرفه ای هست واسه من یه کامپکت خوب مناسبه چون این دوربینها سنگین هست پس برای جابه جایی و ثبت لحظه ها اذیت میکنه ولی یه دوربین کوچولو با کیفیت واسه من که یخوام فقط عکس خانوادگی و ثبت لحظه ها سفر بهتره",2,1,0,0,0,0,0
,,"فکر کنم قیمتش سر به فلک بزنه!!",1,2,0,0,0,0,0
,,"رویای من ...",3,2,0,0,0,0,0
,,"فوق العاده
من منتظرش هستم",2,2,0,0,0,0,0
