positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
[],[],"ارزش خریدش خیلی پایینه با این مقدار هزینه بهتره نیکون d3300 با اختلاف کمی تو قیمت اختلاف فاحشی در کیفیت تصاویر داره. از رنج دینامیکی گرفته تا شارپنس تو این رنج قیمت یه سر و گردن بالاتره",11,7,3,3,3,3,3
"[""خوبه""]",[],"نقدی ندارم خوبه",7,19,4,5,5,4,5
"[""واي فاي و nfc"",""digic 4+""]","[""هيچ پيشرفتي نداشته"",""iso 6400"",""فيلمبرداري فوکوس ممتد ندارد""]","دوستان توجه کنن که لنز قابلیت فوکوس دستی رو نداره
ضمنا هیچ تغییری نسبت به 1200 دی نداره بجز وای فای و ان اف سی، چیز خاصی تغییر نکرده.
ضمنا باتری هم همون نسخه قبلی است که با توجه به نمایشگر جدید باید قوی تر میشد که نشده.
در کل هنوز خریدش بصرفه نیست و باید صبر کرد.
با اینکه طرفدار نیکون نیستم اما دی 3300 رو به این دوربین ترجیح میدم.",35,3,2,2,3,2,0
,,"درجا زدن . یا شاید خساست در بکار بردن تکنولوژی . هر چه هست این سیاست کانن را نمی پسندم . wifi و nfc این مدل اون از 1200d متمایز کرده .
لطفا اشتباه تایپی در اسم این مدل را تصحیح کنید . وقتی میگند لنز III یعنی این لنز فاقد IS و یا لرزشگیر است . در صورتی لنز این مدل لرزشگیر داره که IS II باشه.",24,6,4,3,3,4,3
"wifi
قيمت مناسب
کيفيت ساخت بالا
عکاسي عالي
فيلم برداري 1080","اگه ضعفي در اين دوربين ميبينين بايد به دوربين هاي بالاي 3 ميليون تومن فکر کنيد","سلام خدمت دوستان عزیز. من قبل از این که این دوربین رو بخرم چند ماه تحقیق کردم و با چندین عکاس حرفه ای مشورت کردم. در کل بگم این اولین دوربین حرفه ایه که من خریدم ولی باید بگم بدون شک این دوربین عالیه . هیچ شک و تردیدی به خودتون راه ندید . بیخود پول اضافی هم خرج مدل های بالا تر نکنید . عوضش میتونید یه لنز توپ برای همین دوربین بگیرید. هرچند با لنز 18-55 هم عکس های محشری میشه گرفت باهاش. خلاصه اینکه بخرید و لذت ببرید . ممنون از دیجی کالا",5,1,5,4,4,5,5
"ارزان ترين دوربين حرفه اي",,"با سلام خدمت دوستان
اولین بار از این مدل دوربین را خریدم
حدود 200 تا عکس گرفتم زیبا بود",2,0,3,3,3,3,3
"فوکوس اتوماتيک"",""داشتن واي واي"",""دلشتن nfc"",""فلش خوب"",""همه چيش","مگه داره؟","فوق العادس کیفیتش عالیه من با وای فایش وصل شدم به گوشی برنامشو نصب کردم بدون یذره اینترنت بهش وصل شدم با وای فایش به عکسا دسترسی دارم به خود دوربین دسترسی دارم باهاش با گوشی فوکوس میکنم تصویر زنده دوربین از موبایل عالیه من خیلی خوشم اومد قیمتشم خوبه حتما بخرید",10,0,5,5,5,5,5
"با لنز is2 فوکوس خوب
فلش خودکار","صداي فوکوس دستي توي فيلم ضبط ميشه
صداي بسته شدن شاتر بسيار زياد است
کيفيت بد بدنه
فيلم برداري تا 30 فريم بر ثانيه
عکساي نه چندان جذاب","والا من تازه با لنز is 2 تهیه کردم اصلا راضی نبودم فقط به درد دانشجوهای عکاسی میخوره که میخوان یکی دو سال دیگه یا یک لنز خیلی عالی براش بخرن یا کلا عوضش کنن.اصلا بدرد مصرف خونگی نمیخوره مصرف حرفه ای هم که فکر نمیکنم",4,13,4,4,4,5,3
,,"من اسن دوربین رو 3 ماه هست که خریدم اصلا کیفیتش بسیار عالیه.....این دوربین رو بنده از بازار خریدم اول قصد داشتم نیکن 3200 بخرم اما واقعا کیفیت ساخت پایینی داشت",4,3,4,5,4,4,4
,"حالا که زبان عربي داره کاشکي منو فارسي داشت","دوربین خیلی عالییییییی هست برای امثال من که حرفه ای نیستیم اما حرفه‌ای عکس میگیریم",10,1,4,4,4,3,4
,,"چقدر نظرات متفاوته، آدم نمیدونه چیکار کنه",15,4,3,3,3,3,3
"WIFI فوق العاده
شارژ باطري عالي
بدنه سبک و با کيفيت",,"سعی کنید حتما بجای لنز IS III با لنز IS II به دلیل داشتن لرزشگیر عالی و فوکوس خودکار و دستی انتخابی. در هر حال ز داشتن این دوربین سبک و با کیفیت در این رنج قیمتی لذت خواهید برد",13,3,4,4,4,5,4
"WiFi داخلي","نمي دانم","از دوستانی که از این دوربین استفاده کرده اند میپرسم: آیا شارژدهی باطری و کیفیت فیلمبرداری این دوربین راضی کننده هست؟(با توجه به تحقیقاتی که داشتم باطری بسیار ضعیفه. و اینکه دوستی فرموده بودند که فوکوس ممتد در هنگام فیلمبرداری نداره)
البته اگه Nikon D3300 وای فای داخلی داشت ، حتی یک لحظه هم به این دوربین Canon فکر نمیکردم
حتی با اینکه Nikon اخیرا مدل D3400 رو هم معرفی کرده اما متاسفانه اون هم WiFi نداره و فقط به بلوتوث بسنده کرده!",9,3,2,3,4,4,3
"کيفيت بالا",,"کیفیت وزیبایی ظاهری",3,4,3,3,3,3,3
