positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"[""زوم خوب و کيفيت مناسب تصاوير گرفته شده . فيلم برداري با سرعت بالا""]","[""پراکنده بودن قابليتها در بين گزينه هاي قابل انتخاب و نبود توضيحات در دفترچه همراه دوربين""]","دوربین دارای امکانات خوبی برای عکاسی است اما برای استفاده از آنها باید حتما راهنمای دوربین را از سایت فوجی دانلود کنید. اینراهنما 106 صفحه و کامل است . دفترچه راهنمای همراه دوربین 25 صفحه است و بسیاری از امکانات دوربین را نا گفته گذاشته است. زوم دوربین عالی است . کیفیت فیلم براداری و صدا هم در حالت اچ دی رضایت بخش است اما در هنگام حرکت دوربین مانند نمونه های کنن هم رده حرکت را نرم نمی کند امابهنظرم کیفیت صدایش بهتراست. عکاسی سه بعدی و پانوراما نباز یه کمی تمرین دارد و ذر حالت سه بعدی سه پایه نیز لازم است. امکانات پیشرفته دوربین بین سه مود دوربین تقسیم شده است بنا بر این برای دسترسی سریع به آنها لازم است کمی تنمرین کنید تا در عمل سوژه را از دست ندهید. عکاسی پی در پی هم با سرعت مناسبی انجام می دهد اما تعداد فریمها محدود است بین 3 تا12 در هر شات.",0,2,3,3,3,3,3
,,"این دوربین رم رو تا چن گیگ ساپورت میکنه ؟",0,1,1,3,4,4,4
"زيبايي خوش دستي و امکانات متنوع","کيفيت عکس پايين مخصوصا در شبافت کيفيت شديد عکس در زوم بالا","به نظرم قیمتش خوبه اما شما میتونید با صرف هزینه ای بیشتر یک دوربین خوب از برند های معتبر مثه کانن و نیکون بخرید .",4,1,1,3,4,4,4
,,"سلام دوستان اون کیفیت که فکر می.کنید نداره",1,3,5,5,5,5,5
,"نبود شارژر برا باتري","عالی اگه شارژر باتری رو موجود کنین منم میخرم",4,1,4,4,3,3,4
,,"خیلی خوبه من که وضم توپه از این با قیمت کمش خوشم اومد",2,63,0,1,4,0,1
,,"من این دوربین رو دو سال پیش از همین دیجی کالا گرفتم خدا رو شکر از انتخابم خیلی راضیم اول اینکه تمام خواسته های منو داره من با این دوربین از ماه از تاریکی شب از شهر یا مناظر طبیعی عکس گرفتم واقعا کیفییش عالیه لنز وایدش و زوم با کیفیتش تو عکسا خیلی کمک میکنه که یه عکس حرفه ای با این دوربین بگیرید و در کل مرسی دیجی کالا",4,3,5,5,5,5,5
,,"لطفا رنگای دیگشو هم موجود کنید مشکی و ابی",5,1,0,0,0,0,0
,,"من نمیدونم چرا این دوربین از f770 که gps و قطبنما هم داره، گرونتره.",6,5,0,0,0,0,0
"به نسبت قيمت ، عکس و فيلم قابل قبول ، نه عالي
وجود لرزش گير
عدسي لنز باکيفيت
زوم بالا براي کاربري هاي خانگي","گارانتي بسيار بسيار ضعيف
رابط کاربري دوربين ميتوانست بهتر باشد
آسانسور ضعيف لنز","با سلام و درود
به نظر من گارانتی نقش خیلی مهمی رو در خرید کالاهایی از این قبیل ، داره
من این دوربین رو بعد از کلی تحقیق برای کادوئی تولد خواهرم خریدم که متاسفانه دوربین خوبی از آب درنیومد (حداقل برای من که اینطور بود) کلا 2 بار بیشتر باهاش عکس نگرفتیم ،که خراب شد لنز کامل بیرون اومد و از حالت فوکوس خارج شد و دیگه هم به حالت اول برنگشت ، متاسفانه اون زمان دیگه مهلت یک هفتگی دیجی کالا تمام شده بود ، بنابراین ما رو معرفی کردن به شرکت گارانتی کننده
(فوکا فیلم) ، که شرکت مربوطه به هزار و یک دلیل که خودتون بهتر میدونید از مرجوع کردن کالا خودداری کرد بعد از کلی دردسر یه دوربین دیگه فرستاد که اونم دقیقا مشکل آسانسور لنز داشت که به قول مسئول پشتیبانی فروش شرکت فوکا این یه چیز عادی و همه دوربین های این شرکت اینطوری هستند
(که این عادی نیست ) خلاصه من یه چیز رو تو این خرید فهمیدم اول اینکه از شرکت فوجی تو ایران خرید نکنم دوم اینکه دوربین های سوپر زوم به دلیل وزن بیشتر لنز و قطعات بکار رفته بیشتر ، در لنز ،استعداد بیشتری برا خراب شدن دارن",4,1,4,2,3,4,4
"لرزش گير تصوير فوق العاده
فيلم برداري عالي و با کيفيت
قابليت عکسبرداري با کيفيت در هر موقعيت","ظريف و نازک","من این دوربین رو تقریبا چهار ماهه خریدم
مسافرتم زیاد باش رفتم و عکس زیاد باش گرفتم.
اون موقع که من این دوربین و خریدم یک کارت حافظه هم همراه دوربین دادن که قیمتش هفتاد هزار تومن بود.
واقعا کیفیت تصویر برداریش عالیه و آدم از تماشای عکسایی که گرفته لذت میبره.
من حتما این دوربین رو بهتون پیشنهاد میکنم.",1,1,5,5,2,5,4
"کيفيت عکس فوق العاده","يکم نويز تو ايزوهاي بالا","این دوربین منو به عنوان یه عکاس شگفت زده کرد.",2,2,5,4,5,5,4
"کيفيت مناسب عکس ها و فيلم ها
امکانات زياد","نداشتن wifi و gps","با سلام من چند وقت پیش این کالا رو از دیجی کالا خرید. از خریدم هم تقزیبا راضی هستم البته باید در نظر داشتن کیفیت عکس های این دوربین به دوربین های نیمه حرفه ای و حرفه ای نمیرسه و نسبت به قیمتش خوب هست و امکانات خوبی داره که کاربرهای مبتدی رو از تنظیم سرعت شاتر و غیره نجات میده البته میشه به صورت دستی تمام تنظیمات رو انجام داد. اگه wifi و gps براتون مهم هست به مدل های FinePix-F800 و FinePix-F770 یه نگاهی بندازید.فقط یه سوال داشتم این هست که توی دیجی کالا نوشته قابلیت عکاسی به فرمت RAW رو داره ولی من ندیدم.",1,2,4,4,5,5,4
,,"یک کلام سامورایی !",2,2,5,2,3,5,4
"[""زوم خوب و کيفيت مناسب تصاوير گرفته شده . فيلم برداري با سرعت بالا""]","[""پراکنده بودن قابليتها در بين گزينه هاي قابل انتخاب و نبود توضيحات در دفترچه همراه دوربين""]","دوربین دارای امکانات خوبی برای عکاسی است اما برای استفاده از آنها باید حتما راهنمای دوربین را از سایت فوجی دانلود کنید. اینراهنما 106 صفحه و کامل است . دفترچه راهنمای همراه دوربین 25 صفحه است و بسیاری از امکانات دوربین را نا گفته گذاشته است. زوم دوربین عالی است . کیفیت فیلم براداری و صدا هم در حالت اچ دی رضایت بخش است اما در هنگام حرکت دوربین مانند نمونه های کنن هم رده حرکت را نرم نمی کند امابهنظرم کیفیت صدایش بهتراست. عکاسی سه بعدی و پانوراما نباز یه کمی تمرین دارد و ذر حالت سه بعدی سه پایه نیز لازم است. امکانات پیشرفته دوربین بین سه مود دوربین تقسیم شده است بنا بر این برای دسترسی سریع به آنها لازم است کمی تنمرین کنید تا در عمل سوژه را از دست ندهید. عکاسی پی در پی هم با سرعت مناسبی انجام می دهد اما تعداد فریمها محدود است بین 3 تا12 در هر شات.",0,2,3,3,3,3,3
,,"این دوربین رم رو تا چن گیگ ساپورت میکنه ؟",0,1,1,3,4,4,4
"زيبايي خوش دستي و امکانات متنوع","کيفيت عکس پايين مخصوصا در شبافت کيفيت شديد عکس در زوم بالا","به نظرم قیمتش خوبه اما شما میتونید با صرف هزینه ای بیشتر یک دوربین خوب از برند های معتبر مثه کانن و نیکون بخرید .",4,1,1,3,4,4,4
,,"سلام دوستان اون کیفیت که فکر می.کنید نداره",1,3,5,5,5,5,5
