positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
,,"سونی امتحانشو پس داده اما این دوربین نسبت به هم رده هاش canon sx60 ,nikonp610 زیادی گرونه ضمن اینکه با توجه به اندازه ی سنسور یکسان کیفیت عکسها نباید چندان تفاوتی داشته باشه.اگرچه لنز کارل زایس فوق العاده عمل میکنه و تفرق نور بسیار پاینی داره اما باز هم 20 مگا پیکسل برای این سنسور به نظر زیادیه!به نظرم اگه زوم براتون مهمه با این قیمت سراغ Nikon p900 برید و اگه کیفیت براتون مهمه با این قیمت nikon D5300 یا canon700D قطعا بهتر از این مدل سونی عمل خواهند کرد.",19,4,4,4,4,4,1
,,"سلام میشه هر چه سریعتر موجودش کنید ! یه زمان دیجیکلا رو با کالاهای دیجیتالش میشناختن ولی الان....حداقل 4 مدل از دوربین های سونی رو موجود کنید...حیف ِ مرسی",6,1,3,3,3,3,3
"[""زوم بسيار زياد""]","[""کيفيت کم چشمي""]","دوربین خوبیه اما به درد عکاس های حرفه ای نمی خوره.",3,1,5,4,5,5,5
,,"عجب چیز عالی ایه .. تورو خدا زودتر تا پول دستمه موجودش کن عالیه",3,5,5,5,4,5,4
,,"سلام موجودش کنین دو تا میخوام",2,2,3,3,3,3,3
,,"دوستان این دوربین منوی فارسی کاملی داره
حتی برای عکاسان مبتدی یه سرس آموزش هم به زبان فارسی داره و هر مود عکاسی هم همراه با توضیحات مختصر فارسی",2,1,4,5,5,5,4
,,"سلام به همه دوستان
لطفا کسانی که این دوربین رو دارند میشه بگن که منوی فارسی داره؟ و اینکه اگر اندازه عکس رو رو 20 مگاپیکس بزاریم میشه سایز عکس رو 16*9 تنظیم کرد؟",1,1,3,3,3,3,3
"کيفيت بالا
زوم خيلي زياد
باتري بسيار قوي در حد 4 ساعت مراسم
خوش قيافه و خوش ترکيب
قابليت اتصال به موبايل به جاي خريد ريموت کنترل","کيفيت کم چشمي","تقریبا 9 ماهه دارمش. از دیجی کالا هم خریدمش. تا الان عکسهایی که گرفته رو حتی توی شناسنامه هامون گذاشتیم. خیلی باطری داره و کیفیتش بهترینه. شک نکنید تو خریدش",4,2,5,5,5,5,5
,,"با سلام
جناب حیدری برای فعال سازی GPS باید به مود EASY برید وارد منو شوید و GPS را فعال کنید. فقط توجه داشته باشید با فعال سازی GPS عکس کمتری خواهید گرفت چون مصرف باتری شما افزایش خواهد یافت.",3,0,3,3,3,3,3
,"تفاوت قيمت زياد","با سلام و خسته نباشید
امشب با توجه به موجود بودن این دوربین خواستم سفارش بدم ولی وقتی قیمت رو دیدم بسیار تعجب کردم، چون قیمت این دوربین رو توی اکثر جاهای ایران دارم، حداکثر یک و پونصد است ولی تفاوت قیمت شما با جاهای دیگه خیلی زیاد است. زنگ زدم پشتیبانی و اعلام کردم که قیمت این محصول به احتمال خیلی زیاد به اشتباه وارد شده، با توجه به اینکه امشب یک دوربین دیگه از شما خرید کردم و مدل همین دوربین رو سال 90 - hx100 نیز از شما خرید کردم تقاضا دارم قیمت محصول را مورد بازبینی قرار دهید. تفاوت قیمت به این حد برای مشتریان خیلی زیاد است، با توجه به نزدیک شدن به سال نو کاربران زیادی از شما خرید می کنند. خواهشمندم قیمت را بازبینی کنید تا اینو سفارش بدم، با توجه به اینکه من با hx100 و hx1 هم کار کرده ام این دوربین را کاربران معمولی که می خواهند یک دوربین در عین حال با امکانات عالی و قیمت مناسب داشته باشند این مدل رو پیشنهاد می کنم، از اونجای هم که بنده عکاس حرفه ای هستم در کنار دوربین dslr های خودم به یک سوپر زوم نیاز دارم، تنها مدلی هم که به خریداران پیشنهاد می کنم این دوربین است زیرا باهاش کار کردم، دوربین های رقبای دیگه رو بررسی کنید در مقابل این هرکدام عیبهای بزرگی دارند، مثلا برای دوربین های سوپرزوم عدم زوم هنگام فیلمبرداری می باشد. با توجه به اینکه خودمم ترجیح میدم فقط از دیجی کالا بخرم تقاضا دارم قیمت را بازبینی کنید چون تفاوت قیمت فاحشی با سایتهای دیگه داره و با توجه به شناختی که از محصولات و قیمتهای دیجی کالا دارم و می دونم قیمتهای منصفانه ای لحاظ می کنه اطمینان دارم قیمت این محصول به اشتباه وارد شده است. خواهشمندم بررسی بفرمایید، با تشکر فراوان",7,1,3,3,3,3,3
,,"سلام من این دوربین رو چند روزی هست که خریدم خیلی عالیه
من یه مشکلی ندارم نمیدونم چجوری از جی پی اسش استفاده کنم از وای فای استفاده کردم هم با گوشی هم با کامپیوتر با نرم افزار پلی میموریز
خواهشا هرکی از جی پی اسش اگاهی داره بهم بگه",2,3,5,5,3,3,3
,,"با سلام.من این دوربین روخریدم.ساخت ژاپن.خلاصه بگم.بهترین سوپرزوم تاریخه.کاملا بی رقیب.توخریدش شک نکنید.",5,2,5,5,5,5,5
,,"دوستان عزیز با توجه به اینکه دوربینهای نیمه حرفه ای و کامپکت سونی تماما ساخت چین هستند و 100 % با خرید آنها دچار مشکل می شوید و پشیمان - عکسهای نه چندان دلچسب در محیطهای بسته و اینکه مقدار زیاد هزینه ای که بابت این دوربین پرداخت کرده اید شمارا به تصاویر دلخواه امیدوار نمیکند - عکسها در صورت تنظیم درست دوربین دارای حاشیه های تار میباشد - فیلمها دارای وضعیت مطلوب - اما راه حل : بهتر است دوربین های نیکون و کنون و سونی لنز دار ( حرفه ای ) بخرید تا نسبت به تصاویر دریافتی نظر شما جلب شود",0,2,0,0,0,0,0
,,"سلام میخواستم نظرم رو راجع به دوربینهای سوپر زوم بگم مخصوصا در رابطه با قیاسی که بعضی از دوستان بعمل میارن و این دوربینها رو با اس ال آر ها مقایسه میکنند ! شکی نیست که کیفیت عکس ارزونترین اس ال آر از این سری دوربینها بهتره ولی این دورینها برای ی قشری خاص از مصرف کننده ها ساخته میشه که دوست دارن ی دوربین داشته باشن که کیفیت عکس در حد مطلوبی داشته باشه و تمام خواسته هاشون رو براورده کنه یعنی از عکسهای مجالس مهمانی که ی هو 20 نفر توی ی اتاق کنار هم میایستن و عکس دسته جمعی میگیرن تا وقت سفر و عکاسی از گل و پرچم گل گرفته تا دشت و کوه همرو این دوربین ها انجام میدن منتها در حد انتظار کیفیت عکس مردم عادی نه عکاسی آتلیه ای و حرفه ای !! اگر رنج تنوع نوع عکاسی که در بالا ذکر کردم رو بخوایم با ی دوربین اس ال آر انجام بدیم نیاز به حداقل سه مدل لنز داریم که بهمراه خود دوربین حچمی باندازه یک ساک دستی و وزن حدود 5 کیلو گرم و اختصاص بودجه ی حدود 10 میلیون تومن هست ! امیدوارم منظورم رو تونسته باشم برسونم . من خودم هم سونی H50 که ی سوپر زوم مربوط به سال حدود 2009 هستش دارم هم نیکون D200 فول فریم با 4 مدل لنز نیکور که مربوط به همون ساله یعنی با کارکرد هر دو گروه دوربین تواما آشنا هستم",5,0,4,4,4,4,2
,,"من 2 ماهی است که این دوربین را خریداری کردم قبل از ان هم با اچ ایکس 300 حدود یکسال کار کردم بسیار عالی است و یک سر و گردن بالاتر از 300 است
دارای فوکوس دستی در مود فیلمبرداری است و برای کاربران اماتور خیلی خوب است . قدرت فوکوس سریع ان عالی است توصیه میکنم اگر دوربین همه فن حریف می خواهید حتما سونی اچ ایکس 400 بخرید",4,0,5,4,5,5,3
,,"من این دوربین رو از دیجی کالا خریدم. توی خریدش شک نکنید همه چی داره . یک camera apps داره که می تونید قابلیت های مختلف رو روی دوربین دانلود کنید.
تا حالا کلی عکس انداختم ، حرف نداره می شه با موبایل هم کنترلش کرد و عکس و زوم و نوردهی کرد. حالت smart عالی کار می کنه ، شک نکنید",6,2,5,5,5,5,5
,,"پرذاخت پول بابت دوربینی که سنسوری به اندازه یک نخود داره!! دوستانی که دوربین های اینچنینی را با یک DSLR مقایسه میکنند مطمئنا کوچکترین اطلاعی از عکاسی ندارند. خروجی همچین اندازه سنسوری حالا هر چند مگا پیکسل 20 نه 100 !!! به هیچ وجه قابل قیاس با حتی کنون 300D که 12 سال پیش معرفی شد و فقط 6 مگا پیکسل بود ، هم نیست. کیفیت عکس رو اول سنسور بعد لنز تعیین میکنه. لنز همچین دوربین هایی بیشتر شبیه یک شوخیه کنار لنزهای واقعی DSLR. ضمنا من از سال 88 یکی از این دوربیهای سوپر زوم رو دارم(Sony H50). به کسانی که به کیفیت واقعی عکس اهمیت میدن میگم این دوربین ها فقط یه شوخیه. کنون 700D و نیکون D5300 که جای خود داره. مطمئن باشید کنون 1200D بسیار از امثال این سوپر زومها و حتی کامپکتهای پیشرفته مثل G16 , G1 و ... خیلی بهتره. اگه قبول ندارید از یه عکاسی نزدیک محلتون بپرسین، کسی که آتلیه داره خوب میتونه راهنماییتون کنه.",8,0,0,0,0,0,0
,,"سلام
من این دوربین و از نمایندگی اصلی تو جمهوری تهیه کردم ولی بگم دفترچه راهنمای فارسی نداره و کاملا باید بلد باشی
در کل دوربین خوبیه
من سایت اصلیه سونی هم رفتم ساپورت نمیکنه به زبان فارسی
نمایندگیهای اصلیشم دفترچه راهنما به زبان فارسی ندارن",0,0,0,0,0,0,0
,,"سلام
من این دوربین رو خریدم.مرداد 94
زیر دوربین made in china زده..نمیدونم ژاپنیشم هست یاخیر فک نکنم
زوم با تنظیمات تا 200X میرسه البته همون 50x که میندازی دیگه اونقدراهم زوم 200X جلوتر نمیبره زومتون در همون 50X انتظار داشته باشید.
اولش میخواستم کانن x60 رو بخرم که با دیدن این بیخیال کانن شدم..
هنوز نه کارت اس ادی انداختم و نه بلدم باهاش کار کنمبه اندازه راه اندازی و عکس گرفتن با یک موبایل بلدم باهاش کار کنم.
در هرصورت ویدئوهاش توی یوتوب هست ..",2,1,0,0,0,0,0
,,"سونی در مقابل دیگر برند ها از لحاظ کیفیت و قیمت عالیه",4,0,0,0,0,0,0
,,"با سلام خدمت دوستان .من این دوربینو با توجه به شناختی که روی محصولات دارم از همن جا تهیه کردم بدون تعصب و با توجه به علاقه خودم میگم که سونی در زمینه دوربین از هر لحاظ حرف اول وهمچنین این دروربین مناسب کاربران نیمه حرفه ای و حتی حرفه ایه..کسی که تردید در انتخاب داره با سرچ در نت و در نظر گرفتن کامل مقایسه این دوربین با مدل های مشابه کامل فرق اینو با دیگر محصولات شرکت ها متوجه میشه . در کل بسته به سلیقه هرکس ولی پیشنهادم این مورده",5,0,5,5,5,5,5
,,"با سلام خدمت دیجی کالای عزیز
با احترام من حدود 2ماهه که دنبال دوربین سوپر زوم با کیفیت خوب میگردم در این مدت تحقیقات زیادی نسبت به این دوربین با سایر رقبای دیگر انجام دادم در کل از hx400راضیم
ولی قیمت بسار بالایی داره نمیدونم دلیلش چیه اخه تو سایتهای دیگه رفتم که اختلاف داره به خاطر همین تو انتخاب این دوربین کمی تو شک و تردید قرار میگیره از دیجی کالا خواهش میکنم راهنمایی کنید چون خیلی گیج کننده شده.",1,0,0,0,0,0,0
,,"سلام
دوستان من به دنبال یه دوربینی هستم که بتونم باهاش عکس های خوب در نور کم یا کافی بگیرم
این دوربین مناسبه؟ در سطح حرفه ای نمیخوام اما بازم بتونه عکس خوب تحویلم بده
دوستایی که این محصول رو دارن تو نور کم عکس هاش چه طوره؟
و همین طور زومش هم برام مهمه.",1,0,0,0,0,0,0
,,"با سلام خدمت دوستان و دیجیکالای عزیز.
آقای بنیامین به نظر من دوربین نیکونی که شما پیشتهاد دادید بهتده و مخصوصا با اون لنز.
این دوربین از لحاظ:
کیفیت کمتری نسبت به اون دوربین نیکون داره.
توی تاریکی دوربین نیکون کاملا بهتر عمل می کنه.",0,0,0,0,0,0,0
,,"سلام جناب هوشنگ ارام پور ممنون از راهنماییتون
ولی با عرض پوزش کلی تحقیق کردم و متوجه شدم که این دوربین اصلیه
حداقل اینکه گارانتی که داره گارانتی بازرگانی ایرانه و خیلی معتبره
بعد زیر دوربین نزده چین یه بار کد داره که پیش شماره بارکد برای کشوره ژاپنه و تمامی بار کد هایی که روی کارتون دوربین وجود داره بار کد کشور ژاپنه",0,0,5,5,5,5,5
,,"این دوربین فوق العادست . من سری hx100 رو داشتم و باهاش کار کردم در نوبه خودش خوب بود و نظر شخصیم اینه برای کاربران نیمه حرفه ای و یا اماتور بهترین گزینه هست چون راحت میتونن شاهکار هنری خلق کنن.
از نظر امکانات با محصولات مشابه ثابت شده که بهتره. میتونید در سایت های خارجی نگاه کنید مقایسه سری های مختلف با این دوربین رو.
خودم میخوام اینو بخرم به محض اینکه پول دستم بیاد از همین جا گرفتمش
ممنون دی جی کالا که موجود کردیش.",2,0,5,5,5,5,5
,,"با سلام دوستانی که اطلاعات کامل دارند میخوام بدونم این دوربین چطوره؟؟ خیلی دنبال دوربین تو این قیمت گشتم ولی این به نظرم بهتر اومده....
نسبت به Nikon D5200 AF-S DX Nikkor 18-55mm VR II Kit چطوره؟؟کدوماش بهتره؟؟
یا نسبت به Nikon D5300 kit 18-140 VR که قیمت بالاتری داره چی؟ از بین این سه دوربین کدوم از همه بهتره از تمام جنبه ها؟؟؟؟
لطفا راهنمایی کنید",0,0,0,0,0,0,0
,,"واقعا جای تعجب هست که این دوربین چنین قیمت گزافی داره
با این پول میشه یه D5300 گرفت که کیفیت عکسش از بهترین DSLR های سونی هم بالاتر هست!",6,0,0,0,0,0,0
,,"دوستان من بین این مدل و مدل Nikon D5300 kit 18-140 VR گیر کردم برای انتخاب...به نظرتون کدومش بهتره؟از تمام جنبه ها...
کیفیت عکس خیلی برام مهمه...لطفا دوستانی که اطلاعات دارن راهنمایی کنن.",0,0,0,0,0,0,0
,,"طرز کار با وای فای و ان اف سی رو اگه کسی بلد هست توضیح بده ممنون",0,0,5,5,5,5,4
,,"کسی میدونه موقع فیلمبرداری میشه نوردهی کرد یا نه",0,0,0,0,0,0,0
,,"جناب mahdi khosravi
این دوربین در چین اسمبل میشه . زیرش نوشته made in china .",0,0,0,0,0,0,0
,,"از دوستانی که خریدن یک سئوال دارم
من دوربین hx100 - hx200 و hx300 داشتم و فقط hx100 در فیلمبرداری خوب بود و مشکل دیگر دوربینها این بود که در فیلبرداری وقتی زوم را در حالت ماکزیمم اپتیکال میزاشتیم، و شروع به زوم اوت میکردم یک پله میپرید یعنی انگار لنز خیلی نرم زوم اوت نمیکرد و یکجایی یک تیک میزد
از شما میخوام امتحان کنید و ببینید این مشکل را ندارد؟؟
ممنون",0,0,0,0,0,0,0
,,"سلام خسته نباشید من بین این دوربین و canon sx60 نمیدونم کدوم انتخاب کنم",0,0,0,0,0,0,0
,,"بهترین دوربین در این رنج قیمته من دارم این دوربین را کیفیت عالی با افکتهای زیاد
یکی از بهترین کارهتش اتصال راحت بیسیم یا با کابل با تلوزیون و گوشیهای هوشمند است",3,0,5,5,5,5,5
,,"سلام
چطور میشه فهمید که دوربین hx 400 ساخت کدوم کشوره من یکی گرفتم نمیدونم چینه یا ژاپن ویا ... لطفا راهنمایی کنید ممنون",0,0,5,5,5,5,5
,,"با سلام، من دیروز این دوربین رو از نزدیک دیدم و باهاش کار کردم، با ید بگم که عالی بود، بسیار فراتر از مشخصات روی کاغذ بود مخصوصا لرزشگیر اپتیکالش بسیار عالی عمل میکند با توجه به زوم بالایی که داره فقط تنها ایرادی که میشه ازش گرفت قیمت بالای اونه که دیروز در نمایندگی 1900 گذاشته بودن که با H400 حدود 600 تومن اختلاف داشت",2,0,0,0,0,0,0
,,"سلام
باید بگم که این دوربین هیچی کم نزاشته یک دوربین بی نظیره تو سبک و رقیبهای خودش من این دوربین رو خریدم وازش خیلی راضی هستم یک سوپر زوم واقعی هست با NFC و wifi وGPS کار کردم حرف نداره نرم افزارش رو از سایتی که داخل خود دوربین معرفی کرده دانلود کنیین و لذت ببرید",1,0,5,5,5,5,5
,,"سلام به همگی
دیجی جون چرا موجودش نمیکنین؟ زودتر لطفا...",4,0,0,0,0,0,0
,,"دوربین بسیار خوب و با کیفیتی هست در ضمن برای استفاده از وای فای این دوربین باید برنامه playmemories رو دانلود و نصب کنید هم نسخه موبایلش موجوده و هم نسخه pc.",2,0,0,0,0,0,0
,,"پس این دوربین کی موجود میشه قصد خریدش رو دارم",2,0,0,0,0,0,0
,,"سلام دوربین فوق العاده ای هست با ید برای استفاده از wifi ,remote نرم افرار play memories را بر روی گوشی خود نصب کنید",1,0,0,0,0,0,0
,,"دیجی کالا چرا این دوربین رو نمیاری؟",2,0,0,0,0,0,0
,,"سلام دیجی کالا
لطفا این دوربین رو موجود کنید من تا قبل از عید می خوام",2,0,0,0,0,0,0
,,"سلام ب همه دوستان
کسی میدونه با چه اپلیکیشنی میشه این دوربین رو کنترل کرد؟",0,0,0,0,0,0,0
,,"لطفا "" دوستان راهنمایی کنن آیا میشود تصاویر و فیلم را از روی مموری دوربین به هارد دیسک انتقال داد؟",0,0,5,5,5,5,5
,,"من این دوربین رو خریدم خیلی کیفیت خوبی داره میتوان گفت بی نظیره",1,0,5,5,5,5,5
,,"با سلام خدمت همه دوستان ساخت ژاپن هم داره قیمتش بالاتره",0,0,4,4,4,4,3
,,"این کالا تا کی باید نا موجود باشه؟؟؟ چیکار داری میکنی دیجی کالا ؟ بریم از جای دیگه بخریم؟؟؟",4,0,0,0,0,0,0
,,"من از این دوربین دارم استفاده میکنم ولی تا حالا نتونستم از فناوری وای فایش استفاده کنم اگه کسی بتونه بهم کمک کنه ممنون میشم",1,0,0,0,0,0,0
,,"سلام به همه دوستان
کسی میدونه با چه اپلیکیشن اندرویدی میشه این دوربین کنترل کرد؟",0,0,0,0,0,0,0
,,"سلام ب همه دوستان
کسی میدونه با چه اپلیکیشنی میشه این دوربین رو کنترل کرد؟",0,0,0,0,0,0,0
,,"آیا این دوربین ساخت ژاپن هم داره؟",0,0,0,0,0,0,0
,,"سلام من میخوام این دوربین رو تهیه کنم یکی از دوستان داره موقع فیلم برداری صدای زوم خیلی توی فیلم ضبط میشه برای دوستانی که دارند هم همینطور هست؟",1,0,0,0,0,0,0
,,"دوستان عزیز واقعا دوربین بینظیری به لحاظ کیفیت عکس و فیلمه رو دست نداره .",1,0,0,0,0,0,0
,,"من هم با نظر آقای حسین کمالی موافقم
مقایسه های فراوانی بین دوربین های سونی HX400 و کانن SX60 انجام شده و من آنها را از سایتهای مختلف به دقت دیده ام. آنچه در آن تستها دیده می شود این است که HX400 هم از نظر فیلمبرداری و هم از نظر عکس برتر از SX60 می باشد. به واقع سونی HX400 دارای وضوح بهتر، عمق میدان بهتر و شارپنس بهتر و حتی فوکوس سریعتر و دقیقتر است.
تمایل به خریدش دارم اما نمی دانم چرا دیجی کالا این دوربین را موجود نمی کند!!!",2,0,0,0,0,0,0
,,"سلام
از بعضی از کاربرا خیلی گله دارم درضمن از بعضی مدیران سایت که با تایید پیام هایی که هیچ جنبه علمی و کمک کردن به کاربر ها ندارد باعث سردرگمی هرچه بیشتر کاربر و خریدار ها میشوند.
اولا که شما به هیچ وجه اجازه تخریب محصولی رو ندارین اولا برید یکم تحقیق کنید بعد بیاین نظر بدین بعضی ها هستند که به قول دوستمون دوربین رو حتی پشت ویترین ندیدن طوری نظر میدن انگار که عمری با این دوربین مانوس بودن .
اولا چندتا نکته:
1-در پاسخ به اون دسته دوستانی که میگن کیفیت عکسا در حد بیست نیست و این جور حرفا باید بگم که من خیلی درباره این دوربین تحقیق کردم و با دوربین های canon sx60 و nikon p600 مقایسه کردم و باید بگم که کیفیت عکس ها یه سر و گردن بالا تر و دارای شارپنس بیشتر بود و مدرک هم دارم.
2-در پاسخ به اون کسانی که میگن بجاش بریم یه دوربین dslr بگیریم باید بگم که برای دوربین dslr باید جیبت رو خالی کنی و همچنین dslr های سطح مبتدی کیفیت دل چسبی ندارند و فقط بعضی ها که نام dslr رو پشتش میبینن به به و چه چه میکنند . درضمن برای خرید یک لنز با زوم بالا باید بالای چهار میلیون خرج کنی و این رو هم در کنار قیمت دوربین قرا بدین حال این که با این دوربین زوم بسیار بالا و کیفیت خوبی گیرتون میاد.
3- تنها ایرادی که میتونم به این دوربین بگیرم نداشتن فرمت RAW هست.",3,0,5,5,5,5,5
,,"از دوست عزیزمون بخاطر معرفی دوربین Sony Cyber-Shot DSC-HX200V خیلی متشکرم. قبل از این برای پیدا کردن دوربین خیلی سردرگم بودم و دوربینی که خواسته های من رو برآورده کنه پیدا نمی کردم . بازهم ممنون، هم از شما و هم از دیجی کالا .",0,0,0,0,0,0,0
