positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"کيفيت مناسب عکاسي
مناسب براي آماتور ها
انتقال بي سيم عکس ها","لنز کيت نه چندان جالب
ارتقا بي فايده نسبت به d3300","سلام این دوربین دقیقا همون D3300 هست و تنها مزیتی که بهش اضافه شده انتقال بی سیم تصاویره، بنابراین اگر D3300 دارین ارزش ارتقا به این دوربین رو نداره و کارتون با یک کارت حافظه که انتقال بی سیم انجام بده راه میوفته. در صورتی هم که میخواین دوربین جدید تهیه کنید، من بهتون D5300 رو پیشنهاد میکنم که قیمتش هم مشابه همین D3400 هست ولی علاوه بر wifi داشتن، Lcdش هم میچرخه که خیلی به کار میاد.",24,6,4,4,4,4,0
,,"من نمیدونم دوستمون چطور به این نتیجه رسیده کیفیت این دوربین از d7200 بهتره !
خواهشا از مسیولین سایت خوب دیجیکالا میخوام رو نظرات و تاییدشان دقت بیشتری بکنند تا دیگران رو به اشتباه نیندازند .",39,14,4,4,4,4,4
,,"با نیکونD3300 مقایسه کردم هم تصاویرRAW هم JPEG خروجی D3300 بهتر بود.D3300رنگ و لعاب و مدیریت نویز بهتری داشت
موفق باشید",13,12,4,4,5,5,4
"عمق رنگ بهتر از مدل حرفه اي مانند D7200
ارزش خريد بالا","نداشتن AF Fine Tune
نداشتن موتور داخلي","این مدل از لحاظ عمق رنگ حتی از دوربین رده بالای D7200 هم بهتر می باشد، و در کل در یک پله پایین تر از 7200 و یک پله بالاتر از 5500 قرار میگیرد. شدیدا توصیه میکنم...
تنها اگر موتور داخلی و AF fine tune داشت، دوربین بی نقصی بود...",10,42,5,3,5,3,5
,,"من خودم مدل d3300 رو دارم واقعا نسبت به قیمتی که خریدم راضیم
ولی این مدل با این قیمت اصلا ارزش خرید نداره
با این قیمت میشه d5300 گرفت که یه هوا از این بالاتره
در کل قیمتش خیلی زیاده",16,6,5,4,5,4,2
"سنسور ضعيف","سنسور ضعيف
ال سي دي ثابت
توانايي پايين فوکوس
سرعت پايين فوکوس
گران","با این قیمت از برند فوجی دوربین خیلی بهتری میشه خرید",4,40,2,3,4,3,1
"لنز مناسب",,"این مدل جدیدتر سری D3300 ، که دیگه داره دیس کانتینیو میشه پیشنهاد به دوستان برای خرید شگفت بشه می خرمش",4,16,3,3,3,3,3
"3300 ارتقا يافته","سنسور کوچک","دوربین خوبیه
اگر توی رنج کمتری قرار بگیره جایگزینه خوبی واسه 3300 هیت
اگر یه 18 140 هم بندازی عالی میشه
در کل بستگی به قیمتش داره",17,11,0,0,0,0,0
,,"چقدر خوشگله این دوربین، لنزشم برخلاف سری قبل 18_55 خیلی قشنگ طراحی کردن و هودخور هم هست. فن آوری ارتباطی هم داره که اگه درست کارکنه خیلی کار راه اندازه. بیشتر از دوساله D5200 با لنز 18_140استفاده میکنم و sx60. این دوربین مشخصاتش روی کاغذ و عکسهاشو میبینم بنظرم دوربین جالبیه. اگه قصد خرید داشتم حتما یکی از گزینه هام بود.",1,1,3,3,3,3,3
"وزن کم
کوچک بودن","سيستم اتصال Snapbridge بلوتوث هيچ ارزشي ندارد و غيرکارآمد است","دوربین بسیار مناسبی است و توصیه میکنم بخرید و لذت ببرید.
من با گارانتی خود نیکون نیکونگرش خریدم.",1,0,3,3,3,3,3
,,"فرق سریه 3باسری 5 و7 نیکن در آپشن ها و سرعت شاتر هست که سری 7سرعت شات بیشتری داره که اکثرا در عکاسی هایه روز مره به کار نمیاد حتی در عکاسی هایه خاص شرایط نوری باید فوق‌العاده باشه در عمل نوع سنسور و پردازنده و کیت لنزه که تصویرو با کیفیت میکنه پس با تعصب از سریه 5یا7 یاد نکنید لطفا !!!",6,3,5,4,5,3,5
"تکنولوژي بروز","قيمت پايين","طبق تست سایت معتبر dx0mark که به دوربین گوشی پیکسل گوگل نمره بالای 90 داده بود این دوربین از d5500 بهتره نه d7200 البته تنها یک امتیاز کمتر داره دلیل این هم خیلی ساده است شاید از لحاظ سری 7200 بالاتره ولی 3400 از لحاظ تکنولوژی ساخت بروز تر می باشد البته این سایت به آپشن های دوربین کاری داره تنها تصویر خروجی رو مد نظر قرار میده
به نظر بنده چون ابعاد کوچکتری داره جمع وجور تر به نظر میاد برای افراد غیر حرفه ای خیلی بهتره و به نظر من تا این هست باید بیخیال سری پنج نیکون شد",7,1,3,3,3,3,3
"کيفيت بالا
سرعت خوب
قيمت مناسب",ندارد,"برای کسانی که تازه وارد هستن دوربینی فوق‌العاده",6,5,5,5,5,5,5
,,"این دوربین در حد دوربین من که D7000 نیست چ برسه D7200
در توصیفش همین بس که این در کلاس مبتدی و اون در کلاس پروزیومر هست سری دی7000 نیکون رو شدیدا توصیه میکنم مخصوصا با قیمت رقابتی
کافیه در دیجیکالا مشخصاتشو بخونین
سپاسگزارم",3,13,3,3,3,3,3
"کيفيت مناسب عکاسي
مناسب براي آماتور ها
انتقال بي سيم عکس ها","لنز کيت نه چندان جالب
ارتقا بي فايده نسبت به d3300","سلام این دوربین دقیقا همون D3300 هست و تنها مزیتی که بهش اضافه شده انتقال بی سیم تصاویره، بنابراین اگر D3300 دارین ارزش ارتقا به این دوربین رو نداره و کارتون با یک کارت حافظه که انتقال بی سیم انجام بده راه میوفته. در صورتی هم که میخواین دوربین جدید تهیه کنید، من بهتون D5300 رو پیشنهاد میکنم که قیمتش هم مشابه همین D3400 هست ولی علاوه بر wifi داشتن، Lcdش هم میچرخه که خیلی به کار میاد.",24,6,4,4,4,4,0
,,"من نمیدونم دوستمون چطور به این نتیجه رسیده کیفیت این دوربین از d7200 بهتره !
خواهشا از مسیولین سایت خوب دیجیکالا میخوام رو نظرات و تاییدشان دقت بیشتری بکنند تا دیگران رو به اشتباه نیندازند .",39,14,4,4,4,4,4
,,"با نیکونD3300 مقایسه کردم هم تصاویرRAW هم JPEG خروجی D3300 بهتر بود.D3300رنگ و لعاب و مدیریت نویز بهتری داشت
موفق باشید",13,12,4,4,5,5,4
"عمق رنگ بهتر از مدل حرفه اي مانند D7200
ارزش خريد بالا","نداشتن AF Fine Tune
نداشتن موتور داخلي","این مدل از لحاظ عمق رنگ حتی از دوربین رده بالای D7200 هم بهتر می باشد، و در کل در یک پله پایین تر از 7200 و یک پله بالاتر از 5500 قرار میگیرد. شدیدا توصیه میکنم...
تنها اگر موتور داخلی و AF fine tune داشت، دوربین بی نقصی بود...",10,42,5,3,5,3,5
