positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"کيفيت در برابر قيمت",,"حتما از دیجی کالا بخرید چرا؟
این دوربین با یه لنز 50 یا 70 تا 6 یا 7 سال کارتون و راه میندازه. اگر برید بازار شاید با قیمت کمتر پیدا کنید ولی به چیزای اضافه و بی کیفتی که بهتون میندازن نمیرزه
ضمنا ممکه محصول جعبه باز باشه
یا حتی کم کارکرد
اصلا ارزش ریسک نداره
دوربین عالی! دارنده نشان نقره سایت Dpreview
برای خانم ها و عکاس های بی حوصله d5500 توصیه میشه
با این لنز بگیرید. اگر فکر میکنید هزینه زیادیه d3300 با لنز 18-140 بگیرید.
دیگه زیاد حرف زدم.
من الله توفیق",10,2,5,4,4,4,5
"کيفيت عکس
کيفيت ساخت
ارگونومي
شارژ باطري
ظاهر","فيلم برداري","دوستان عزیز من تمام تجربیات خودم را مختصر و مفید به شما می گویم : اگر قصد فیلمبرداری دارید کنن 700 دی بخرید و اگر قصد عکاسی دارید نیکون دی 5300 بخرید.",5,1,5,4,5,4,5
"تايم لپس
واي فاي
جي پي اس
صفحه نمايش چرخان
نمايش زنده و فوکوس دستي و شات از طريق اتصال به گوشي",ندارد,"من دو ماهه دارم دوربین های زیر 3 تومن رو بررسی میکنم این بهترین گزینه هست حتما در خریدش شک نکنید
توجه کنید فقط با لنز 140-18 بخرید چون خیلی کاراییش بهتر میشه",5,1,4,4,4,5,5
,,"سلام
اومدم کانن 700d بخرم ناموجود شد
اومدم نیکون5300d اینم ناموجود شد
حالا شما بگین من چی بخرم بعد این همه تحقیق
خب موجودش کنید دیگ خاهشا.خیلی زود.نیاز دارم
و حتما در پیشنهاد ویژه بذارید
ممنون از سایتتون",7,0,3,3,3,3,3
"Gps
wifi
کيفيت عکاسي و فيلم عالي
سبک و خوش دست","نبودن صفحه نمايش لمسي","باید بگم که دوربین فوق العاده خوبیه خیلی آسونتر از کنان هست و یک سری پیچیدگی های کانن رو نداره اولین تجربه من هست نیکون و از ش واقعا راضی هستم , و از همه مهم تر موقعی که توی دستته اصلا لیز نمیخوره من تجربه چند مدل کانن رو داشتم ... جایی که برامده هست با این حال دست در میره ولی توی نیکون اینطور نیست .یه زاویه کوچک بالای برامدگی داره که نمیزاره دست در بره ,من پیشنهاد میکنم اگر مثل من دنبال یک دوربین سبک و راحت و کیفیت خوب می گردید, این رو بخرید و پشیمون نمیشید.",6,0,5,5,3,5,5
"ارزش بالا در برابر مبلغ پرداختي
کيفيت بسيار بالاي ساخت
امکانات مناسب","براي من که ابعاد دستهام بزرگه، شايد اندازه کوچک
نداشتن تاچ اسکرين","نیکون D5300 یک انتخاب خوب واسه کسایی هست که میخوان وارد دنیای عکاسی بشن و تا چند سال بدون نیاز به ارتقا دستگاه برن جلو و کم کم به یک فول فریم برسن. تو رنج قیمتیش از رقیبش Canon 700D به نظر میرسه بهتر باشه. اگر تازه کار هستین کتاب Nikon D5300 For Dummies رو میتونید به صورت پی دی اف دانلود کنید و مطالعه کنید. امیدوارم این دوربین دریچه ی نگرش جدید شما به دنیا باشه.",6,0,4,4,4,4,5
,,"خواهشمندم ویدیوی نقد و بررسی این دوربین رو هم بزارین.",5,0,3,3,3,3,3
"کيفيت بالا
امکانات
رابط کاربري خوب
کيفيت فيلم برداري خارق‌العاده","شايد شارژ","سلام به تمام هم کیش های خودم که در آستانه ی خرید دوربین دیجیتال هستن
شرایطی که من دوماه پیش داشتم
و به احترام نظراتی که خوندم و کمکم کرد برای یک انتخاب درست، منم مینویسم برای کمک به انتخاب درست دیگران .
بعد از دوماه تحقیق و امتحان و تجربه و...، شک در مورد خرید این دوربین رو برای خودم حرام کردم، چون یک سر و گردن نسبت به تمامی رقبا بلاخص کنان ( 700 دی)بالاتر هست. عکس ها با اینکه فوق‌العاده است ، ولی فیلم برداری حتی در فضای باز و کم نور هم متعجبتون میکنه. با خیال راحت برید بخرید و لذت ببرید . این دوربین تمام فاکتور های منو داشت، مخصوصا تفکیک اجزا در عکس و پیکسل ها، ولی اگر بهتر ازین خواستید، در خرید 7200 نیکون شک نکنید، من بدردم نمیخورد، ولی اگه میتونید اونو بگیرید . حتی کنان (70دی) هم که غول کنان در هم رنج های خودش هست، با جرات و تجربه و لمسشون، میگم که اصلا حرفی برای زدن در مقایسه با 7200 نیکون نداره . کسی که از نیکون منصرفتون میکنه، مطمئن باشید فقط دیده و استفاده نکرده.
مجدد میگم، در خریدش شک نکنید .
موفق باشید.",15,1,4,4,3,4,5
,,"من بیش از یک ماهه که این دوربینا از دیجی کالا خریدم . بسته بندی خیلی خوبی داشت . به موقع رسید .
به نسبت قیمتش دوربین خیلییی عالی و خوبیه . لنزش در سطح مبتدی همه کارس . از رقبای کاننش امکانات بهتری داره از جمله داشتن wifi که خیلی راحت به گوشی وصل میشه , کیفیت عکسشم بهتره
اما در رقابت با مدلای دیگه نیکون . کیفیت عکاسیش با nilon d3200 هیچ تفاوتی نداره فقط از نظر اندازه و کیفیت body و همچنین یه سری امکانات مثل wifi متفاوتن . بدنه یD3200 خیلی کوچیکه و حس خوبی به آدم نمیده ولی D5300 اینظور نیست. اما رقیب بزرگترش یعنی نیکون D7200 در مقابل این دوربین کیفیت عکسش فوق العاده بهتره اصلا قابل مقایسه نیست با D5300 .
درکل دوربین D5300 به نسبت قیمت و با این لنز دوربین قابل قبول . با کیفیت و خوش دستیه",1,5,3,4,3,4,4
"لنز قوي و لرزشگير فوکوش 39 نقطه اي",ندارد,"این دوربین بسیار عالیست و در سطح مبتدی بسیار جوابگو است...لطفا هر چی زودتر موجود کنید...ممنون",6,0,5,5,5,5,5
[],[],"خدایی بهترین دوربینه اگه تحقیق کنی واقعن واس چن سال جوابه خاهشا موجودش کنین",5,1,5,5,5,5,5
"[""wifi, تايم لپس ، عکاسي عالي ""]","[""نداره""]","چرا موجودش نمی کنی دی جی... دوهفتس منتظرم موجووود شه
این دوربین فوق العادس... از هم رده ی کنونش که خیلی خیلی بهتره... من کلی تحقیق کردم تا رسیدم به این دوربین... و بهنرین لنز هم 140-18 هستش... لطفا این دوربینو با این گیت لنز موجود کن دی جی",4,1,3,3,3,3,3
,,"متن نقد و بررسی شما(اجباری)عالیه",2,0,5,5,5,5,5
,,"سلام
من این دوربینو تازه از دیجی خریدم
اولین دوربینم هست
عکس های فوق العاده ای میشه باهاش گرفت
از خریدم واقعا راضیم
لنزمم 18-140هست
هود 32 بگیرین
فیلتر لنزم67 میل پولاریزه بگیرین
کیف هم سایزش خیلی مهم نیست همون کوچیکاش به دوربینتون میخوره ولی سایز متوسط بگیرین بهتره
تو خرید دوربین خم شک نکن اقا فقط بخرررر که عالیه",3,0,3,3,3,3,3
"[""wifi "",""تايم لپس "",""24.1mp"",""و.....""]","[""نبود تاچ "",""کج شدن سر دوربين موقع استفاده از لنز 18-140""]","یکی از بهترین دوربین های nikon هستش و از نظر عکس از canon 700d برتری داره ور طبیعت تسبت به رقیب کاننش برتری داره .
حتما پیشنهاد میکنم به دوستانی که قصد وارد شدن به دنیای عکاسی رو دارن",2,1,5,4,5,5,5
,,"سلام من این دوربینو میخوام چند روزم هست منتظرم موجود بشه لطفا موجودش کنید دوربین خیلی خوبی هست در مقایسه با D3300 و D5500 این بهتره فقط قیمتش یکم بالاس",4,1,5,5,5,5,5
"خيلي خوبه",,"موجودش کنید خواهشاً",4,0,3,5,3,3,3
,,"میخواستم فردا سفارش بدم
خواهشا زود موجود کنید",5,0,3,4,3,3,4
[],[],"من انتظار داشتم همراه لنز هود اصلی هم وجود داشته باشه ک متاسفانه نیست",2,0,4,4,4,4,4
,,"سلام،
لطفا شگفت انگیز کنید",6,0,3,3,3,3,3
,,"سلام
من هفته پیش این دوربین رو از دیجی کالا خریدم
البته هنوز کار نکردم باهاش، منتظرم کیف و سه پایه هم تهیه کنم
فقط موردی که حتما باید خاطرتون باشه، اینه که حتما کارت گارانتی و بیمه نامه رو تحویل بگیرید !
بیمه نامه و گارانتی داخل بسته من نبود ؛ البته تماس گرفتم با دیجی کالا و بدون هزینه سریعا برام فرستادن .
و ضمنا بعدش هم حتما حتما بیمه نامه و گارانتی رو طبق راهنمایی های شرکت ایده آل( از طریق سایت) ،ثبت بکنید، وگرنه یرا یمشکلات احتمالی ترتیب عمل داده نمیشه!",6,0,4,3,4,4,4
,,"شگفت انگیز کن لطفا فردا میخوام بخرم",4,0,4,4,4,4,3
"همه چي خوبه",نداره,"با توجه به قیمت خیلی خوبه",4,0,5,5,5,5,5
[],[],"سلام دوست عزیز،
لنز 140-18 VR II وجود نداره، و نیکون این سایز رو فقط VR تولید کرده، تا به امروز،
در سری 55-18 و 200-18 میشه VR II تهیه کرد.",4,0,3,3,3,3,3
[],[],"لطفا بالنز vr II موجودش کنید
خیلی عجله دارم
لنز vrII از نظر کارایی بالاتره و عکس شارپ تره",3,4,4,4,4,4,4
[],[],"لطفا هر چه زودتر یه فکری به حال این همه تقاضا بکنین.فقط به خاطر این لنز دست نگه داشتم.مشتاقانه منتظر اقدام شما هستم.",2,1,3,3,3,3,3
,,"لطف کنید موجودش کنید عجله دارم تا کار تحقیقم تموم شد وبه نتیجه رسیدم ناموجود شد",3,1,5,5,5,5,5
[],[],"خواهشا موجودش کنید!",1,1,4,4,4,4,4
,,"سلام لطفا وارد پیشنهاد شگفت انگیز کنید من تا اخر هفته قصد خریدشو دارم",3,1,5,5,5,5,5
,,"لطفا موجودکنید.",2,1,3,3,3,3,3
"همه چي",ندارد,"م بهترین دوربین تو این رنج قیمت نسبت به کنون و حتی کیفیت بهتر تصویر ، حتما پیشنهاد میکنم و خودم پول دستم بیاد میخرم ، با این لنز همه کار میشه باهاش کرد",4,0,5,5,5,5,5
,,"سلام
لطفا پیشنهاد شگفت انگیز بگذارید",4,1,5,5,5,5,5
,,"در خریدش شک نکنید فوقالعادست
کیفیت عالی",6,0,5,4,4,4,4
,,"تو رو خدا موجود کنید",1,0,4,4,5,5,5
,,"لطفا موجودش کنید تا خواستم بخرم ناموجود شد",2,0,5,4,4,5,4
,,"من بین این دوربین با Canon 700 d گیج شدم؟لطفا راهنمایی کنید",2,3,3,3,3,3,3
,,"من دیروز این دوربین خریدم و بدون استفاده زدمش شارژ باید خالی میکردم باتریشو",0,0,5,5,5,5,5
,,"لطفا این دوربین و با لنز 55-18 موجود کنید و شگفت انگیز ،با تشکر",0,0,3,3,3,3,3
"[""خروجي تصوير عالي"",""شارپنس خيره کننده"",""امکانات بيشمار"",""فوکوس خودکار با دقت بالا"",""نويز کم""]","[""با لنز 18-140 يکم سر دوربين سنگين ميشه""]","دو ماهی هست خریدمش در یه کلام عالیه
همه چیزش به جا هست.از خریدم واقعا راضی هستم
فقط با لنز 18-140 به دلیل هم وزن بودن دوربین و لنز یکم سر دوربین به جلو خم میشه وقتی با یه دست میگیردش که بعد چند وقت عادت میکنید اصلا عیبی حس نمیکنید
با D5500 هم مقایسه اش کردم به نظر من این بهتره البته اگر صفحه لمسی مثل من واستون اصلا اهمیت نداشته باشه",3,0,5,5,5,5,5
"فقط يه کلام محشره اين دوربين با لنز 18.140",نداره,"من با مقایسه شبانه روزی این دوربین با دوربین های دیگه کانون به این نیجه رسیدم بخرمش ولی از شانس بد من تمام شده وامید وارم با موجود شدن این دوربین و شگفت انگیز خوردن این این دوربین بتونم بخرمش خواهش می کنم زود زود زود زود زود زود زود موجود کنید ممنون میشم هرچی زود و در شگفت انگیز",2,0,5,5,4,5,5
,,"لطفا موجود کنید",2,1,4,4,4,5,5
"کيفيت عکس و امکانات عالي","نداشتن دفترچه راهنماي فارسي","در خریدش شک نکنین!
کیفیت عکس بسیار عالی و کیفیت فیلم هم می توان گفت قابل قبول است
با تشکر از دیجی کالا در ارسال بموقع و بچه های اداره پست که سریع رسوندن",4,0,4,4,4,5,4
,,"لطفا موجود کنید",4,0,3,3,3,3,3
,,"لطفا سریعتربا این لنز موجود کنید،دقیا زمانی که خواستم سفارش بدم ناموجود شد،دلم نمیخواد از مغازه دار بخرم ،ولی اگه دیر موجود بشه مجبور میشم.
سپاس",7,0,4,4,3,4,4
,,"چراغ باتری در شارژ سبز نمیشود
در حال شارژ قرمز چشمک میزد و با پر شدن چراغ روی full سوویچ کرده و ثابت میشود",5,0,5,5,5,5,5
,,"سلام
ممنونم از دیجی کالا بابت خوش قولی و بسته بندی خوب
دوستان ممنون میشم کمک کنید من این مدل رو دیروز تحویل گرفتم و باتریش رو طبق گفته دوستان استفاده کردم تا خالی بشه و دوباره زدم به شارژ منتها الان نزدیک 7 ساعته باتریش تو شارژه و هنوز چراغش قرمزه .سوالم این هست ایا باید صبر کنم اینقدر شارژ بشه که چراغش سبز بشه ؟",2,1,3,3,3,3,3
,,"خواهشا هر چی زود تر با تعداد بالا موجود کنید ممنون",2,0,5,5,5,5,5
,,"سلام و خسته نباشید به همه دیجی کالایی های عزیز.من از مسئولان فروش دیجی کالا درخواست میکنم که این محصول رو تو پیشنهاد شگفت انگیز قرار بدن و بیشتر به محصولات پر طرفدار نیکون اهمیت بدن.خیلی کنون رو تو پیشنهاد شگفت انگیز میذارید اما دریغ از یک بار نیکون رو گذاشتن.موافقا+",53,1,5,5,5,5,5
,,"سلام و خسته نباشید به دیجی کالای خوبمون
راستش من برای اولین بار هست که میخوام یه دوربین SLR بخرم و میخواستم بپرسم من برای بادی بین 5500 و5300 نموتونم انتخاب کنم میخواستم دوستان راهنماییم کنند
لازمه بگم به عنوان یک تازه کار با دوربین های دیگه تقریبا کار کردم( slr قدیمی) و خب چیزی که برام مهمه عکاسی در تاریکی هم هست که میخواستم راهنماییم کنیم که ایا این دوربین مناسبه و نیاز من رو براورده میکنه؟
و سوال دیگه کدام لنز رو انتخاب کنم ؟ (18-55 یا 18-140)
خیلی ممنون میشم راهنماییم کنید",5,0,3,3,3,3,3
"عاليه. فقط چرا زود ناموجود ميشه؟",,"موجود کن لطفا دیجی کالا عزیز",3,0,5,3,3,5,5
,,"دقیقا همون روز که قصد خرید کردم ناموجود شد...خواهشا زودتر موجودش کنید",2,0,5,5,5,5,5
,,"باسلام
لطفا باتعداد زیاد موجود کنید چون زود تموم میشه.
دیجی جان بجنب دیگه خیلیا منتظرن",1,0,4,5,5,4,4
,,"سلام
از دوستانی که این محصول رو تهیه کردن خواهش می کنم تجربه خودشون رو درباره لوازم جانبی مورد نیاز مثل : کارت حافظه ، کیف و سه پایه مناسب برای این محصول رو در اختیار ما هم قرار بدن . . متاسفانه در این زمینه منبع اطلاعاتی مناسبی که به راحتی بشه ازش استفاده کرد وجود نداره .. ممنون
از دیجی کالا هم درخواست دارم این محصول رو موجود کنه.",4,0,5,4,5,4,4
,,"سلام
چقدر زود نا موجود شد !!! لطفا زودتر موجودش کنید",2,0,0,0,0,0,0
,,"چند وقت پیش این دوربینو از دیجی خریداری کردم، متشکرم از دیجیکالا به خاطر ارسال سریع و مناسب مرسوله
1-بدنه D5300 و لنز 18-140 هم وزن هستند این باعث شده کمی لنگر نامتوازنی روبه جلو داشته باشه (وقتی که با دست راست دوبین رو گرفتید) اگه دو دستی دوربین رو بگیرید این مشکل نامحصوص میشه
2-بدنه d5300 به نسبت مدلهای بالاتر نیکون کوچیکتر ه، برای کسانی که دستهای به نسبت بزرگی دارن خوب تو دست جا نمیگیره پیشنهاد میکنم که قبل از خرید حتما این دوربین رو دست بگیرید.
3-بعضی از دوستان توی نقد گفتن که در حالت live view نمیشه تنظیمات رو تغییر داد، در حالی که اینطور نیست و این حرف ناشی از عدم اطلاع کامل از امکانات دوربینه، به راحتی میشه در حین لایو ویو تنظیماتو تغییر داد
تفاوتهای این دوربین با d7100:
7100 ضد آب و ضد غباره(با واتر پروف اشتباه نگیرید و ببرینش زیر آب
سرعت شاتر به میزان یک فریم در ثانیه بیشتره
عمده کاستی 5300 نسبت به 7100 نداشتن نمایشگر بالای دوربین برای مشاهده و تنظیم سریع دوربین
وزن سبک که برای برخی ضعف محصوب میشه و برای بعضی هم مزیت
تفاوت عمده این دوربین با مدلهای بالاتر نظیر 7100نتظیم سریعتره که در اون دکمه های اختصاصی بیشتری رو تعبیه کرده و این به تنظیم سریعتر دوربین می انجامه
در کل برای کسی کار عکاسی خبری یا... انجام نمیده یا برای اولین باره که دوربین dslr میخره این یه گزینه عالیه، کاملا جوابگوی نیازها هست.",8,0,4,4,3,4,4
,,"دیجی کالا تا زدم سبد خرید بیام فاکتور کنم ناموجود شد
چند تا قراره بخرم لطفا سریع موجود کن",8,1,5,5,5,5,5
,,"باسلام خدمت دوستان عزیز.من تقریبا6ماهه این دوربین روخریدم .این دوربین ازلحاظ کیفیت عکس بی نظیره وامکاناتش هم خیلی عالیه .اکه کسی فنون عکاسی روبلدباشه واقعاعکاسی لذت بخشی داره .به دوستان توصیه میکنم اگه قصدخریدداریدازلنز18_55استفاده نکنیدوازلنزهای بالاترمثل 18_140خریداری کنیداینطور ی به صرفه تره.بزرگترین عیبی که دوربینهای نیکون دربرابرکنون دارن درقیمت وتنوع لنزهای دوربین است بطوریکه تنوع لنزهای کنون خیلی بیشتره وازلحاظ قیمت هم لنزهای کنون دربعضی مدلهاتا50درصدار زون تره .این موضوع روحتمامدنظرداشته باشیدتامثل من دچارپشیمونی نشید.
موفق باشید",5,1,5,4,4,4,4
"شارپنس فوقالعاده
ديناميک رنج بالا و نزديک به چشم انسان
کيفيت بي همتا در عکاسي با فرمت RAW حتي در مقا","عملکرد ضعيف فکوس حين فيلم برداري از صحنه هاي پر تحرک در فواصل نزديک","اگر به دنبال کیفیت در عکس هستید شک نکنید که این دوربین توی این زمینه چیزی کم نداره
بر خلاف اونچه که توی برخی ازنظرات دیدم ،نقطه قوت این دوربین فیلم برداری فوقالعاده باکیفیت هست نسبت به 700 دی هست،700دی خطای مویر (خطا در تشخیس خطوط افقی وعمودی مثل یک پیراهن راه راه که البته 5300 هم این مشکل رو داره ولی خیلی کمتر از 700 دی) بیشتر و دینامیک رنج کمتری نسبت به 5300 داره هر چند که 700 دی هم دوربین فوقالعاده ای هست
البته5300 توی صحنه های پرتحرک ضعف داره ولی با استفاده یه دیافراگم 8 یا 11 و همچنی بالا بردن ایزو (به برکت نویز کم ) میتونید عمق محدوده در فکوس میدان دید دوربین رو افزایش بدید تا دوربین به راحتی بتونه این نقص رو جبران کنه و همچنین از صدای موتور فکوس لنز هم راحت بشید
این که کنون فکوس قوی تری توی فیلم برداری داره درسته ولی بحث کیفیت که باشه باز هم کفه ترازو به سمت 5300 میچربه
به عبارت دیکه خروجی نهایی 5300 از 700 دی بهتره
در ضمن مقایسه این دوربین(5300) با 70 دی اشتباهه
70دی یه دوربین بینظیره (هم از نظر عکس وهم از نظر فیلم ) که در گروه کاربری حرفه ای قرار میگیره و باید با سری 7xxx نیکون مقایسه بشه که رقابت شونه به شونه ای با هم دارن
در ضمن این نکته رو بدونید که کنون و نیکون هیچ کدومشون سنسور تولید نمیکنن و سنسور های ساخت دیگر شرکت ها رو استفاده میکنن
ولی با به کار گیری الگوریتم های پیشرفته و پردازنده های بی نظیری که خودشون ساختن، کیفیت عکسی از سنسور به وجود میارن که حتی باعث شگفتیه خود سازنده سنسور میشه
نتیجه
اگر شما یه بچه کوچیک دارید که مدام اینطرف و اونطرف میدوه و میخواید ازش فیلم برداری کنید و یا راحتی کار با دوربین براتون اولویت داره ، برید سراغ 700 دی کنون که صفحه لمسیش کار رو خیلی راحت میکنه
ولی اگه کیفیت ، شفافیت و کم نویز بودن عکس و فیلم براتون اولویته یا از صحنه هایی عکاسی میکنید که تاریک و روشن زیادی توشون هست 5300 نیکون انتخاب شایسته تریه",18,0,5,4,5,5,5
,,"دوست عزیر هر سه امکانی که فرمودید در حالت live وجود نداره. خوشبختانه در این دوربین وجود داره و در ضمن معمولا تو سایتهای خارجی رو نگاه کنین کیفیت این دوربین رو با 70d بیشتر مقایسه کردن تا 700d.
صدای لنز چه باشه و چه نباشه شما اگه بخواین فیلمی با صدای خوب داشته باشید میکروفن هیچ دوربینی مناسب این کار نیست و نیاز به میکروفن اکسترنال هستش",10,1,5,4,4,5,5
,,"لطفا پیشنهاد ویژه اش کنید",7,0,4,4,4,4,4
,,"اقا ما تا میاییم یه چی بخریم ناموجود میشه لطفا هرچه سریع تر موجود کنید نیاز دارم",8,0,4,4,4,5,4
,"مشکلات کار کردن با دوربين و صداي لنز","سلام خدمت دوستان عزیز
من قصد داشتم این دوربین رو بخرم ولی پس از پرس و جو از دوستانی که حدودا یک سال پیش خریده بودند متوجه دوتا مشکل توی این دوربین شدم.
اول اینکه با اینکه این دوربین عکهای باکیفیت و خوبی میگیره که حتی از 700D کانن هم بالاتره ولی کار کردن با این دوربین یه خورده سخت از کانن هاست و علاوه برا ون یه مشکلی که داره اینه که شما در حالت live View قادر نیستید تنظیم ایزو و دریچه دیافراگم و شاتر اسپید رو تغییر بدید درحالی که توی کانن ها به راحتی امکان تغییر وجود داره. یعنی شما مجبورید دوربین رو از حالت live خارج کنید و بعدش تنظیمات رو تغییر بدید و دوباره به حالت live برگردید. اکا جالبه اگه شما برید توی تنظیمات ویدیو و تنظیمات اون رو روی حالت دستی قرار بدید امکان تغییر این گزینه ها برای شما وجود داره. که در حقیقت یه خورده توی ذوق میزنه. اگه این مورد نداشت خیلی خوب میشد راجع بهش تصمیم گرفت.
اما دومین مشکلی که دوستان میگفت خیلی روی اعصابه بحث اتوفوکوس لنز هستش که خیلی صدا داره.برای دوستانی کهکارشون عکس برداری هست مشکلی نداره ولی برایی فیلم برداری خیلی بده چوه همش صدای جیغ جیغ لنز توی ویدیو شما میفته. درحالی که لنزهای STM کانن این مشکل رو ندارن یا توی بدترین حالت صداشون خیلی کمه که اصلا توجه کسی رو بهش جلب نمیکنه.
نقاط قوت رو خیلی راحت میشه توی سایت ها پیدا کرد مثل سرعت شاتر کیفیت فیلم برداری رزولوشن عکس و خیلی چیزای دیگه ولی پیدا کردن نقاط ضعف واقعا سخته و به این راحتیا نمیشه توی سایتها پیداش کرد. از دوستان خواهش دارم اگه نقاط ضعف دیگه ای از این دوربین میشناسن به اشتراک بذارن.
با تشکر از دیجی کالا",4,10,5,4,5,5,5
,,"دی جی جان لطفا اینو تو پیشنهاد ویژه قرار بدید میخوام بخرم",2,0,3,3,3,3,3
,,"چقدر سریع نا موجود میشه، 1 دونه میارید ازین دوربین ؟",4,0,0,0,0,0,0
,,"لطفا موجود کنید",4,1,0,0,0,0,0
,,"چرا انقدر تو حوضه دوربین بد عمل میکنید لطفا به درخواست ها جواب بدید و این دوربین رو موجود کنید منتظریم...",4,0,0,0,0,0,0
,,"باز که ناموجود شد",2,0,0,0,0,0,0
