positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
,,"کسانی که میگن این دوربین ارزش خریدنداره ....ومیشه بااین هزینه دوربین دورقمی یاتک رقمی خرید....آخه دوستان کجامیشه باقیمانده 3میلیون دوربین تک رقمی خرید...دوربین های دو رقمی هم کمتر از4میلیون نیستن ...این دوربین های دوقلوبهترین دوربینی هستن که با مارک کانن میشه خرید....چون هم کاربردهای داخلیش خیلی پیشرفت داشته وهم مگاپیکسلش ....من خیلی تین دوربین رودوستدارم وبنظرم ایده آله ......امیدوارم کمکی کرده باشم",4,3,5,5,5,5,5
"کيفيت ساخت
کيفيت بالاي عکاسي و فيلم برداري",,"بنظرم توی این رنج قیمت،میتونه بهترین دوربین از تمام لحاظ باشه من خیلی ازش راضیم و هیچ مشکل نداشتم باهاش یا بهتره بگم متناسب با نیاز و کاری بوده که من داشتم و چیزی که ازش انتظار داشتم رو بر اورده کرده،هیچ کمبودی نداره.",9,1,5,5,5,4,4
,,"سلام
بهترین دوربینی که تو این رنج قیمت میشه خرید
کیفیت عکس و فیلمبرداریش عالیه
میتونم بگم اگه 60 فریم در ثانیه بود فیلمبرداریش نمیشد رو دستش پیدا کرد
من 6 ماهه خریدم کاملاً راضیم ازش",7,0,3,3,3,3,3
,,"میخوام بگیرم برا شروع پس از خرید اطلاع میدم",1,2,3,3,3,3,3
"[""خوش دستي وزن مناسب کيفيت عکس و فيلم""]","[""قيمت بالا ""]","من با دوربین دوستم که این دوربین عالی هست اشنا شدم و فکر خریدش منو ول نمی کنه ولی حیف که گرونه وگرنه عالیه من خودم یه 70دی دارم ولی این عکساش بهتره طبیعی ترن",7,3,5,5,4,5,3
,"قيمت بالا","شگفت انگیز کن دیجی کالاااا.... آرزو به دل موندیم یه چیزی ازت با تخفیف ویژه بخرم
تا الان تمام گوشی و آیپد و کلی چیز خریدم ازت اما یبار هم نشد تخفیف شگفت انگیز بوده باشه....
میشه اینو تا اواسط اسفند شگفت انگیز کنین؟",9,3,4,5,5,5,4
,,"دیجی کالا توروخدا موجودش کن! از تابستون منتظرم که بخرم,حالا که میخوایم بخریم چندین ماهه ناموجوده,من نمیخوام جز دیجیکالا از جای دیگه ای خرید کنم ولی متاسفانه هرچیزی که میخوایم ناموجوده! مخصوصا محصولات دیجیتال....
لطفا رو حرفه ی اصلی تمرکز کنید عزیزم,مسواک و کاندوم و پوشک و صابون و چسب و خودکارو رو از بیرون میشه گرفت....! خدایی تنها نقصتون همینه دیجی جان,به امید روزی که کلمه ی ناموجود رو رو هیچ کدوم از محصولاتت نبینیم
جان من موجودش کن من خیلی اذیت شدم از بس منتظر موندم",26,3,4,5,5,5,4
"قابليت هاي فراوان",,"واقعا چرا هر وقت من قصد خرید چیزی رو میکنم دیجی کالا سریع غیر موجودش میکنه لطفا با یک پیشنهاد شگفت انگیز قبل از پایان بهمن مارو مورد تفقد قرار بدید الان 2 هفته اس تو سبد گذاشتم",9,1,4,4,4,4,3
,,"برخی از سایت ها نوشته اند در سنسور سری 01 و 02 این دوربین مشکل است اگر کسی اطلاعی داره لطفا راهنمایی کنه من منتظرم تا نتیجه معلوم بشه این دوربین را بخرم",3,1,4,3,4,3,3
"امکانات فوق العاده و جديد","قيمت کمي زياده","به نظر من این دوربین یکی از با ارزش ترین محصولات شرکت کنون هست که همه قشر کاربر از تازه کار تا حرفه ای رو راضی میکنه من که بین این مدل و 70D دودل بودم البته بیشتر میل به 70 داشتم اما یسری اتفاقات افتاد که منو برد به سمت این مدل دست تقدیره دیگه نمیشه کاریش کرد.وقتی رسید دستم و کار کردم باهاش براتون تعریف میکنم😊",3,0,5,5,5,5,5
"امکانات بالا","خيلي گرون تر از هم رده هاست
استفاده از دوال پيکسل ها(يا همون سنسور هيبريدي)به درد عکاسي نميخوره که اگه کسي هدفش عکاسيه بهتره بي خيال اين سري از دوربين ها بشه بشه که البته 70 دي در اين مورد استثناست","با سلام خدمت دوستان گرامی
یه مطلب هست که بهتره بدونید
_ این دوربین از سری دوربین های مبتدی محسوب میشه
_ ولی 60 دی و 70 دی کنون و دی7000 ، دی7100 و دی 7200 نیکون همه از سری حرفه ای هستند و این به این معنیه که امکاناتی مشابه فول فریم ها دارن ( البته به جز سنسور )
مثلا شما میتونید قدرت فلاش دوربین رو بسته به شرایط کم و زیاد کنید که فقط اونایی که قبلا عکاسی کردن میدونن چقدر قابلیت مفیدیه یا توی سری های جدید تر میتونید برای ISO دوربین محدودیت تعیین کنید و از نویزی شدن عکسایی که با مود اتوماتیک یا اتو ISO گرفته شدن جلو گیری کنید
ولی نکته ای که اینجا هست اینه که اگه مبتدی هستید یا اطلاعات کافی در باره ی عکاسی (مثلا مثلث نور دهی ) ندارید کار کردن با دوربین های حرفه ای ممکنه براتون در اوایل سخت و گیج کننده باشه
اگه فرد کم حوصله ای هستید و نمیتونید روی عکاسی وقت کافی برای کسب تجربه بزارید یا حتی اگه نسبت به این موارد بی تفاوت هستید پیشنهاد میدم برید سراغ سری مبتدی که دوربین های بسیار با کیفیتی هستند و البته توی سری مبتدی کفه ترازو (از نظر مقرون به صرفه بودن خرید،در قبال کیفیت) به شدت به سمت نیکون میچربه ولی توی سری حرفه ای اختلاف کمه
ولی اگه موارد ی که عرض کردم در خودتون می بینید بدون شک سری حرفه ای انتخاب بهتریه",13,4,3,4,4,5,1
"داراي صفحه نمايش چرخان و لمسي با وضوح بالا
کيفيت بالاي عکسها و فيلم
داراي آخرين پردازنده و رزولوشن بالا
وجود wi fi و nfc براي ارتباط و انتقال آسان
فوکوس سريع و دقيق","داراي تعداد نقاط فوکوس کم نسبت به رقباي هم سطح","یکی از بهترین دوربینهای تازه به بازار آمده که در این مدت کم طرفدار زیادی رو برای خودش جمع کرده با قیمت تقریبا مناسب امکانات یک دوبین dslr حرفه ای رو در اختیار مبتدیان قرار میده .
صفحه نمایش لمسی و چرخان . و صفحه مشخصات بالای دوبین دو تا امکان جذاب است که برای این دوبین در نظر گرفتن.
بنده یکی از افرادی هستم که دنبال لوازم الکترونیکی ارزان و کامل میگردم و برای افرادی که شبیه من هستند توصیه میکنم بدون معطلی این دوربین رو برای شروع یک حرفه کامل خریداری و از اون لذت ببرن.
یکی از نقاط قابل تعمل در مورد این دوربین شاید بشه گفت ضعیف بودن در پوشش طیف دینامیکی هست که برای عکاسان در نور های ضعیف و یا حساس به رنگ تیره یه ضرر به حساب میاد ولی اونقدر نیست که بشه تمام امکانات جالب این دوربین رو به خاطر این مورد بیخیال شد.
عکاسی پی در پی 5 فریم در ثانیه این دوربین برای فرمت raw بعد از یک ثانیه کند میشه ولی در فرمت jpeg تا الی ماشاء الله ادامه داره تا حافظه تون پر شه.
این مدل با دارا بودن فیلم برداری hdr و تنظیم فوکوس خودکار حین جابه جایی در فیلم برداری این امکان رو به عکاس میده تا فوکوس ملایم و بیصدا و بدون خطا رو در اختیار داشته باشین.
خیلی دوربین باحالیه
بیش از این سرتون رو درد نمیارم. و از دیجیکالا تقاضا دارم تا از گونه لوازم رو بیشتر از سایز موجود داشته باشن.",4,1,3,4,4,5,5
,,"لطفا موجودش کنید",2,0,0,0,0,0,0
,,"دوستان اگه میشه راهنمایی کنید که برای یه علاقه مند به عکاسی البته مبتدی این مدل خوبه یا 70d با همین لنز؟",1,0,0,0,0,0,0
,,"سلام لطفا این دوربین رو موجود کنید خیلی نیاز دارم.",4,0,0,0,0,0,0
,,"یه سوال اساسی داشتم،چرا قیمت این دو مدل 760D و 750D تو دیجیکالا یکسانه؟ خب اینجوری کی میاد 750 بخره؟",3,0,0,0,0,0,0
,,"امکاناتش نسبه به قیمتش اضلا نمی ارزه
به جای این با این قیمت d7100 نیکون با لنز 18-140 بگیرین از این خیلی سر تره -هم فیلم و هم عکسش عالییییه",5,4,0,0,0,0,0
,,"سلام ممنون میشم اگه کسی به این سوال جواب بده：
در اینکه این دوربین یکی از بهترین های سطح مبتدیه هیچ شکی نیست ولی مگه چه چیز خاصی داره که حدود یک میلیون از مشابه خودش یعنی d5300 یا مدل جدیدتر نیکون d5500 گرون تره و کلا مگه دوربین های کنون غیر از گاهی اوقات کمی برتری داشتن تو فیلم برداری چی دارن که اینقد از دوربین های نیکون گرون ترن در حالی که دوربین های نیکون طبق تجربه اکثرا تو عکاسی رنگ های بهتر و زنده تری رو ارایه میدن.
مثلا دوربین d7200 نیکون از نظر خیلی از سایت های معتبر بهترین دوربین dslr با سنسور aps-c است ولی مشابه همین دوربین در کنون مقدار قابل توجهی گرون تره.
ممنون میشم اگه کسی جوابمو بده.",5,1,0,0,0,0,0
,,"دوستان عزیز این دوربین واقعا کیفیت خوبی بهتون ارایه میده اما به هیچ عنوان اونو با 70d مقایسه نکنید,حتی با مدل قدیمی تر سری دو رقمیه کنون ینی60d,با اینکه 760d عکسهای شارپ و کم نویزی در اکثر شرایط تولید میکنه ولی واقعا 70d بهتره ,حتی مدار و برد و سخت افزار بزرگ و پیچیده تری داره 70d ...بنده الان چند ساله با 60d کار میکنم و هر دفه عکسای اونو با دوربینهای روز مقایسه میکنم شگفت زده میشم,,,60d ی شاهکار به تمام معنا بود و هست که امید وارم دوربین 70d هم شگفتی بعدی سریه دو رقمی باشه,باتشکر از دی جی عزیز",4,0,0,0,0,0,0
,,"جناب آقای شهاب حسینی ال سی دوم در این نوع دوربینها صرفاً اطلاعات مربوط به سرعت و دیافراگم و ... نشون میده و عکس گرفته شده در اون دیده نمیشه. همچنین دوربین 650 دی کنون از لنزهای STM پشتیبانی میکنه. لطفاً دوستان اگر اطلاعی از موردی ندارن نظر ندن",3,2,0,0,0,0,0
,,"سلام
ای کاش دیجی کالا یه مقایسه‌ی دقیق بین این مدل و 70 دی منتشر میکرد
من و خیلی هایِ دیگه دو دل هستیم که کدومو بگیریم و تصمیم گیری هم واقعا سخته
دوستان میشه با ذکرِ دلایل منظقی بگین کدوم دوربین را بخرم؟",3,1,5,5,5,5,5
,,"دوستان دوربین d750 حالت ماکرو نداره،این یکی داره؟",0,1,4,5,5,5,4
,,"دوربین بسیار عالی ای هست
اما اونقدر گرونه که همینطر که خیلیا گفتند ارزش خرید نداره، حدودا با این مبلغ میشه مدلهای دورقمی یا تک رقمی کانن خرید!!",2,2,0,0,0,0,0
,,"خواهش میکنم هر چه سریعتر ویدئو این دوربین رو بارگذاری کنید",0,1,0,0,0,0,0
,,"با سلام
بنظرم دوستانی که قصد خرید این دوربینو دارن حتما یه تجدید نظری روی خریدشون بکنن، با توجه به قیمت ارایه شده و امکانات وخروجی عکس این دوربین در سطح 5300 و 5500 نیکون هست، در صورتی که اونها خیلی قیمت کمتری دارن. حتی نظر شخصیم که با هر دو برند کار کردم نیکون این سطح سرتر هست ولی قیمت اون از 7100 نیکون هم بیشتره...سیلینگ بدنه و امکانات و خروجی عکس 7100 کجا و این دوربین کجا...در صورتی که قیمتش از 7100 نیکون 300 تومن بالاتره، واقعا اشتباس خرید این دوربین در جایی که دوربین هایی مثل 7100 گه بهترین دوربین کراپ از نظر خیلی سایتها ومجله ها شد ،میشه خرید حتی سری دو رقمی کنون مثل 70d و یا با یکم پول بیشتر جدیدترین دوربین کراپ نیکون یعنی 7200 که فوق العادس
چون نباید فراموش کرد که این دوربین رده سه رقمی کنون هست که یگ سرو گردن پاینترز 70d و 7100 هست",9,2,0,0,0,0,0
,,"سلام.
از دیجی کالا درخواست می کنم که همان طور که برای بقیه دوربین ها نمونه عکس قرار داده، برای این محصول هم یه نمونه عکس قرار بده تا بتونیم با مقایسه کیفیت عکس ها و مقدار نویز و... آن ها یه خرید صحیح و درست بکنیم.
اگه نقد و بررسی ویدئویی هم انجام بشه که خیلی ممنون می شیم.
با تشکر",2,0,0,0,0,0,0
,,"گریپ های این مدل اومده؟از گریپ های 700D میشه روش استفاده کرد؟",1,0,0,0,0,0,0
,,"با سلام بر آقای سالحی بله این دور بین لنز های مدل ef و ef-s را پتیبانی میکند حدودا 200 نوع می باشند که می توان خریداری کرد",1,1,5,5,5,5,5
,,"لطفا در مورد سریال نامبر دستگاه ما را آگاه کنید تا مطمعن شویم جزو سریال نامبر های با امکان مشکل در سنسور نباشند (با سریل هایی که با 01 یا 02 شروع می شوند)",1,0,5,5,5,5,5
,,"با سلام : میشه یکی بگه که آیا این دوربین از اون دسته دوربیناییه که لنزش قابل تعویض یا ارتقا هست یا نه؟",0,0,0,0,0,0,0
,,"با توجه به مشکلی که در سنسور این دوربین هست میشه بگید کالایی که شما دارید احتمال داره جز این سری که کنون اعلام کرده باشه یا خیر؟چطور میشه از هماهنگ بودن سنسور با دوربین قبل خرید اطمینان حاصل کرد؟",0,0,4,4,4,5,4
,,"لطفا موجود کنییید",0,0,0,0,0,0,0
,,"اولین سری لنز stm روی 650D عرضه شده. اون دیسپلی بالا رو هم مخصوص عکاسهای حرفه ای گذاشتن تا وقت و سوژه رو از دست ندن! تنها فرق 650 و 700 دایا با قابلیت 360 درجه چرخشه!
در مورد نقاط فوکوس هم در این حد بگم که محض رضای خدا 61 نقطه فوکوس نزاشتن. کاملا کارایی داره!
700و760و70 در کل خروجی یکسانی میدن(90%) ولی مگاپیکسل بیشتر ی که نسبت به 700 دارن در عکاسی لند اسکیپ خودش رو نشون میده + بدنه های رو به حرفه ای تر. +یکسری قابلیت ها که باعث تفاوت قیمت شده! که هر کسی بنا به بودجه ش میتونه دوربین مناسبش رو تهیه کنه.",0,0,0,0,0,0,0
,,"خیلی گرون.
من میخواستم ولی منصرف شدم از خریدش",1,0,4,4,4,5,4
,,"تنها تفاوت اساسی در کیفیت عکاسی مدل 750D (و 760D) نسبت به 700D وجود wifi و فوکوس 19 نقطه ای نسبت به 9 نقطه ای هست. که اگه عکاس آماتور هم باشی، با همون 9 نقطه کارت راه میفته عکاس های حرفه ای هم هیچ وقت بین 19 تا نقطه سوئیچ نمیکنن ، رو مرکزی قفل میکنن میبرن گوشه. وجود wifi یه آپشن خوب هست وقتی که به لپتاپ یا کارت خوان دسترسی نباشه یا اضطرار باشه. ولی بازم هیچ عکاسی عکس تازه گرفته ش رو با wifi نمیفرسته به موبایل و تبلت که جایی به اشتراک بذاره!
وجود نمایشگر بالای بدنه، بنا به عادت عکاس ها روی دست زیاد کاربردی نیست... من که خودم بعد هر عکس عادت دارم دوربین رو بیارم پایین و از LCD عکس رو ببینم. هیچ وقت بالای دوربین رو نگاه میکنم حتی اگه LCD اونجا باشه. (شاید این آپشن به درد عکسای آتلیه ای بخوره)
در کل اگه کنن سه رقمی بخوای بخری، فرق کاربردی خاصی با 700D نداره ولی هم قیمت 70D هست!!!
این نکته هم بگم در نقد و بررسی های دیجیکالا مداوما گفته میشه که 700D فرقی با 650D نداره و این کاملا غلطه. شما لنز های stm رو نمیتونید روی 650D بندازید. این لنزها که استپ موتور فوکوس دارند، فوکوس نرمی رو مخصوصا در هنگام فیلمبرداری ایجاد میکنند. و اولین بار روی 7D, 70D و تو سه رقمی ها روی 700D قابل استفاده شدند. این لنزها در فوکوس خودکار فوق العاده اند و در حالت فوکوس خودکار اگه حلقه ی فوکوس رو بچرخونی، دنده هاش گیر نمیکنه و خطر آسیب به لنز وجود نداره. خطری که توی 650D و پایین تر، لنزها رو به شدت تهدید میکنه.
در کل اگه قصد دارید 760Dخریداری کنید و شک دارید، همین کارآیی رو با 700D خواهید داشت.",10,2,0,0,0,0,0
,,"سلام .این دوربین امروز به دستم رسید .باید بگم حرف نداره .پردازشگر تصویر کاملا سریع و عالیه و با سیستم دوربین کاملا هماهنگه.لنزش هم با سیستم فوکوس کامل هماهنگه.سنسور تصویر25 مگاپیکسلیش هم واقعا درکیفیت عکس ها تاثیر گذار بوده .برای عکاسان حرفی و کسانی که تازه وارد دنیای عکاسی شدن حرف نداره",3,0,0,0,0,0,0
,,"مقاله‌ای در سایت Lensrentals در مورد مشکل سنسور در برخی از سری‌های ساخت دوربین‌های 750D و 760D منتشر شد .
بر اساس این خبر برخی از دوربین‌های 750D و 760D بر روی سنسورهای خود تعدادی زیادی از نقاط سفید رنگ ریز را دارند که این نقاط بر روی عکس‌های گرفته شده با دوربین نقاط تیره‌ای را در سرتاسر عکس ثبت میکند.
امروز شرکت کانن با انتشار بیانیه رسمی در این مورد از تمامی کاربران معذرت‌خواهی کرد و اعلام کرد که تمامی کاربرانی که در دوربین خود با یان مشکل برخورد میکنند دوربین خود را برای سرویس رایگان به نمایندگی‌های مجاز شرکت کانن در سرتاسر دنیا تحویل دهند.
نحوه تشخیص دوربین‌هایی که امکان دارد دچار این عارضه باشند بدین شرح است :
در صورتی که دورقم اول سریال نامبر درج شده در زیر دوربین عدد 1 یا 2 باشد ، به احتمال زیاد دوربین شما دچار این عارضه میباشد.برای مثال:
[Serial Number: [XXnnnnnnnnnn
[Serial Number:[01nnnnnnnnnnn
[Serial Number:[02nnnnnnnnnnn
Serial Number:[02nnnnnnnnnnn]
در هنگام خرید درب باطری دوربین خود را بررسی کنید. در صورتی که بر روی درب دوربین مطابق با آنچه در زیر میبینید نقطه‌ای وجود داشت ، دوربین شما سالم است و دچار این عارضه نشده است ، حتی اگر دو رقم اول سریال دوربین شما 1 یا 2 باشد",8,0,0,0,0,0,0
,,"سلام دیجی کالا
الان ایمیل موجودیتش برام اومد
قیمتش نسبت به امکانات عالی میشه
ولی الان چون تازه وارده و میخواد سری تو سر ها داشته باشه اینقدر گرونه.
اگه با رقیب نیکونش هم قیمت بشه شک نکنید که D5300 باید از کف بازار بساتش رو جمع کنه.
دیجی کالا متشکرم
زود تر نقد عملی اش رو بزار",1,1,0,0,0,0,0
,,"ادم میره یه سری 2 رقمی کنون میگیره با این قیمت مگه این که بعد بیاد پایین و الا ارزش خرید نداره",5,0,0,0,0,0,0
,,"الان n ماه معرفی شده خواهشا با یه قیمت معقول بیاریدش...",2,0,0,0,0,0,0
,,"من میخام...؟!!",1,0,0,0,0,0,0
,,"سلام
کاش زودتر موجودش کنید ... اصلا این مدل وارد بازار شده ؟؟اگه میشه کسایی که اطلاع دارن جواب بدن لطفا ...",1,0,5,5,5,5,5
,,"لطفن موجودش کن دیجی خیلی منتظرشیم",2,0,0,0,0,0,0
,,"سلام لطفا موجودش کنید با قیمت مناسب",2,0,0,0,0,0,0
,,"دوربین عالی هستش",1,0,0,0,0,0,0
,,"سلام
لطفا بروز باشید و بعد از چند ماه این سرى از دوربین رو موجود کنید ...
باتشکر",2,0,0,0,0,0,0
