positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"فقط سرعت در فوکوس","رنگ افتزاح به شدت آور ميندازه رنگهاي اضافي در عکس هست ربطي به خنثي کردن اين رنگها در وايت بالانس نداره نواحي سايه ميندازه","افتزاحترین دوربینی بود که تا حالا خریده بودم",5,47,3,3,3,3,3
,,"سلام خدمت همه دوستانی که وقت گذاشتن و تجربیاتشون رو منتقل کردن
دوست عزیزی که در مورد لنز کیت این دوربین شک و شبه داشتن باید عرض کنم این لنز جزو لنزهای خوب نیکون هست
ضمن این که نانو هست دیاف ثابت در تمام فاصله کانونی ها به شما میده که فوق العاده هست با توجه به قیمتش ،",4,1,5,5,5,5,5
,,"دیجی جان لطفا این دوربین رو موجود کنید، چند ماهی میشه که ناموجوده ! تو شهرستان یا قیمت ها نجومیه یا اصلا این دوربین و ندارن !
خواهشا با نوشتن شماره سریال دوربین موجودش کنید
اگه موجود نشه مجبورم هزینه ی زیادی کنم و بیام تهران برا خرید
سپاس فراوان",3,0,5,5,5,5,5
,,"من این دوربین رو خریدم و فوق العاده ازش راضی هستم ، هم برای عکاسی در فضای باز و هم برای عکاسی پرتره
البته بگم کارباهاش برای کسانی که کانن داشتن کمی سخته چون تنظیماتش کمی پیچیده است .
مخصوصا توی عکاسی در نور کم و شب که نیاز به ایزو بالاتری هستش بدون هیچ نویزی کاملا عکسای فوق العاده ای میگیره",7,0,5,5,5,5,5
,,"من میخواستم این دوربین رو بگیرم اما در سایت های مختلف کاربران از مشکلات زیاد اون مثل شاتر یا نوردهی یا کفشک بالای اون خبر دادن و پشیمونم کردن ...
دوستانی که این دوربین رو دارن لطفا بدون تعصب در مورد اون نظر بدن تا کسایی مثل من که تعصب برند نداریم بتونیم راحت تصمیم گیری کنیم ...
ضمنا دوربین قبلیم canon 70d بوده ....
متشکرم",1,0,0,0,0,0,0
,,"جناب آقای پرویز فلاحتکار عزیز
در رابطه با کنترل دوربین با موبایل باید عرض کنم که برنامه آنرا از برای اندروید از مایکت بگیرید و نصب کنید سپس WIFIدوربین و موبایل خود را فعال نمایید بعد از اینکه ارتباط برقرار شد وارد برنامه نصب شده در موبایل شوید و عکس بگیرید.در ضمن در موبایل شما میتوانید انتخاب کنید که صحنه ای را که دوربین میبیند در موبایل دیده شود یا خیر و همچنین میتوانید عکسهای روی مموری دوربین را در موبایل انتخاب کنید و هر کدام را که خواستید با 3 کیفیت مختلف به موبایل منتقل کنید که در شاخه NIKON در حافظه موبایل حفظ میشوند
برنامه مورد نظر برای آیفون هم موجود است و بخوبی کار میکند",3,0,0,0,0,0,0
,,"سلام
دوستان میتونند در مورد کنترل این دوربین با گوشی موبایل و نرم افزار اون راهنمایی کنند .
ممنون",0,0,0,0,0,0,0
,,"تشکر و سپاس فراوان از آقای اشرفی عزیز.
ممنون از لطف و راهنماییتون ...!",1,0,5,4,5,4,5
,,"دوستان عزیز توجه داشته باشید که طی صحبتی که با مسئولین دیجی کالا داشتم متوجه شدم که برای موجود کردن کالاها، توجه زیادی به فعال کردن قسمت ( به من اطلاع بده ) کالا میکنن، و کالایی رو سریع موجود میکنن که تو این قسمت درخواستهای بیشتری ازش شده باشه.
این رو خودم تا امروز نمیدونستم و حدس میزنم خیلی از دوستان دیگه هم در جریان نباشن.
پس اگر میخواید این کالا موجود بشه لطف کنید و قسمت به من اطلاع بده رو فعال کنید.
ضمناً این دوربین توانایی Face detection یا همون تشخیص چهره رو هم داره که به اشتباه قید شده نداره.
با تشکر...!",5,0,5,4,5,4,5
,,"ضمن تشکر از مسئولین و کارشناسان محترم سایت دیجی کالا، ازشون 2 تا درخواست داشتم :
1- اینکه لطف کنید و نمونه های بدون گارانتی یا حداقل بدون بیمه کالاها رو هم فراهم کنید ( این رو در نظر بگیرید که یک نفر قصد خرید از این سایت رو داره، اما ساکن ایران نیست و نمیتونه از مزایای این گارانتی ها و بیمه بهرهمند بشه، یا اینکه اشخاصی هستند که اصلا به گارانتی یا بیمه معتقد نیستن و ...)
حالا با توجه به هزینه قابل توجهی که بابت این خدمات پرداخت میشه (طی صحبتی که با بیمه کار آفرین داشتم و متوجه شدم که اصلا طرف حساب نیستن و حتی سرقت کالا رو هم تحت پوشش قرار نمیدن و مشکلات از قبیل شکستگی و نفوذ آب رو هم با شرط و شروط و تایید کارشناسان شرکت ایده آل قبول میکنن و هزینه 3% که میگیرن - در مورد این دوربین حدود 210 هزار تومان فقط بابت بیمه و هزینه گارانتی هم جداگانه حساب شده ) تکلیف اون اشخاصی که این شرایط رو قبول ندارن یا شرایط استفاده ازش رو ندارن چی میشه؟
2- اینکه لطف کنید و برای خرید کاملتر و راحتتر مشتریها، لوازم جانبی که برای کالای معرفی شده مناسبه رو هم در صفحه همون کالا به صورت پیشنهاد سایت قرار بدین.
برای مثال من یه دوربین میخوام از این سایت بخرم، بعد از انتخاب دوربین مورد نظر باید کیف دوربین، برچسب محافظ LCD، و رم مناسب این دوربین رو هم تهیه کنم، حالا از کجا باید بدونم این دوربین تو کدوم کیف جا میشه، یا برچسب با تناسب 16 به 9 بگیرم یا 3 به 2 ؟ و همینطور در مورد رم...!؟
که چه مقدار حافظه و سرعت رو این دوربین پشتیبانی میکنه و ...؟؟؟
( از دوستان عزیزی هم که با من هم عقیده هستن خواهش میکنم با لایک کردن این متن موافقت خودشون رو اعلام کنن ).
ضمن تشکر مجدد از مسئولین و دوستان گرامی، امیدوارم این درخواستها مورد تایید واقع بشه...!",45,1,5,4,5,4,5
,,"دوست عزیز اساتید زیادی هستند که کاش شما رو راهنمایی کنند ولی یه سری به سایت نیکون یا DXomark یا Dpreview یا خود دیجی جان عزیز بزن لنز های با تنوع بسیار زیادی روبه رو هستید که کیفیت و دامنه تغییرات فوکال و دیاف متنوعی وجود دارد
ضمنا این لنز لنز مناسب و اقعا خوبیه و فاصله ناچیزی با لنز 24-70 f2.8 داره البته اون لرزش گیر نداره و این 24-120 داره
بنده بعد کلی تحقیق به این نتیجه رسیدم که برای عکاسی عمومی خیابانی منظره و ... لنز مناسبی هست برای کارهای حرفه ای تر بعدا بعد از شناسایی دقیق لنز مورد نیازتون می تونید بیشتر تحقیق کنید و حتی از لنزهای بسیار با کیفیت فیکس با دیاف باز استفاده کنید.
بنده به شخصه کلی تو نت تحقیق کردم و این D750 حتی تو کیفیت عکس از canon 5D mark III یه چیزی هم بالاتره یا حداقل مقایسه عکس های مشابهشون تو شرایط مشابه به نظر بنده خروجی D750 دلچسب تره",6,0,0,0,0,0,0
,,"دوستان عزیز میشه منو راهنمایی کنید...!
این که نوشته حالت ماکرو، فوکوس دستی و زوم اپتیکال در حال فیلمبرداری نداره یعنی چی؟
اینا مربوط به لنز میشه و با تعویضش این امکانات در دسترسه یا اینکه کلا این دوربین فاقد این امکاناته؟
واقعا مگه میشه یه دوربین در این سطح از این امکانات بی بهره باشه؟",0,0,5,4,5,4,5
,,"لطفا هرچی سریعتر موجودش کنید.
با تشکر...!",1,0,5,4,5,4,5
,,"سلام
بازهم سپاسگزارم جناب اشرفی
نکته آخر من اینکه
میگن حرفه ای ها بدنه و لنز رو جدا میخرن.من اگه با همین لز خوب روش بخرم،پس دیگه در این دامنه لنز نمیخوام،حالا بالاتر از 120 ک بخوام اصلا لنزی نیست ک fx باشه و بخوره ب این دوربین.
اما کنن پُر است از لنز
دو دلی من سر این است",0,0,0,0,0,0,0
,,"با سلام خدمت دوست عزیز
مثلا 85 م م با دیاف 1.8 یا 50 م م با همون دیاف سریD
جسارتا فکر کنم سوالتون صحیح نیست این دوربین سطح بالاتری از 6D کنون داره و دوربین هم رده اون کنون تقریبا D610 تیکونه و این دوربین D750 سطح بالاتر و امکانات و کیفیت بهتری داره
بنده خودم در مورد این دوربین هیچ شک و شیبه ای ندارم و رقیب اون شاید 5D mark III کنون باشه که قیمت بالاتری داره ولی این دوربین نیکون با قیمت مناسب تر کیفیت حروجی حتی بهتری هم دارد . می تونید مقایسه سایت های متعدد رو حتی یوتیوب رو ببینید
موضوع شاید بهتر باشه ارزش نصب لنز 24-70 با قیمت دو برابر روی این دوربین در مقایسه با نصب لنزی با کیفیت خوب مانند 24-120 هست ؟؟
با حدود 2.5 میلیون اختلاف شاید بهتر باشه به جای خرید 24-0 بهتر باشه یه 24-120 و 85 م م F1.8 ؟",0,0,0,0,0,0,0
,,"سلام
ممنون جناب اشرفی بابت اطلاعاتتون
خوب این دو تا لنز پرایم ک میگید کدوما هستن و قیمتشون چقدر میشه؟
خرید این دوربین امکانات کمتری نسبت ب 6D داره توی لنز ها درسته؟
با اینکه 60 فریم هست اما میگن ک فیلمبرداری 6D بهتره درسته؟",0,0,0,0,0,0,0
,,"دوستان بنده هم در مورد این دوربین کم و بیش تحقیق کردم بو واقعا دوربین فوق العاده ای هست
در مورد لنز کیتش باید بگم که تو سایت های تخصصی لنز 24-120 کیت با این D750 شارپنس 14 و انتیاز 22 داره در حالی که لنز معروف 24-105 کنون با 6D شارپنس همون 14 و امتیاز 19 داره که به نظر بنده این 24-120 نیکون کمی هم از 24-105 کنون بهتر عمل می کنه البته مزیت رنج 15 میایمتر بالاتر شو هم باید اضافه کرد
اما به راستی مشکل بنده هم اینه که 24-70 با قیمتی بالاتر 4 میلیون خیلی گرونه حالا مدل VR II که بیاد بازم گرونتر اما همون 24-70 نیکون با دیاف 2.8 شارپنس 17 و انتیاز 27 داره که به نظرم خیلی نفاوت زیادی نست تو کیفیت قابل لمس تو خروجی عکس ها و به جای اون میشه با اون تفاوت قیمت 2 تا لنز پرایم بسیار با کیفیت تر خرید و رنج زوم 120 داشت به جای 70 !!!!!
اگر اساتید و دوستان نظر دیگه ی دارند یا در مورد تفاوت کیفیت این دو لنز برای مقایسه 14 با 17 تا شارپنس اونها خیلی خوشحال میشیم که توضیح مفصل تری بفرمایند .",0,0,0,0,0,0,0
,,"سلام و خسته نباشید به تیم دیجی کالا خواهشن body d750 رو هم موجود کنید",2,0,5,5,5,5,5
,,"کاش لااقل یه body تنها از D750 می آوردین",4,0,5,5,5,5,5
