positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"کبفيت تصوير",ندارد,"به نسبت قیمتی که داره کیفیت خوبی هم داره
ارزش خریدداره خصوصادرشگفت انگیز",1,0,4,4,4,4,3
,,"امکانتاتش عالیه همه چیش خوبه ولی قیمتش خیلی بالاس",2,0,5,5,5,5,2
"هنوز به دستم نرسيده","هيچ چيز","سلام من امروز جمعه 1395/07/09 شگفت انگیز خریدم + کبف رایگان که ارزش داره.خیلی کیف کردم.هیچی دربارش نشنیده بودم نظراتو خوندم دیدم تخفیف داره خریدم. باهاش کار کردم نظر فنی میذارم.بدرود",0,2,4,4,4,4,4
"جنس بدنه
کيفيت عکس",ندارد,"در یک کلام عالیه",0,0,3,3,3,3,3
"همه چيز",هيچي,"دوستان من تازه این دوربین خریدم خیلی عالیه پیشنهاد میکنم حتما بخریدش
کیفیت ساخت عالی و کیفیت عکس بالا و امکانات بسیار بالا مثل انتقال عکس به گوشی موبایل
واقعا بی نظیره",3,4,4,4,4,4,4
"امکانات بسيار بالا",ندارد,"این دوربین نسبت به قیمتی که داری امکاناتش زیاده
پیشنهاد میکنم بخرید",3,1,4,4,4,4,4
"هنوز نخريدم ولي چشم گرفته اين مدلو","کاش قابليت هوشمندي هم داشت","سلام دوستان اولین مدلی ک چشم گرفته بود تو دوربین دیجیتال این مدل بود چون پولم نمیرسید . مدل wb200 سامسونگ رو گرفتم از دیجی ولی دستم باز بشه حتما اینو میخرم اگر بتونم. اون دوربینمو بفروشم",8,0,5,5,5,5,4
"[""داشتن واي فاي و اپلود کردن عکس و فيلم تو فيسبوک""]","[""جي پي اس اين دوربين رو نميدونم چطور راه بندازم""]","من ابن دوربین و چندروزی هست که از دیجی کالا خریدم،با داشتن وای فای ونصب دو اپلیکیشن میتونی براحتی تمام عکس وفیلیمی که گرفتی رو مستقبم به موبایلت بفرستی واز انجا هم به هرکسی دوست داشتی ارسال کنی جالبتر اینکه اگه به وای فای با اینترنت گوشیت متصل بشی مبتونی مستقیما عکس یا فیلیمی که گرفتی به فیسبوک بفرستی ولی هنوز نتونستم جی پی اس انو راه بندازم اگه کسی اطلاع داره من رو راهنمایی کنه خیلی ممنون میشم",4,2,3,3,3,3,3
,,"با سلام. فرصتی به من دست داد و با این دوربین تستهای مختلفی رو انجام دادم. با توجه به شناختم از دوربین کانن sx710 و با توجه به اینکه تقریبا در یک محدوده قیمتی قرار دارن مقایسه ای رو انجام دادم که شاید مفید باشه. اول اینکه هر دوی این دوربینها تقریبا امکانات جانبی یکسانی دارن به عنوان مثال وای فای و nfc. خب بپردازم به مقایسه فنی و کیفی. صفحه نمایش کانن به وضوح کیفیت بالاتری داره خب البته هر دو سه اینچ هستن و کانن پیکسلهای بیشتری داره که طبیعیه. البته پیکسلهای صفحه نمایش نباید با پیکسلهای سنسور اشتباه شوند و این دو کاملا با هم متفاوتند. دوم اینکه فیلمبرداری کنن در حالت فول اچ دی با سرعت شصت فریم بر ثانیه هست و سامسونگ با سرعت سی فریم بر ثانیه که تفاوت زیادی در فیلمبرداری از سوژه های متحرک ایجاد میکنه. به طور مثال موقع فیلمبرداری از یک بازی پینگ پنگ و نشون دادن اون از صفحه تلویزیون کانن فیلم بهتری رو تولید میکنه و در فیلم گرفته شده از دوربین سامسونگ حرکت توپ به صورت بریده بریده است. اما در فیمبرداری از سوژه های ساکن یا با سرعت کم تفاوت چندانی وجود نداره. ایزوی کانن از 80 شروع میشه و ایزوی سامسونگ از 100 و باعث میشه که کانن قابلیت بهتری در این زمینه داشته باشه که البته تفاوت خیلی ناچیزه توی این زمینه. حداقل فاصله فوکوس ماکرو توی کانن یک سانتی متره و در سامسونگ ده سانتی متر که اختلاف بسیار زیادیه و باعث میشه با دوربین کانن عکسهای ماکروی خیلی بهتری گرفت. این ویژگی زمانی که میخواید از یک سوژه کوچیک در فاصله خیلی کم عکس بگیرید خیلی اهمیت داره مثلا عکس گرفتن از یه سکه یا گل در فاصله خیلی نزدیک. در این حالت میتونید دوربین کانن رو تا فاصله یک سانتی متری به سوژه نزدیک کنید در حالی که با دوربین سامسونگ نزدیکتر از ده سانتی متر نمیشود و بعد تصویر تار میشود. حداقل و حداکثر سرعت شاتر در دوربین کانن بسیار بهتر از سامسونگ است و این باعث میشود عکسبرداری از سوژه های متحرک با سرعت خیلی بالا و در نور کافی و همچنین عکسبرداری از سوژه های ساکن در نور کم با دوربین کانن بسیار بهتر باشه. حداقل سرعت شاتر در کانن پانزده ثانیه و در سامسونگ هشت ثانیه است و چنانچه بخواهید در تاریکی یا نور خیلی کم مثل شب از یک سوژه ساکن بدون فلاش عکس بگیرید دریچه بتواند تا مدت پانزده ثانیه باز بماند هر چند در مجموع با این گونه دوربینها در تاریکی و نور شب نمیتوان عکسهای خیلی خوبی گرفت ولی به هر حال در این زمینه کانن بهتر است. دوربین کانن 20 مگاپیکسل بوده و سامسونگ 16 مگاپیکسل که برخلاف تصور عموم در این زمینه برتری با سامسونگ است. این دوربینها همگی از سنسورهای کوچکی بهره میبرند و هر چه تعداد پیکسلها در سنسور بیشتر باشد باعث میشود پیکسلها کوچکتر باشند در نتیجه اگر مگاپیکسل از حد خاصی بالاتر رود باعث افت کیفیت میشود. برای سنسورهای اندازه یک به 2.3 که در این گونه دوربینها رایج هستند بهترین مگاپیکسل بین ده تا 12 است. در وایدترین حالت عدد f دوربین سامسونگ 2.8 و برای کانن 3.2 است که در این زمینه هم برتری با سامسونگ است و باعث میشود دوربین سامسونگ با عدد f کمتر اندکی از کانون بهتر باشد. فاصله کانونی در وایدترین حالت در دوربین سامسونگ 23 و برای کانون 25 است که باز هم برتری با سامسونگ بوده هر چند این اختلاف ناچیز است و باعث میشود در فضای محدود و بسته مانند یک اتاق کوچک با دوربین سامسونگ کادر کاملتری را بتوان پوشش داد. دو تله ترین حالت برتری اما با کانون است که عدد آن 750 میلیمتر بوده در برابر 480 میلیمتر سامسونگ و در نتیجه با کانون میتوان بیشتر زوم کرد. توجه شود که در حالت واید به فاصله کانونی کمتر و در حالت تله به فاصله کانونی بیشتر نیاز داریم. پردازشگر تصویر در کانن پیشرفته تر بوده و عملکرد بهتری دارد. در عکاسی در نور کافی مثل عکاسی در فضای باز و هوای صاف و آفتابی کیفیت عکس هر دو دوربین خوب بوده و تقریبا تفاوت چندانی با هم ندارند. عکسبرداری در حالت اتوماتیک سامسونگ نسبت به حالت اتوماتیک کانن مقدار کمی بهتر است. اما در عکس گرفتن در نور کم به مانند فضای داخل اتاق یا منزل و یا غروب آفتاب به طور مشهودی کیفیت کانن بالاتر است. و در آخر سرعت فوکوس در کانن به هصوص موقع فیلمبرداری از سامسونگ بیشتر است. در پایان به عنوان یک نتیجه گیری به علت کیفیت فیلمبرداری بهتر، دامنه سرعت شاتر وسیعتر، کیفیت عکس بهتر در شرایط نوری ضعیف، کیفیت صفحه نمایش بالاتر، فوکوس حالت ماکرو بسیار عالی، زوم بالاتر، پردازشگر بهتر و بلخره فوکوس سریعتر انتخاب از دید بنده کانن sx710 میباشد. با سپاس از دوستان دیجیکالا",38,4,0,2,3,4,0
"[""نگرفتم ولي تعريفش و شنيدم""]","[""به قيمتش نداره""]","لطفا دوباره شگفت انگیزش کنین،فقط بکبار ان هم 1395/2/5 شگفت انگیزش کردین",4,2,3,3,3,3,3
"[""عالي""]",,"من دیروز اشتباه کردم نخریدم ولی امروز خواستم بخرم دیدم دیگه شگفت انگیز نیست،لطفا دوباره شگفت انگیزش کنین",1,0,3,3,3,3,3
"[""رزولوشن عالي فيلمبرداري/زوم با کيفيت بسيار عالي/تصاوير عالي ميگيره"",""عالييييه""]","[""لنزش زود خاک ميگيره""]","سلام
در کل عالیه نسبت به قیمتش
حرف نداره مخصوصا اون قسمت ک با وای فای میتونی عکس و فیلم ارسال کنی
که از حجمش کاهش میده خودش ولی از کیفیتش چیزی کم نمیشه",1,2,5,2,3,5,5
"سنسور c-mos , عکسبرداري روزش عاليه،بهتر از کنون، فوکوس سريع توي نور روز،زوم ترکيبي بالا،واي فاي،حجم بالاي عکس حدود ده مگ در نور روز،افکتهاي جالب عکاسي،جمع و جور","عدم اب بندي واشربندي مناسب روز(اگه دوربين داخل کاور نباشن خيلي زود خاک به داخل لنز ميره و مشکلات درست ميکنه،به هم خوردن فوکوس موقع فيلم برداري اگه زياد تکون بخوره،طبع سرد رنگ عکسها زير نور مهتابي که تنظيمات زمان بري داره،،ظبط صداي موتور زوم‌موقع فيلم برداري","من حدود دو ساله این دوربین توپ رو دارم از نمایندگی سام خریدم،البته مدل w850 ,بیشتر از 200 گیگ باهاش فیلم گرفتم و هزاران شات عکس،، تمام تنظیمات عکاسی نیمه حرفه ای رو در اختیارتون میذاره،فقط باید خیلی مراقبت کنین و همیشه داخل کاورش باشه چون سریع گردو خاک میره زیر لنز و تمیز کردنش هم حتما باید لنز باز شه،من کاملا راضیم از همه چیش،فقط دوستان طریقه کانکت شدن گوشی با وای فای دوربین رو برای من توضیح‌بدن،چون ما که نتونستیم و هزار راه نرفته رو رفتیم ولی نشد با گوشی بهش وصل بشیم و حرکت عکس بزنیم،اگه کسی بلده بگه ببینیم چجوریه؛:!؟)",4,0,4,4,3,4,5
,,"بهترنه دوسالی هست که دارمش کاملا راضیم.حتما بخرین",1,1,5,5,5,5,5
,,"من این دوربینو تقریبا 3 سالی میشه که دارم ... واقعا عالیه ...",2,0,0,0,0,0,0
,,"من دو سالی هست که این دوربین رو دارم خیلی دوربین مشدی هست من که خیلی خیلی ازش راضیم",1,0,5,5,5,5,5
,,"من یک.سال این دوربین رو دارم و ازش خیلی راضیم ام. قبلش canon sx230 داشتم و ازش اصلا راضی نبودم. عکساش زرد بودند. ولی این دوربین عالی است. امکانات جانبی خوبی داره که بر خلاف اینکه میگند این امکانات استفاده نمیشه ولی برای من که کاربرد زیادی داشتند به غیر از جی پی اسش که نقشه ایرانشو با توجه به تحریم از رو سایت ها برداشتند. البته بعضی دوستان که قبلا خرید کردند نقشه رو دارند. امکانات wifi فوق العاده است و با همراهی گوشی آندرویدتون خدمات کاربردی و مفیدی رو ارایه میکنه. خلاصه بی تعصب و با توجه به تجربیات و تست و خرید چندین دوربین سوپر زوم کامپکت این دوربین بهترینه.",3,0,0,0,0,0,0
,,"من حدود دو هفته هست که این دوربین رو خریدم،این دوربین برخلاف ویژگی های خیلی خوبی که داره یک ضعف اساسی داره!این دوربین هنگام زوم در حالت فیلمبرداری فوکوسش دیر عمل میکنه و باعث تاری لحظه ای در فیلم می شود!مدل wb152f هم همین مشکل رو داره!",2,0,0,0,0,0,0
,,"من این دوربینو با چندتا از دوربین های هم قیمت مقایسه کردم از همه نظر عالیه.",2,0,5,5,5,5,5
,,"من با چنتا از مارک های هم قیمت مقایسه کردم ! این بهترین هستش : پول جمع کنیم میخرمش .",4,0,5,5,5,5,5
,,"من این دوربین رو دارم کیفیت عکسهاش تو روشنایی خیلی خوبه. وقتی هم زوم میکنید اصلا کیفیتش پایین نمیاد از خیلی از دوربین های canon بهتره . فریم های جالبی هم داره",4,1,5,5,5,5,5
,,"به نظرم با این قیمت و با این کیفیت از بهترین و حتی به صرفه ترین میتواند باشد.من که خیلی از آن خوشم آمده.با تشکر از سایت خوب دیجی کالا.",3,0,0,0,0,0,0
,,"به نظرم تواین رنج قیمت عالیه
امیدوارم کیفیت عکس های خروجی هم خوب باشه",3,0,0,0,0,0,0
,,"باتوجه به مشخصاتش میتونه از بهترین و پر فروش ترین کامپکت هاباشه برای کسانی که مصارف خانگی و حتی کمی بیشتر از مصرف خانگی از دوربین کار میکشن.",3,0,0,0,0,0,0
"[""عالي""]",,"من دیروز اشتباه کردم نخریدم ولی امروز خواستم بخرم دیدم دیگه شگفت انگیز نیست،لطفا دوباره شگفت انگیزش کنین",1,0,3,3,3,3,3
"[""رزولوشن عالي فيلمبرداري/زوم با کيفيت بسيار عالي/تصاوير عالي ميگيره"",""عالييييه""]","[""لنزش زود خاک ميگيره""]","سلام
در کل عالیه نسبت به قیمتش
حرف نداره مخصوصا اون قسمت ک با وای فای میتونی عکس و فیلم ارسال کنی
که از حجمش کاهش میده خودش ولی از کیفیتش چیزی کم نمیشه",1,2,5,2,3,5,5
"سنسور c-mos , عکسبرداري روزش عاليه،بهتر از کنون، فوکوس سريع توي نور روز،زوم ترکيبي بالا،واي فاي،حجم بالاي عکس حدود ده مگ در نور روز،افکتهاي جالب عکاسي،جمع و جور","عدم اب بندي واشربندي مناسب روز(اگه دوربين داخل کاور نباشن خيلي زود خاک به داخل لنز ميره و مشکلات درست ميکنه،به هم خوردن فوکوس موقع فيلم برداري اگه زياد تکون بخوره،طبع سرد رنگ عکسها زير نور مهتابي که تنظيمات زمان بري داره،،ظبط صداي موتور زوم‌موقع فيلم برداري","من حدود دو ساله این دوربین توپ رو دارم از نمایندگی سام خریدم،البته مدل w850 ,بیشتر از 200 گیگ باهاش فیلم گرفتم و هزاران شات عکس،، تمام تنظیمات عکاسی نیمه حرفه ای رو در اختیارتون میذاره،فقط باید خیلی مراقبت کنین و همیشه داخل کاورش باشه چون سریع گردو خاک میره زیر لنز و تمیز کردنش هم حتما باید لنز باز شه،من کاملا راضیم از همه چیش،فقط دوستان طریقه کانکت شدن گوشی با وای فای دوربین رو برای من توضیح‌بدن،چون ما که نتونستیم و هزار راه نرفته رو رفتیم ولی نشد با گوشی بهش وصل بشیم و حرکت عکس بزنیم،اگه کسی بلده بگه ببینیم چجوریه؛:!؟)",4,0,4,4,3,4,5
,,"بهترنه دوسالی هست که دارمش کاملا راضیم.حتما بخرین",1,1,5,5,5,5,5
,,"من این دوربینو تقریبا 3 سالی میشه که دارم ... واقعا عالیه ...",2,0,0,0,0,0,0
,,"من دو سالی هست که این دوربین رو دارم خیلی دوربین مشدی هست من که خیلی خیلی ازش راضیم",1,0,5,5,5,5,5
,,"من یک.سال این دوربین رو دارم و ازش خیلی راضیم ام. قبلش canon sx230 داشتم و ازش اصلا راضی نبودم. عکساش زرد بودند. ولی این دوربین عالی است. امکانات جانبی خوبی داره که بر خلاف اینکه میگند این امکانات استفاده نمیشه ولی برای من که کاربرد زیادی داشتند به غیر از جی پی اسش که نقشه ایرانشو با توجه به تحریم از رو سایت ها برداشتند. البته بعضی دوستان که قبلا خرید کردند نقشه رو دارند. امکانات wifi فوق العاده است و با همراهی گوشی آندرویدتون خدمات کاربردی و مفیدی رو ارایه میکنه. خلاصه بی تعصب و با توجه به تجربیات و تست و خرید چندین دوربین سوپر زوم کامپکت این دوربین بهترینه.",3,0,0,0,0,0,0
,,"من حدود دو هفته هست که این دوربین رو خریدم،این دوربین برخلاف ویژگی های خیلی خوبی که داره یک ضعف اساسی داره!این دوربین هنگام زوم در حالت فیلمبرداری فوکوسش دیر عمل میکنه و باعث تاری لحظه ای در فیلم می شود!مدل wb152f هم همین مشکل رو داره!",2,0,0,0,0,0,0
