positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
,,"با سلام
از دوستانی که در زمینه عکاسی مهارت دارند، تقاضا میکنم در مورد F لنزها توضیح بدن که به چه صورت هست و چه فرقهایی با هم دارند.
و اینکه اگر کسی بخواد در فضای باز از مناظر، المانهای شهری و مردم عکس بگیره، بهتره که از چه لنزی استفاده کنه.
در آخر هم، اینکه یه فرد مبتدی برای شروع عکاسی بهتره از خرید یک دوربین خیلی خوب هالف فریم مثل D7200 شروع کنه یا یک دوربین سطح مبتدی فول فریم مثل D610...؟
با تشکر از لطف و راهنماییتون...",1,0,0,0,0,0,0
,,"این دوربین تقریبا همان مشکلات مدل قبلی یعنی D600 را دارد فقط یه مقدار کمتر،فقط کافیه یه سرچ کوچیک بزنید
در ضمن اینکه دوربین های DX برای تازه کاراس و FX برای حرفه ای هاست یکی از اشتباه ترین چیزایی هستش که راجع به عکاسی شنید
دوربین های DX تو خیلی از موارد حتی بهتر از FX ها هستند از جمله عکاسی اکشن،طبیعت،ورزش،پرندگان و حیوانات،و اکثر عکاسان معروف دنیا که در این سبک ها عکاسی میکنن از دوربین های DX استفاده میکنن،بدلیل هزینه کمتر لنز برای زوم بیشتر،بزرگتر شدن سوژه بدون نیاز به کراپ
در دوربینی مثل Canon 5D MKIII بخواهید عکساش رو تا کراپ 1.6X که دوربین های کنون دارند کاهش بدبد یا همون کراپ DX ،کیفیتش تا 8 مگاپیکسل کاهش پیدا میکنه
DX و FX هرکدوم در زمینه و سبک خودشون خوب و حرفه ای هستند و این حرف که DX برای آماتور هاست کاملا اشتباه است",12,1,0,0,0,0,0
,,"اون دوستمون که گفته بود بین 7d و این دوربین مونده چون 610 فوکوس دستی و اتومات نداره و 7d داره....!!!!! عرض کنم دوست عزیز نکنه این دوربینو با کامپکت ساده اشتباه گرفتین
شما همون 7d بگیر لطفا!
دوستان دیگه که دقت کنن این دوربین فول فریم و اصلا قابل قیاس با کراپ هایی مثل 7d و 7200 نیست، و اگه واقعا واسه شروع عکاسی میخایین دوربین تهیه کنین از مدل های پایینتر استفاده کنین تا حداقل شناختی نسبت به عکاسی و کاربرد دوربین های مختلف توی زمینه و ژانرتون آشنا بشین تا در آینده هم در انتخاب بادی هم لنز بهتر تصمیم بگیرین",16,1,0,0,0,0,0
,,"با سلام خدمت دوستان.بین Nikon D610 و Nikon D7200 مرددم و نمی دونم کدوم رو بگیرم .بین فول فرم بودن d610 و فیلم بر داری 60 فرم بر ثانیه سرعت شاتر بالا تر d7200 ؟ دوستان اگه اطلاعاتی دارن ممنون میشم راهنمایم کنن.مرسی",1,0,0,0,0,0,0
,,"سلام دوستان من هم موندم بین این مدل و 7dکانن کدوم یکی رو بخرم(هر چند قیمت این بدون لنز،با کیت200-18 کانن برابره)ولی با این حال می خواستم بدونم کدوم یکی به صرفه تره(اگه این مدل خیلی سر تر باشه می تونم تفاوت قیمتش رو بدم)موندم تو برزخ چون نمی دونم فول فریم بودن ارزش یک و چهار صد رو داره یا نه؟(بدنه خالی 7d،سه تومنه) توی یه سری شاخصه ها نیکون قویتره و بعضی هم کانن.لطفا راهنمایی کنید",0,0,0,0,0,0,0
,,"ولی به نظر من D 5500 هم دوربین عالی هستش خودتون مقایسه اش کنید
‌",0,1,5,5,5,5,5
,,"سلام من می خوام 7Dکانون یا D610 نیکون رو بخرم ولی کانون فوکوس دستی و فوکوس اتوماتیک داره اما این دوربین نداره می شه راهنمایی کنید کدوم رو بخرم دیجی کالا با این دوربین ای لنزی که تو عکس گذاشته باهاش می فرسته لطفا جواب بدید کسانی که تجربه اش رو دارن خیلی ممنون می شم دوستان",0,0,5,5,5,5,5
,,"**********مقایسه بین 6d کانن و d610 یا d750 نیکون***********
قطعا روی کاغذ و یا حتی تست های انجام شده ، این دو مدل دوربین نیکون در عکاسی بهتر از 6d هستند.
مثلا در مگاپیکسل بالاتر ، سرعت شاتر بالاتر ، فوکوس بهتر ، چشمی اپتیکال بهتر ، فلش سرخود ، دوشیار حافظه ، ته مایه رنگ گرمتر که از خصوصیات دوربین های نیکون هست و ...
در عملکرد این دوربینها در iso های متفاوت هم چندان فرقی در عکاسی ندارن ، پس ظاهرا از نظر امکانات و قیمت اولیه ، این مدل دوربین های نیکون بهتر هستند.
اما این نکته رو در نظر داشته باشید که اولین و مهمترین کار و وظیفه عکاس ، حفاظت از دوربین و تجهیزاتشه. چراکه کمتر کسی پیدا میشه که حدود 6ملیون تومان پول ، واسش مهم نباشه.
دوربین های کانن و در اینجا دوربین 6d از سال 2012 تا الان موارد خرابی کمی داشته و در واقع اصلا مشکل خاصی نداشتند. در عوض بخصوص این دومدل دوربین نیکون تا بحال ملیون ها دلار هزینه روی دست سازنده برای تعمیر و رفع عیوب گذاشتند. بطوری که تقریبا دارن آبروی نیکون رو میبرن. (با یه سرچ کوچولو در اینترنت متوجه میشید.)
ضمن اینکه اگه خواستید بعدا دوربینتون رو بفروشید ، دوربین های کانن در ایران بیتشر طرفدار دارن و زودتر فروش میره. و اینکه لنزهای متنوع تری نسبت به نیکون دارند.
لذا انتخاب خیلی از عکاسان معروف ، 6d هست.
ضمن اینکه برتری های نیکون تو این دو مدل رو که ذکر کردم رو میشه با یه خورده حرفه ای گری رفع کرد. مثل اصلاح رنگ در فتوشاپ.
یا اصلا بعضی از موارد برتری ، اصلا زیاد به کارتون نمیاد یا زیاد با 6d تفاوتی ندارن.
مثلا فلش سرخود رو میتونید بعدا با یه هزینه کم و خرید فلش اکسترنال ارزون قیمت ، حل کنید. یا سرعت شاتر هم خیلی تفاوتی ندارند باهم.
مگاپیکسل بیشتر هم زیاد مهم نیست. خیلی از دوربین های گرون قیمت مثل بعضی از سری های d نیکون ، 12مگاپیکسل بیشتر ندارند. ضمن اینگه مگاپیکسل بیشتر ، گاهی موجب نویز بیشتر میشه.",2,2,0,0,0,0,0
,,"من این دوربین را خریدم. سنسور آن اشکال داشت، اشکال این بود که اگر از آسمان آبی عکس می‌گرفتید یک هلال در وسط تصویر ظاهر می‌شد که رنگش با رنگ بقیه ی آسمان فرق داشت. از سرویس برگشت یک هفته ای دیجیکالا استفاده کردم. کارشناسان اشکال دوربین را تایید کردند و یک دوربین نوی دیگر به من دادند. این دوربین دوم مشکلی ندارد. به همه ی دوستان توصیه می‌کنم اگر دوربین می‌خرند، بخصوص اگر گران است، حتما پیش از هر کاری آن را با گرفتن عکسهای خاص امتحان کنند. ضمنا، خرید کردن از جایی که تضمین برگشت کالای معیوب دارد عاقلانه تر است.",3,0,0,0,0,0,0
,,"بهترین فول فریم میان رده ها، باور کنید نسبت به 6D خیلی سرتره.",2,0,0,0,0,0,0
,,"سلام خسته نباشید می خواستم بپرسم
من الان پول خرید این دوربینو دارم ولی فعلا نمی تونم براش یه لنز قیمت بالا تهیه کنم ولی در آینده چرا
سوالم این ست که تمام لنزای مخصوص دوربین ها نیکون که در دیجی کالا وجود داره با این دوربین سازگاری داره و اگه نه کدوم . قیمت کمتری داره ؟ با تشکر",0,0,0,0,0,0,0
,,"سلام
دوستان من 2 ماهی میشه خریدم. خیلی ازش راضی هستم. با دوتا لنز 24-70 f2.8 و 70-200 f2.8 واقعا عالیه. حرف نداره. تو کار استودیو استفاده میکنم. عکسهای باغ عالی میشن. هر کی میخواد بخره درنگ نکنه",8,0,0,0,0,0,0
,,"خدمت آقا مهدی عزیز عرض کنم که درست میفرمایید بنده هم نگفتم که این مدل فیلتر low passداره ! بلکه بطور کلی به آپشن هایی که نیکون برای دوربیناش گذاشته وکنون جدیدا داره میزاره اشاره کردم وگرنه خودم چندماهی هست این دوربینو دارم این فیلتر در دوربینهای 7100 و750 و..حذف شده درضمن چون راهنمای فارسیش موجود نیست میتونین کتاب راهنمای نیکون700 وهمینطور DVDآموزشی 7000را که بصورت فیلم وتصویری هست بخرین که نزدیکترین راهنما به 610 هستن وانشااله زودتر بخرین ولذتشو ببرین که فکرمیکنم الان افت قیمت زیادی کرده زمان مناسبی باشه بنده تجربه کار باهردو برند کنون ونیکون رادارم برای عکس انصافا نیکون راضی ترتون میکنه مرسی از وقتی که گذاشتین",1,0,0,0,0,0,0
,,"با سلام آقای عبدالعظیم فارابی،خواستم خدمتتون عرض کنم که در این دوربین،فیلتر Low Pass حذف نشده،ضمنا من از طرفداران این دوربین هستم و واسه خریدش لحظه شماری میکنم",1,0,0,0,0,0,0
,,"در برتری این دوربین نسبت به 6دی کنون شک نکنید بنده هم دوربین کنون داشتم (البته 600دی) وهم نیکون(الان 610نیکون دارم) وبا اطمینان میگم که نیکون کاملا در عکاسی پیشرفته ترو با امکانات بیشتر وحرفه ای ترمیباشد البته برتری نیکون 610 نسبت به کنون 6دی که رقیب مستقیم هستند مورد تایید تمامی سایتهای معتبرعکاسی دنیاست مانند دی پی ریویو و...تازه کنون در دوربینهای کاملا جدیدش مانند 5دی اس به این نتیجه رسیده که مثل نیکون فیلتر low pass راخذف کنه یا برای دوربیناش کراپ بزاره که مدتهاست نیکون این کارو کرده و جواب گرفته ازجمله همین کراپ 2x یا1.5x که به نظرم بسیار کاربردیست وبا یک لنزپرایم50 میتونین عکسهای پرتره عالی در کراپ 1.5بگیرین و مشکل وای فای راهم میتونین با حدود 300تومان هزینه باخرید فرستنده مخصوص که بسیار جالبه حل کنید ومانند یک ریموت تصویری میتونین عکس خودتونو تو گوشی موبایل یا تبلت ببینین و تنظیم کنین وبافشار دکمه گوشیتون عکس بگیرین ویا تمامی عکسهای داخل حافظه دوربین را با دسته بندی پوشه ها که داخل دوربین دوربین داشتین روی گوشیتون ببینین وهرکدومو خواستین داخل گوشیتون انتقال بدین البته این قطعه بنام wu-1bدرایران موجود نیست و باید سفارش بدین و نرم افزارش بنام wireless mobile utillity به راحتی قابل نصب نیست در کشورخودمان و سایت گوگل پلی میگه ""درکشورشما اجازه دسترسی وجود ندارد""که باید باترفندهای خاص وفیلترشکن نصب بشه ویاازسایت mobo market کمک بگیرید باتشکر ازوقتی که گذاشتین.",5,0,0,0,0,0,0
,,"متاسفانه مشکلات مربوط به پاشش روغن شاتر روی سنسور که در d600 بود در این مدل هم حل نشده. می تونید تو سایتهای خارجی یه سرچ بزنید و ببنید که این قضیه متاسفانه حل نشده. واقعا حیف.",2,0,0,0,0,0,0
,,"با سلام آقای مهمان . دوربین های کانن رو معمولا برای فیلمبرداری و نیکون برای عکاسی پیشنهاد میشن . نیکون برای عکاسی منظره عالییه و کانن برای عکاسی آتلیه . حالا اگه شما براتون هم فیلمبرداری و هم عکاسل مهمه کانن 6D پیشنهاد میشه ولی اگه تخصصی عکاسی مدنظرتونه نیکون .",0,0,0,0,0,0,0
,,"جناب آقای مهدی جعفری سلام علیکم
دو مدل کانن 6D و نیکون D610 جدا از بحث کیفیت مدل 6D کانن مجهز به GPS & Wifi میباشد اما فاقد فلاش و این رو در نظر بگیرید که یک هزینه اضافی حدود یک میلیون و یا بیشتر برای خرید فلاش اکسترنال باید هزینه بکنید که بالای 5 میلیون برای شما هزینه بر میداره
اما مدل نیکون D610 فاقد Wifi & GPS میباشد اما در عوض مجهز به فلاش با برد 12 متر میباشد که اکثر نیاز های شما رو بر آورده میکند
اما برای عکاسی پرتره و مدلینگ نمیتوان نظر قطعی داد یعنی باید با کسی که قبلا از این دو دوربین استفاده کرده سوال کرد ولی بنظرم نیکون بهتر باشه بازم باید تحقیق بکنید
اما این نکته رو در نظر داشته باشد که در صورت خریدن کانن 6D باید یه هزینه اضافی هم برای خرید فلاش اکسترنال بپردازید ویا اینکه قبلا فلاش داشته باشد
حالا من تحقیقاتم رو ادامه میدم اگه به مورد جدیدی برخورد کردم حتما ذکر میکنم
اما من خودم قصد خرید Nikon D810 Body رو دارم منم به شما پیشنهاد میکنم این مدل رو خریداری کنید
درسته گرونتر هست اما ارزششو داره",2,0,0,0,0,0,0
,,"مهدی جعفری
با سلام،لطفا یه راهنمایی کنین.من تازه کارم حدود یک سال عکاسی میکنم و الان میخوام بین 6D و D610 یکی رو بخرم.بیشتر هم دوست دارم تو زمینه مدلینگ و پرتره کار کنم.در مورد هر دو تا دوربین هم حسابی تحقیق کردم.به نظرتون کدوم رو بگیرم.فقط خواهشا سریع تر و کسایی که تجربش رو دارن و واقعا اطلاع دارن راهنمایی کنن.تشکر",0,0,0,0,0,0,0
,,"جواب به آقا یا خانم مهمان (1393/9/8) : تفاوتشون در فول فریم بودن و هف فریم بودنه",0,0,0,0,0,0,0
,,"جناب محمد مسجدی (1393/10/25)
نظرات در اینجا نباید از روی تعصب و کم دانشی نسبت به یک موضوع بیان شوند. کنون و نیکون هر دو شرکت های معتبری هستند و دوربین های عکاسی سطوح بسیار مبتدی تا سطح حرفه ای تولید می کنند و هر کس بنا به نیاز و امکانات هر دوربین و بودجه و سلیقه ی شخصی و امکانات جانبی که از قبل داشته است(همانند لنز و فلاش و ...) یکی از از این دوربین ها را انتخاب می کند . این دوربین با این قیمت یکی از بهترین گزینه ها برای کسانی است که می خواهند فول فریم اقتصادی و با امکانات خوب داشته باشند . رقیب این دوربین در برند کنون مدل 6D می باشد و بر خلاف نظر غیر مستند شما در ارزیابی سایت های معتبر امتیاز کمتری را نسبت به رقیب نیکونی اش به دست آورده است .",1,0,0,0,0,0,0
