positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"قيمت مناسب وزن کم بدنه باريک",,"با توجه به قیمتش کیفیتش کاملا قابل قبوله",10,2,5,5,5,5,5
"[""زوم\n""]","[""کيفيت""]","کیفیتش پایینه",4,9,0,1,2,0,0
هيچي,"همه چيز","دوربین بی کیفیت",12,10,0,0,0,0,0
"[""نداره""]","[""هنش ضعفه""]","با سلا م من یکی 13پیکسلی خریدم ولی اصلا راضی نیستم کلا فوجی فیلم مارک خوبی تیس هزینه بسشتر کنید کنن یا نیکن بخرید دور فوحیو یه خط اتیشی بکشید",15,10,0,0,0,3,3
,,"اگه حرفه ایی میخایید جالب نیست من یکی خریدم اونی نبود ک انتظارش میرفت در عین حقیقت باور کنید",25,7,0,0,0,0,0
"دارا بودن لنز قوي وخوب","نداشتن فوکوس دستي","سلام لطفاباتری وشارژر را هم در بسته بندی دوربین قراردهید",0,0,3,3,3,3,3
,,"سلام،این مدلو من چند ماهی هست گرفتم کیفیتش نسبت به قیمتش خوبه و اینکه با سایر برندها همین محدوده ی قیمتی مقایسه کردم تقریبا یکی نکته ای که بایستی رعایت بکنید این که اولا رو حالت sr اتوماتیک بزارید و اینکه وقتی کیفیت عکس توی صفحه نمایش خوب شد دکمه ثبت عکس رو بزنید
امید وارم که نظرم براتون مفید بوده باشه.یاعلی",1,1,3,3,3,3,3
"سايزش براي مسافرت خوبه
تفکيک جزئيات عالي عکس ها
قيمت بسيار مناسب(در زمان شگفت انگيز)","عکسهاش تو محيط کم نور نياز به خلاقيت داره تا خوب دربياد
کيفيت فيلمش عالي نيست
ضد آب و ضد ضربه نيست. wifi نداره. فيلمش Full HD نيست که تو اين رنج قيمت طبيعيه","بنظر من بی انصافیه که بخوایم دوربینهای عکاسی رو با دوربین گوشی مقایسه کنیم.آخه مگه کیفیت عکس فقط به اینه که دوربین چندمگاپیکسله. لنز دوربین های عکاسی رو با گوشی هاتون مقایسه نکنید. شاید ما بلد نیستیم از قابلیت های دوربین استفاده کنیم اما از بس گوشی دستمونه همه چم و خم اون رو یاد میگیریم.
اگر قیمت دوربین براتون مهم نیست و عکاس حرفه ای هستید، خب برید دوربین حرفه ای بخرید، اما اگر میخواید آماتوری استفاده کنید خیلی هم خوبه (ازدوربین گوشی خیلی خیلی بهتره). چون دوربین های کامپکتی که قیمتشون بالاتره ضد آب هستن یا ضد ضربه هستن یا wifi دارن یا کیفیت فیلمشون Full HD هست اما این ارزونه چون این امکانات رو نداره وگرنه کیفیت عکساش خوبه. من عکسهاش رو با دوربین سونی و سامسونگ دوستام (تو همین رنج قیمت و حتی بالاتر) رو مانیتور کامپیوتر مقایسه کردم، به جرات بهتون میگم که کیفیت عکسهاش ازونا بالاتر بود.
سایزش برای مسافرت و گردش عالیه. عکسهاش در روز خیلی خوبه بشرطی که نکات ساده عکاسی رو رعایت کنید. ضمنا دقت کنید این دوربین فیلم برداری نیست: دوربین عکاسیه. اما کیفیت فیلمش هم بنظر من قابل تحمل بود. راستی من نتونستم از خروجی تلویزیون اون استفاده کنم یعنی تلویزیون ما اون رو نشناخت. موفق باشید.",6,2,4,4,4,3,4
,,"نسبت به قیمتش عالیه کیفیت عکسش هم خیلی خوبه راضیم با این قیمت عالیه",1,1,4,5,3,5,5
نداره,کيفيت,"اون چیزی نیست که از دوربین 16 مگاپیکسلی انتظار دارم گوشی اچ تی سی 8 مگاپیکسلیم باهاش برابره ضمنا این مدل حالت تشخیص اتوماتیک منظره رو داره. چهره ها باهاش تار میفتن",0,5,3,3,3,3,3
"حال نکردم باهاش شوخي فقط قيافه داره","کيفيت نداره جالب نيس","بیشتر هزینه کنید کانن یا نیکن بخرید",4,5,2,2,3,2,3
,,"چی بگم والا
از لحاظ قیمت متوسطه
از لحاظ کیفیت متوسط رو به بالا",0,3,1,1,0,3,0
,,عالی,6,9,5,5,5,5,5
"زيبايي ظاهري",,"نسبت به قیمتش از کیفیتش خیلی راضی ام.",7,6,5,5,5,5,5
"قيمت مناسب وزن کم بدنه باريک",,"با توجه به قیمتش کیفیتش کاملا قابل قبوله",10,2,5,5,5,5,5
"[""زوم\n""]","[""کيفيت""]","کیفیتش پایینه",4,9,0,1,2,0,0
هيچي,"همه چيز","دوربین بی کیفیت",12,10,0,0,0,0,0
