positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي فيلم برداري","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
,,"ببخشید به همراه دوربین پایه دوربین نداره؟",0,0,0,0,0,0,0
,,"سلام دوستان من این دوربین راخریداری نموده ام بنظر من عالی چون کیفیت فیلمبرداری قابل مقایسه با دوربین pd نیست چند مجلس رفتم کارش حیرت آوره فقط باید به کامپیوتر و نرم افزارهای میکس باید کاملا مسلط باشی",2,2,0,0,0,0,0
,,"سلام
در جواب آقای امیررضا براآنی این دوربین تا 50 فریم تصویربرداری می کنه که فریم ریت خوبی محسوب میشه",1,1,5,5,5,5,5
,,"سلام. ببخشید ساید سوالم خیلی ابتدایی باشه ولی این دوربین فیلمبرداریش چند فریم بر ثانیه هست؟ میتونیم فیلم های گرفته شده با این رو صحنه آهسته هم بکنیم؟؟؟",0,1,0,0,0,0,0
,,"اگه کیفیت میخواین Sony HDR-CX900 بگرید!
این مدل در دیجیکالا هم موجوده و با فیلتر و باتری اضافه و کارت حافظه .
برخلاف ظاهر کوچکش شدیداً با کیفیت و حرفه ایه . . . حتی در عکاسی .
اما همونطور که قبلاً گفتم در مورد مجالس ، ظاهر و هیکل دوربین خیلی اهمیت داره و بهمین خاطر با وجود اینکه دوربینهای کوچیک مثل CX900 و هندیکم های سری VG سونی قابلیت این کارها رو دارن ، معمولاً در این موارد استفاده نمیشن .
برخی از تصویر بردارها برای حل این مشکل از DSLR ها به علاوه مت باکس و دیگر تجهیزات اضافی غیرضروری برای بزرگتر و حرفه ای تر جلوه دادن دوربین استفاده میکنن تا هم کیفیت فوق العاده داشته باشن و هم ظاهر دوربین حرفه ای باشه!!!
برای مثال با 70D کانن با یک لنز 50 و یا 18-135 میشه تصاویر هالیوودی تهیه کرد!
در حالی که قیمتش زیر 4 تومنه . من کسی رو سراغ دارم که با این دوربین کار عروسی انجام میده ، البته برای حل مشکل فیلمبرداری مداوم DSLR ها از چند دوربین (یدک) استفاده میکنن که با توجه به قیمتشون و کیفیت فوق العاده شون واقعاً بصرفه ست . ضمن اینکه بعد از یک مدت و مستهلک شدن سنسور میشه براحتی بدنه شون رو فروخت و با کمی هزینه یه بدنه جدید خرید و جایگزین کرد .
البته راه حل سوی هم هست . اونهم این که سرکیسه رو شل کنید و دوربینهای حرفه ای تر و بزرگتری مثل ea50 بایک لنز خوب برخید .",2,0,0,0,0,0,0
,,"کیفیتش زمین تا آسمون با md10000 فرق میکنه ولی به دوربینای سونی حتی mc 1500 نمیرسه.تو بحث فیلمبرداری سونی به دلیل نوع سنسور ونوع لنز دوربیناش حرف اولو میزنه.ولی این دوربین برای کار مجلس یه دوربین خوب هست.و لنز وایدی که داره خیلی به کار میاد کیفیتشم تو جاهایی که از نظر نور مشکلی نداره خیلی خوبه",2,0,5,5,5,5,5
,,"مرسی آقای خلیلی راد از راهنمایی خوبتون بنظر شما کیفیت تصویر md-h2 مثل md10000 میباشه یا بهتره از اونه چون روی جلدش نوشته فول اچ دی یعنی تبلیغ دروغه، مرسی از راهنمایی شما و دوستانی که راهنمایی میکنند.",0,0,0,0,0,0,0
,,"دوستان یکم بیشتر هزینه کنید mc1500 سونی بخرید تو رنج قیمتش بهترین دوربینه یکساله دارمش نویز کم لرزش گیر عالی و کیفیت مطلوبی داره برای کارای مجالس عروسی عالیه",0,0,4,4,5,4,4
,,"با سلام
در جواب این دوستم (مهمان)اگه مشکل گپچر و دردسر های اونو نداری pd170 سر تر از این دو مدله من با مدلهای مشابه کار کردم تو شرایط نوری خوب، بد نیستن اما شب و نماهای داخلی و کم نور خیلی نویز دارن من اگر مجبور باشمmc 1500 انتخاب می کنم",0,0,0,0,0,0,0
,,"سلام دوستانی که این دوربین را خریدن لطف کنن بیشتر از امکانات این دوربین بگن آیا برای مجالس جواب میده",0,1,0,0,0,0,0
,,"سلام دوستان من می خواهم این دوربین را بخرم برای فیلمبرداری از مجالس کسانی کاه اطلاعاتی دارند راهنمایی کنند . در ضمن بین md.h2 و سونیmc1500وpd175 کدوم بهتره",0,0,0,0,0,0,0
,,"با سلام
دوستان این یه صندوق بزرگه که توش یه هندیکم جا کردن، اینقدر تنوع برندها و مدلها زیاد شده که میشه با تحقیق و یکم هزینه بیشتر یه دوربین مناسب خرید",1,0,0,0,0,0,0
,,"دوربین ناکارآمدیه!
حتی نسبت به قیمت پایینش .
سری هندی کم VG سونی چیزی از این دوربین کم نداره . خصوصاً با یک لنز خوب .
مدل فول فریم VG 900 سونی هم که دیگه حرف نداره!
اما یک مساله ای هست . اونهم اینکه معمولا این دوربینها برای عروسی و مراسمها استفاده میشن و اندازه دوربین در اینجور جاها خیلی مهمه!
چون مردم فک میکنن هرچی دوربین گنده تر باشه کار حرفه ای تر و نتیجه بهتره . . .
اما هندی کم های سری VG سونی از نظر اندازه نصف اینهم نیستن .",2,0,0,0,0,0,0
,,"دوربین رو دو هفته ای میشه از دیجی خریدم
در مورد دوربین چند نکته بنظرم میاد که خریدارش باید بدونه
قبل از این دوربین با سونی PD170 کار می کردم که صرفا به خاطر هزینه کپچر و وقتیکه هدر میره دنبال دیجیتال بودم و این مدل از پاناسونیک رو خریدم
این دوربین برای شرایط نوری کم ساخته نشده و باید از نظر نور تامین بشه
سونی گزینه هایی رو برای تنظیم دستی رنگ و نور حتی بصورت کم داره در صورتیکه این دوربین واسه تنظیم رنگ که فقط وایت بالانس و نور هم بصورت جزیی قابل تنظیم هست
اما توی این رنج قیمتی خوبه
راستی برای این دوربین حتما یک فیلتر UV 49 mm تهیه کنید
ممنون از دیجی کالا",0,0,5,5,5,5,5
,,"واید این دوربین عدد بالایی داره که اصلا برای دوربین رویه دست گرفتن خوب نیست ولی میتونه یه دوربین خوب برای گرفتن همایشها (روی سه پایه ) باشه",2,0,0,0,0,0,0
,,"سلام
نسبت به امکاناتی که داره واقعا قیمت مناسبی داره ، سونی با مشخصاتی مشابه قیمتی حدود 4.5 داره
یه سرچی بکنید و کلیپ های مربوط به دوربین رو ببینید واقعا محشره
تو همین دو سه روز آینده ان شاء الله میخرمش
ممنون از دیجی کالا عزیز",1,1,5,5,5,5,5
,,"سلام
در جواب آقای امیررضا براآنی این دوربین تا 50 فریم تصویربرداری می کنه که فریم ریت خوبی محسوب میشه",1,1,5,5,5,5,5
,,"سلام. ببخشید ساید سوالم خیلی ابتدایی باشه ولی این دوربین فیلمبرداریش چند فریم بر ثانیه هست؟ میتونیم فیلم های گرفته شده با این رو صحنه آهسته هم بکنیم؟؟؟",0,1,0,0,0,0,0
