positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
,,"سلام
خیلی زود ناموجود شد
دوباره موجودش کنید.",5,1,3,3,3,3,3
,,"سلام.دیجی لطفا موجودش کن. برای قبل از روز پدر 95/2/2 می خوام.",3,0,4,4,3,4,4
[],[],"سلام من میخوام این دوربین رو بخرم لطفا موجودش کنید و رنگ بندیشو بیشتر کنید .",3,0,3,3,3,3,3
,,"سلام من میخوام این دوربین رو بخرم لطفا هرچه زود تر موجودش کنید و رنگ بندیش رو بیشتر کنید .",3,0,3,3,3,3,3
"wifi
nfc براي دسترسي سريع به عکسها
باز کردن عکسها در گوشي و کنترل از راه دور
عکاسي و تنظيم و فوکوس از راه دور با گوشي و تبلت از طريق نرم افزار
wifi
nfc براي دسترسي سريع به عکسها
باز کردن عکسها در گوشي و کنترل از راه دور
عکاسي و تنظيم و فوکوس از راه دور با گوشي و تبلت از طريق نرم افزار
wifi
nfc براي دسترسي سريع به عکسها
باز کردن عکسها در گوشي و کنترل از راه دور
عکاسي و تنظيم و فوکوس از راه دور با گوشي و تبلت از طريق نرم افزار","وزن متوسط
نداشتن قابليت منوال يا همان M دستي","این دوربین را تازه خریدم و طی بررسی های اولیه و تست های اولیه بسیار عالی بود
عکسهای زوم شده کیفیت بالایی دارند ، دسترسی و کنترل دوربین از طریق موبایل بسیار کار اره اندازه مخصوصا وقتی دو نفر عکس میگیرین یا تک نفره
عکاسی با فلاش در شب بسیار عالی
زوم دیجیتال از کیفیت معمولیبرخوردار است ولی در زوم بالا کیفیت بشدت افت میکند
ساخت چین و ژاپن تفاوتی نداره فقط اسم و برند و قیمتش فرق داره من چینی خریدم و راضیم.
ضمنا برای کسانی که یک دوربین خونگی خوب نیاز دارن و کارهای معمولی و فیلم برداری معمولی میخوان حرف نداره",4,0,5,4,4,5,4
,,"لطفا تا قبل عید موجودش کنید",5,1,4,3,3,3,3
,,"با سلام . از این دوربین خوشم امده لطفا تهیه کنید تا بتونم ازش استفاده کنم .",1,0,3,3,3,3,3
,,"سلام.
پیشنهاد ویژه لطفا
ممنون",4,0,0,0,0,0,0
,,"خواهشا این دوربین رو موجود کنید خیلی نیاز دارم تا قبل عید نوروز اگه تونستید موجود کنید",2,0,3,3,3,3,3
,,"من این دوربین رو میخواستم بخرم اما جای فلاش این دوربین واقعا میزنه تو ذوغ آدم خیلی جای فلاش بی کلاس هستش . اما از نظر فنی عالیه . دوربین کانن مدل Canon IXUS 285 HS امسال این ماه میخواهد وارد بازار بشه که هم کوچیک هستش جای فلاش واقعا عالیه و از نظر سخت افزاری از این یکم بهتر هستش . این نوع مدل دوربین هنوز در ایران نیومده قرار این ماه تولید بشه . امید وارد دیجی کالا این دوربین رو به قسمت به زودی در سایت اضافه کنید و در چند ماه اینده این دوربین مدل Canon IXUS 285 HS رو در سایت بیاره که واقعا کارش عالیه هیچ عیب و نقصی نداره .",0,1,2,0,2,3,2
"کيفيت بدنه و سخت افزار
کيفيت عکس و فيلم","شايد ميشدجاي فلاش روبهتر تعبيه کرد
چيزي به ذهنم نميرسه","با سلام خدمت خانمها و آقایان عزیز
عرض کنم که این محصول رو دیروز از دیجی کالا گرفتم .همه چیزش عالی بود دلم نیومد نظر ندم.حتی توی جمهوری هم با این قیمت پیدا نمیکنید.چون دیجی ساخت ژاپن شو برام فرستاد و دیگه بقه داستان رو خودتون تصور کنید.
واقعا"" دستتون درد نکنه به خاطر روشی که در کارتون دارید.خدا قوت",1,0,5,5,3,5,5
"زوم
کيفيت خوب در حالت مشاهده","باطري
و فقط باطري","درکل دوربین بدی نیست و کارایی داره ولی اگر کیفیت بهتر و تصاویر بسیار زیباتر بخوایین دنبال یه چیزه درستو حسابی باشین",2,1,2,4,2,2,0
"امکانات مناسب
کيفيت عکس خوب
زوم عالي","لرزش گير نداره","سلام
من دیروز 16 دی این دوربین رو از پست گرفتم
کیفیت خوبی داره اما کاش کیفیت عکس بهتری داشت
در مورد کیفیت فیلم هم باید بگم خوبه ولی زوم اون زیاد نیست",0,2,4,4,3,4,5
,,"با سلام
من این دوربینو خریدم.اول اینکه چینیه و کیفیت تصویرش با اون چیزی که من انتظار داشتم خیلی فرق میکنه. یعنی حتی یه آدم مبتدی هم با دیدن دوربین و عکس میفهمه که خیلی کیفیت عکس پایینه و 20 مگاپیکسل واقعی نیست!
مخصوصا تو حالتی که رو عکس زوم میکنین...
ولی کیفیت تصویر برداریش خوبه البته زمانیکه رو حالت فول اچ دی باشه. wi fi هم اصلا کاربردی نیست
در کل خیلی از خریدش پشیمونم چون کیفیت تصویر خیلی برام مهم بود. با این مبلغ میشه چیزای بهتری تو این رنج خرید...
از دیجی کالام ممنونم. با اینکه دیر دستم رسید ولی پشتیبانیشون عالیه.",0,7,0,0,0,0,0
,,"با سلام
من ساخت ژاپن این دوربین رو گرفتم. قبلا SX200 داشتم اون خیلی بهتر بود. این دوربین موقع فیلمبرداری صدای زومش میافته ولی قبلی اصلا صدایی نداشت. به نظرم اینا به دلیل کیفیت ساخت پایین هست.",0,0,3,2,2,3,3
,,"با سلام
خواهش میکنم یک نفر منو راهنمایی کنه بین این مدل و مدل sx710 برای من اتصال به وای فای سبک بودن و کیفیت عکس مهم هست ...ممنون",1,0,4,4,4,4,5
"سبک - زيبا - کيفيت فيلم برداري عالي - زوم قابل قبول
خوش دست
عدم ضبط صداي زوم در حين فيلم برداري نسبت به مدل هاي پايين تر
امکان ريموت شدن گوشي در هنگام عکس برداري ( مشاهده تصوير در گوشي و دکمه شاتر )
لرزش گير اوپتيکال بسيار عالي","رابط Wifi پيچيده در اتصال به کامپيوتر که 90% کاربران از اين امکان صرف نظر ميکنند
پايين آمدن کيفيت در عکس برداري 16:9 از 20 مگا پيکسل به 15 مگا پيکسل
عدم پشتيباني عکس برداري در حالت 16:9 در هنگام ريموت کردن موبايل
عدم پشتيباني فيلم برداي در هنگام ريموت کردن موبايل","سلام خدمت دوستان
من حدود 1 ماه میشه که این دوربین رو خریدم , در کل دوربین خیلی خوبیه . بستگی به هدف خریدار نسبت به خرید دوربین یک مورد هست که باید مورد توجه دوستان قرار بگیره , اون هم اینه که هدف از عکس برداری چاپ عکس هست یا نمایش در تلوزیون های عریض یا صفحه نمایش های عریض کامپیوتر . اگه در حالت معمولی 3:4 - 20 مگا پیکسل عکس برداری کنید مناسب برای چاپ عکس های 13*18 و . . . هستش و در هنگام پخش در تلوزیون های عریض عکس حالت فول اسکرین نداره و عکس کوچک تر از صفحه نمایش هست و دو طرف تصویر کادر سیاه نمایش داده میشه و وقتی تنظیم دوربین رو روی حالت 16:9 قرار میدید که تصویر فول اسکرین بشه , کیفیت تصویر 5 مگا پیکسل کاهش پیدا میکنه و میشه 15 مگا پیکسل - و در حالیت ریموت موبایل 16:9 پشتیبانی نمیشه , امید وارم که تجربه استفاده من از این دوربین براتو مفید بوده باشه",6,0,5,5,5,3,5
"عکس با کيفيت عالي فيلم در روز بسيار عالي",ندارد,"سلام خدمت همه دیجی شگفت انگیزش کن",2,0,3,3,3,3,3
,,"سلام باتوجه به قیمتش عالیه،ولی حیف دیجیکالا از لحاظ ارسال خیلی دیر عمل میکنه حیفه واسه همچین فروشگاه بزرگی",1,1,0,0,0,0,0
,,"با سلام
کیفیت عکسش مناسب و فیلمش هم خوبه البته در روز ! شب یا محیط بسته خیلی افتضاح",0,0,0,0,0,0,0
,,"من 16 سندیسک از دی جی خریدم سرعتش عالیه",1,0,0,0,0,0,0
,,"دوستان حافظه مناسب برای دوربین چی هست؟چند گیگ؟
چه مارکی؟",0,0,0,0,0,0,0
,,"دوستان چه کیفی برای این مدل مناسب هست ؟؟؟",0,0,0,0,0,0,0
,,"لطفا شگفت انگیزش کنید.من دوتا میخوام.",4,0,4,4,4,4,4
,,"سلام. دوربین خیلی خوبیه. من که خیلی راضیم. هم کیفیت عکس هم ظاهرش",3,0,5,5,5,5,5
,,"سلام لطفا رنگ سفیدشو موجود کنید",3,0,0,0,0,0,0
,,"با سلام
یعنی باید باورمون بشه که هنوز کالای ژاپنی تو کشور ما وجود داره؟ بی خیال
به هر حال دیجی کالا اگه چینی اشو هم بیاره درجه یکش خواهد بود.",0,1,0,0,0,0,0
,,"لطفا یه نقد و بررسی برای این دوربین بذارید",1,1,0,0,0,0,0
,,"این برند باید ژاپنی باشد( اصل ).اما چند سالیست که کشورهای دیگه ای هم تولیدش کرده اند حالا یا تحت لیسانس یا اینکه اصل تقلبی.رابطه ی کشور تولید کننده با کیفیت محصول رابطه ای مستقیم است یعنی هر چه قدر از ژاپنی بودنش فاصله بگیریم کیفیت کارکرد دوربین به صفر نزدیکتر میشود تا جایی که نسخه ی چینی آن شما را بسیار از خریدتان پشیمان میکند.
دیجی کالای گرامی لطفا کشور تولید کننده را مشخص کنید. در بعضی عکس های موجود مشخصات حک شده روی کالا یا نا مشخص و یا پاک شده است.",9,1,0,0,0,0,0
,,"سلام. چرا نمی نویسین ساخت کجاست؟",5,0,0,0,0,0,0
,,"لطفا موجود کنید،دیروز نگاه کردم موجود بود الان اومدم دیدم نیست،خواهش میکنم زودتر موجود کنید اگه میشه رنگ سفید",1,0,5,4,4,4,4
,,"سلام این دوربین کیفیت عکس و فیلمش عالی و کیفیت صفحه نمایش بی نظیر ی داره در برابر قیمتش واقعا می ارزه همچنین رنگ بدنه اون براق و از پلاستیک باکیفیت درست شده . باتشکر",1,1,4,4,4,4,5
,,"امروز رنگ سفید تو بازار دیدم خوشگل بود ولی دو رنگ (سفید،طلایی)نبود",0,0,5,5,3,4,0
,,"سلام.پس کی قراره بیاد من لازمش دارم",1,0,5,5,3,4,0
,,"من 16 سندیسک از دی جی خریدم سرعتش عالیه",1,0,0,0,0,0,0
,,"دوستان حافظه مناسب برای دوربین چی هست؟چند گیگ؟
چه مارکی؟",0,0,0,0,0,0,0
,,"دوستان چه کیفی برای این مدل مناسب هست ؟؟؟",0,0,0,0,0,0,0
,,"لطفا شگفت انگیزش کنید.من دوتا میخوام.",4,0,4,4,4,4,4
,,"سلام. دوربین خیلی خوبیه. من که خیلی راضیم. هم کیفیت عکس هم ظاهرش",3,0,5,5,5,5,5
,,"سلام لطفا رنگ سفیدشو موجود کنید",3,0,0,0,0,0,0
,,"با سلام
یعنی باید باورمون بشه که هنوز کالای ژاپنی تو کشور ما وجود داره؟ بی خیال
به هر حال دیجی کالا اگه چینی اشو هم بیاره درجه یکش خواهد بود.",0,1,0,0,0,0,0
,,"لطفا یه نقد و بررسی برای این دوربین بذارید",1,1,0,0,0,0,0
,,"این برند باید ژاپنی باشد( اصل ).اما چند سالیست که کشورهای دیگه ای هم تولیدش کرده اند حالا یا تحت لیسانس یا اینکه اصل تقلبی.رابطه ی کشور تولید کننده با کیفیت محصول رابطه ای مستقیم است یعنی هر چه قدر از ژاپنی بودنش فاصله بگیریم کیفیت کارکرد دوربین به صفر نزدیکتر میشود تا جایی که نسخه ی چینی آن شما را بسیار از خریدتان پشیمان میکند.
دیجی کالای گرامی لطفا کشور تولید کننده را مشخص کنید. در بعضی عکس های موجود مشخصات حک شده روی کالا یا نا مشخص و یا پاک شده است.",9,1,0,0,0,0,0
,,"سلام. چرا نمی نویسین ساخت کجاست؟",5,0,0,0,0,0,0
,,"لطفا موجود کنید،دیروز نگاه کردم موجود بود الان اومدم دیدم نیست،خواهش میکنم زودتر موجود کنید اگه میشه رنگ سفید",1,0,5,4,4,4,4
,,"سلام این دوربین کیفیت عکس و فیلمش عالی و کیفیت صفحه نمایش بی نظیر ی داره در برابر قیمتش واقعا می ارزه همچنین رنگ بدنه اون براق و از پلاستیک باکیفیت درست شده . باتشکر",1,1,4,4,4,4,5
