positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"کيفيت تصوير فوقولعاده
فوکوس داخل بدنه
فلش قوي
داراي دو سلات براي رم",ندارد,"دوستانی ک میگن لنز چینی نیست, هست.
بدنه تایوانه, لنز چین. ولی اصلا و ابدا به این معنی نیست ک بیکیفیته!!
وقتی ک حنس اورحیناله, مسله ی کشور سازنده دیگه مطرج نیست, استاندارد ها ثابتن",6,1,5,5,5,3,5
"هرچي بگم تموم نميشه","نداشتن واي فاي جي پي اس کهخيلي هم مهم نيست","تازه گرفتم ولی فقط بادی روگرفتم با یه لنز 50 میلیمتری 1.8 d
راضیم ازش",1,2,5,5,5,5,5
"کلش نقطه قوته","وزن بالا","وزنش بالاست و باعث لرزش دست میشه اما باقیش محشره",6,9,5,5,4,4,4
,"ال سي دي ثابته و نمي چرخه و لمسي هم نيست","دوربین خوبیه ولی در مقایسه با کانن 70 دی کم میاره . صفحه تاچ کانن برای تنظیمات حین کار خیلی راحته.
منظره یابش هم که نوشته خیلی بزرگه و خوبه دقیقا اندازه دوربین های کاننه",4,19,4,2,3,3,3
"کيفيت عکس
ارگونومي
ارزش در برابر قيمت","به هيچ عنوان","دوستانی که میگن لنز ساخت چینه من تا حالا 4 تا از این دوربین برای همکارام گرفتم چنین چیزی مشاهده نکردم...کیفیت فوق العادست...درمقایسه با 70d واقعا ارزش خرید داره",2,3,5,5,5,5,5
"کلا عاليه",نداره,"خود دوربین ساخت تایلند هست ولی لنزش چینیه..",3,2,5,5,4,5,5
,,"عزیزان به نظر شما من این دوربین رو بگیرم یا کنون 60 فقط خیلی عجله دارم خواهشا هر کی اطلاعات داره جواب بده",0,3,3,3,3,3,3
"[""از هر لحاظ عالي""]","[""مصرف باطري کمي زياد ولي قابل قبول""]","پیشنهاد میکنم برای خریدش اصلا ریسک نکنید .من 2 هفتس که گرفتم ولی از خود شرکت ایده آل با گارانتی vip.در کل تو این 2 هفته عکسایی که باهاش گرفتم حرف نداره چون قبلا با نیکون 5500 و کنون 640 کار کرده بودم ولی این یه دوربین محشره و تک .هرکی یه دوربین میخواد که با عکساش همه حال کنن اینو بخره چون بعد از فول فریم این بهترین انتخابه",8,2,5,5,4,5,4
,,"سلام به همه دوستان
من به دلیل شغلم که عکاسی است هم با دوربین کنون کار کردم و هم نیکون
چند نکته قابل تعمل هست که از نظر تجربی به دست آوردم
کلا دوربین های کنون رنگ های واقعی در تصاویر ندارند و با کمی تغییر اون ها رو شات میکنن ولی نیکون رنگ ها کاملا واقعی و بدون تغییره
دوربین نیکون 7100 به دلیل اینکه وزن نسبتا بالایی داره مخصوصا اینکه باطری هم بهش اضافه بشه به درد کار خبری نمی خوره اما به دلیل رنگ طبیعی تشخیص چند نقطه ای برای عکاسی در طبیعت خیلی گزینه مناسبی خواهد بود
حتی در آتلیه هم نیکون 7100 با لنز 140 خیلی خوب جواب می ده و به نظر من یک دوربین کاملا حرفه ای است
جنس بدنه قرار گرفتند کلید ها هم به خوبی طراحی و ساخته شده
به نظر من که با اکثر دوربین ها سر و کار داشتم و کار کردم و حالا هم 5 ماهی هست 7100 خریدم این دوربین دوربین بسیار خوبیه",5,1,4,4,4,4,5
[],[],"من امروز خریدم ، عالیه ولی سنگینه خیلی",6,0,3,3,3,3,3
[],[],"فقط میتونم بگم عالی عالی عالی.شک نکنین ضرر نمیکنین.من خودم خیلی حساسم و راضیم ازش",5,1,5,5,5,5,5
,,"دیجی جان لطفا این دوربین ر ا موجود کنید!!!!تابستان داره شروع میشه!!!!!!!این دوربین توی بازار هست اما میخوام مطمعن خرید کنم.",9,1,5,4,4,4,4
[],[],"موجود کنید",4,0,5,5,3,3,3
,ندارد,"بسیار عالی و با کیفیت.واقعا عکاسی با این دوربین لذت بخشه",8,0,5,5,5,5,5
,,"من این دوربین رو خریدم..فرداش ناموجود شد..خخخخ..خیلی راضی ام..دیجی دوستت دارم",7,2,4,4,3,3,3
زياد,ندارد,"خواهش آقای امین پیرایش . امیدوارم روزی بتونین زیبایی های دنیا و اسرار اون رو با دوربینت ثبت کنی و یا دوربینت وسیله ای بشه برای بیان احساساتت . موفق باشید.",6,0,5,5,5,5,5
,,"آقا تورو خدا موجودش کنین .ما تا اومدیم بخریم نا موجود شد",7,0,5,5,4,5,4
,,"تا اومدم سفارش بدم نا موجود شد",5,0,4,4,4,4,3
"[""عالي""]","[""ندارد""]","ممنون آقای حسینی بابت راهنمایی بسیار خوبتون.خیلی مفید واقع شد نظرتون برای من متشکر.انشاالاه همین دوربین رو میخرم",5,0,5,5,5,5,5
زياد,ندارد,"آقا امین پیرایش سلام
من این دوربین رو یک ماهه که از همین سایت دیجی کالای عزیز خریدم. ازش خیلی خیلی راضی هستم. همه چیش همونجوری هست که فکر می کردم باشه. ولی وای فای داخلی نداره. ولی آقا امین اینم بدون که کانن 700 دی نسبت به نیکون دی 7100 بدنش ضعیفتره - باطریش ضعیفتره - لنزش کمی کیفیت پایین تره- سنسورش کمی کوچیکتره- تراکم پیکسلیش پایین تره - کستردگی ذخیره سازی فایل RAW ضعیفتری داره - کستردگی داینامیک رنج ضعیفتری داره - نمایشگر کیفیت پایین تری داره - نقاط فکوس کمتری داره - حساسیت فکوس ضعیفتری داره-یدونه مموری کارت می خوره - نمایشگر تک رنگ بالا رو نداره - تبدیل کراپ 1.3 نیکون رو نداره - موتور فکوس داخل بدنه رو هم نداره. خب حالا اگر شما دوست عزیز یا هر شخص عزیز دیگه ای این نکات منفی بالا در دوربین کانن 700 دی واسش مهم نیست. می تونه کانن 700 دی رو بگیره. من نیکون دی 7100 دارم بسیار ازش راضی هستم و دارم براش لنز فول فریم می گیرم تا تبدیل به یه دوربین فوق العاده بشه. در آخر اینم بگم که هر شخصی برای خودش دلیل و منطق و عشق و علاقعه ی شخصی خودش رو داره. شاید اشخاص زیادی از این برتری بدون چون و چرای نیکون دی 7100 نسبت به خیلی از دوربین های کانن مطلع باشن و قبول کنن ولی باز حاضرن که کانن بگیرن اونم 700 دی. خب دیگه صلیقه ی شخصی آدم هاست که باعث خیلی از پیشرفت های تکنولوژی و صنعتی و اخلاقی توی دنیا شده.",15,1,5,5,5,5,5
"[""عالي""]","[""ندارد""]","من بین این دوربین و کنون 700دی موندم..ولی چون نیکون این مدل وای فای داخلی نداره شک افتادم ولی بعضی جاها دیدم که نوشتن داره وای فای داخلی..لطفا یکی کمکم کنه...ممنون",4,2,5,5,5,5,5
عالي,ندارد,"منتظرم بره تو شگفت انگیز تا بخرمش... ممنونم بزارین تو شگفت انگیز ....",9,0,5,5,5,5,5
,,"لطفا این دوربینو هرچه زودتر موجود کنید،خیلی زود ناموجود شد.
:",7,0,3,3,3,3,3
"کيفيت بدنه عالي -کيفيت عکس عالي - لذت کارکردن عالي - لنز خيلي خوب",ندارد,"این دوربین بسیار بسیار عالی هست. هم کیفیت ساخت هم کیفیت عکس و هم کیفیت فیلم و هم کیفیت کارکردن باهاش و هم پرستیج اسمش! Nikon !
من لنز فول فریم 70-200 اف 2:8 رو روش گذاشتم و ... وای!!!! عکس هاش با صاحب لنز ( Nikon D610 ) هیییییییچ فرقی نداشت!فقط کراپ دار هست عکس هاش و الا با یه لنز فول فریم دقیقا همون کیفیت عکس دوربین های Nikon D600 و Nikon D610 رو داره یکی هستن.
من با کیت 18-140 دارم و ازش خیلی راضی هستم. ولی دارم پول جمع میکنم تا یدونه لنز پرایم فول فریم براش بگیرم تا بیونم با تمام دوربین های فول فریم دنیا توی کیفیت عکس رقابت کنم.
البته تو کیفت عکس در روز چون در شب من حریف فول فریم ها نمیشم.
به هر حال این دوربین بهترین دوربین سنسور APS-C دنیاهست البته بعد از Nikon D500 !",8,2,5,5,5,5,5
,,"سلام!
من نزدیک به پنج ماه پیش این دوربین به دستم رسید و تا امروز کنار من بود و خواهد بود.قبل از این مدل با D3000 و D5100 عکاسی میکردم که خوب قطعا پرش خوبی بود برای من.همینطور که مشخصه ازش راضیم.فقط قبل از خرید مطالعه کنید تا بر حسب نیاز تون دوربین انتخاب کنید.[کسی که فقط به موسیقی علاقمند هست یا میتونه صدای ساز رو در بیاره منطقی نیست گیتار RickenBacker بخره]. من برای علاقمندان به عکاسی برند نیکون و علاقمندان جدی تر مدل d7100 رو پیشنهاد میکنم.
موفق باشید!",6,0,5,4,5,5,4
,,"من این دوربین رو حدودا 6 ماه است خریدم.از هر نظر راضی کننده و عالیه.
از نقاط قوت میشه به کیفیت بدنه عالی،دینامیک رنج بالای عکس ها،زنده بودن رنگ در عکس ها،کیفیت بالای چشمی و نمایشگر،سرعت فوکوس عالی،داشتن منوی فارسی روی خود دوربین،ضبط صدای استریو،داشتن موتور فوکوس داخل بدنه و خیلی چیز های دیگه اشاره کرد.
نقطه ضعف هم نداره از نظر من.به جز اینکه دفترچه راهنما به زبان فارسی نداره و اینکه حداقل ایزو 100 است.اما دیجی کالا به اشتباه نوشته است که حداقل ایزو 50 است.",4,0,5,5,5,5,5
,,"دوربین خیلی عالی هست.دینامیک رنج رنگ عکس ها بی نظیره.از طرفی تایم لپس داخلی هم داره ک نسبت ب کنون امکانات بیشتری محسوب میشه.اما در دیجی کالا نوشته ایزو 50 هم داره اما این دوربین ایزو 50 نداره و حداقل ایزو 100 هست.و اینکه من تحقیق کردم لنز های دوربین های فول فریم نیکون به این دوربین میخورند.ک چنین ویژگی در کنون نیست.",8,1,5,5,5,5,5
,,"با سلام
با تحقیقات گسترده ای که انجام دادم یکی از بهترین و با کیفیت ترین دوربینها در این رنج قیمت میباشد.
خواهشمندم این دوربین رو شگفت انگیز کنید.",4,0,3,3,3,3,3
,,"لطفا بدنه این دوربین رو موجود کنین لنزش رو دارم
عید شد تو همین هفته میخوام بخرمش
نمیخوام از جای دیگه بگیرم",1,0,5,5,5,5,5
,,"سلام چرا داخل دیجی کالا کیفت عکس هارو مقایسه میکنیم کیفیت کنون بهتره از نیکون بین دو مدل بالا",0,0,5,5,5,5,5
,,"اقا اینو تا قبل عید موجود کنید .. مرد باشین اینو موجود کنید تا قبل عید باید داشته باشمش",2,1,5,5,5,5,5
,,"خواهش میکنم موجودش کنید!!!",4,0,3,3,3,3,3
"والا همه چيش خوبه",نداره,"در یک کلام عالیه",2,0,5,5,5,5,5
"عايق بندي در مقابل گردوغبار و رطوبت. فيلمبرداري 60 فريم فول اچ دي.کيفيت ساخت و ارگونومي بي نظير","موردي نديده ام","D7100 و لنز 140-18 وی ار ترکیبی زیبا و خوش دست برای کسانی که خواهان بهترین کیفیت عکس و فیلمبرداری هستند. با تجربه‌ای که از کار با انواع دوربینها دارم به جرات عرض میکنم: خروجی عکس و فیلم این دوربین در رده متوسط و انواع برندهای مشهور بی نظیر بوده و حتی از بعضی جهات در مقابل مدلهای فول فریم هم حرفهایی برای گفتن دارد.",3,0,4,5,4,4,5
"کيفيت ساخت
ارگونومي عالي
کيفيت عالي عکس ها","نداشتن واي فاي داخلي و nfc","من از خیلی ها پرس و جو کردم.. با کسانی هم که با دوربین کار کرده بودن حرف زدن , همه راضی بودن... دوربین تکمیل و خیلی خوبی هست... منتظرم بره تو شگفت انگیز تا بخرمش... ممنونم بزارین تو شگفت انگیز ....",7,0,5,4,4,4,5
,,"دوست عزیز سعد ناصری
شما وارد بحثی شدید اصلا درمورد دوربین 70D مطرح نیست. حرف از عکاسی حرفه ای و فیلمبرداری حرفه ای زدید که اصلا اینجا مطرح نیست چون اگه کسی بخواد حرفه ای عمل بکنه با این رینج قیمت میره سراغ دوربین فول فریم (متوسط تر)و یا مخصوص فیلمبرداری!!!
همچنین شما با تعصب خاصی نظرتونو بیان کردید. و به نظرم درست نیست شما تا وقتی دوربین 70D رو باش کار نکردید نمیتونین نظر بدین و نقد بررسی های برخی سایت های معتبر نباید مبنا قرار بگیره.چرا که تو هر سری دوربین حتی 5D mark III هم جلوی رقیب نیکونش امتیاز کمتری اورده اما عملا میبینیم خیلیا کنون دارن . شما یه سر به سایت flicker یا 500pix بزن گاها عکس هایی با این دوربین گرفته شده که شاید از نیکون بهتر باشه. پس این موضوع بیشتر به عکاس داره تا به دوربین! درمورد داینامیک رینج باید بگم بله حق با شماست جزییات بیشتری نیکون ثبت میکنه اما اگه یه نگاه کلی تر بندازیم متوجه میشید که کارایی کنون 70D خیلی خیلی بیشتر از نیکون هس!
نقد شما کاملا از روی تعصب بود و تنها به امار اینترنتی اکتفا کردین و عملا تجربه ای درمورد این دوربین ندارین! یه سری قابلیت های جانبی مثل وای فای یا صفحه لمسی نادیده گرفتین فرض کنین موقع فیلمبرداری بخوایید سریع از یه نقطه ب نقطه ی دیگه فوکوس کنید مسلما نیکون حرفی واسه زدن نداره!
همچنین در مورد دوربین D7100 گاها لکه روغن شاتر روی سنسور هم بوجود میاد که یه نوع نقطه ضعفه.و به این نقطه که 70d نویز کمتری تو ایزو های بالاتر داره هم نباید بی توجه بود جهت فهمیدم این موضوع یه سر به مقایسه عکس تو سایت دیجی کالا بزنید و تو ایزو های بالاتر مقایسه کنید.
در مورد ادیت شما باید بگم این موضوع خاصی نیس حتی با سری های پایینتر هم میشه تغییر رنگ داد بدون افت کیفیت و کسی نفهمه!
از نظر کارایی به نظر شخص بنده با هزینه ی نزدیک چهار تومن بهتره که ادم از فیلمبرداری بهتری هم برخوردار باشه تااینکه فقط ب عکاسی اکتفا بکنه.
موفق باشید.",7,5,3,3,3,3,3
,,"جناب اقای محمودی عزیز که میفرمایین در پردازش فایل raw میشه کاستی های 70d رو جبران کرد - خدمت شما عرض کنم که چنین چیزی نیست - شاید در موارد اماتوری و پیش افتاده خروجی خام بتونه جواب بده ولی در نوردهی های پیچیده که کنتراست بالایی در صحنه وجود داره قطعا تاثیر دامنه دینامیک مشخص میشه - اخه اختلاف این دامنه دینامیک هم کم نیست ! این دو مدل حدود 2 استاپ اختاف دارن که واقعا زیاده !!
در ضمن وقتی به مرحله پردازش میرسیم باز هم فایل های خام کنون انعطاف پذیری کمتری دارن به خصوص و به خصوص در جبران نور همون سایه ها --
در مورد لایو ویو هم دوست عزیز یه عکاس ورزشی هزار سال سیستم فوکوس بسیار قوی چشمی و ول نمیکنه بیاد تو لایو ویو فوکوس کشی کنه ! در ضمن سیستم های رهگیری نیکون همیشه از کنون سریع تر بوده و هستند( توضیحات سایت dpreview در بررسی d750 رو در قسمت تست فکوس مطالعه بفرمایید) و کنون فقط در لایو ویو سرعت فوکوس رو بالا برده که اونم فقط به درد فیلمبرداری میخوره نه عکاسی-- اونم فیلمبرداری اماتور نه حرفه ای(این و همه دنیا میدونن دیگه نیازی به اثبات نیست) !!
یه بار ! فقط یه بار با یه دوربین سری 7 نیکون کار کن ببین خروجی خام به چی میگن - به خدا قسم من عکس از درخت گرفتم رنگ برگش سبز (اواخر تابستان) بوده تو پردازش acr تو قسمت hue رنگ درخت و به نارنجی تغییر دادم جوری که انگار تو پاییز ثبت شده هیچ کی هم متوجه نشده !(جالبه که عکس این قضیه هم کاملا امکان پذیره) کلا میتونی رنگ ها رو با دقت بسیار بالا به هم تبدیل کنی که اگه یه کم در این زمینه تجربه داشته باشی نتیجه کار فوق العاده میشه- میدونی چرا ؟ به خاطر همون عمق رنگ بسیار بالاتر نیکون هستش (با دیدن قابلیت تفکیک رنگ در فایل های خامش موقع پردازش عکس ها واقعا متعجب میشی این و جدی میگم)- -
خودم هم d7000 دارم و عکاسی منظره و طبیعت کار میکنم - واقعا عالیه - کلا خرید بدنه های سری 7 نیکون رو شدیدا توصیه میکنم !!
موفق باشید.",10,4,4,5,4,5,5
