positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
[],[],"تلوزیون خوبیه البته من یه همچین چیزی سامسونگشو دارم که اونم 3 یا 4 سال پیش گرفتم تقریبا مشخصات اینو داره و کیفیت صفحش واقعا عالیه البته از نقاط قوت این تلوزیون اینه که رابط هوشمندش اندرویده و میشه چیزای ززیادی روش بریزی و تقریبا همه مشکلاتتو حل کنی و مال من که سامسونگه این قابلیتو نداره و فقط نرم افزار های خیلی کم و محدودی داره که تقریبا تا حدی هوشمند بودنشو کمتر محسوس میکنه اما چرا سونی انقدر دیر شروع به ساخت تلوزیون رده بالا کرده ،همچین چیزی مال سری 7 سامسونگه که من دارم و الان که سامسونگ و الجی دارن روی تلوزیون هایoled و خمیده کهر میکنن سونی تازه در حد 4 سال پیش این دو شرکته!!",2,13,3,3,3,3
"[""کيفيت عالي ""]",,"کیفیت تصویر این تلوزیون فوق العاده ست قاب خیلی باریکی داره و از امکانات و قابلیت های نسبتا خوبی برخوردار هستش و کاملا نازک طراحی شد و جزو بهترین تلویزیون های سونی هستش.این تلوزیون از تلویزیون های ال جی و سامسونگ هم بهتر هستش حتما توصیه میکنم بخرید . من دارم که میگم.",10,0,5,4,5,4
"[""تصوير عالي"",""امکان ضبط روي هارد اکسترنال پس از آپديت""]","[""متفاوت بودن نسخه اندرويد با نسخه گوشي و تبلت"",""تعداد محدود برنامه هاي اندرويد تي وي"",""عدم ارائه عينک"",""تعداد کم پورت USB"",""عدم ارايه کنترل هوشمند""]","من از بیرون و بدون گارانتی خریدم.
برای استفاده از یوتیوت و نتفلیکس راهی پیدا نکردم.
برنامه weather network هم کار نکرد.
تنظیم کانال های دیجیتال DVB از 800 شروع میشه در حالت خودکار",2,0,4,3,3,3
,,"این تلوزیونو من دو ماهی میشه گرفتم فوق العاده است اندرویدش مثثل اندروید گوشی میمونه حتی بازه کلش هم روش نصب کردم هیچ نقطه ضعفی نداره با خیلی از تلوزیون های 4kسامسونگ و ال جی مقایسه کردم از نظر شفافیت و تصاویر زنده تر و روشنایی فوق العاده بود موس کیبور هارد اکسترنال هم بهش وصل کردم صفحه ایینه هم عالی عمل میکنه به راحتی میتونین رو مبلتون بشینین و با گوشی فیلم یا عکس رو رو تلوزیون پخش کنین میتونین از تلوزیون به عنوان مودم استفاده کنین روشنایی صفحه هم با توجه به نور محیط تغیر میکنه و چون از سیستم عامل اندروید استفاده میشه هیچ مشکلی تو پخش زیر نویس نداره چون برنامه زیاد هست برا پخش فیلم و زیر نویس و همچنین برای ضبط هم باز هم برنامه های اندرویدی زیادی برا ضبط کردن هست خلاصه کنم حرفامو این تلوزیون فوق العاده است و از هیچ نظری کم نمیاره واقعا سامسونگ و ال جی و برند های دیگه در برابر این تلوزیون مزخرف عمل میکنن",13,3,5,5,5,5
,,"سلام
این مدل تلویزیون رو من وقتی روشن میکنم از کانالی که خاموش کردم تلویزیون شروع به کار نمیکنه و اول به صفحه اولیه(Home) رو بالا میاره بعد باید تماشای تلویزیون رو بزنی که بیاد روی کانال. آیا جایی توی تنظیمات داره مه مستقیم بیاد روی همون تلویزیون و دگ نره توی محیط Home؟
ممنون میشم اگر راهنمایی کنید",1,1,5,5,3,5
"کيفيت و کنتراست واقعا عالي. ميزان هرتز واقعي بالا
طراحي محشر, مخصوصا ضخامن کم و الومينيوم سنگ خورده بالاش
وجود اندرويد, ومخصوصا موشن فالو
وجود تنظيمات پيشرفته در منوي تصوير که فقط مختص سوني هست
کاربري اسان. مخصوصا در کاربرد اينترنت","برداشته شدن عينک تري ديو کنترل تاچ لب مرز","باسلام
واقعا از شرکت سونی تشکر میکنم, چون بعد از مدتی که کار ساخت تلویزیون به صورت حرفه ای رو کم کرده بود, الان این مدل رو با قیمت مناسب ارایه داده,اولا این روبگم کسانی که خرید و کاربا تلویزیون رو بصورت حرفه ای دنبال نمیکنن و شناختی ندارن, یعنی از تلویزیونهای لامپ تصویری یا LCD اومدن رو تلویزیونهای امروزی ,هرمدل تلویزیونی رو میپسندن, یعنی هرچی فروشنده بگه قبول میکنن, که این اشتباهه محضه
اولین چیز این مدل طراحی عالی مخصوصا ضخامت یک سانتی و الومینیوم سنگ خورده سطح بالایی اون نظر رو جلب میکنه, در مرحله بعدی تصویر عالی در مقایسه با ال جی, و در مقایسه سامسونگ تصویر غیر قابل مقایسه ای رو میده, یعنی اگر شما روی کولدیسک یه فایل تصویری رو با این مدل ببینید بعد همین فایل تصویری رو بابهترین تلویزیون سامسونگ مقایسه کنید واقعا به حرف من خواهید رسید, مطمنا متعجب خواهید شد, میزان 800هرتز واقعی این تلویزیون و MOTION FLLOW اون باعث میشه در تصاویر سرعت بالا مخصوصا در سه بعدی هیچ پرش و اشکالی رو مشاهده نخواهید کرد, من شخصا از نزدیک یکی از بهترینهای ال جی یعنی LG LF65000 رو کنار این مدل گذاشتم و فایلهای تصویری یکسانی رو باهر دو با دقت نگاه کردم که وضوح تصویر و کیفیت رنگ زنده و عمق رنگ مشکی سونی قابل مقایسه با بهترین ال جی نبود, سهولت و کارایی استفاده از اینترنت در سونی رو به وصوح احساس کردم ,در ضمن هارد اکسترنال من دو ترا بود که در بعضی مواقع در ال جی با کندی عمل میکرد اما در این مدل سونی بدون وقفه تک تک فایلها باز میشد, همچنین تبادل اطلاعات بخوبی انجام میشد, در تصاویر سه بعدی وضوح تصویر و درک سه بعدی بودن تصاویر در این مدل سونی محشر بود اما در ال جی بد نبود, حالت ضبط صدا با کنترل تاچ و انجام و تشخیص فرمان هم در سونی عالی وبا اشکال خیلی کمتری بود, همچنین وضوح صدا و صدای دالبی و بقیه موارد در سونی واقعی تر بود, و بلندی و کیفیت صدا واقعا در سونی بهتر بود, ضمنا داخل تنظیمات تصویر سونی یک برنامه تنظیمات پیشرفته وجود دارد که با فعال کردن انها تصاویر بازهم بصورت غیر قابل وصفی افزایش کیفیت داشت که در هیچ برند دیگری این امکان وجود ندارد, یعنی تنظیکات رنگ زنده, عمق رنگ سیاه, کنتراست پیشرفته, تنظیم سیاهی,دمای رنگ پیشرفته,خلق واقعیت, کاهش نویز تصادفی,موشن فلو,یکنواختی تصویر, حالت فوتبال و حالت فیلم, و... رو که زیاد کردم یکباره تصویر از اونچه که بود بهتر و بهتر شد, اونم به لطف موتور پردازنده PRO REALITY هست.
البته من همین امتحان ها رو با تلویزیون سامسونگ مدل JC6990 که از مدلهای برتر سونی هست روهم امتحان کردم اما حتی با ال جی هم قابل رقابت نبود چه برسه به سونی, بنده تلویزیون سامسونگ رو به کل رد میکنم, باز ال جی با استاندارها تطبیق بیشتری داشت,
بدترین اشکال این مدل سونی اینه که لب مرز عینک سه بعدی و کنترل تاچ اون رو برداشتن, اگه روی صفحه اصلی داخل تنظیمات برید روی دومین سطر تنظیمات ارتباط کنترل با تلویزیون هست که مدل و نوع کنترل اونجا مشخص شده اما متاسفانه من به شخصه باور نمیکنم همچین تلویزیون با این امکانات و دیزاینی کنترل تاچ نداشته باشه,؟!
در اخر بهتون پیشنهاد میکنم بدون کوچکترین شکی این مدل رو بخرید, چون بنده که کارم با لوازی برقی و مخصوصا تلویزیونه تو تمام مدلها چه از نظر کارایی و کیفیت و چه از نظر قیمت نسبت به کیفیت این مدل رو پیشنهاد میدم",8,1,5,4,5,5
,,"به نظر میاد امکان ضبط نداره لطفا اگه داره راهنمایی کنید.",2,1,5,5,5,5
"کيفيت تصوير واقعا عالي
قاب باريک ضخامت کم و کيفيت ساخت بالا
واي فاي قوي و بلوتوث داخلي و سيستم عامل اندرويد
پردازنده 4 هسته اي و حافظه داخلي 8 گيگابايتي","بلندي صداش نسبت به تلويزيون هاي سامسونگ کمتره ولي با کيفيت تره
بلوتوثش با هدست بلوتوث جفت نميشه","با سلام این تلویزیون رو دو هفته پیش بدون گارانتی از شیراز گرفتم و ساخت مالزی هم هست که عینکش هم جداگانه هر کدام 150 تومان هست درکل کیفیت تصویرش نسبت به تلویزیونهای سامسونگ و ال جی که مقایسه میکردم یه سر و گردن بالاتر بود بسیار شفاف با رنگهای طبیعی و واقعی هست گیرنده دیجیتال داخلیشم به خوبی و با کیفیت شبکه های داخلی
رو میگیره ولی ضبط نمیکنه یه خاصیت بنام صفحه آینه داره که از وای فای استفاده میکنه عینا همون چیزی که تو گوشیت پخش میشه به همون کیفیت روی صفحه کامل تلویزیون میبینید که خیلی کاربردیه که البته گوشی هم باید این برنامه رو ساپورت کنه برنامه های اندرویدش هم مثل گوشی اندرویدی نیست یه سری برنامه های خاص خودش رو داره که گوگل پلی داخلیش دانلود و نصب
میشه که خیلی هم کاربردی نیست من فقط برنامه ES File Explorer وبرنامه Mxplayer رو استفاده میکنم که با این برنامه فیلم 4K هم پخش میکنه ولی خیلی سنگین پخش میشه در ضمن این تلویزیون حسگر نور محیط هم داره با تشکر از دیجی کالا",4,0,5,4,4,5
,,"فقط طبق مراحل زیر پیش برید :::
کار اول >>>
برید به control panel بعدش برید به Clock, Language, and Region --- بعدش Change time,date or number format رو بزنید-- بعد اینکه اونو زدید صفحه Region باز میشه -- برید به بخش Location و اونجا Iran رو بزنید -- بعدش برید Administrative و اونجا Change system locale رو بزنید و اونجا Persian رو انتخاب کنید بعد ش احتمالا یدونه ریستارت لازم باشه (من ویندوز 10 دارم ولی فکرنکنم فرقی با ویندوز 7 و8 داشته باشه این قسمت)
کار دوم>>>
باید نسخه 8.6.1 نرم افزار MKVToolNix رو دانلود کنید -- گوگل اینو سرچ کنید : پس سی دانلود MKVToolnix v8.6.1 ----- از پی سی دانلود نسخه 32 بیت یا 64 بیت رودانلود ونصب کنید
بعد از نصب MKVToolNix GUI رو اجرا کنید -- همون اول کار برید به قسمت preferences و از اونجا برید به Merging --اونجا یه قسمتی هست بنام Default track languages to set اونجا برای Subtitle tracks حتما Persian (per) رو بگردید و انتخابش کنید -- اینجا کارمون با پنجره Merging تموم شد
بعدش برید به پنجره Often used selections اول از همه تو قسمت Languages یدونه قسمت Avaiable داریم یدونه هم selected که با 2 تا فلش میشه جاهاشونو تعویض کرد -- Persian رو بفرستید به قسمت selected -- بطور کلی فقط Persian و English لازمه که تو قسمت selected قرار بگیره
بعدش برید به Countries و اونجا هم فقط united states of America و Iran.Islamic republic باید در قسمت selected باشند
بعدش برید به character sets تو اینجا من ARABIC و UTF- 8 رو به selected اضافه کردم -- خب الان ok کنید چون این قسمت تموم شد
-----------------------
الان Add Source File رو بزنید و برید یدونه فایل فیلم رو بدید به نرم افزار -- بعدش یبار دیگه Add source file رو بزنید و اینبار فایل زیرنویس فارسی رو بدید به نرم افزار -- حتی میتونید برای بار سوم اینکارو انجام بدید و اینبار یه فایل زیرنویس انگلیسی بدید به نرم افزار
حالا میبینید که یدونه فایل ویدیویی دارید که کنارش تیک خورده -- یدونه فایل صدای فیلم که معمولا AAC هست (البته بعضی فیلم ها 2 تا فایل صوتی دارند که یکی2 کاناله و دیگری 5 کالانه هست که اگر اینگونه بود تیکه صدای بی کیفیت رو بردارید تا حذف بشه) -- یدونه هم فایل زیرنویس Sub/rip SRT دارید (اگه زیرنویس انگلیسی هم اضافه کرده باشید 2 تا خواهند بود ) در سمت راست محیط نرم افزار یدونه Generat options هست که غیر فعاله درسته ؟؟ حالا روی فایل زیرنویس فارسی کلیک کنید تا گزینه های Generat options فعال بشه -- یکی از گزینه هاش language هست که باید Persian (per) رو براش انتخاب کنید
همین --- start muxing رو بزنید تا زیرنویس رو تزریق کنه به داخل فیلم -- بعدش فایل فیلمی که این نرم افزار تحویلت میده ( که زیرنویس داخلش تزریق شده) رو بنداز تو فلش وصل کن به سونی -- موقع پخش فیلم اگه دیدی زیرنویس پخش نمیشه سونی 4 تا دکمه رنگی داره که دکمه سبز ماله زیرنویس هست -- سبز رو بزن تا نشون بده --اگه هم فارسی تزریق کردی هم انگلیسی یبار باید سبز رو بزنی تا بره به زیرنویس یک -- یباره دیگه سبز رو بزن که بره به زیرنویس دوم -- یباره دیگه هم بزنی زیرنویس خاموش میشه
روی 2 تا فیلم امتحان کردم وجواب گرفتم --تلویزونم از سری R سال 2015 هست ولی 90 درصد مطمعن هستم که روی همه تلویزیون های سونی این روش جواب میده
اگر نتیجه گرفتید لطفا این متن رو کپی کنید و به اشتراک بزارید",9,4,5,4,4,4
"تصوير با کيفيت و صداي عالي به همراه امکانات",ندارد,"برنامه های TV sideview و songpal و notify bravia رو نصب کنید برای آندروید
اولی میتونید به جای موس و کنترل مجازی استفاده کنید که خیلی جالب و جذابه
دومی اگر سینمای خانگی سونی یا ساند بار دارید.
سومی هم برای اتصال و نمایش تماس گوشی رو تلویزون
سونی بی نظیره ولی حیف که ژاپنی ها هم از ترس آمریکا مارو تحریم کرده بودن!!!",4,0,5,5,5,5
,,"سلام من این تلویزیونو امروز نصب کردم ولی هرکاری میکنم
بلوتوثش گوشی منو که z1هست پیدا نمیکنه درواقع با هیچ بلوتوثی کانکت نمیشه باید چیکار کنم",0,0,5,4,4,5
,,"میتونید برید به یوتیوب و تنظیمات پیشرفته تصویر این تلویزیون رو ببینید
کافیه در یوتیوب این عبارت رو سرچ کنید::
avforums sony 55w805c settings
برای سایز 50 اینچی در گوگل سرچ کنید::
Sony W800C LED TV Calibration Settings
برای سایز 43 اینچی سایتی رو ندیدم که تنظیمش کرده باشه -- ولی میتونید تنظیمات سایز 50 و 55 رو روی سایز 43 امتحان کنید
Good luck",1,1,5,4,4,4
,,"دیجی لطفا عینک سه بعدی این مدل از سونی راکه bt500a است ، موجود کن. چون عینکش تو بازار موجود شده...با تشکر",0,0,5,5,5,5
,,"آقای خوشیاری شما باید بروید قسمت تنظیمات.بعد درقسمت تنظیمات برگزیده، به تنطیمات فروشگاهی بروید وآن را درحالت خاموش قرار دهید.من هم این مشکل را داشتم با این روش درست شد. موفق باشید.",1,1,4,4,4,4
"کيفيت زيبايي",,"منو یک راهنمایی کنید. چطوری نور چراغ جلوش یک رنگ باقی میمونه و اینکه چرا تنظیمات تصویرو عوض میکنم دوباره بر میگرده به تنظیم قبل بعد از 1 دقیقه.ممنون",1,0,5,4,4,4
,,"من این تلویزیون رو 2 ماهی هست خریدم خیلی راضی م. آندروید شم خیلی خوبه و روز ب روز د
اره اپهاشم داره زیاد میشه ب نظر من تو این رنج قیمت حرف نداره و واسه خریدش شک نکنید.",0,0,5,5,5,4
,,"دوستان این عدد ها گمراه کننده هستند - تلویزیون فقط 2 نوع هست یا 50 هرتز یا 100 هرتز ( در آمریکا 60 و 120 هست که هیچ فرقی با 50 و 100 کشورهای اسیایی نداره )
سونی وقتی در تبلیغات میزنه 100 و 200 هرتز در واقع 50 هرتز هستند و 400 به بالا 100 هرتز هستند
50 هرتز با 100 هرتز یه فرق اساسی داره اونم اینه که 100 هرتز ها قابلیت motionflow دارند که حرکات رو خیلی خیلی روان نشون میده و از حالت طبیعی خارج میکنه بهمین خاطر بیشتر مردم ترجیح میدند کلا خاموش کنند اون قسمت رو -- پیشنهاد میکنم این مورد رو غیر فعال کنید ولی اگرموقع تماشای فوتبال ووالیبال و ... دیدید که حرکت توپ رو روان نشون نمیده اون موقع روشنش کنید - سونی در این مدل از Clearness هم استفاده کرده که در چند حالت تنظیم میشه که اونم موجب روان شدن میشه ولی نور پس زمینه رو کم میکنه ولی حالت مصنوعی نمیده - پس موقع تماشای فیلمو سریال اینا بدرد نمیخورند
بعضی مواقع یه تلویزیون 50 هرتزی سرعت واکنش پیکسل هاش خیلی خوبه و تصاویر سریع رو خیلی روان نشون میده - درسته این تلویزون 50 هرتز نه motionflow داره و نه clearness ولی اصلا چه نیازی داره به اینا درحالیکه خوده پنل براحتی تصاویر سریع رو روان پخش میکنه ؟
این توضیح مختصر رو در جواب دوستی گفتم که به غلط نظر داده بود که این مدل از W800B خیلی بهتره چون اون 400 هرتز هست و این 800 هرتز !!!!
کلا به نظر من فقط سونی بخرید چون سونی یه سیاستی داره اونم اینه که مثلا اگه 50W800C در اروپا از یه پنل خاص استفاده میکنه همین مدل در ایران هم همون پنل درش استفاده شده ولی سامسونگ اینجوری نیست",9,1,5,4,4,4
,,"سونی چرا عینکو ارائه نداده روی این تیوی؟
کدوم مدل از عینک ها با این مدل سازگارن . و اینکه قیمتشون در چد حدی هست؟",0,2,3,3,3,3
,,"من این تلویزیون 1 هفته هست خریدم
تصویر و صدای خوبی داره
عینک و کنترل لمسی نداره
اخرین آپدیتش از سایت sony asia گرفتم اسم اپدیتش مال asia pacefic بود نزدیک 1.2GB بود از حالت فشرده خارج کردم به فلش فرمت کرده ریختم بعد فلش زدم به تلویزیون خودش شروع به آپدیت کرد.فقط در حین آپدیت نباید فلش در بیارید یا تلویزیون ار برق بکشید.
در جوابب دوستم باید بگم فرق عمده این مدل با مدل قبلی (w800b) در motion flow هستش این مدل 800htz هستش ولی مدل قدیمی 400hz که خیلی فرق میکنه در ضمن بلندگوی این مدل قویتر ار مدل قبلی هستش و این مدل اندروید هستش
خیلی امکانات دیگه هم داره که من بلد نیستم",6,2,5,5,5,5
,,"سلام..
میخواستم بدونم فرق اندروید این مدل با سیستم عامل قبلی همین مدل چه فرقهایی داره..آیا فقط تغیرات در سیستم عاملشه؟
و اینکه روی این تیوی چند عدد عینک عرضه شده است؟
لطفا اگه توضیح کامل داره بزارهو یا اونایی که این تیوی گرفتنو استفاده میکنن",2,1,3,3,3,3
,,"به نظر میاد امکان ضبط نداره لطفا اگه داره راهنمایی کنید.",2,1,5,5,5,5
"کيفيت تصوير واقعا عالي
قاب باريک ضخامت کم و کيفيت ساخت بالا
واي فاي قوي و بلوتوث داخلي و سيستم عامل اندرويد
پردازنده 4 هسته اي و حافظه داخلي 8 گيگابايتي","بلندي صداش نسبت به تلويزيون هاي سامسونگ کمتره ولي با کيفيت تره
بلوتوثش با هدست بلوتوث جفت نميشه","با سلام این تلویزیون رو دو هفته پیش بدون گارانتی از شیراز گرفتم و ساخت مالزی هم هست که عینکش هم جداگانه هر کدام 150 تومان هست درکل کیفیت تصویرش نسبت به تلویزیونهای سامسونگ و ال جی که مقایسه میکردم یه سر و گردن بالاتر بود بسیار شفاف با رنگهای طبیعی و واقعی هست گیرنده دیجیتال داخلیشم به خوبی و با کیفیت شبکه های داخلی
رو میگیره ولی ضبط نمیکنه یه خاصیت بنام صفحه آینه داره که از وای فای استفاده میکنه عینا همون چیزی که تو گوشیت پخش میشه به همون کیفیت روی صفحه کامل تلویزیون میبینید که خیلی کاربردیه که البته گوشی هم باید این برنامه رو ساپورت کنه برنامه های اندرویدش هم مثل گوشی اندرویدی نیست یه سری برنامه های خاص خودش رو داره که گوگل پلی داخلیش دانلود و نصب
میشه که خیلی هم کاربردی نیست من فقط برنامه ES File Explorer وبرنامه Mxplayer رو استفاده میکنم که با این برنامه فیلم 4K هم پخش میکنه ولی خیلی سنگین پخش میشه در ضمن این تلویزیون حسگر نور محیط هم داره با تشکر از دیجی کالا",4,0,5,4,4,5
