positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
,,"من دو ماه پیش براى گیم گرفتم و واقعا از لحاظ تصویر خوب و قابل قبوله و صداش هم میشه گفت خوبه و ظاهر خوبى هم داره . به نظر من نسبت به قیمتش واقعا خوبه و ارزش داره
به شما هم پیشنهاد میکنم بخریدش . پشیمون نمیشید .",3,3,4,4,3,4
,,"سلام تلوزیون خوبیه
از نمایندگی اومدن مشکل نوسانات نور تصویرو حل کردن، یک حالت سیستمی بود که باید ظاهرا تغییر میکرد!
خداروشکر تلوزیون مشکلی نداشت، از انتخابم راضی هستم مخصوصا خدمات پس از فروش و نصبش که همش رایگان بود",2,2,4,4,4,4
,,"با توجه به نظریات دوستان سفارش دادم.
انشالا خوب باشه و راضیمون کنه",2,5,3,3,3,3
,,"امروز رسید به دستم و باید بگم عملا هیچ نقصی نداره من توی ویژه خریدم و کاملا راضی هستم هم صدا و هم تصویر عالیه
اگر قصد خرید دارید این فرصت رو از دست ندید
موفق باشید",2,4,5,5,5,5
,,"بعد کلی نقد و بررسی از دیجیکالا و نظرات دوستان و مقایسه با سایر برند ها بالاخره این مدلو انتخاب کردم، خیلی هم وسواس به خرج دادم!
ولی از کیفیت تصویرش و میزان روشنایی و شارپ بودنش اصلا رضایت ندارم، خیلی تاریک نشون میده همه چیزو حتی تو حالت تصویر به اصطلاح پویا و حتی وقتی تو تنظیمات دستی هم میزان نور و روشنایی و وضوح رو بیشتر میکنم فقط چیزی که بیشتر میشه میزان روشنایی و سفیدیه تصویره و جزئیات ریز تقریبا محو میشه و فقط یک تصویر پر نورو بی کیفیت تحویل میده، در شبکه های اچ دی هم همینطوره، قسمت های تاریک رو خیلی تیرن نشون میده، تو ذوقم خورد یکجورایی
باقی چیزهاش خوبه و ازش راضیم نمیدونم شاید این مورد که من دارم مشکل داره یا اینکه انتظارات من از این تلوزیون زیاده!
ممنون میشم از دوستان اگه همچین مشکلی دارن یا ندارن راهنماییم کنن.",3,3,4,4,4,4
"کيفيت تصوير عالي
بهترين در رنج قيمتي خودش","هيچ کس نمي تواند مشکلي در اين تلويزيون پيدا کند","من این محصول را از دیجی خریدم ...دیجی کالا بهترین قیمت را برای این تلویزیون در نظر گرفته است و بنده ،شخصا در مورد این تلویزیون تهقیق کرده ام و به این نتیجه رسیدم که این تلویزیون بسیار عالی است و دیجی کالا هم بهترین جا برای خرید این تلویزیون است..خیلی کیفیت ساخت و کیفیت تصویر این تلویزیون بالاست...باز هم تاکید می کنم که دیجی کالا قیمتش فوق العادس و این محصول هم که حرف نداره..




دیجی جان ازت بابت ارزه ی این کالای عالی واقعا متشکرم",3,3,5,5,5,5
"کيفيت تصوير خوب نسبت به قيمت
نمايش خوب رنگ
بلند گوشي ها نسبت به قيمت فوق العاده","در مقايسه با هم قيمت هاي خود ندارد","این تلویزیون عالیه اگر کسی تلویزیون ارزون میخواد بهتون تضمین مبدم این تلویزیون حتی از ال چی و سامسونگ هم قویتره",2,2,5,5,5,5
"صدا و تصوير خيلي خوب
سهولت در تغيير مد صدا و تصوير تنها با يک دکمه روي کنترل
ظاهر دلچسب","تا حالا نديدم","نمی دونم چرا اینقدر به صدا گیر می دن ، من تو فضای 40 متری پذیرایی صدا را بالاتر 1/3 نمی برم اما تو کل خونه کاملا واضح و بلند شنیده می شه . کنترل خوشدسته . گیرنده اش قویه",26,3,5,5,5,5
"کيفيت خيلي بالا
صداي قوي",,"واقا عالی این ال ای دی ما ی ال سی دی سونی داریم 47 واقا کیفیتش از این پاینتر تازه 4 میلیون پول دادیم این ال ای دی خیلی خوب و حتی بهتر نشان میده من یکماه پیش از دی جی خریدم این ال ای دی رو واقا توپ توپ اچ دی ام آی رو ساپورت کرد و صداشم خیلی قوی من موندم میگن ک صداش صعیف ن خیلی صداش خوب واقا میشه گفت دم سازندش گرم ابروی ایران رو حفظ کرد",17,20,3,3,3,3
,,"اول اینو بگم که تو نظرات خونده بودم نوشته بودن صدای خوبی نداره ولی به نظر بنده کیفیت صدا و بلندی صدا قابل قبوله و خوب جوابگو هستش . کیفیت تصویر خوبی داره و کیفیت کلی دستگاه هم خوبه در کل اگر کسی میخوادش به نظر بنده محصول خوبیه . ایرانی هم که هست و به چرخه ایران کمک میکنیم.",41,3,4,4,5,5
,,"برخلاف نقدهایی که بود درمورد صدای پایین این مدل، من مشکلی با صدا نداشتم و به نظرم صدای قابل قبولی داره. مشکل خاصی هم مشاهده نکردم. در خصوص کیفیت پنل پشتی هم خیلی به نظر مهم نمیاد چون اولا پشت هستش و دوما پنل جلوی قابل مشاهده هستش که اونم کیفیت قابل قبولی داره. در کل پیشنهاد به خریدش رو میکنم خصوصا با گارانتی دو ساله ای که داره",25,4,4,3,4,5
"رنگ رو زنده نشون ميده طراحي خوب","کاش تراکم پيکسلي بهتري ميداشت","تلویزیون خوبیه از دیجی ممنونم",21,7,4,3,4,4
,,"واقعا جنس بدیه اصلا نخرید من خریدم پسش دادم",8,71,0,0,0,0
,,"ایکس ویژن در کیفیت تصویر و پنل خیل خوب عمل می کنه اما متاسفانه کیفیت صداش افتضاحه.الان یدونه ال سی دی داخل مغازه گذاشتیم و حتی باهاش گیم هم بازی می کنیم و واقعا لذت بخش هست اما متاسفانه صدای بسیار کمی که داره واقعا ازاردهنده س.همیشه روی ولوم 100 باید باشه",3,44,3,3,3,3
"کيفيت تصويرش خوبه",,"نسبت به قیمت خوبه و با کیفیت البته من شگفت انگیز گرفتم کنترل خوبی داره با یک انتن معمولی همه شبکه هارو میگیره و ایرانی هست",25,3,5,5,5,5
,,"بسیار دستگاه عالی هست
مخصوصا که تولید داخل و سازگاری با تمام شبکه های ارتباطی
واقعا پیشنهاد میکنم بگیرید
نه حالا در دیجی کالا هر جای دیگه شد از این برند بگیرید
تلویزیون.گیرنده دیجیتالی و ...",32,8,5,5,5,5
,,"با توجه به نظریات دوستان سفارش دادم.
انشالا خوب باشه و راضیمون کنه",2,5,3,3,3,3
,,"امروز رسید به دستم و باید بگم عملا هیچ نقصی نداره من توی ویژه خریدم و کاملا راضی هستم هم صدا و هم تصویر عالیه
اگر قصد خرید دارید این فرصت رو از دست ندید
موفق باشید",2,4,5,5,5,5
