positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
"تصوير عالي . رابط هوشمند عالي . اتصال به گوشي بي سيم عالي . اتصال به اينترنت قوي . ظاهر تلويزيون زيبا .","کمي کند بودن تلويزيون هنگام عوض کردن کانالها","حدود یک ماهه این تلویزیون را خریدم و کاملا راضی هستم . به اینترنت به راحتی وصل می شه . داخل برنامه هاش آپارات فیلمیو را پیش فرَض داره و دیگه از خرید سی دی کارتن برای بچه خلاص شدم . در کل ظاهر تلویزیون خوبه . کیفیت تصویرش عالیه . قیمتش هم مناسبه . من تو شگفت انگیز خریدم که خیلی بهترم بود . در کل به نظرم اگه قصد خرید دارید تو خرید این تلویزیون شک نکنید . تنها ایرادش که زیادم مهم نیست کند بودن زمان تعویض کانالها هست .",6,6,5,4,3,5
"زيبايي
کيفيت صفحه نمايش
امکانات","کند بودن","دو روزه از دیجی کالا تحویلش گرفتم تا زنگ زدم نمایندگی بسرعت اومدن وصلش کردن همه چیزش در برابر قیمتی که پرداخت کردم عالیه حتی همون سرعتش
منتهی کمی کنده
در هر حال عالییییه در یک کلام و بسیار زیبا و نمایندگی عالی
پیشنهاد میکنم به بقیه",7,13,5,5,5,5
"کيفت تصوير قابل قبول
صداي مناسب
رابط کاربري فوقالعاده و راحت
قيمت عالي در اين رنج","ثابت بودن و نچرخيدن پايه تلوزيون","من این محصولو امروز تحویل گرفتم و جا داره از دیجی کالا بخاطره ارسال سریع و مناسب و قیمت عالی تشکر کنم این تلوزیون در مقایسه با محصوله مشابهش یه سرو گردن بالاتره و از نظره جنس بدنه و مخصوصا پایه محکمش وجه تمایز ایجاد میکنه راستش از اون چیزی که فکر میکردم بهتر بود فقط اگه پایش قابلیت چرخش داشت عالی میشد ولی حیف در کل از خریدم راضیم و پیشنهاد میکنم بخریدش",10,16,3,4,4,5
"همه چي",نداره,"من تو شگفت انگیز خریدمش و خیلی هم راضیم",7,13,5,5,5,5
"کيفيت تصوير و امکانات فراوان","فقط يکم کند هستش","من چند روز هستش خریدم. از نظر زیبایی فوق العادس. از نظر امکانات فوق العادس.از نظر کار کردن با کنترل جادویی بازم فوق العادس.در خرید این تلویزیون شک نکنید.دربرابر قیمتی که داره امکانات فوق العاده ای داره.فقط تنها ضعفی که داره اینه که یکم کند هستش همین",16,10,4,4,5,5
"کم و نازک‌بودن حاشيهٔ کنار صفحه
کنترل جادويي
امکان کنترل کامل با گوشي LG اندرويدي",ندارد.,"من این تلویزیون را آبان 94 خریدم و بعد از 10 ماه کارکرد، بسیار راضی هستم.
فقط تنها عیبی که دیدم، این است که برنامه‌های ضبط‌شده در حافظهٔ داخلی را به هیچ طریقی نمی‌توان به Flash USB یا کامپیوتر منتقل کرد.",11,8,5,5,5,5
"همه چيزش عاليه","پردازنده دو هسته اي","همه چیزاش عالیه اما بدترین نقطه ضعفی که داره پردازنده دو هسته ای هست",8,9,5,5,5,5
[],[],"این تلویزیون یکی از بهترین تلویزیون ها در این رنج قیمت هست ، اگر براتون 4k و 3D مهم نیست و کیفیت خوب تصویر ، هرتز بالا ، زمان پاسخگویی کم ، و زیبایی تلویزیون مهمه زیاد وقتتون رو تلف نکنید ، آخرش به همین مدل میرسید ، حالا یا سابز 43 یا سایز 49 بنا به سلیقتون ....
این مدل کیفیت تصویرش از همه مدل های سری 60 ال جی بهتره ، حتما قبل از خرید یکبار از نزدیک تصویر تلویزیونی که می خواهید بخرید رو ببینید ، با منو تلویزیون کار کنید ، صدا رو تست کنید ، و زیاد به حرف فروشنده ها دقت نکنید !",17,5,4,4,3,5
"[""کيفيت فوق العاده صدا و تصوير""]","[""ندارد""]","من این ال ای دی رو هفته پیش خریدم و واقعا ازش راضیم. شما نسبت به پولی که پرداخت میکنین یکی از بهترین مدل های ال جی رو خریداری کردین. در ضمن قیمت دیجی کالا نسبت به بازار خیلی پایین تر بود. ممنون از دیجی کالا بخاطر کالاهای خوب و با کیفیتش",12,7,5,5,5,5
,,"سلام از دیجی کالا میخوام زودتر این تلویزیون روموجود کنن من دیشب در حین ارسال سفارش خرید بودم که دفعه
گفت اتمام موجودی.... خواهشا زودتر موجودش کنید منتظرم مرسی",4,9,3,3,3,3
"کيفيت صدا ،کنترل جاويي و راحتي کاربرد ان",,"کیفیت تصویر با آنچه در مورد ال جی تصور می کردم کاملا متفاوت است دیروز خریدم انگار یه لابه پلاستیکی روی اسکرین کشیده شده تمان فرمت های تصویری را تست کردم فقط نمایش مسابقه فوتبال با حالت تصویر فوتبال قابل قبول بود رنگ مشکی را بسیار عیرواقعی نمایش می دهد قرمزی در رنگ صورت معضلی است ولی کیفیت صدا خوب و کنترل جادویی و راحتی کاربری خیلی عالی واقعا به ابن نتیجه رسیدم ""هر چی پول بدی آش می خوری"" هیچ پیشنهاد شگفت انگیزی وجود ندارد که شما را در نسبت قیمت-کیفیت شگفت زده بکند.",10,19,1,3,3,2
"[""صفحه نمايش باکيفيت با نمايش رنگهاي واقعي ، بدنه زيبا باکيفيت و شکيل ، کاربري اسان، قيمت نسبتا مناسب""]","[""ندارد""]","این مدل هم زیباست هم رنگ هارو واقعی و باکیفیت نشون میده و ازبدنه باکیفیت و خوبی هم بهره میبره، دارای سیستم عامل نسبتا سریعی هم هست و درکل دارای قیمت مناسب و امکانات خوبیه",6,5,5,5,5,3
,,"من الان دوروزه تین تلوزیون روخریدم کیفیت تصویرش خوبه رابطه هوشمندشم که جدیدترینه نصبت به قیمتش خیلی خوبه",8,3,5,5,4,4
,,"لطفا فروش ویژه.لطفاا",9,3,4,4,4,4
,,"چرا موجودش نمی کنین.ای کاش به این موضوع توجه میکردین که خیلی ها برنامه ریزی کردن واسه قبل عید یه محصولی مث تلوزیون رو بخرن.ولی این موجود نبودن کارشونو خراب میکنه.من ترجیح میدم صبر کنم تا موجودش کنین ولی متاسفانه عید رو از دست میدم.ای کاش موجودش میکردین.
سپاس.",7,5,4,4,4,4
,,"شگفت انگیز کنین ممنون میشم...
یه پیشنهاد هم دارم، اگه ممکنه کالاهای اورجینال بدون گارانتی هم بیارین...خیلی از افراد نمیخوان پول اضافی بابت گارانتی کم فایده محصولات رو بدن",29,4,4,4,4,4
,,"بعد از 7 روز به دستم رسید
بعد از بررسی که داشتم میتونم بگم که جزو بهترین ها در سایز 43 هستش و اصلا مشکل لک سیاه رو نداره
همچنین کیفیت تصویریش هم عالیه",9,2,4,4,4,4
,,"سلام موجودش کنید",2,2,0,0,0,3
,,"هنوز بعد از 4 روز از سفارش به دستم نرسبده
هر زمان به دستم رسید یه نقد از نکات مثبت و منفی براتون میذارم",1,3,4,4,4,4
دارد,ندارد,"با سلام وخسته نباشید لطفا این کالا را امشب در پیشنهاد شگفت انگیز قراردهید بسیار عجله دارم برای خرید نوروزی با تشکر فراوان.",3,2,5,5,5,5
"صداي خوب-کيفيت تصاوير خوب",ندارد,"تلویزیون هوشمند خوبیه .فقط دیر به دستم رسید تو 3 روز که تحویل اکسپرس دیجی باید زودتر تحویل میداد که خوب نبود.
کیفیت تصویر بالایی داره کنترل جادوییش هم خوبه در کل نسبت به قیمتش میارزه که قیمت تو دیجی کالا از نمایندگیش هم کمتره.
پیشنهاد میکنم از دیجی کالا بخرید.",2,1,5,5,5,5
,,"دیجی جان لطفا موجودش کن برا عید میخوامش",4,1,5,4,4,4
"طراحي زيبا
داراي درگاههاي ارتباطي کافي
دارا بودن واي فاي داخلي
منوي زيبا با رابط کاربري مناسب
امکان نصب روي ديوار","ميزان صداي متوسط","با سلام، من چند روز پیش این تلویزیون رو از دیجی کالا با قیمتی کمتر از نمایندگی های ال جی خریداری کردم و حالا بعد از چند روز استفاده میخوام تجربیاتم رو در اختیارتون بگذارم.
این تلویزیون رو به طور مختصر و مفید براتون شرح میدم:
نقاط مثبت:
1. کیفیت تصویر بالا
2. رابط کاربری زیبا
3. سیستم عامل راحتی داره
4. با وای فای داخلی که داره راحت میشه به اینترنت وصل شد و تجربه ای جدید رو کسب کرد، ضمن اینکه سرعت اینترنتش خوبه البته اگه سرعت اینترنت شما خوب باشه. من هم با مودم هم با 3G ایرانسل امتحان کردم خوب جواب داد.
5. امکان اتصال دستگاهها از طریق wifi direct
6. تعدا درگاههای ارتباطیش مناسبه
7. امکان پخش فایلهای موبایل، تبلت و لپ تاپ و کامپیوتر روی صفحه تلویزیون به صورت بی سیم
8. پخش انواع فایلهای صوتی و تصویری مانند: mkv. vob. flv.mp3.jpgو...
9.کنترل جادویی فوق العاده خاص، زیبا، جذاب که از کار کردن باهاش خسته نمیشید
10. یکی از امکانات کنترل جادوییش دارا بودن میکروفون روی کنترل هستش که اگه چیزی رو بخواین تو نت دنبالش بگردید رو به انگلیسی رو به میکروفون میگید و اون با موتور جستجوی bing براتون جستجو میکنه.
11. با تکون دادن کنترل جلوی تلویزیون نشانگر موس ظاهر میشه و مثل موس کامپیوتر میشه باهاش کار کرد
12. امکان نصب برنامه ها و بازی ها از طریق استور ال جی روی حافظه داخلی تلویزیون
13. سرعت خوب تعویض کانالهای تلویزیون
14. کیفیت صدای خوب و واضح
و کلی امکانات دیگه که تا استفاده نکنید لذت نمیبرید.
نقاط ضعف
اگه ماکزیموم صدای تلویزیون کمی بیشتر بود بهتر میشد.
ضمن اینکه پیشنهاد میکنم پول اضافی برای تلویزیونهای دارای قابلیت پخش سه بعدی و 4K و خمیده ندید!
چون مثلا در یک فیلم سه بعدی 2 ساعته فقط 5 یا 6 دقیقه فیلم سه بعدی هستش و بقیه اش معمولیه. و دیدن این فیلمها هم از نظر سلامتی دارای محدودیت سنی و... می باشد.
فیلم با کیفیت 4k هم که خیلی خیلی کمه و گرونه ضمن اینکه تلویزیون و ماهواره که بیشتر دیده میشن نهایت کیفیتشون HD هستش.
درباره تفاوت تلویزیون خمیده و تخت هم اگه یه جستجوی کوچولو بکنید میفهمید که تفاوتی ندارن. تازه تلویزیون خمیده روی دیوار نصب نمیشه و...
امیدوارم توضیحاتم به کارتون بیاد.",43,3,5,5,5,5
"درگاههاي usb و hdmi هرکدوم 3 عدد
کنترل جادويي عاااالي
داراي سيستم عامل webOS","سرعت داخل نت کمه","در کل خیلی خوبه ، واقا ارزش خرید را دارد .من که از شهرمون خریدم با ضمانت.",7,2,5,5,5,5
"تصوير شفاف
پايه زيبا و متناسب
ريموت کنترل کاربردي","صداي ضعيف بلندگوها و لزوم تهيه ساند بار
تاخير در صدا در صورت اتصال به ساند بار
مرور گر کند اينترنت
نداشتن اسکايپ
مشکل در به اشتراک گذاري محتواي دستگاههايي اندروييد","در کل قابل قبول هست ولی در اتصال به اینترنت و صدای خروجی بدون ساند بار کمی ضعیف، به قیمت خودش انتخاب خوبی هست، باید در بلند مدت نظر داد، در خصوص پخش محتوای فلش و هارد سرعت خوبی داره",4,3,3,3,4,4
,,"من میخوام این مدلو خریداری کنم ولی متاسفانه هیچ نقد و بررسی دقیقی براش از دیجی کالا و کاربران نوشته نشده دوستان اگر کسی خریده لطفا راهنمایی کنه.ممنون",5,2,3,3,3,3
,,"سلام.چند هفته پیش از دبی واسم آوردنش.جهت راهنمایی به دوستان.کیفیت تصویرش با شبکه های دیجیتال عالی.رابطه ی هوشمندشم گاهی با مکس همراه.ولی در کل رابطه ی webos برای یک تلوزیون نوآوری خوبی بوده.ظاهرشم قشنگه.کنترل جادویشم خوب ولی باید بهش عادت کرد.",10,5,4,5,4,4
,,"لطفا فروش ویژه.لطفاا",9,3,4,4,4,4
,,"چرا موجودش نمی کنین.ای کاش به این موضوع توجه میکردین که خیلی ها برنامه ریزی کردن واسه قبل عید یه محصولی مث تلوزیون رو بخرن.ولی این موجود نبودن کارشونو خراب میکنه.من ترجیح میدم صبر کنم تا موجودش کنین ولی متاسفانه عید رو از دست میدم.ای کاش موجودش میکردین.
سپاس.",7,5,4,4,4,4
,,"شگفت انگیز کنین ممنون میشم...
یه پیشنهاد هم دارم، اگه ممکنه کالاهای اورجینال بدون گارانتی هم بیارین...خیلی از افراد نمیخوان پول اضافی بابت گارانتی کم فایده محصولات رو بدن",29,4,4,4,4,4
,,"بعد از 7 روز به دستم رسید
بعد از بررسی که داشتم میتونم بگم که جزو بهترین ها در سایز 43 هستش و اصلا مشکل لک سیاه رو نداره
همچنین کیفیت تصویریش هم عالیه",9,2,4,4,4,4
,,"سلام موجودش کنید",2,2,0,0,0,3
