positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
"کيفيت خوب تصوير بر روي شبکه هاي اچ دي","بد ترين کيفيت تصوير بر روي شبکه هاي sd","من این تلویزیون را حدود 10 روز پیش گرفتم -با گارانتی شرکت خود سونی-بدترین تصویر ممکن را بر روی شبکه های sd داره و به شدت از خرید ان ناراضی هستم",7,26,3,3,2,1
,,"این تی وی بسیار کند است ودیر کانال عوض میکند",3,15,3,3,3,3
,,"واقعا میتونم فوق العاده بود....حتما پیشنهاد میکنم.خیلی شیک و با کلاسه.صفحه نمایش هم عالیه عالیه.",18,3,5,5,5,5
"سوني خودش قوته","نميتونم بگم سه بعدي کاش بود چون يه مدل بالاتر با همين کيفيت سه بعدي داره","من حدود 5 ماه این تلویزیون خریدم و به شدت ازش راضی هستم.هر جی از کیفیت این تلویزیون بگم کم گفتم.هیچ ایرادی نمیشه پیدا کرد داخلش.
بزک بازیهای الجی و سامسونگ نداره ولی بجاش یه کیفیت فوق العاده ای داره که هیچ تلویزیونی نداره‌.عموی خود من نمایندگی رسمی یکی از برندها داره خواستم حالشو بگیرم اول تو معازش کنار شاخ ترین مدل تلویزیون اون برند گذاشتیم و مقایسه کردیم و بعد خودش تسلیم حرف من شد که تلویزیون اون برند فقط یسری آپشن های الکی داره.خلاصه بگم پشیمون نمیشید.یسری دوستان چند تا ایراد درباره لگ زدن گفتن که برای من همچین مشکلی اصلا نداره.چون از سیم آنتن مناسب و انتن مناسب استفاده کردم شاید دلیل مشکل تلویزیون دوستان بخاطر همین مورد باشه.",20,3,5,4,5,5
"کيفيت تصوير خوبه","انعکاس صفحه گير کردن تصوير هر از گاهي","اکثرا حتی روی شبکه های معمولی یا اچ دی هم گیر میکنه مثه سی دی خش دار در حد یه ثانیه گیر میکنه و رد میشه نمیدونم چرا اینجوری میشه",3,23,3,3,3,3
"کيفيت خارق العاده... 4k و hdr ...اندرويد..باريک و زيبا..ارزش خريد بالا..",ندارد,"دوستان من این تی وی رو 2 ماه هست که خریدم و چون تو این زمینه تخصص دارم میخوام نظرمو بگم که شاید به درد دوستان بخوره..
کیفیت تصویر فوق العاده ای داره..چند تا کلیپ 4k hdr دان کردم و باهاش پخش کردم..به جرات میتونم بگم تا چند ثانیه محو تصویر شدم..کیفیت تصویر و عمق رنگ و روشنی این تی وی عالیه..
سیستم عامل اندروید داره که من تازه به اندروید 6 آپدیتش کردم و فوق العاده شده..هر چی نرم افزار اندرویدی مثل mx player و fast dic و... هر چی که بخواهید میتونید روش نصب کنید و لذت ببرید..که این مزیت رو هیچ تی وی دیگه ای بجز سونی نداره..
براحتی دسته ps4 بهش وصل میشه و خیلی از بازیهای اندرویدی رو میتونید باهاش انجام بدید..
براحتی تمام زیر نویس فارسی پخش میکنه و از فرمتهای جدید مثل ایکس 265 و ... پشتیبانی میکنه..
من خودم برای تماشای فیلم و کانالهای تلویزیونی و پلی استیشن پرو گرفتم و واقعا ازش راضی هستم..
وقتی بهش پلی استیشن پرو وصل میکنید یا فیلم 4کا میبینید تازه کیفیت واقعیشو میبینید..
اینم بگم بهترین آپ اسکیل رو توی تمام تی وی ها این تی وی داره و شبکه های اس دی داخلی رو به بهترین کیفیت میبینید..هیچ تلویزیونی تو این زمینه به گرد پای سونی نمیرسه..
و نکته آخرم اینکه بخاطرموشن فلو بالاش تو تصاویر سریع مثل فئتبال و... عالی عمل میکنه و هیچگونه تاری تصویر دیده نمیشه و همینطور عقب افتادگی و دو تصویره شدن تصویر اصلا نداره..
ارزش خرید این تی وی فوق العاده بالاست و واقعا از پولش بیشتر ارزش داره..
سونی هم که بهترین سازنده تی وی دنیا هست و نیاز به تعریف نداره..کیفیت ساخت و باریکی این تی وی فوق العاده هست..
خرید این تی وی رو به همه پیشنهاد میکنم...مخصوصا با این قیمت..
موفق باشید ...",26,4,5,5,5,5
,,"ابن تلویزیون در گرفتن شبکه های تلویزیونی دچار فریز شدن و واماندگی تصویر میشود به شدت از خرید ان پشیمان هستم.",5,24,3,3,3,3
"کيفيت تصوير عالي","انعکاس نور صفحش زياده","در کل خوبه ولی زیرنویسشو من از رو mx player اجرا میکنم هنوز 4kتست نکردم چون فلشم سرعتش پایین بود گیر میکرد ولی ارزش خرید داره",10,3,3,3,3,3
,,"رنگ و کیفیت بسیار عالیه،با اینکه طرفدار فیلیپس هستم اما به علت در دسترس نبودن مجبور به خرید سونی شدم ولی راضیم.ضمنا زیرنویس فارسی رو هم ساپورت میکنه",12,4,4,4,3,4
"کيفيت خوب تصوير قيمت مناسب","نبودن دقت در منتاژ . لق زدن شيشه جلويي","1 روزه این تلوزین را از نماینگی خریدم، نمایندگی رو بهتون پیشنهاد نمی کنم دیجی کالا سرویس دهی بهتری داره در کل تلوزیون خوبیه کیفیت تصویر خوبی داره ولی اون ضریف کاری رو در منتاژ رعایت نکردن میشه به مارک سونی در پایین تلوزین اشاره کرد دفعه اول که دیدم فکر کردم فلز هست ولی از نزدیک که نگاه کردم دیدم برچسبی هست که به شک نا منظم بریده شده و نسب شده است در کل انتظار بیش تری از این برند معروف و قدیمی داشتم در یک کلمه می توانم بگویم برند سونی خیلی وقت که مرده و منم به علت اسرار دوستان این مدل رو خریدم",9,37,4,5,5,5
"همه چي","هيچ چي","واقعا هیچ برندی کیفیت و عمر تلوزیون های سونی رو نداره این تلوزیون شفافیت رنگش خیره کنندست و در هیچ برنده دیگه ای تلوزیونی بهتر از این با این قیمت پیدا نمیشه.",30,2,5,4,5,5
"رنگ هاي زنده
موتور پردازش تصرير
اندرويد بودن
hdr","عمق رنگ مشکي بسيار ضعيف در اين رده
نداشتن حالت سبه بعدي با اين قيمت","این تلوزیون رو یه هفته ایی هست تهیه کردم همه چیش راضیم از تصویری فوق العاده تا سیستم عامل و حتی صدای تلوزیون تنها مشکل این تلوزیون عمق کم تصویر در رنگ مشکیه که اونم میشه ازش چشم پوشی کرد تنظیمات تلوزیون رو حتما دستی تنظیم کنید که بهترین خوروجی رنگ رو بگیرید از خریدش راضیم بسیار شیکه",19,1,4,3,4,3
"کيفيت تصوير در حد عالي",نديدم,"به نظر من عالیه تصویرش در کل سونی بهتر از lgو سامسونگه که تو ایران رو هم میبندنش...لااقل این اصله.",8,2,3,3,3,3
عالي,نداره,"خیلی شاخه دمش گرم سونی",12,2,5,5,5,5
"کيفيت تصوير کم نظير
ظاهري زيبا و ظريف","قيمت بالا","هنوز نخریدم، چندبار از نزدیک بررسی کردم. رنگ زنده ای رو ارائه میده.",11,3,5,5,5,3
"کيفيت - قيمت -امکانات","اپ هاي استاندارد کم","سلام این تلوزیون رو خریدم
به شدت ازش رازی هستم - خودم طرفدار سر سخت الجی بودم ولی سونی گرفتم چون از نزدیک مقایسه تصویری رو دیدم - لازمه بدونید که بهترین پنل های تصویری دنیارو سونی ، پاناسونیک و شارپ تولید میکنن و هر سه این برند ها به دلیل اینکه رابط کار بری بدی داشتن تمام این سال ها فروششون افت کرده - یکی از بدیهاشونم پشتیبانی نکردن از زبان فارسی بود- ولی این نمونه از سونی چون با سیستم عامل اندروید هست خیلی خیلی جزابه و رونه - نمونه همینتلوزیون رو با سیستم عامل خود سونی ، برادر م داره که خیلی کنده و کارایی هم به شدت زیره - گیم بازی کردم عالی بوده - فیلم فور کی دیدم معرکه بود - این سری و بالاترش که 9300 اخریش که فعلا امده دیگه ببینین چقدر خفنتره -
من بندر عباس این رو بدون گارانتی خردیم -",10,3,5,5,3,5
"4K HDR super slim Beautiful","No 3D","تلویزیون ال ای دی سری Dمحصول 2016 کمپانی سونی... یک تلویزیون فوق‌العاده زیبا و بسیار با کیفیت که میشه به جرات با تلویزیون هایoledکمپانی ال جی مقایسه کرد رنگها بسیار زیبا با کنتراست فوق‌العاده با استفاده از سیستمHDRو قلب تپندهX1 در کنار موتور پردازشگر تصویر معروف سونی X_Reality... جذابیت بازی های کنسول Xbox one Sبا گرافیک 4kوHDRدر این تلویزیون مسلما چشمان هربیننده ای رو خیره میکنه... سری 65اینچ این مدل رو بدون گارانتی با قیمت خوبی خرید کردم.",6,4,5,4,5,4
تصويردرحدانفجار,"ضبط تصاوير چه روي خودش چه روي هارد يا کول ديسک","سلام خدمتدوست عزیزی که میگه usb3وhdrانشاا...نسخه بعدی.....باید عرض کنم که این تلویزیون هم usb3وهمhdrداره..ممنون",10,1,5,4,4,4
"کيفيت تصوير","قيمت سوني
خدمات ضعيف","یکی از بهترین تلویزیونها در برابر قیمتش
کیفیت تصویر عالی
خوراک بازی و دستگاههای بازی ه
فیلم های لذ ت بخش 4k
.
اگر بشه مثلا usb3 و hdr به این اضافه کرد با همین حدود قیمت عالی میشه ایشالا نسخه بعدی",2,3,4,4,5,4
"کيفيت تصوير
باريک و سبک
و...","نداشتن اسمارت کنترل","من این تلوزیون را چند ماهی میشه که خریدم (البته بدون گارانتی )چون اختلاف قیمت بسیار زیاده با گارانتی دارش
کیفیت تصویرش فوق العاده است و از لحاظ قیمت هم چون بدون گارانتی بود تفاوت زیادی با هم رده ی خودش در برند الجی نداشت البته الجی با گارانتی
در کل خیلی راضی هستم از انتخابم و به کسانی که قصد خرید تلوزیون هم پیشنهاد میکنم",11,6,5,3,5,5
"کيفيت بالا
مناسب براي گيم و فيلم
وضوح و شفافيت بالا
باريک و سبک
طراحي بسيار زيبا",ندارد,"من 2 ماهی هست که این تلویزیون گرفتم قبلش مدل 55w800c داشتم وقتی که عوضش کردم به این مدل وقتی تلویزیون روشن کردم واقعا لذت بردم تفاوت کیفیت خیلی خیلی زیاد بود . لپ تاپ اکثر مواقع به تلویزیون وصل میکنم وقتی که لپ تاپ به این تلویزیون وصل کردم لذت بردم واقعا تفاوتش خیلی زیاد بود این مدل واقعا مدل خوبی اولش میخواستم سامسونگ بگیرم ولی تو مدل های 4k واقعا این مدل از اکثر تلویزیون های سامسونگ بهتر بود بغیر از suhd samsung سامسونگ که واقعا کیفیت بالای داشتن که قیمتشونم بالاست در کل این مدل تلویزیون خوبی و جزء 15 مدل برتر 2016 بوده تو خریدش شک نکنید در ضمن این مدل برای گیم خیلی خوبه باهاش ps4 بازی کردم خیلی خوب بود و نسبت به 55w800c خیلی خیلی بهتر بود .با این تلویریون باید حتما ویدیو 4k ببینید تا جلو تلویزیون میخکوب بشید.",16,4,5,5,5,5
[],[],"سونی یعنی همین تازه 4kهم باشه",7,2,3,3,3,3
[],[],"فوق العاده است، سونی یعنی اصالت و زیبایی، چیزی کم نداره",26,3,5,5,5,5
"[""کيفيت فوق العاده""]","[""قيمت بالا""]","چ عجب این سری های جدیدرو ه م آوردید ...ولی بازم به روز نیستین",33,1,5,5,2,2
"همه چي","هيچ چي","واقعا هیچ برندی کیفیت و عمر تلوزیون های سونی رو نداره این تلوزیون شفافیت رنگش خیره کنندست و در هیچ برنده دیگه ای تلوزیونی بهتر از این با این قیمت پیدا نمیشه.",30,2,5,4,5,5
"رنگ هاي زنده
موتور پردازش تصرير
اندرويد بودن
hdr","عمق رنگ مشکي بسيار ضعيف در اين رده
نداشتن حالت سبه بعدي با اين قيمت","این تلوزیون رو یه هفته ایی هست تهیه کردم همه چیش راضیم از تصویری فوق العاده تا سیستم عامل و حتی صدای تلوزیون تنها مشکل این تلوزیون عمق کم تصویر در رنگ مشکیه که اونم میشه ازش چشم پوشی کرد تنظیمات تلوزیون رو حتما دستی تنظیم کنید که بهترین خوروجی رنگ رو بگیرید از خریدش راضیم بسیار شیکه",19,1,4,3,4,3
"کيفيت تصوير در حد عالي",نديدم,"به نظر من عالیه تصویرش در کل سونی بهتر از lgو سامسونگه که تو ایران رو هم میبندنش...لااقل این اصله.",8,2,3,3,3,3
عالي,نداره,"خیلی شاخه دمش گرم سونی",12,2,5,5,5,5
"کيفيت تصوير کم نظير
ظاهري زيبا و ظريف","قيمت بالا","هنوز نخریدم، چندبار از نزدیک بررسی کردم. رنگ زنده ای رو ارائه میده.",11,3,5,5,5,3
"کيفيت - قيمت -امکانات","اپ هاي استاندارد کم","سلام این تلوزیون رو خریدم
به شدت ازش رازی هستم - خودم طرفدار سر سخت الجی بودم ولی سونی گرفتم چون از نزدیک مقایسه تصویری رو دیدم - لازمه بدونید که بهترین پنل های تصویری دنیارو سونی ، پاناسونیک و شارپ تولید میکنن و هر سه این برند ها به دلیل اینکه رابط کار بری بدی داشتن تمام این سال ها فروششون افت کرده - یکی از بدیهاشونم پشتیبانی نکردن از زبان فارسی بود- ولی این نمونه از سونی چون با سیستم عامل اندروید هست خیلی خیلی جزابه و رونه - نمونه همینتلوزیون رو با سیستم عامل خود سونی ، برادر م داره که خیلی کنده و کارایی هم به شدت زیره - گیم بازی کردم عالی بوده - فیلم فور کی دیدم معرکه بود - این سری و بالاترش که 9300 اخریش که فعلا امده دیگه ببینین چقدر خفنتره -
من بندر عباس این رو بدون گارانتی خردیم -",10,3,5,5,3,5
"4K HDR super slim Beautiful","No 3D","تلویزیون ال ای دی سری Dمحصول 2016 کمپانی سونی... یک تلویزیون فوق‌العاده زیبا و بسیار با کیفیت که میشه به جرات با تلویزیون هایoledکمپانی ال جی مقایسه کرد رنگها بسیار زیبا با کنتراست فوق‌العاده با استفاده از سیستمHDRو قلب تپندهX1 در کنار موتور پردازشگر تصویر معروف سونی X_Reality... جذابیت بازی های کنسول Xbox one Sبا گرافیک 4kوHDRدر این تلویزیون مسلما چشمان هربیننده ای رو خیره میکنه... سری 65اینچ این مدل رو بدون گارانتی با قیمت خوبی خرید کردم.",6,4,5,4,5,4
تصويردرحدانفجار,"ضبط تصاوير چه روي خودش چه روي هارد يا کول ديسک","سلام خدمتدوست عزیزی که میگه usb3وhdrانشاا...نسخه بعدی.....باید عرض کنم که این تلویزیون هم usb3وهمhdrداره..ممنون",10,1,5,4,4,4
