positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
,,"سلام به همه دوستان من این تلویزیون را به تازگی خریدم و همیشه قبل از خرید هر چیز مدت زیادی تحقیق میکنم.این تلویزیون از هر نظر عالیه.
در مورد دوستانی که میگن صدا ضعیفه توی تنظیمات صد ا اکوللایزر را در بالاترین سطح تنظیم کنند. این تلویزیون زیر نویس فارسی را پخش میکند.همچنین میتونید از نرم افزار google play خود تلویزیون نرم افزار MX Player را دانلود و نصب کنید تا انواع فرمت های تصویری را با زیر نویس ببینید.
همچنین نیازی به خرید کنترل هوشمند ندارید و میتونید نرم ا فزار Video & TV SideView را در گوشی یا تبلت خود نصب کنید تا گوشی شما تبدیل به کنترل هوشمند شود.",10,0,5,5,3,3
"کيفيت صفحه نمايش عالي!ظاهر خيلي زيبا و ساده.","صداي خيلي کم بلندگوها!ضعيف بودن شديد کنترل دستگاه!کند بودن در اجراي کارها.تاخير در باز کردن usb","تلویزیون خیلی خوبیه.کیفیت صفحه در یک کلام عالیه!تو تصویر نمیشه ازش ایرادی گرفت اصلا
واقعا تصویر زنده و خوش رنگ و لعاب هستش
نقاط ضعفش هم صدای تلویزیون واقعا کمه!تو تلویزیون قبلی که سامسونگ بود مثلا رو صدا رو روی 10 میذاشتم کافی بود.اینجا باید 20-25 باشه که یکم خوب باشه.واقعا صداش ضعیفه!و مثلا یه فیلی هم باشه صدای خود فیلمه هم بد باشه باید صدا رو تا 40 ببری
کنترل دستگاه خیلی بد عمل میکنه و کاملا باید مقابل مارک سونی جلو تلویزیون بگیری تا کار کنه!
تاخیر در باز کردن اطلاعات هارد اکسترنال هم یکی از مشکلات بدش هست!یه usb مثلا 8 گیگی وصل میکنی زود میاره اوکی هست.ولی یه هارد 500 گیگی وصل میکنم تا فیلم هارو بیاره واقعا طول میکشه تا لود کنه.حتی 5 تا 10 دقیقه!! که واقعا واسه یه تلویزیون تو این رده ضعف به حساب میاد!
مشکلاتش همینا بود.
بازم میگم همه تلویزیون رو میگیرن از تصویرش لذت ببرن و این تلویزیون واقعا از نظر تصویری عالیه.منتهی یکم تو کارکرد و این چیزایی ک نام بردم ضعیفه.",2,0,5,4,3,5
,,"در حالت فوتبال مود میتونید چمنهای ورزشگاه رو بشمرید",6,0,3,3,3,3
"کيفيت تصوير خوبه-فيلم و زيرنويس خوب-پشتيباني از هارد و فلش-راديو خوب-وب گردي خوب","کند بودن زياد-کنترل ضعيف-منوي کاربري پيچيده-از تبديل رم به فلش پشتيباني نميکنه","خوبه واقعا ولی اینکه کند خاموش و روشن میشه و سنسور تلویزیون ضعیفه و باید دقیقا کنترل رو جلوی اون بگیری و تعویض کند کانال ها اذیت میکنه.....(تنها مشکل=کند بودن)",6,0,3,3,3,3
"انطباق تصوير عالى
سيستم عامل آندرويد
کيفيت ساخت خوب",,"کسانی که به دنبال یک تلویزیون خوب برای گیمینگ هستن به شدت پیشنهاد میشه، این تلویزیون با انطباق تصویر بالایی که داره بهترین گزینه برای گیم و کنسولهای نسل هشتمه",4,0,5,5,4,4
"در يک کلام شاهکار مخصوصا که فرمت جديد x265 رو هم ساپورت مي کنه","کوچک نشان دادن زير نويس فيلمها از روي فلش","نقطه ضعفشو من تنها در نشان دادن زیر نویس فیلم دیدم که هر چقدر در تنظیماتش روی ماکزیمم گذاشتم ولی باز کوچیک نشون داد",1,1,5,5,5,5
"تصوير عالي
پخش همه فرمتهاي تصويري از روي هارد
گيرنده ديجيتال بسيار قوي","کند بودن","این تلویزیون رو از دیجی کالا خریدم ولی برای نصب آن نمایندگی بازرگانی ایران نماینده رسمی سونی آمدند و روی دیوار نصب کردند. خوشبختانه گفتند تمامی تلویزیونها را خودشان به آخرین ورژن یک ماه پیش آپدیت کردند و دیگه نیاز به دانلود و آپدیت دستگاه نبود و مشکلی هم برای پخش زیر نویس نداشت. با هزینه سی هزار تومانی نیز آنرا به دیوار نصب کردند.از نظر شفافیت و تصویر که نیاز به تعریف نیست و همه چیز عالی است اما با وجودی که شاید بعضی ها این نقد را نپسندند بلاخره باید قبول کرد جمع شدن اینهمه امکانات و قابلیت ها در یک تلویزیون نقطه ضعفی را هم همراه دارد و آن کند بودن دستگاه است که البته با وجود تصویر عالی و امکانات دستگاه قابل چشم پوشی است.",5,0,5,5,5,5
"شفافيت فوق العاده","نور زمينه متوسط","من این تلویزیون رو چند ماهه گرفتم و دومین تلویزیون سونی هست که گرفتمه و ال سی دی قبلی رو هم مث روز اول با همون کیفیت داره برام کار میکنه. دوستان حتما داخل تنظیمات رنگ زنده رو فعال و روی زیاد قرار بدید، کاهش نویز و کاهش پارازیت رو خاموش کنید (اگر از گیرنده داخلی و دستگاههایی که با کابل hdmi وصل هستن) کنتراست رو روی کم قرار بدید، گاما رو فعال و روی درجه 1 یا 2 قرار بدید ووووووو از کیفیت فوق‌العاده سونی لذت ببرید",1,0,5,5,5,5
"کيفيت فوق العاده","در برابر ضربه و فشار ضعيف است","سلام دوستان
من چند ماهی هست که این تلویزیون رو خریدم ، هربار که روشنش میکنم بیشتر از خریدم خوشحال میشم .
یک نکته خوبی هم که این مدل داره اینه که از کلیه زیر نویس ها پشتیبانی میکنه که البته به خاطر اندروید بودنشه
اگه ی محصول با کیفیت عالی و برند میخواین تو خریدش شک نکنید. سایز بزرگتر هم داره (تا55اینچ)",3,0,5,4,3,5
"کيفيت بالا
قيمت مناسب
پشتيباني 3d",,"من تحقیقات زیادی کردم ، این تلویزیون 4 مدل داره که این سه مدل تو بازار ایران موجود ، یکی 43w800,43w805,43w808
مدل 800، منوی فارسی داره
ولی مدل های دیگه منوی فارسی نداره .
البته فناوری مدل های دیگه dvbs ولی این مدل dvb-t که نمی دونم چه تفاوتی می کنه . اما کیفیت و هرتز تصویر تقریبا با هم برابر به جز مدل 808 که خیلی نایاب است.
قصد خرید مدل 808 رو دارم ولی اینکه شنیدم زبان فارسی نداره و زیرنویس فارسی پشتیبانی نمی کنه خودش می تونه مشکل بزرگی باشه.",3,0,4,4,3,5
"همه چيز",ندارد,"با سلام.
من امروز این تلویزیون را گرفتم البته از بیرون.در باره امکانات باید برم که چون من خودم موبایلم سونی سری زد 5 است به راحتی گوشی را تبدیل به رموت همه کاره تلویزیون کردم.در کنار این با گوشی وقتی دارم فیلم میبینم یا گیم بازی میکنم تو صفحه تلویزیون میبینم.فرمتهای ام کا وی با کیفیت بسیار بالا را به راحتی باز کرد.خود تلویزیون مثل یک تبلت بزرگ است. صدایی تلویزیون به اندازه کافی بلند و فراگیر است.کیفیت نمایش بسیار مطلوب و رازی کننده است.چون ساخت مالزی است از لحاظ بدنه نیز بسیار با کیفیت است. در ضمن پایه تلویزیون به عنوان پایه دیواری استفاده می شود.بسیار زیبا و باریک است.در آخر به تمام کسانی که به دنبال تلویزیون با رنگ نمایشی طبیعی وبا کیفیت و با امکانات هستم تنها این تلویزیون را توصیه می کنم.",7,2,4,5,4,5
"ال جي و سامسونگ همون موبايل بفروشن براشون بهتره بي رقيب عااااااالي",نديدم,"یک هفته هستش که خریدم
عااااالیه
ازهمه نظر...
هنوزم آپدیتش نکردم
سونی سلطانه....",16,2,5,5,4,5
"تصوير عالي
صداي عالي
داشتن سيستم عامل اندرويد (همين خودش کلي امکانات جانبي ميده)
کيفيت ساخت بالا","نداشتن عينک (که خيلي سخت هم پيدا مييشه تو بازا)
نداشتم ريموت تاچ (البته موس بهش وصل ميشه و کار ميکنه)","من یک ماهی میشه این تلویزیون رو خریدم. از کیفیت ساخت خیلی بالایی برخورداره و حس خوبی به آدم میده. کیفیت صدا و تصویرش عالیه وقتی با تلویزیون های برندهای دیگه تصویرو مقایسه میکنی تازه میفهمی چقد فرق داره (البته با فیلم فول اچ دی نه شبکه های سیما|!!)اینکه اندروید داره خودش یه دنیاست چون دیگه دستت بازه همه کار توش بکنی.با نرم افزارهای پیش فرضی که روش هست واقعا نمیشه کاری کرد (مثلا یه هارد که وصل میکنی چندین دقیقه باید واسی تا لود شه و فقط فیلم و عکس و موسیقی رو نشون میده) اگه نرم افزارهایی رو که میگم نصب کنید این تی وی تازه میشه یه غول همه فن حریف که از کارکردن باهاش لذت میبرید (مزیت اندرویدی بودن)
1- قبل از هر کاری آیدیتش کنید سایت رسمی سونی آپدیت داده خودم دانولد و نصب کردم خیلی از باگ هایی که خودم دیده بودم رفع شد بعد از نصب این آپدیت مثل هنک کردن و کند بودن و ضعیف بودن ریموت و .... کافیه دانلودش کنید بریزید تو یه فلش خالی بعد برنید به تی وی بعد برید کنار خودش همه کار میکنه!! فقط خاموش نکنید به هیچ وجه وسط کار.
2- دومین نرم افزار ES File explorer هستش که واقعا عالیه با سرعت بالا هارد و فلشو لود میکنه یه فایل منیجر بی نظیر که امکان ارسال فایل از گوشی تا تبلت یا حتی لپتاپ به صورت بی سیم میده. دسترسی به سرویس cloud گوگل و ... اصلا محشره این نرم افزار براحتی میتونید برنامه نصب کنید از رو فلش و هزارتا کار دیگه که همتون میدونید.
3- Kudi یه نرم افزار مدیا سنتر عالی با سرعت خیلی بالا و رابط کابری عالی و کلی تنظیمات که از هر نرم افزار پخش آهنگ و فیلم و عکس بی نیازتون میکنه (حتتتتتتتتتما نصبش کنید)
4- side load luncher: حتما کسایی که خریدن این تی وی رو میدنن که وقتی برنامه جدید نصب میکنی بعضیاشون تو لیست برنامه ها تو صفحه اصلی منو نمیان با نصب این نرم افزار کافیه تو منوی اصلی این نرم افزار رو بزنید و ازونجا به همه برنامه های نصب شده دسترسی خواهسد داشت.
یه لانچر جدید تازه گرفتم هنوز نثبش نکردم احتمالا بعد از نصب جایگزین لانچر اصلی بشه (نمیدونم هنوز) اسمش اینه Android TV Launcher تو گوگل بزنید لینک دانلود میده.
موفق باشید.",17,1,5,5,4,5
"داشتن سيستم عامل اندوريد ( نه سيستم عامل مخصوص)","نداشتن کنترل مناسب - پايه ي معمولي","این دستگاه جز محدود تلویزیون هایی است که دارای سیستم عامل اندوید است و شما می توانید به جز نرم افزار های مخصوص طراحی شده برای این مدل سونی, به راحتی هر نرم افزار دیگری را با فرمت APK را نصب نمایید. اما به این نکته باید دقت داشت که اکثر نرم افزار ها ی موجود برای گوشی های تاچ اسکرین ساخته شده اند و به همین علت اغلب نرم افزار ها را نمی توانید استفاده کنید . ولی طبق گفته ی یکی از خریداران که در همین جا پیامشون را خوندم امکان اتصال موس و کیبورد وایرلس به این دستگاه نیز وجود دارد که در این صورت می توانید از اکثر نرم افزار ها استفاده کنید.
شما می توانید تلویزیونی دقیقا با همین مشخصات ولی با مارک های متفرقه ی چینی خریداری کنید ولی سونی سونیست و نون کیفیتش را می خوره !",5,2,5,5,4,4
"قابليت 3D-داراي سيستم عامل اندرويد 5.1.1-حاشيه بسيار کم-حافظه داخلي 8 گيگابايت-شفافيت تصوير",,"سلام بهتون پیشنهاد میکنم حتما این تلویزیون شیک و زیبا رو بخرید.",11,1,5,5,5,5
"قابليت 3D -حاشيه بسيار کم-داراس سيستم عامل اندرويد 5.1.1-شفافيت تصوير-حافظه داخلي 8 گيگابايت",ندارد,"سلام بهتون پیشنهاد میکنم این تلویزیون شیک و زیبا رو بخرید و در خریدش اصلا شک نکنید.",8,1,5,5,5,5
,,"لطفا هر چه سریعتر این تلویزیون را موجود کنید .... با تشکر از همکاری شما عزیزان در شرکت محتر
م دی جی کالا ......",3,0,3,3,3,3
"[""تصوير فوق العاده"",""صدا فوق العاده"",""طراحي زيبا و باريک""]","[""مقدار کمي کند بودن دستگاه (نرم افزاري)"",""نداشتن ريموت هوشمند براي اين سايز"",""رابط کاربري ميتوانست خيلي بهتر باشد (نرم افزاري)"",""ظاهر پايه ش خوب نيست""]","من 4 ماهه این tv رو دارم. هرکی میاد تصویرش رو میبینه، میپرسه 4k هست؟
از رابط کاربری هم که ایراد گرفتم بخاطر اینه که مثلا اپلیکیشنهایی که خودتون از روی فلش نصب میکنین، بعدا دسترسی بهش سخته و باید منوهای زیادی رو باز کنی تا بهش برسی ضمنا از دیجیکالا تقاضا دارم ریموت هوشمند این مدل رو در صورت امکان برای فروش بذاره. از چند نمایندگی بیرون پرسیدم هنوز ندارن بجز یکی که خیلی قیمت رو بنظرم نجومی میگفت!",14,0,5,4,4,3
,,"سلام زودتر موجودش کنید من قصد خرید دارم",6,0,3,3,3,3
,,"سلام من قصد خرید دارم لصفا هرچه زود تر موجودش کنید ممنون",5,0,3,3,3,3
"[""اندرويد ""]","[""نديدم""]","در پاسخ به سوال دوستمون، تلویزیون رو به اینترنت وصل کن رو کنترل دکمه home رو بزن بالای صفحه( تلویزیون )es file explorer تایپ کن دانولد کن،بعد فلش وصل کن نرفزار بازار یا پارس هاب رو میتونی تو فلش بریزی راحت نصب کنی، برای راحتی یه موس بی سیم بخر مثل کامپیتور باهاش کار کن",2,0,5,5,5,5
"[""کيفيت تصوير و صداي عالي"",""طراحي زيبا""]","[""کار کردن باهاش سخته""]","با‌ سلام
من دستگاه رو ‌آپ دیت کردم دسته پی اس 4 هم نصب کردم اما هنوز تو دانلود برنامه از بازار، و اجرای بازی مشکل دارم. به طوری که وقت وارد بازار یا یه بازی میشم دسته یا کنترل دیگه کار نمیکنن. خواهشا اگه کسی اطلاع داره راهنمایی کنه. ممنون میشم.",0,1,5,5,4,5
,,"سلام لطفا این تلویزیون رو در پیشنهاد شگفت انگیز قرار دهید.",9,0,3,3,3,3
,,"سلام اطفا این تلویزیون رو تو پیشنهاد ویژه قرار بدید",6,0,3,3,3,3
"شفافيت عالي،دقت رنگ عالي،سيستم عامل اندرويد،انطباق تصوير 800 هرتز",,"دوستان خواهشا با تلویزیون های دیگه هم کار کنید بعد نظر بدید.من خودم تصویر این تلویزیون رو کاملا بادقت نگاه کردم واقعا فوق العادس. مشکل زاویه دید در تلویزیون های سامسونگ هم وجود داره ما خودمون تلویزیون سامسونگ داریم که واقعا خریدش اشتباه بود چونکه زاویه دیدش خیلی کمه،دقت رنگش واقعا ضعیفه قرمز رو مایل به نارنجی نشون میده،جزییات رو خیلی صاف میکنه یعنی مثل سونی شارپ نیست مشکی رو هم که سرمه ای نشون میده،مقاومتش هم خیلی کمه یعنی هدفون بهش وصل میکنم میخوام جداش کنم میخواد جاش از ریشه در بیاد.به نظر من تلویزیون فقط سونی.بقیه ی لوازم خانگی هم اگه سونی باشه از بقیه صد در صد بهتره.",12,0,5,5,4,5
,,"سلام این تی وی بسیار عالی‌ است وای‌فای دارد بولتوس دارد و اندروید من آسفالت با دسه پلی4 بازی می‌کنم دسه پلی4بهش وصل می‌شه از طریقه وای‌فای که داره خودش پیشنهاد داده تو تیوی فقط برنامه‌ها واسه این که فیلتر هستن تو تی وی باز نمی‌شه تو گوگل پلی فول اچ دی کافیه 4ک فک نکنم فیلمش تا7سال آینده بتونه تو ریسیور یا جایی‌ راحت تهیه بشه حجم بالا داره پس پول الکی‌ هدر ندین این چیزی کم نداره حتا کارای انتقال بانکی یا خرید اینترنتی اندروید قوی هست مثل گوشی نیست قوی تر بازی اجرا می‌کنه من 6ماه دارم واقعا ازش راضی‌ هستم خیلی‌ حساس هستم و سخت گیر همه‌جوره تستش کردم روزی4ساعت اسفالت بازی می‌کنم  اینو نشون میده که اندروید قوی داره 3د هم هست فقط عینک نداره که بی تی400 یا بی تب500 بهش میخوره بی تی500 بهتره اگه باشه واسه این که بی تی500 پیشنهاد شده تصویرش خیلی‌ خوبه یا این یا پاناسونیک هماشون رو دیدم تصویر پاناسونیک خیلی‌ عالی‌ بود و این سونی 2تاشو ببینید ولی‌ از نظر من فقط این دوتا تو بازار عالی‌ بود که دیدم توزی کامل.",11,2,3,3,3,3
"[""سوني قابل اعتماد ""]",,"خدمت آقای رحمتی و دیگر دوستان عزیز بگم که اگر از دستگاههایی استفاده میکنید که با خروجی hdmi به تلویزیون وصل هستن حتما گزینهای کاهش نویز و کاهش پارازیت رو خاموش کنن چون شدیدا باعث افت هرتز تصویر میشه و تصاویر سریع شطرنجی میشن..... والا من الان 6 ساله ال سی دی سونی دارم همچین مشکلی نداشته و خیلی هم راضی هستم.",8,0,5,5,5,5
,,"چرا تو برند سونی اینقدر ضعیف هستین , فیلسپس هم که اصلا.",14,0,3,3,3,3
,,"والا اینقدر از خوبی این تلویزیون نوشتن،جرات ندارم از بدیش چیزی بگم.من حدود شش ماهی هست که خریدم ولی کاش یه بزرگترش میگرفتم.اما اصل حرفم اینه که اینقدر از کیفیت این تلویزیون میگن درست نیست.مثلا وقتی یه جسمی در حال حرکت است اطراف اون جسم یه خورده شطرنجی میشه(البته این حالت فقط برا اجسام در حال حرکت است).امکانات مربوط به هوشمند بودنش مثل کنترل tv side view و نیز نرم افزار all castو... هم خوبه که البته اینم وظیفشه ،چون بالاخره پول هوشمند بودنش رو دادیم.خلاصه اینکه تلویزیون خوبیه اما نه در حدی که خیلی محشر باشه.یه تلویزیون هوشمند با سیستم عامل آندروید",5,3,3,3,3,3
,,"مدل w805c رو موجود کنید لطفا ...",3,0,5,4,4,4
"[""کيفيت تصوير عالي""]","[""من که نديدم""]","اون دوستی که گفتن دسته پلی استیشن رو به تلویزیون معرفی کردن لطفا توضیح بدن از دسته بی سیم استفاده کردن یا باسیم ممنون...... در مورد تلویزیون سونی باید بگم من الان 6 ساله ال سی دی 40 اینچ سونی رو دارم با اینکه تکنولوژیش مال 6 سال پیش هست کیفیت تصویرش از بیشتر تلویزیون هایی که الان داخل بازار هستن بهتره. درسته ال سی دی هست ولی واقعا مشکی و بقیه رنگهارو خیلی واقعی نشون میده الان هم قصد خرید این تلویزیون رو دارم و با خوندن نظرات دوستان بازم میخام به سونی اعتماد کنم",6,0,5,5,5,5
"کيفيت عالي",ندارد,"سلام
میشه راهنمایی کنید تصویر در تصویرش چطور کار میکنه؟",3,2,5,5,5,5
"از هر جهت عالي
رنگهاي واقعي کنتراست عالي
داشتن اندرويد, طراحي عالي","فقط اينکه دوستان ديگه گفتن عينک و کنترل تاچ نداره ايراده","با سلام. خدمت این دوستمون که احتمالا مدلهای پایین سونی رو داشته عرض کنم بنده بعد از خوندن نظرات شما حتی از کمترین زاویه دید تماما تصویرها رو چک کردم اما هیچ افت تصویری ندیدم, ضمنا عمق رنگ مشکی و خلوص اون صد درصد و عالی هست, من متعجبم از اظهار نظر این دوستمون, چون بوده مدلهایی که در گذشته این مشکل رو داشته و حس میکنم شما خواستید نظرتون را به کل تامین بدید, ضمنا خواهش دارم نظرات اشتباه ندید تا دیگران در تصمیم سر در گم نشن, همونطور که همه دوستان به اتفاق نظر تام بودن امکانات و کیفیت رو تایید کردن بنده هم تایید میکنم و بعد از تست حضوری حرفهای دوستمون رو کامل رد میکنم, الان چند روزه خریدم و واقعا راضیم, من بخاطر تهیه کردن این مدل برند قبلی رو که یکسال نیست خریدم رو فروختم
از صحبتها و نظرات دوستان استعاره میگیرم که در یک کلام محشره
ضمنا به این دوستمون بگم که باید بره تو تنظیمات تصویر و روی حالت روشن بره تو تنظیمات پیشرفته و میزان سیاهی و عمق رو تنظیم کنه",7,0,5,5,5,4
"اندرويدي بودن
قابليت نصب برنامه از بازارهاي مختلف ويا از روي فلش
هوشمند واقعي
نمايش رنگهاي واقعي","زاويه ديد بسيار محدود
تيرگي بيش از حد تصاوير تاريک
حجم بسيار کم صدا عليرغم شفافيت بالا
کم بودن پورت USB","این تلویزیون یکی از آیتمهای خوب برای خرید هستش. اندرویدی بودن اون اجازه میده تا باهاش درست مثل یک تبلت رفتار کنید و از نصب برنامه ها و بازیهای مختلف لذت ببرید اما حواستون باشه تعدادشون زیاد نشه که سیستم رو حسابی کند میکنه.میتونید دسته بازی پلی استیشن رو بهش معرفی کنید و از بازیتون لذت کامل ببرید.
مشکل نمایش فایل زیرنویس فیلمها در تلویزیونهای سونی که در تمام مدلهای قبلی وجود داشت در این مدل با نصب برنامه MXplayer حل میشه. با نصب برنامه میتونیدپس از اتصال به اینترنت از طریق وای فای از محتویات یوتیوب کمال استفاده رو ببرید.
حتما"" برنامه es file explorer را هم نصب کنید تا از محتویات فایلهای خود تلویزیون و یا هارد و فلش لذت کامل ببرید
امکان نمایش عکسهای گوشی موبایل از طریق اتصال به وایفای که فوق العاده است

دوستانی که متعجب هستند از نبود کنترل تاچ و عینک باید خدمتشون عرض کنم که در اکثر کشورهای آسیایی این مدل و بخصوص سایز 43 اینچ اون رو بخاطر کاهش قیمت بدون عینک و کنترل تاچ عرضه میکنن و صحبت دزدی و اینها نیست.

اما بزرگترین ایراد تلویزیونهای سونی که قبلا"" هم بوددر این مدل همچنان پاربرجاست و اون هم زاویه دید محدود این تلویزیونهاست که بسیار مشهوده و شما کافیه اندکی از روبروی تلویزیون جابجا بشین تا اختلاف نمایش رنگها رو که خیلی هم فاحش هست رو متوجه بشین.
نکته بعدی هم که کاملا"" سلیقه ای هست تیرگی بیش از حد صحنه های تاریک فیلمهاست . رنگ مشکی در این تلویزیون به حد اعلای خودش نمایش داده میشه و همین باعث شده تا صحنه های تاریک فیلمها بسیار تیره تر از مدلهای الجی یا سامسونگ نشون داده بشه. حتی در نمایش فیلمهای با کیفیت HD
عده ای این تیرگی غیرمعقول رو می پسندند و عده ای هم نه وبخاطر همین اوایلش تو ذوقشون میخوره.
امادر شفافیت و زنده بودن رنگها واقعا"" حرف اول و آخر را میزندو اصلا"" قابل مقایسه با سایر برندها نیست",5,2,4,5,4,4
"کيفيت ساخت و کيفيت تصوير عالي فراتر از اونچه که تابحال ديديد
امکانات عالي و راحتي کارکردن با ان
با سرعت بالا دستورات رو انجام ميده مخصوصا پخش با هاردهاي سرعت بالا
وروديها و خروجيهاي کامل و با تعداد بالا
مصرف برق خيلي پايين, طول عمر بالا و نداشتن افت تصوير بمرور زمان","نبودن عينک و کنترل تاچ","تلویزیون خیلی خیلی خوبیه, نظیرش رو قبلا ندیده بودم, ففط یه چیز مهم که تقریبا صددرصد مردم خبر ندارن اینکه تلویزیونها دو دسته هستن یا مونتاژ ایران که دو سال گارانتی داره و باید فروشنده حتما فاکتور فروش مهر شده به خریدار بده و حتما باید برگه ضمانت نامه که معمولا رو کارتن چشبیده رو مهر و امضا کند تا در زمان مشکل بتوان از ان استفاده کرد, ضمنا موارد ضمانت را باید روشن برای شما توضیح دهد, یا دسته دوم تلویزیونهایی هستند که ساخت و مونتاژ خود کشور تولید کننده هستند, این مدل تلویزیونها ضمانت ندارند و باید بصورت عرف خود فروشنده شش ماه ان را ضمانت کند و زمان ضمانت را و اینکه به عهده خود فروشنده است را بصورت سریح و روشن روی فاکتور فروش ذکر کند و روی جعبه محصول را مهر و امضا کند, جعبه نباید باز شده باشد در غیر این صورت از خرید ان خودداری کنید و همچنین مواردی راکه ضمانت شامل ان میباشد را بصورت سریح ذکر کند
بهترین راه خرید از دی جی کالا است که کالاهای سالم و با گارانتی را میشود با قیمت مناسب درب منزل تحویل بگیرید
در اخر بنده این مدل از سونی را جدا و موکدا سفارش میکنم, چون از هرنظر بی رقیب و بی نقص است و در مقیاس امکانات و کارایی عالی قیمت مناسبی دارد.",5,1,5,5,5,4
