positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
,,"من این دستگاه رو از بازار خرید کردم. پیشنهاد می کنم دوستان حتما قبل از خرید از دیجی ، کلمه ""تلویزیون 49k6960"" رو روی اینترنت جستجو بفرمایید. به نتایج جالبی می رسید.",2,4,3,3,3,3
"امکانات و قيمت عالي","انطباق تصوير پايين 50 هرتز","من موندم شرکت سامسونگ چرا همچین تلویزیون خوبی با امکانات بالا و عالی ساخته ولی با انطباق تصویر خیلی پایین 50 هرتز !! یه تلویزیون سری چهار 32 اینچ انطباق تصویر 100 هرتز داره ولی این تلویزیون 50. خیلی نقطه ضعف بدیه برای همچین تلویزونی که باعث میشه شبکه های معمولی تلویزیون ایران رو با کیفیت پایین نشون بده. من برای کسی که برای دیدن تلویزون ایران میخواد توصیه نمیکنم.",3,2,3,5,5,5
"قيمت مناسب
ضخامت کم
وضوح عالي صفحه نمايش",,"من این دستگاه رو تهیه کردم
از همه نظر عالیه
فقط پیشنهاد میکنم یک ریموت کنترل معمولی براش تهیه کنید
چون ریموت خودش بیشتر فانتزیه.",4,2,3,3,3,3
"کيفيت عالي صدا و تصوير
ظاهر بسيار زيبا و شيک
باريک بودن تلويزيون
کامل بودن پورت هاي تلويزيون","تيونر نسبتا ضعيف دستگاه
نداشتن کنترل دوم و غير هوشمند
نداشتن سيستم ارتقاءکيفيت تصوير براي کانال هاي غير HD","این تلویزون رو الان حدود یک هفته میشه از نمایندگی سامسونگ خریدم که حدود 150 هزار تومن از دیجیکالا گرونتر بود متاسفانه ، ظاهر تلویزیون بسیار شیک هست و زیبایی خاصی رو به خانه هنگام نصب میده ، پایه های تلویزیون طوری طراحی شده که از افتادن جلوگیری میکنه ، کیفیت تصویر نسبتا خوبی رو در هنگام پخش شبکه های غیر HD داره ، اما زمانی که دستگاه های HD رو بهش وصل میکنیم تلویزیو ن تازه اون روی خودش نشون میده ، از فیلم دیدن خسته نمیشید ، واقعا شبکه ها و فیلم های HD و FULL HD رو به خوبی با رنگ های عالی نمایش میده ، در ابتدا فایل های با پسوند MKV رو پخش نمیکنه باید بعد خرید سیستم عامل تلویزیون رو به روزرسانی کنید سپس در قسمت منوی تنظیمات > سیستم > تنظیم کارشناسی > گزینه DIVX رو انتخاب کنید در پنجره باز شده به شما یک کد میده که باید اون کد رو در سایت Http://vod.divx.com ثبت کنید و فایلی با پسوند divx رو از سایت دریافت کرده و روی فلش ریخته و به تلویزویون وصل کنید و سپس اجرا کنید با این کار به راحتی شما میتونید فایل هایی به کیفیت تصویر بالا رو اجرا کنید .
سرعت سیستم عامل و سی پی یو دستگاه در هنگام اجرای دستورات هم خوب است.
کار کردن با کنترل نیمه هوشمند این تلویزیون برای افراد مسن بسیار سخت است و همچنین در هنگام خرابی قیمت بسیار بالایی دارد ، پس حتما یک کنترل غیرهوشمند رو برای این دستگاه تهیه کنید.
امکانات این تلویزیون واقعا عالی هستن و شما رو از خریدتون پشیمون نمیکنه . ولی اگه میتونید پول بیشتری هزینه کنید مدل های سری 7 به بالای سامسونگ رو بخرید که دارای پنل جدیدتر ، سیستم ارتقاء کیفیت تصویر هستند.",13,0,5,5,5,4
"کيفيت پايين تيونر دستگاه",,"این تلویزیونو سه روز قبل از مغازه خریدیم . نسبت به گارانتی و خدمات حین تحویل ال جی بهتر بود
بعد از نصب ازونجایی که ریز همه چیز رو در میارم افتادم به جون تلویزیون و اولین چیزی که دلمو زد کیفیت فوقعلاده پایین تیونر دستگاه و کیفیت کانالای داخلی غیر اچ دی بود . در حدی که توی یه مسابقه فوتسال کله ادما مشخص نبود جزییاتش!!
الیته این در حالت شفافیت پویا یا نور زیاد بود که تویحالت های دیگه و نور صفحه کمتر کیفیت هم بهت میشه اما در مقایسه با مدل های ال جی و سونی که دیدم خیلی کیفیت کانال غیر اچ دیش پایینه.
توی کانالهای اچ دی هم بد نیست
اما اگه بخوایید فقط تی وی ایرانو ببینید این مدل حیف پوله
کنترلشم جدیده
نیمه لمسیه ینی لمس مکانیکی نه دیجیتال .ولی جذابه چون جدیده ولی کمبود دکمه دسترسی به یه سری امکاناتو محدود میکنه
کیفیت پخش فول اچ دیش هم خوبه فیلم با قابلیت فول اچ دی خوبه چون 200 هرتز هست و راحت رندر میکنه تصویرو
در نهایت اگه میتونستم برگردم به قبل خرید یه مدل دیگه یا مدل فور کی رو خریداری میکردم.",12,5,0,4,3,2
نديدم,"همه چيز","صدای تلویزیون از 50 بالا تر میرود بلند گو خش خش میکند.
تصویر فوق العاده ضعیفی دارد و به صورت شطرنجی دیده میشود.
خدمات پس از فروش آن بعد از یک ماه هنوز جواب درست حسابی به من نداده اند.",4,13,2,2,3,2
"کيفيت تصوير و کيفيت صدا عالي",نديدم,"از هر نظر عالیه کیفیت خوب صدا و تصویر",8,0,5,4,5,5
"ورودي ها و خروجي ها","کيفيت پايين تصوير صداي نامناسب رابط کاربري بد","تازه این محصول رو خریدم و یجوری پشیمونم کرد که تصمیم به تعویضش گرفتم کیفیت تصویرفوق لعاده پایین جوری که تصویر شطرنجی دیده میشه وصورت اشخاص تار میشه کلا گیرنده دیجیتالشش هم خیلی ضعیفه من از خریدم پشیمونم برید سمت ال جی بسیار تصاویر با کیفیتی داره",5,12,0,2,2,0
"سايز مناسب براي خانه هاي 75 متري
کيفيت قابل قبول تصوير
خدمات پس از فروش قوي
قيمت مناسب","کنترل از راه دور با طراحي ضعيف","سلام.من این تلویزیون رو چند روزی هست که از دیجی کالا گرفتم.شاید برای قضاوت کردنش زود باشه.و باید بگم این اولین تجربه من در خرید تلویزیون های هوشمند با چنین ابعادیه .
در کل باید بگم از خریدم راضی هستم .خودم خیلی بررسی کردم و این تلویزیون رو انتخاب کردم.چون دل خوشی از محصولات ال جی نداشتم اصلا سمت اونها نرفتم.تلویزیون های سونی هم از لحاظ آپشن به پای سامسونگ نمیرسن ولی منکر کیفیت ساختشون نیستم .از لحاظ کیفیت تصویر اون طور که بعضی دوستان میگفتن بد و افتصاح نبود.شنیده بودم که برای تماشای تلویزیون ایران که اچ دی نباشه افت کیفیت داره و ...ولی اونقدر ضایع نبود.عمق رنگ مشکی جالب نیس.
سرعتش و جزییات تصویرش خوبه
تو کانالهای اج دی یکم صابونی نشون میده.
تعداد درگاه های ورودیش خوبه و مناسبه
کیفیت بلندگوهاش بد نیست ولی جالب هم نیست.با خرید یه سوندبار تکمیل میشه.
گیرنده تلویزیون یکم ضعیفه ولی اگر مستقیم به آنتن هوایی وصل کنید درست میشه
کار‌کردن با منوهاش راحته.
در کل با این قیمت خرید خوبیه",6,4,4,4,2,4
"کيفيت بسيارعالي
کنترل هوشمند
کيفيت صداي بالا","ديجيتالش جالب نيست","درکل تلویزیون خوبیه",6,5,5,4,5,4
