positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
4k,"عدم نمايش شبکه هاي تلويزيوني ايران با کيفيت hd مصرف برق زياد قيمت بالا","سلام من این تلویزیون رو در 28 اسفند از بازار خریدم.
اول از هرچیز یک نکته که باید در انتخاب تلویزیون مد نظر داشته باشید اونهم در ایران کیفیت پخش شبکه های تلویزیونی ایران هست در این تلویزیونها..
کیفیت پخش شبکه های تلویزیونی ایران در این تلویزیون بسیار افتضاح هست با اینکه در تهران هم میشینیم و سیگنال عالی ...
اگر برای دیدن کلیپهای مخصوص 4k میخوایید و یا طالب یک سینمای خانگی هستید انتخاب بدی نیست..
بال زدن پرندگان و ... هم در این تلویزیون لگ داره و تاخیر...
من این تلویزیون رو اصلن پیشنهاد نمیکنم.
لطفن قبل از خرید تلویزیون از فروشنده بخوایید که شبکه های تلویزیونی دیجیتال ایران رو براتون بزاره...",2,1,0,1,1,1
"سيستم عامل tizen
قيمت بسيار مناسب ديجي کالا نسبت به بازار","نداشتن خروجي هدفون","سرعت پاسخ گویی سیستم عامل tizen رو نسبت webOS ال جی تست کردم، بسیار بالاتر و سریعتر عمل می کنه، منوها راحته و تا حد امکان شبیه تلویزیون های نسل قبل که بدون سیستم عامل هستن، طراحی شده، قدرت صداش نسبت به برندهای دیگه ای که 20 وات هستن به نظر قوی تر میاد، ضمنا با ریموت کنترل های مدل های قبلی هم کار می کنه.
در کل توصیه می کنم حتما بخرید. ممنون از دیجی کالا بابت قیمت خوبش.",1,3,4,4,5,4
,,"من هر دو سایز 50 و 55 اینچ این مدل رو خریدم
متاسفانه در ساعت های اولیه پس از نصب متوجه شدم این تلویزیون مدل های سری 7 جهانی نیست. همون مدل های سری 6 هست (ku6300) که با ظاهری فریبنده و نامگذاری مشابه با سری 7 و با عددهای اغواگر ی مثل 7970 به اسم سری 7 توسط شرکت سام سرویس به فروش میره!!
تمام باورهام از این مدل با فهمیدن این موضوع از بین رفت.
هرچند این مدل (ku7970) با قیمتی بالاتر از سری های 7 (سری 7 واقعی با شماره مدل ku7000 ) به فروش میره اصلا کیفیت تصویر و امکانات سری 7 رو نداره (مثل بلوتوث)
تولید مدل های سری پایین تر با نام سری بالاتر (اونم نه با نام ku7100 که با نام ku7970 که باعث فریب مشتری میشه) اتفاقیه که فقط تو کشور خودمون میتونه اتفاق بیفته!!
واقعا جز تاسف چیزی نمیشه گفت. کاش به جای این همه تعریف کسی درست بررسی میکرد و اطلاع رسانی میکرد
نکته دیگه ای هم که با تست هر دو سایز بهش برخوردم اینه که متاسفانه کیفیت پنل 50 اینچی بهتر از مدل 55 اینچه (جدا از PPI سایز 50 که به علت کوچکتر بودن بیشتره) تقریبا از همه نظر مثل کیفیت رنگ، کنتراست، روشنایی به وضوح میشه 50 اینچ رو بهتر از 55 دونست.
ضمنا من مدل 55 اینچ رو آپدیت کردم به فرمور 1165 گاهی اوقات تاخیر تو بالا اومدن منوها دیده میشه ولی مدل 50اینچی فرمور 1142 داره اینطور نیست
واقعا برگردم به عقب یا اصلا این مدل رو نمیخرم یا هر دو رو 50 اینچ بر میدارم.",1,1,1,1,1,1
,,"تازه گرفتمش همه چیش خوبه فقط نداشتنه بلوتوثش زد تو ذوقم .",4,3,3,1,3,3
,,"متاسفانه نه خروجی هدفون داره نه بلوتوث برای اتصال هدفون",3,3,3,1,3,3
"بسيار شيک و تصوير خيلي شفافي داره","درحد خودش نقطه ضعفي نداره","از خریدش راضی هستم البته من از دیجی نخریدم",3,5,5,4,4,4
"انگارتلويزون تصوير3dنمايش ميده عالي همه چيزش عالي اگه گوشي باقابليت فيلمبرداري4kداري اين تلويزيون به راحتي پخش ميکنه","هيچ نقاط ضعفي نداره واقعاً ازخريدش بسيارخوشنودم.","سلام و درود به عزیزان من این تلویزیونو16بهمن95 خرییدم بعدچندساعت نصاب اومد برام نصب کرد فقط میتونم بگم حتماًپیشنهادمیکنم این تلویزیونو همه چیزش عالیه بلوتوث هم داره،آپارات،موسیقی پلی و... تمام قطعاتش کره میزنه زیبا باریک جذاب",6,6,5,5,5,4
"کيفيت عالي","برّاق بودن صفحه تلويزيون","من هم چند روزی هست که این تلویزیون رو خریداری کردم. تا الان فرصت زیادی برای تست نداشتم اما:
- کیفیت تصویر خیلی عالی هست و حتی فیلم های HD (720p) رو هم با کیفیت فوق العاده خوبی پخش می کنه.
- عمق تصویر فوق العاده خوب هست در حدی که به نظر میاد 3 بعدی ه !!
- روشنایی و شفافیت تصویر هم خوب هست اما انتظار من از این بالاتر بود.
- تنها ایراد این تلویزیون به نظرم این هست که صفحه ش خیلی براق هست و جاهایی مثل خونه ی من که دکوراسیون روشنی دارم باعث انعکاس و مزاحمت تصویر میشه.
- ریموت ش هم خوب ه.",5,6,4,5,5,4
,,"این تلویزیون رو تقریبا اواخر آذر از دیجیکالا خریدم. باید بگم که واقعا شیک و باکلاس و دارای کیفیت خوبیه.
از همه دست‌اندرکاران سایت دیجیکالا تشکر و قدردانی می‌کنم.",13,7,5,4,4,4
"کيفيت عالي فقط در کانالهاي HD","نداشتن بلوتوث !
کيفيت بد قطعات
پايه لغزنده و شل
مونتاژ ضعيف
صداي بلند ولي بدون کيفيت","واقعا وقتی از سام سرویس برای نصب اومدن انقدر بد مونتاژ شده بود که اول احساس کردم تلوزیون دست دوم هست با اینکه جعبه تلوزیون دو چسب نبود و پلمپ کارخونه بود و پلمپ تصویر را هم چک کرده بودم و جالب تر از همه این بود که یک سری از پیچهای پشت پنل به صورت رندوم جای آچارخوردگی داشت...
که حتی انقدر شک کردم با سام سرویس تماس گرفتم که گفتن سریال نامبر تلوزیون شما توی شرکت نو هست و اولین نصبش میباشد که گفتم اگه قبلا نصب شده باشه و به شرکت اعلام نشده باشه و مثلا نمونه فروشگاه بوده باشه از کجا متوجه بشم که گفتن نشونه نو بودن تلوزیون همون پلمپ تصویرش هست که قانع نشدم.
که بعد از سالها خرید از سامسونگ و سام سرویس بعید میدونم دیگه تلوزیون سامسونگ بخرم.",3,3,5,2,1,5
,,"این تلویزیون در ایران مونتاژ میشه که میتونه جای خوشخالی هم داشته باشه اما هزیمه این خوشحالی رو مصرف کننده باید پرداز کنه و شاید بشه کفت که سرش کلاه بره.
کیفیت ساخت اقلام پلاستیکی اصلا خوب نیست و بی کیفیت جلوه میده دستگاه رو
حدود یک‌ ماه از خریدم متوجه شدم‌ که این تلویزیون در واقع از سری K6300 هست و فقط یک تغییر نام در اون صورت گرفته برای جذب مشتری
در نظر اول به نظر اومد که کیفیت هیلی موبی تلویزیون داره اما دلیلش تغییر تصویر تلویزیون قدیمی به تلویزیون جدید بود و با کلی دستکاری در منوها و تغییر رنگ و نور و کنتراست تصویر تا حدی قابل قبول به نظر میاد
اما این که بشه گفت عالی یک هیجان زود گذر هست و از سر ناآگاهی (خودم) ابن حرف زده شده قطعا
به دلیل تغییر نام این مدل در اینترنت وجود خارجی نداره که بشه بررسی کرد که در سطح جهانی چه بازخوردی روش بوده
این موضوعی هست که شرکت سام سرویس باید در برابرش پاسخگو باشه، و سازمان حمایت از مصرف کنندگان هم برخورد جدی کنه
که چطور از اعتماد مشتری به نام شرکت سامسونگ سواستفاده این چنینی می کنند",7,3,5,2,3,3
,"بلوتوث ندارد","نسبت به قیمتش نمی ارزد وکیفیتش با تلویزیون معمولی فرقی ندارد",4,3,3,3,3,3
"کيفيت فوق العاده تصوير و وضوح بي نظير،صداي عالي با بهره گيري از آمپلي فاير،پردازنده 4هسته ايي و سرعت عالي،اچ دي آر پرميوم","نبود درگاه هاي تاريخ مصرف گذشته مثل خروجي هدفون.","دوستان کیفیت و شفافیت این تلوزیون واقعا بیداد می کنه به نحوی که ویدیوی hd 720p رو با وضوح مثال زدنی نمایش می ده چه برسه به 4kهمچنین صدای جذابی با بهره گیری از آمپلی فایر داخلی داره،پایه زیبایی هم داره و در کل چیزی ز suhd های سامسونگ کم نداره تو این بازه قیمتی بهترین انتخاب هست.یا علی",2,3,5,5,5,5
"کيفيت بسيار خوب تصوير","امکانات محدود شده هوشمند به استفاده از نرم افزارهاي ايراني و چند اپ خارجي
حذف بلوتوث که کار با بعضي از دستگاهها رو محدود ميکنه
کامل نبودن تجهيزات داخل کارتون مثل نبود کابل HDMI و دستمال مخصوص تميزکردن صفحه نمايش
کنترل اصطلاحا مجيک نيست و به دليل حذف دکمه هاي مينابر از روي آن، کار را سخت ميکند، در نسخه هاي مجيک کنترل مانند يک‌ موس کامپيوتر با حرکت کنترل به اطراف به آساني عمل ميکند","2 هفته میشه که این تلویزیون رو‌خریدم
کیفیت تصویر عالی است
اما امکانات نرم‌افزاری احتمالا به دلیل اینکه این تلویزیون در ایران تولید میشه بسیار محدود هستند و قابلیت نصب نرم افزارهای زیادی رو‌ ندارید، چندین اپ پیش فرض هم‌نصب شده اند که قابلیت حذف ندارند!
کنترل تلویزیون تنها چند دکمه روش داره که در نگاه اول جالب بنظر میاد، اما بر خلاف چیزی که فکر میکردم داخلش از ژیروسکوپ استفاده نشده و اصطلاحا مجیک نیست و حرکت بین منوها فقط از طریق فشردن همون چند دکمه انجام‌میشه، که استفاده از همون میزان محدود امکانات هوشمند تلویزیون رو اژ جذابیت میندازه.
نبود بلوتوث باعث میشه که نتونه با یک سری از دستگاه‌های حتی خود سامسونگ مثل ساندبار، ارتباط بیسیم برقرار کنه
داخل جعبه دستگاه کابل HDMI و دستمال مخصوص تمیز کردن صفحه نمایش وجود نداشت
در تلویزیون های هم رده LG از پنل تقویت شده IPS استفاده میشه که ضد ضربه و ضد خش میکنه صفحه نمایش رو که از این نظر میتونه برتری محسوب بشه
حجم صدای خود دستگاه بسیار بلند هست اما کیفیت بالایی نداره اصلا، بنابر این خرید یک ساندبار شاید الزامی بنظر بیاد

در کل دستگاهی هست که هیچ‌جا وجود خارجی نداره جز در ایران که در مورد ال جی هم این موضوع صادق هست، مدلهایی که سفارشی سازی شده هستند برای ایران و در اینترنت هیچ منبع مناسبی برای بررسی یا دریافت اطلاعات از اون ها وجود ندارد
میشد امیدوار بود که محصولات تکنولوژیک کمی تفاوت با صنایع خودرو سازی در حذف آپشن ها داشته باشند.... که اینطور نبود",4,2,5,2,3,3
4k,"عدم نمايش شبکه هاي تلويزيوني ايران با کيفيت hd مصرف برق زياد قيمت بالا","سلام من این تلویزیون رو در 28 اسفند از بازار خریدم.
اول از هرچیز یک نکته که باید در انتخاب تلویزیون مد نظر داشته باشید اونهم در ایران کیفیت پخش شبکه های تلویزیونی ایران هست در این تلویزیونها..
کیفیت پخش شبکه های تلویزیونی ایران در این تلویزیون بسیار افتضاح هست با اینکه در تهران هم میشینیم و سیگنال عالی ...
اگر برای دیدن کلیپهای مخصوص 4k میخوایید و یا طالب یک سینمای خانگی هستید انتخاب بدی نیست..
بال زدن پرندگان و ... هم در این تلویزیون لگ داره و تاخیر...
من این تلویزیون رو اصلن پیشنهاد نمیکنم.
لطفن قبل از خرید تلویزیون از فروشنده بخوایید که شبکه های تلویزیونی دیجیتال ایران رو براتون بزاره...",2,1,0,1,1,1
"سيستم عامل tizen
قيمت بسيار مناسب ديجي کالا نسبت به بازار","نداشتن خروجي هدفون","سرعت پاسخ گویی سیستم عامل tizen رو نسبت webOS ال جی تست کردم، بسیار بالاتر و سریعتر عمل می کنه، منوها راحته و تا حد امکان شبیه تلویزیون های نسل قبل که بدون سیستم عامل هستن، طراحی شده، قدرت صداش نسبت به برندهای دیگه ای که 20 وات هستن به نظر قوی تر میاد، ضمنا با ریموت کنترل های مدل های قبلی هم کار می کنه.
در کل توصیه می کنم حتما بخرید. ممنون از دیجی کالا بابت قیمت خوبش.",1,3,4,4,5,4
