positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
"قيمت پايين","پنل با کيفيت تصوير پايين
پاسخگويي دير تلويزيون به دستورات کنترل
رنگ غير طبيعي
نورهاي سفيد اضافه در رنگ مشکي","سعی کنید پولتون رو دور نریزید و از برندهای شناخته شده و با کیفیت استفاده کنید.",0,13,1,2,2,2
"ظاهر زيبا
ارزش خريد بالا
کيفيت قابل قبول به نسبت قيمت","بزرگي کنترل
تاخير اجراي فرامين و زيبا نبودن پايه هاي روميزي
هارموني نداشتن پايه ها با پنل زيباي خميده تلويزيون","سلام امروز تازه به دستم رسید . از دیجی کالا بابت فروش شگفت انگیز این کالا بسیار متشکرم ، مامور پست حتی با شنیدن قیمتش سورپرایز شد . ان شااله نظر تکمیلی خودمو در پیامهای بعدی ارایه خواهم داد . ناگفته نماند که با نبودن سایر اقلام سبد خریدم به همراه تلویزیون تا حدی جا خوردم که پس از تماس کاشف بعمل امد که اقلام ریز تر یکی دو روز بعد ارسال گردیده و بزودی تحویل خواهد گردید .

دیجی کالا = لذت یک خرید هوشمندانه",7,2,3,3,3,3
"قيمت سايز قيمت","کندي موقع روشن شدن در حدود چند ثانيه","اینو تو فروش ویژه خریدیم. کیفیت تصویر خیلی خوب، کناره ها بسیار نازک و کیفیت ساخت بالا. برای موبایلتون باید این نرم افزار هارو دانلود کنید که من خیلی گشتم اینجا مینویسم:
iOs: nScreen
Android: TCL nscreen+",8,0,4,4,4,5
"کيفيت خوب
قيمت مناسب
امکانات بالا","کنترل با طراحي نه چندان جالب","امروز کار با این تلویزیون رو شروع کردم .
در نگاه اول ظاهر شیک و زیبا بیشتر آدمو جذب خودش میکنه و محیط کاربری مناسب و باحال و کیفیت تصویری کاملا رقابتی با رقیبان سرخت خودش یعنی سامسونگ و ال جی.... والبته تمام این ها با قیمتی بسیار کمتر از سایر رقیبان خود تنها چیزی که تو ذوق می زنه کنترلشه که طراحی زیاد جالبی نداره و دکمه هاش خیلی خشک و نچسبه و میتونست بهتر بشه و صدالبته کاربردی تر!!!! در کل با این امکانات و کیفیت و قیمت پایینش میتونه بهترین گزینه باشه !!",8,0,4,4,3,5
,,"بالاتر از پولی که دادیم گیرمون اومد.",8,1,4,4,4,5
"کيفيت صدا و تصويرش عاليه
قدرت WIFI عاليه
راحت با گوشي ارتباط برقرار ميکنه","Ap Store تلويزيون نرم افزار زيادي نداره","با این همه امکانات
و این همه قابلیت
والبته گارتنی معتبر شهاب
واقعا نخریدنش اشتباهه ...",12,0,4,5,4,5
"منو و نرم افزار خوب","کندي تعويض کانال
کيفيت پايين گيرنده ديجيتال","امکانات نرم افزاری این تلویزیون خوبه ولی کیفیت تصویر گیرنده دیجیتال خوب نیست البته کاناهای اچ دی بد نیست اما تعریفی نداره فقط اگه یه فیلم با کیفیت hd از ظریق usb یا کامپیوتر پخش بشه واقعا خوب نشون میده در کل اگه یه تلویزیون خیلی خوب و با سرعت و بی عیب لازم دارید برید سراغ یه چیز دیگه",2,8,1,3,2,2
"کيفيت صفحه متوسط به بالاي ان",,"خوبه واسه کسایی که زیاد به برند اهمیت نمیدن،چون اصلا به برندو این چیزا نیست",8,1,4,5,3,3
نديدم,"کنترل هوشمند","تورو خدا موجودش کنید میخام برای اساس جهیزیه خونه ام بخرم.خیلی بررسیش کردم عالیه",15,0,5,5,5,5
"قيمت و کيفيت عالي","برندي که معروف نيست","در کل حرف نداره من همین رو تو نمایندگی تی سی ال پرسیدم که سیصد هزار بالاتر گفت",14,0,3,3,3,3
,,"من این تلوزیون رو خریدم
کیفیت تصویرش در حد برند های مطرح مثل سامسونگ و الجی هست
پس کیفیتش کاملا قابل قبوله
صداش کاملا با کیفیت هست و حتی باید گفت از بقیه برند ها بهتره
طراحی و زیبایی ساختش هم عالیه
شرکتش هم معتبره و خدمات خوبی ارایه میده
فقط طراحی و اندازه کنترلش یکم تو ذوقم خورد
در کل از خریدم کاملا راضی ام",21,7,4,5,5,5
"زيبايي ، قيمت مناسب ، خميدگي","برند کمتر شناخته شده ،","با این مبلغ مخصوصا در فروش شگفت انگیز شک نکنید که بهترین تلویزیون خمیده بازار را به نسبت قیمت در اختیار دارید ... گر چه برند آن کمتر شناخته شده است ولی چیزی کمتر از برندهای معروف نخواهد داشت مخصوصا که در سالهای اخیر در تمام شهرهای کوچک و بزرگ نمایندگی دارد و نمایندگیهای این برند بسیار فعالند ،،، خلاصه کلام ....بخررر ضرر نمیکنی ...",11,6,4,5,3,5
,,"من چهار سال تلوزیون سامسونگ دارم تا حالا سه بار آی سیش سوخته و مجبور به تعویض آن شدم.",23,22,0,0,0,0
"هوشمند اندرويدي خميده تصوير با کيفيت عالي","صداي نه چندان فراگير","من در پیشنهاد شگفت انگیز خریدم و باید بگم کیفیت تصویر با سامسونگ و ال جی برابره و واقعا ارزش خرید داره و از خریدم راضیم.",21,6,4,4,4,4
"قيمت البته شگفت انگيز
زيبايي که بيشتر مديون خميده بودنشه
کيفيت تصوير خوب
امکانات عالي و هوشمند بودن البته nScreen موبايل
عمق تصوير و لذت بيشتر و خسته گي کمتر به دليل خميدگي","کنترل بزرگ و هوشمند نبودن آن
الارغم تصوير پايه ها نقره اي هست","خیلی ممنون از دیجی کالا به دلیل قیمت ویژه ای که گذاشت
زیبایی خاص و دوست داشتنی ( خمیده )
کیفیت تصویر و صدای خوب ( البته که باید کیفیت تصویر فیلم هم خوب باشد )
قابلیت هوشمند بودن با توجه به nScreen خیلی عالی که گوشی
اگر فروش ویژه گذاشت شک نکنید و فورا سفارش دهید هرچند به این قیمت هم میرزه واقعا
در مورد خمیده بودن چند تا نکنه هست
1 تصویر عمق داره و تقریبا یکم شبیه سه بعدی هست و لذت تصویر رو چند برابر میکنه ( برای تست میتونید به یکی از نمایندگی های فروش سامسونگ بروید و یک تصویر تخت و خمیده رو معمولا کنار هم میزارن )
2 چشم کمتر خسته میشه ( چون کناره ها یکم به شما نزدیکتر هست و چشم کمتر مجبور میشه دنبال تصویر در کناره ها حرکت کنه )
3 انتباق بیشتری نسبت به چشم داره و کمتر به چشم ضرر میرسانه
4 یکنواختی و بی روح بودن تصویر تخت رو نداره و باعث طبیعی بودن تصویر و حس واقعی تری داره
5 زیبایی خود تلویزیون ( کلاس بالا و گران قیمت نشان میده )
6 جدید و خاص بودن
من چون چندین تلویزیون از سه بعدی گرفته تا معمولی از تمامی برند ها داشتیم و داریم ولی خمیده یه چیزه دیگه هست",22,3,5,4,3,5
"امکانات بالا
کيفيت تصوير فول اچ دي
قيمت مناسب
سيستم هوشمند اندرويد 4.4","پردازنده ضعيف
کني مشهود در تعويض کانال ها","من یه چند روزی میشه این سیستم رو خریدم تمام قسمتها از وای فا و بلوتوث و کیفیت صدا همه عالی فقط در تعویض کانال ها تعلل زیادی میکنه در کل با توجه به این که تو پیشنهاد شگفت انگیز 2 تومن خریدم با این قیمت و این امکانات عالی -مثل خودش با این امکانات و این قیمت پیدا نمیشه",13,3,3,4,4,4
"امکانات نرم افزاري اندرويد
ارتباط با گوشي هاي هوشمند
ظاهر نسبتاً زيبا
کيفيت صداي مناسب","کيفيت تصوير معمولي","نسبت به قیمتش و امکانتش تو پیشنهاد ویژه میارزه ولی انتظار کیفیت تصویر بالا رو نباید داشته باشید و اصلا کیفیت و وضوح تصویر را با تلویزیون های برند های مطرح مقایسه نکنید.
کلاً",9,15,2,4,3,4
"ظاهر زيبا","کيفيت وکنتراست خيلي پايين است.","با سلام
من این تلویزیون تو پیشنهاد ویژه خریدم با این که قیمت مناسب خریدم ناراضی هستم چون اصلا کیفیت تصویر نداره و سایه روشن دیده میشه تو تصاویر فقط مناسب سالن انتظار فضاهای عمومی میخوره که شبکه های داخلی تماشا کرد به هیچ وجه برای پخش تصاویر با کیفیت بالا نمیخوره،کیفیت ساخت خوبی نداره از فضای پشت تلویزیون که نگاه میکنید کل برد و چراغ ال ای دی های دستگاه مشخص هست.",10,19,1,3,3,2
,,"من در فروش ویژه این تلویزیون را خریداری نمودم با توجه به مبلغ پرداخت شده و امکانات این تلویزیون میتوان گفت در رده خود بهترین میباشد و ارزش خرید بالایی دارد. با تشکر از دیجی کالا",12,7,4,4,3,5
"قيمت مناسب","4کي نيس","عزیزان بنده تو نت تحقیق کردم واسه تلوزیون های خمیده به این نتیجه رسیدم که تلوزیون خمیده oledخوبتر هست تا ipsچون همانطور که میدونید این تلوزیون مقعر هست ومانند عدسی نور رو متمرکز میکنه تو نقطه ی خاصی پس وضوح وشفافیتش هم جا یکسان نیس و توی محدوده ی کانونی وجلوی تلوزیون به حد اعلا میرسه وتو نقاط دیگه کنتراست وجذابیت رنگ ها کم میشه ولی نه خیلی محسوس،تلوزیون های خمیده oledاین مشکلو کمتر دارن یا ندارن چون کنتراستشون بی نهایته...!
تلوزیون های ips تختش بهتره تا خمیده شون به دلیل همون کنتراست! این نظرمنه...راسی تجربه ای ندارم وفقط با آمار وارقام نظر دادم!",9,17,4,4,4,5
"صفحه خميده
سيستم عامل اندرويد با اين قيمت پايين!
تعداد پورتهاي مناسب
رزوليشن مناسب
قيمت غوق العاده مقابل بهاي پرداختي",,"من تو پیشتهاد شگفت انگیز خریدم و واقعا در مقابل بهای پرداختی اندکی تامل نمیشد کرد برای خریدش و انصافا که خوب جواب انتخابمو داد و پشیمون نیستم و امیدوارم این برند بیش از این حا بیفته",18,5,5,5,5,5
,,"ما 32 اینچ از این مارک را داریم اصلا خوب نیست و بی کیفیت هستش",6,23,2,3,3,2
"اندرويدي
خميده
تعداد کافي پورت ها
طراحي",نديدم,"انصافا کیفیتش و امکاناتش نسبت به قیمتش خیره کنندس",21,4,5,5,5,5
"باتوجه به قيمتش بسيار عاليه من يک هفته هست که خريدم حتما بخريد",تصويرD3نداره,"روی هم رفته بسیار خوبه و راضیم تصویر عالیه",78,42,3,3,3,3
,,"من این تلوزیون رو خریدم
کیفیت تصویرش در حد برند های مطرح مثل سامسونگ و الجی هست
پس کیفیتش کاملا قابل قبوله
صداش کاملا با کیفیت هست و حتی باید گفت از بقیه برند ها بهتره
طراحی و زیبایی ساختش هم عالیه
شرکتش هم معتبره و خدمات خوبی ارایه میده
فقط طراحی و اندازه کنترلش یکم تو ذوقم خورد
در کل از خریدم کاملا راضی ام",21,7,4,5,5,5
"زيبايي ، قيمت مناسب ، خميدگي","برند کمتر شناخته شده ،","با این مبلغ مخصوصا در فروش شگفت انگیز شک نکنید که بهترین تلویزیون خمیده بازار را به نسبت قیمت در اختیار دارید ... گر چه برند آن کمتر شناخته شده است ولی چیزی کمتر از برندهای معروف نخواهد داشت مخصوصا که در سالهای اخیر در تمام شهرهای کوچک و بزرگ نمایندگی دارد و نمایندگیهای این برند بسیار فعالند ،،، خلاصه کلام ....بخررر ضرر نمیکنی ...",11,6,4,5,3,5
,,"من چهار سال تلوزیون سامسونگ دارم تا حالا سه بار آی سیش سوخته و مجبور به تعویض آن شدم.",23,22,0,0,0,0
"هوشمند اندرويدي خميده تصوير با کيفيت عالي","صداي نه چندان فراگير","من در پیشنهاد شگفت انگیز خریدم و باید بگم کیفیت تصویر با سامسونگ و ال جی برابره و واقعا ارزش خرید داره و از خریدم راضیم.",21,6,4,4,4,4
"قيمت البته شگفت انگيز
زيبايي که بيشتر مديون خميده بودنشه
کيفيت تصوير خوب
امکانات عالي و هوشمند بودن البته nScreen موبايل
عمق تصوير و لذت بيشتر و خسته گي کمتر به دليل خميدگي","کنترل بزرگ و هوشمند نبودن آن
الارغم تصوير پايه ها نقره اي هست","خیلی ممنون از دیجی کالا به دلیل قیمت ویژه ای که گذاشت
زیبایی خاص و دوست داشتنی ( خمیده )
کیفیت تصویر و صدای خوب ( البته که باید کیفیت تصویر فیلم هم خوب باشد )
قابلیت هوشمند بودن با توجه به nScreen خیلی عالی که گوشی
اگر فروش ویژه گذاشت شک نکنید و فورا سفارش دهید هرچند به این قیمت هم میرزه واقعا
در مورد خمیده بودن چند تا نکنه هست
1 تصویر عمق داره و تقریبا یکم شبیه سه بعدی هست و لذت تصویر رو چند برابر میکنه ( برای تست میتونید به یکی از نمایندگی های فروش سامسونگ بروید و یک تصویر تخت و خمیده رو معمولا کنار هم میزارن )
2 چشم کمتر خسته میشه ( چون کناره ها یکم به شما نزدیکتر هست و چشم کمتر مجبور میشه دنبال تصویر در کناره ها حرکت کنه )
3 انتباق بیشتری نسبت به چشم داره و کمتر به چشم ضرر میرسانه
4 یکنواختی و بی روح بودن تصویر تخت رو نداره و باعث طبیعی بودن تصویر و حس واقعی تری داره
5 زیبایی خود تلویزیون ( کلاس بالا و گران قیمت نشان میده )
6 جدید و خاص بودن
من چون چندین تلویزیون از سه بعدی گرفته تا معمولی از تمامی برند ها داشتیم و داریم ولی خمیده یه چیزه دیگه هست",22,3,5,4,3,5
"امکانات بالا
کيفيت تصوير فول اچ دي
قيمت مناسب
سيستم هوشمند اندرويد 4.4","پردازنده ضعيف
کني مشهود در تعويض کانال ها","من یه چند روزی میشه این سیستم رو خریدم تمام قسمتها از وای فا و بلوتوث و کیفیت صدا همه عالی فقط در تعویض کانال ها تعلل زیادی میکنه در کل با توجه به این که تو پیشنهاد شگفت انگیز 2 تومن خریدم با این قیمت و این امکانات عالی -مثل خودش با این امکانات و این قیمت پیدا نمیشه",13,3,3,4,4,4
"امکانات نرم افزاري اندرويد
ارتباط با گوشي هاي هوشمند
ظاهر نسبتاً زيبا
کيفيت صداي مناسب","کيفيت تصوير معمولي","نسبت به قیمتش و امکانتش تو پیشنهاد ویژه میارزه ولی انتظار کیفیت تصویر بالا رو نباید داشته باشید و اصلا کیفیت و وضوح تصویر را با تلویزیون های برند های مطرح مقایسه نکنید.
کلاً",9,15,2,4,3,4
"ظاهر زيبا","کيفيت وکنتراست خيلي پايين است.","با سلام
من این تلویزیون تو پیشنهاد ویژه خریدم با این که قیمت مناسب خریدم ناراضی هستم چون اصلا کیفیت تصویر نداره و سایه روشن دیده میشه تو تصاویر فقط مناسب سالن انتظار فضاهای عمومی میخوره که شبکه های داخلی تماشا کرد به هیچ وجه برای پخش تصاویر با کیفیت بالا نمیخوره،کیفیت ساخت خوبی نداره از فضای پشت تلویزیون که نگاه میکنید کل برد و چراغ ال ای دی های دستگاه مشخص هست.",10,19,1,3,3,2
