positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
"طراحي زيبا","فعلا چيزي نديدم","خوبه. بخاطر ایرانی بودنش خریدم.اما راضی ام. به امید روزی که واقعا همش داخلی باشه",6,0,3,3,3,3
,,"دوستان عزیزی که از کیفیت تصویر انتقاد می کنید ،به نظر خودتان و اگر کمی دقیقتر ومنصفانه تر نگاه کنید آیا این موضوع می تواند درست باشد؟ شرکت مادیران به جرات یکی از خوشنام ترین شرکتها در عرصه محصولات الکترونیک وکامپیوتر و ...است که سابقه طولانی در این امر دارد و در سخت ترین شرایط هم کالاهای با کیفیتی تولید می کرد وبا قیمت مناسب در اختیار هموطنان عزیز قرار می داد(سالهای جنگ و تحریم را فراموش نکرده ایم که برای خرید یک مانیتور4ا اینچ چه قدر باید این در و آن در می زدیم و با قیمت گزافی آن را تهیه می کردیم و اگر شرکتهایی مانند مادیران و یکی دو شرکت دیگر که متاسفانه این روزها دیگر نامی از آنها نیست، هزینه های بسیار بیشتری بر ما تحمیل می شد)
به نظرتان چرا باید این شرکت اجازه دهد محصولی که نام 4k را یدک می کشد کیفیت تصویر پایینی داشته باشد (ماتی یا پایین بودن شفافیت یا هر اسم و ایراد دیگری که می گذارید ) دوستان اگر شما یک پشت پنل یک ال سی دی را باز کرده باشید -به هیچ وجه توصیه نمی کنم ،خطرناک و گارانتی هم باطل می شود!- ملاحظه می کنید که اکثر مدار ها مجتمع شده اند و دیگر مثل تلویزیون های قدیمی نیست که ده ها مقاومت و خازن و دیود و ترانزیستور و آی سی و ... در یک برد بزرگ کنار هم قرار گرفته باشند و به عبارت دیگر همه چیز در یک یا چند چیپ خلاصه شده از آن اجزا قبلی به ندرت چیزی می بینید . این مدار های جدید و فشرده شده هم معمولا چیزی نیست که در داخل طراحی و تولید شوند ، بلکه توسط شرکتهای فوق تخصصی که امکانات تست و آزمایش کیفی و کمی در شرایط مختلف دما و فشار و رطوبت و....را در لابراتوارهای بسیار گرانقیمت دارند،طراحی می شوند ، البته ممکن است تغیرات جزیی در شرکتهای قدرتمند داخلی در آنها ایجاد و یا قابلیتهایی که کاربردی در کشور ندارند از آنها حذف شوند تا قیمت متعادل تر شوند، به هر حال شباهتهای ساختاری در حال حاضر در بین بسیاری از برندهای مختلف وجود دارد. اما مدل مورد بحث در بالا از جدید ترین و با امکانات ترین نمونه در بین محصولات این برند است و چرا باید تصویرش مات باشد؟!!! همانطور که بسیاری از نظر دهنده های محترم به درستی بیان کردند ،اشکال از گیرنده نیست بلکه از فرستنده است ! یعنی وقتی شما یک پنل 4k دارید باید چیزی را برای پخش بگذارید که تناسبی با رزولوشن بسیار بالای آن داشته باشد . به عبارت دقیقتر همان 4k باشد که متاسفانه نداریم و حتی فول اچ دی هم در بسیاری از شهرها و نقاط وجود ندارد و هر چه از رزولوشن تصویر واقعی کم شود از کیفیت تصویر در اینگونه تلویزیونهای با کیفیت به مراتب کمتر خواهد شد ، چراکه باید نقاط بسیار بیشتری را که در تصویر واقعی وجود ندارد تخمین بزند و شبیه سازی کند و روی صفحه نمایش بفرستد! این مشکل را خیلی ها که مثلا تلویزیون را در مانیتور کامپیوترشان مشاهده می کنند هم دیده اند یعنی تلویزیون های قدیمی از مانیتور های بسیار باکیفیت تصاویر را طبیعی تر نشان می دهد! این اشکال از آنجا ناشی می شود که ال سی دی ها دارای رزولوشن فیزیکی طبیعی Native هستند که بهترین کیفیت در همین حالت نتیجه می شود ! پس انتظار نداشته باشیم که کیفیت sd فیلمی را ، این یا هر تلویزیون اولترا اچ دی به 4k تبدیل کند! بلکه باید انتظار دیدن تصویر آبرنگی شده را (به علت پردازش دیجیتالی زیاد جهت تطبق آن با وضوح بسیار بالاتر) داشته باشیم ! جان کلام، فایل یا برنامه تصویر اریجنال را 4k انتخاب کنید، این تلویزیون هم با کیفیتی فرا تر از انتظار آن را به تصویر در می آورد!",17,0,5,5,5,5
"کيفيت بالاي تصوير
صداي خوب
انواع ورودي و خروجي صوت و تصوير
داشتن DVR
پشتيباني از انواع فرمتهاي صوتي و تصويري","کنترل هوشمند","من هم تازه این محصول رو خریدم ، از کیفیتش راضی هستم ، فکر نمیکردم برند ایرانی اینقدر عالی باشه ، ممنون از دیجی کالا",13,1,3,3,3,3
"ايراني بودن , قيمت مناسب
طراحي زيبا
پورت زياد
گريد A در مصرف انرژي
کيفيت 4K و شفافيت تصوير و کيفيت صداي عالي","کنترل هوشمند","من یک هفته است این تلویزیون رو از طریق دیجی کالا خریداری کردم و زیاد اهل نظر دادن نیستم ولی با خوندن نظرات بعضی دوستان مجبور شدم نظر خودم رو اعلام کنم
برخی از اعضا نوشتن تصویر تار و کدره یا اینکه رنگ قاب دور محصول بلند میشه که این یک دروغ محضه و تصاویر این تلویزیون به مراتب از برندهای خارجی LG, SAMSUNG , SONY با کیفیت تر و شفاف تر بوده ولی نمیدونم چرا برخی دوستان فقط بلدن آیه یاس بخونن و تو سر اجناس ایرونی بزنن و هدفشون رو از این دروغ پردازی ها درک نمیکنم
این دستگاه اولترا اچ دی بوده و برای پخش با کیفیت حتما باید یک دستگاه با حداقل کیفیت فول اچ دی ضمیمه آن کنید تا کیفیت و قدرت این دستگاهو ببینید.
سایر برندهای خارجی با این امکانات و کیفیت حداقل حدودا 1/2 میلیون تومان از این دستگاه ایرانی گرانتر هستند و از آن گذشته خرید خارجی باعث خروج ارز از کشور و نابودی صنعت ما میشود.
من شغلم فروش ماشین های اداری و کامپیوتر هست و حدودا 10 ساله شاغل در این بخش هستم و مانیتورهای شرکت مادیران با برند XVISION هم به مراتب از برند خارجی مرغوبتر و با کیفیت تره.
من اگر بازهم بخوام تلویزیون بخرم مطمئنا گزینه اولم برند XVISION هستش
تنها عیب این دستگاه کنترل هوشمند آنست که حالت تاچ پدی است یعنی مانند لب تاپ عمل میکنه و برای برخی اشخاص ممکنه کار کردن باهاش سخت و کسل کننده باشه",21,2,3,3,3,3
"کيفيت تصوير بي نظير پورت usb 3 سرعت بالا در بارگذاري هارد اکسترنال ايراني بودن محصول","کنترل هوشمندش ظاهر زيبايي داره اما کاراييش مثه ظاهرش نيست منو ها يکم ابتدايي هستن","حتما پیشنهاد میکنم به خرید این تلویزیون
برندهای دیگه با همین امکانات و کیفیت مشابه حداقل 3 میلیون هزینه در بر داره
خروجی صدای نسبتا معقولی داره
دوستان انتظارشون از تلویزیون اینه که تصاویر بی کیفیت کانال های استانی رو 4k ببینن
اما اینطور نمیشه که،تصویر 4k این تلویزیون محشره",12,1,5,4,3,5
"طراحي قابل قبول","شفافيت در حد تلويزيون پارس قديم","واقعا این تلویزیون گرون و بی کیفیت هست از نظر شفافیت هیچ حرفی واسه گفتن نداره،فقط تو شبکه های اچ دی و فیلم های با کیفیت بالا قابل قبول هست، از این برند فقط تلویزیون های ارزون تر رو خرید کنید من کیفیت و شفافیت بیشتری ازشون دیدم مخصوصا 43 اینچ فول اچ دی",4,22,0,3,3,3
,,"من قصد خرید اینو داشتم ولی با راهنمایی های دوستان درباره خرید این تلوزیون صرف نظر کردم .
مرسی واقعا از کاربر های فعال .",1,17,3,3,3,3
"طراحي زيبا با قاب بسيار باريک
کنترل هوشمند داراي تاچ پد و کيبورد qwerty
ورودي و خروجي هاي متعدد
نمايش روان طيف وسيعي از فرمتها","کنترل معمولي آن طراحي قديمي دارد
منوها جذاب نيستند","بنام خدا
من این تلویزیون رو تقریبا دو هفته ای میشه خریدم . بار اول که روشنش کردم انتظار داشتم کیفیت تصویر بالاتری ببینم ولی الان به نظرم میرسه که کیفیت تصویرش بهتر شده . انگار باید آب بندی می شد !
دو تا ریموت کنترل داره که ریموت معمولیش طراحی مدرن و به روزی نداره و حس قدیمی بودن میده ولی کنترل هوشمندش قشنگ و با کیفیته و تاچ پد هم داره .
طراحی منو ها میتونست خیلی بهتر و زیباتر باشه و یه کم آدمو یاد منوهای ست تاپ باکس میندازه .
یکی از خوبیهاش اینه که پایه نصب دیواری همراهش هست از جنس پلاستیک فشرده که با ترس و لرز نصبش کردم و خدا رو شکر فعلا که نیفتاده .
کیفیت صدای باندهاش بد نیست ولی با اتصال به دستگاه سینمای خانگی صدای خیلی بهتری میشه گرفت .
به خاطر 4K بودن فونت منوها ریز شده که یک ایراد به حساب میاد .
در مجموع میتونم بگم یک محصول ایرانی خوب و قابل قبول هستش . علی الخصوص با قیمت مناسبش .",12,2,3,3,3,3
"امکانات متنوع
طراحي مناسب
قيمت منصفانه","عدم جود تبديل تصوير","به نام خدا
با توجه به قیمت مناسب و امکانات به روز این مدل ارزش خرید بالایی دارد البته خودم قصد خرید مدل 55 این سری از تی وی های ایکس ویژن را دارم
زیاد هم اهل نظر دادن در سایتها نیستم ولی یکی از دوستان راجع به این برند نقل قولی را مبنی بر اینکه مونتاژی از شرکت وستل ترکیه است بیان داشته اند که لازم دیدم نتیجه تحقیق خود را بیان کنم:
1- برند وستل بطور مستقیم کالاهای خود را را وارد ایران می کند لذا نیاز به ایجاد رغیب برای خود در ایران ندارد.
2- این شرکت فاقد تکنولوژی تولید ای سی دی های با پنل 55 اینچی و متعاقبا 4K می باشد
3- به طور کلی تکنولوژی ساخت پنل 4k را چند شرکت معتبر در دست دارند تا آنجا که حتی برندهای مطرح چینی نظیر شیائومی و هایر نیز از سامسونگ و ال جی پنل های آی پی اس 4K خود را تهیه می کنند.
4- تا آنجا که من بررسی کردم پانل های شرکت ایکس ویژن متعلق به Konka می باشد که یک شرکت الکترونیکی معتبر و البته چینی می باشد و این رویه تولید تلویزیون در کل دنیا مرسوم است حتی در خصوص شرکت آمریکایی visio
و در آخر به امید روزی که مردم ایران بتوانند با خیالی آسوده از کیفیت کالاهای تولیدی و یا مونتاژی (که از منظر علم اقتصاد هم هیچ منعی ندارد) استفاده کنند زیرا این به نفع همه ما خواهد بود. ارادتمند همه ی نقد کنندگان عزیز",11,2,4,5,4,5
,"فريم پلاستيک ضعيف","بعد از مشکل کنده شدن رنگ فریم دور با شرکت تماس گرفتم و اونها هم برام با یک اکبند عوض کردن در ضمن تمام قطعات این تلویزیون وستل ترکیه هستش که تمام فروشنده هابه دروغ میگن پنل و قطعاتش ال جی کره هستش در رابطه با کیفیت تصویر پایین و کدرش از مسیول فنی شرکت پرسیدم خودشون اذعان داشتن نسبت به سایر برندها درخشندگی کمتری داره و فقط هنگام مشاهده فیلم های با فرمت 4k تصویر خوب نمایش داده میشود به راحتی با مودم ارتباط برقرار نمی کند کنترل هوشمند خیلی به سختی کانکت شد با دستگاه. اگه یک کم بیشتر بودجه بگذارید میتونیدال جی یا سامسونگ که کیفیت به مراتب بیشتر از این کالای ترکیه ای داره بخرید (قطعات بی کیفیت ترکیه ای که حرفی تو دنیای تکنولوژی ندارند فقط تو مملکت ما اسمبل میشه)",12,17,2,4,3,2
,,"کیفیت پایین تصویر.نخرید پشیمون میشید.من که پولمو ریختم دور .فونت زیر نویس فارسی را باید با ذره بین بخونی.واقعا متاسفم.من قبلا ال جی داشتم اصلا در حد قیاس نیست.",14,22,3,3,3,3
,,"این تلوزیون رو دو روزه خریدم.واقعا پشیمانم.کیفیت تصویر مات و انگار فضا دودی هست.",14,17,3,3,3,3
"امکانات خوب","کيفيت پايين تصوير","سلام ، دوستان اگر دنبال وضوح تصویر و رنگهای زنده هستید ، پیشنهاد میکنم دور این LEDرو خط بکشید و سراغ برندهای دیگه بروید.",11,14,3,3,3,3
"امکانات خوب","کيفيت پايين تصوير","دوستان اگر دنبال تصویر شفاف و رنگهای زنده هستید ، سراغ برندهای دیگر بروید.",11,17,3,3,3,3
"نمايش رنگ واقعي-طراحي شکيل-وروديهاي بسيار-صداي خوب و فراگير","کنتراست تصوير چنگي به دل نميزنه","من چهارشنبه هفته پیش خریدم.منم دفعه اول تصویرش رو دیدم شوکه شدم ازبس تار و کدر بود...ولی وقتی تنظیمات تصویرش رفتم و کاهنده ی نویزش رو خاموش کردم و داینامیکش رو حداکثر گذاشتم و رنگ رو حالت سرد گذاشتم کنتراستش بهتر شد و تصویر خوب و رنگهای واقعی همان طوری که بودند -بر خلاف سامسونگ که رنگها رو غیر واقعی و اشباع میکنه- نمایش میداد که قابل قبول بود...
دوست خوبمون که میگفت برچسب های رویش رو کندم تمام رنگ فریم دورش رفت رو اصلا قبول ندارم و درست نیست من هم این تلویزیون رو اکبند خریدم اصلا برچسبیو پلاستیکی روش نبود که بخوام بکنم ...
دوست گرامی خوب نیست اینجوری بخوای بکوبیش...
ریموت هوشمندش در برابر الجی و سونی طنز تلخی بیش نیست بسیار کند و با لگ فراوان و مصرف باتری زیاد که دست اخر بی خیالش میشی و میری سراغ ریموت اصلیش...
در کل تصویرش رنگها رو واقعی نشون میده و بنظرم تصویرش از سامسونگ و الجی و حتی سونی کمتر نباشه در اندازه ی اونها میتونه باشه...
صدای رسا و بم و فراگیری داره و تا دلتان بخواد ورودی و خروجی های مختلفی داره که شما رو بی نیاز میکنه..
کیفیت 4کی که البته من هنوز امتحانش نکردم و از این نظر و ویژگی یه سروگردن از هم قیمتهای فول اچ دی خارجی اش سرتره و تلویزیون آینده است...
منوی فارسی روان و وبگردی هم باهاش هم جالب انجام میشه...
در پایان نسیت به قیمتش خوبه و از 10 نمره بهش 6 میدم...
حرف اخرم اینه که بنظرم فقط برند پاناسونیک از نظر تصویر حرف اول رو میزنه...",11,5,3,4,5,3
"همه چي",ندارد,"بسیار ازش راضیم",8,3,4,5,5,5
"توان رقابت با محصول خارجي
کيفيت تصوير و صداي عالي
پاسخگويي مناسب نمايندگي و احترام به مشتري
قابليت ها و امکانات متنوع
پخش بسياري از فرمت هاي تصويري","عدم وجود نمايندگي در شهرهاي کوچک
مشکل در هماهنگ شدن تايم زيرنويس فيلم
گاه گاهي مشکل در اتصال به اينترنت
نبود قابليت تشخيص حرکتي","سلام . من حدود 4 ماه و نیم پیش تلویزیون خارجی ام رو فروختم و این محصول رو از دیجی کالا خریدم. ابتدا بگم از خریدم راضی هستم و اگه زمان به عقب برگرده بازم می خرمش . اول این که محصول ایرانی هست و با خریدش انگار پولش به جیب خودمون برمی گرده . اکثرا می گفتن جنس ایرانی نخر بین این همه مارک معروف ولی الان نظر اطرفیانم عوض شده . کیفیت صدا و تصویرش عالی هست علی الخصوص کلیپ های پرکیفیت تبلیغاتی باهاش می ذارم چیزی از مارک های معروف کره ای و گران قیمت کم نداره . از نظر زیبایی عالیه و مشخص هست که شرکت مادیران به این موضوع اهمیت داده . اما چند موضوع در کنار این همه خوبی بگم به امید این که به گوش مسئولان شرکت مادیران برسه : من در خاش استان سیستان و بلوچستان ساکنم وقتی خریدمش نمایندگی نبود مجبور شدم خودم نصبش کنم وقتی نصب کردم و از طریق وای فای به اینترنت وصل شدم تلویزیون خاموش میشد با نمایندگی تماس گرفتم گفت بیارش زاهدان که نتونستم و مجبور شدم از طریق کابل شبکه با متراژ بالا از اینترنت استفاده کنم . گاهی وقت ها که دارم فیلم زیرنویس می بینم یکباره تمام زیرنویس ها از اول فیلم تا اون قسمت یکباره در عرض چند ثانیه پخش میشه که علاوه بر این که حواس آدم می پره چند ثانیه از زیرنویس هم از دست میره یا مثلا وقتی فیلم رو به عقب بر می گردونی چند ثانیه طول می کشه تا دوباره زیرنویس بیاد . بعضی وقت ها تصویر ناگهان کمرنگ و دوباره پر رنگ میشه که البته شک دارم این مشکل تلویزیون باشه چون فقط در کانال ها این مشکل پیش میومد نه هنگام اتصال حافظه جانبی. این که فرمت های تصویری زیادی ساپورت می کنه واسم خیلی خوشایند بود اما شاید اصلی ترین ایراد این تلویزیون به نظرم اینه که وقتی دارم با حافظه جانبی فیلم می بینم امکان جلو بردن سریع فیلم نیست و باید خیلی منتظر باشم تا به اون قسمتی که می خوام برسم علی الخصوص وقتی که مثلا فیلم 3 ساعت و نیم هست و من می خوام به ساعت سوم برسم . قابلیت تشخیص حرکتی هم نداره که مثلا با حرکت دست صدا کم و زیاد بشه . البته محصول ایرانی هست و باید به فرزندان این مرز و بوم مهلت داد تا بتوانند با لطف خدا و حمایت های مسئولین و مردم ان شا ا ... به سطح اول جهانی از لحاظ پیشرفت تکنولوژی برسند.",13,5,5,5,5,5
"کنترل هوشمند زيبا و کارامد وماشين زمان","کيفيت تصوير پايين","شنبه این تلویزیون رو از نمایندگیش خریدم به قیمت دیجیکالا، بعد از اینکه نماینده شرکت که اصلا از جزییات تنظیمات و خیلی از نکاتش چیزی نمیدونست ، راه اندازیش کرد و رفت پوشش پلاستیکی که دور فریمش بود رو کندم تمام رنگ زیرش کنده شد یعنی تلویزیون داغون شد کیفیت تصویرش واقعا نسبت به سایر برند ها با کیفیت الترا اچدی، پایین تر هستش و تار و کدر نشون میده واقعا از خریدم ناراضی هستم پولمو ریختم دور",10,7,2,4,3,2
,,"بهترین در بازار نسبت به قابلیت ها و ارزش خرید",14,5,4,5,5,5
"همه چي","ندارد فقط اندريد ندارد","سلام دوستان من این تلویزیون از بیرون خریدم بسیار عالی هست شک نکنید پول برند نمیدهید برند های دیگه با این امکانات چهار میلیون تومان هست",18,3,3,3,3,3
"نسبت به رقبا خيلي",نديدم,"کیفیت عالی صدا عالی محصول ایرانی لطفن موجودش کنید میخام بخرمش واسه جهیزیه خونه ام باتشکر از عوامل دیجی کالا",17,3,5,5,5,5
"همه چي",هيچي,"با سلام دیجی کالا جون تورو خدا این تلویزیون و موجود کن آخه ایده آلش 48 اینچه 55که موجوده خیلی بزرگه 48مناسبه تو رو خدا موجود کن
تولید ملی اقتصاد ایرانی:پیشرفت کشور و ارزان شدن کالاها",20,3,5,5,4,5
[],[],"سلام به کاربران دیجی‌کالا
این محصول رو حدود یک ماهه از بازار خریدم
بسیار ازش راضیم
پنل دور و پایه های رو میزی نقره‌ای و بسیار شیک
کیفیت تصویر و صوت عالی
کاربری آسان
خدمات و پشتیبانی عالی
در کل داشتنش حس خوبی رو به آدم میده
باعث افتخاره که کالای ایرانی چنین کیفیتی داشته باشه",16,3,5,5,5,5
[],[],"امروز ب دستم رسید همون روزشم از نمایندگی اومدن نصب کنن خیلی عالی و با کیفیته همه جوره
مخصوصا ریموت کنترلش خیلی با حاله
خیلی هم شیکه
مطمئنم کسی از خریدش پشیمون نمیشه
مهم تر از همه پولش میره تو جیبه کارگر ایرانی",20,3,5,4,5,5
"ساخت ايران
دوتا کنترل عالي
منوهاي فارسي و خوب
پخش مديا با فرمت هاي مختلف
3 درگاه USB3.0",,"دیروز (19 مرداد) بدستم رسید
امکاناتش فراتر از انتظار من بود. دوتا کنترل داره که کنترل هوشمندش واقعا فوق العاده است یه بخش تاچ پد داره و یه کیبورد کامل هم پشتش تعبیه شده.
اقلام همراهش هم کامله کامل بودن. حتی باطری برای کنترل ها
من که کاملا راضی هستم از این خرید
قیمتش رو هم تو جمهوری چک کردم و با دیجی بنی که داشتم هم تخفیف خوبی گرفتم و حدود 60 تومن از بازار ارزونتر خرید کردم
با تشکر",18,1,4,4,5,5
[],[],"این فوق العادست",11,0,5,5,5,3
"تمام امکانات برند هاي معروف داره حتي بيشتر","در حد خودش ندارد","با سلام
من کسی هستم که در درجه اول کیفیت وامکانات کالا برام مهم هست نه برند ، با مقایسه این مدل با برندهای همتای دیگه این مدل بسیار به روز و با امکانات فراوان مهمترین چیز برای من امکان پخش کدک x265 بود که این مدل به راحتی و بسیار روان اجرا کرد از خرید این مدل پشیمان نمی شوید کیفیت تصویر این مدل بسیار مطلوب بود قیمت درمقایسه با برند های معروف بسیار پایین ودر نهایت جنس درجه یک ایرانی",16,2,4,5,5,5
"همه چي(4k-ارزون-از همه مهمتر ايراني)","شرکت تبليغ محصولاتش را نمي کند","با سلام به همه عزیزان و کارمندان شرکت دیجی کالا و باسپاس از تمامی محصولات بی نظیرشان
میخواستم بگم درباره این تلویزیون شیک-k4-وایرانی توضیحات بیشتری درج فرمایید واقعا این توضیحات داده شده کم هست
هرکی موافقه بزنه لایک+
با سپاس",64,0,5,5,4,5
,,"این گارانتی واقعا ارزش داره من مدل 22 اینچشو 3 سال پیش خریدم بعد چند ماه مشکل پیدا کرد و چون 22 اینچ دیگه موجود نبود 100 تومن مابه تفاوت دادیم و مدل 24 اینچ آکبند نصب کردن به صورت رایگان و تشریف بردن
لطفا جزو پیشنهاد شگفت انگیز قرار بدید.
خیلی ممنون.",27,1,5,5,5,3
"[""شيک"",""با کيفيت و پشتيباني گارانتي تا 24ماه"",""نصب مجاني"",""ارزوون""]","[""تبليغ نکردن""]","ببینید 40ایکس.ویژن شخصا با58 سونی قیاس کردم اصلا فرق نداشت
گول فیلمای ویترین نخور چون اون فیلما ذاتا Full HD رو هر مارکیم بره زمبنه داشته باشه همونطوره
قیمتای انواع مدل این برند عالیس و شیک و با امکنات مشابه که تحقیقا هیچ فرقی با اونا نداره..فقط اونا زیاد تبلیغ کردن و پول گمرگ و کلاس میگیرن
24ماه گارانتی کامل و نصب مجانی و ده سال خدمات پس از فروش داره با کیفیت تصویر بسیار عالی
خودتون با بقیه مدلا و مارکا مقایسه کنید",22,6,5,5,5,5
"["" ساخت وطن،احتمالاً قيمت مناسب،ابعاد مناسب،دارا بودن درگاه‌هاي ارتباطي متعدد، کنترل هوشمند ،4K""]","[""فعلاً هيچي!!""]","مشخصاتش روی کاغذ آدمو برای خریدش وسوسه میکنه، باید دید در عمل چجوریه.به محض موجود شدن + شگفت‌انگیز میخرم و نظرم رو همین‌جا راجع بهش مینویسم اگه خدا بخواد.",18,1,5,5,5,5
