positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
"صدا تصوير شفافيت","کيفيت تصوير دريافتي از تلوزيون جمهوري اسلامي خيلي پايين است","من 2 ماه است خریده ام راضی هستم اما کیفیت تصویر در فیلمای 4k بالا اما در فیلم های معمولی خوب نیست بقیه چیزاش مناسبه قشنگی و همه چیش اوکی هست",14,1,2,2,2,3
"کيفيت تصوير بسيار عالي
قيمت بسيار خوب نسبت به کاراييش
صداي بسيار خوب خصوصا روي حالت موسيقي",نديدم,"امروز نصب کردم و بسیار راضیم از خریدش",5,3,4,4,4,5
"تصويربسيارشفاف وزنده.صداي خوب",ندارد,"واقعاتصویرخوبی داره.مخصوصا روی شبکه های اچ دی.صداش خوبه.قیمتشم نسبت به رزولیشن و امکانات عالیه",5,2,5,5,4,5
"کيفيت تصوير
امکانات
انطباق تصوير 600 مگاهرتز
سايز مناسب به نسبت رزوليشن (اندازه تلويزيون و رزوليشن 4K)
ظاهر خوب","کيفيت نسبتن پايين منتاژ
منو و کنترل نسبتن نامناسب
جايگذاري نامناسب ورودي و خروجي هاي پشت تلويزيون و عدم دسترسي راحت به آنها","با سلام.
تقریبا نزدیک یک ماه هست که این تلویزیون را در سایز 50 اینچ از نمایندگی رسمی سامسونگ خریداری کرده ام.
کیفیت تصویرش به نظرم عالیه و امکانات خیلی خوبی داره. توی ارتباطش هم چیزی کم نداره. با وجود اینکه بلوتوس نداره ولی به راحتی از طریق WiFi به روش های مختلفی به کامپیوتر و گوشی وصل میشم و هرکاری بخوام می کنم. نمونش تصویر آینه ای با گوشی سونی، اتصال راحت بی سیم لب تاپ، اتصال به صورت مرکز مدیا از طریق گوشی و لب تاپ، اتصال برای ریموت کنترل با گوشی، میراکست. البته یک سری از این اتصالات رو فقط با گوشی سونی امکان پذیر بود. ضمن اینکه نرم افزار Smart View هم عالی بود. هم رو لب تاپ نصب کردم و هم رو گوشیم.از طریق سایت سامسونگ با این نرم افزار آشنا شدم.
این تلویزیون انطباق تصویر 600 مگاهرتز داره.
تا به الان که راضی کننده بوده و بجز مواردی که به عنوان نقاط ضعف نوشتم چیزی نداشته.",4,5,5,5,4,5
,,"من هر دو سایز 50 و 55 اینچ این مدل رو خریدم
متاسفانه در ساعت های اولیه پس از نصب متوجه شدم این تلویزیون مدل های سری 7 جهانی نیست. همون مدل های سری 6 هست (ku6300) که با ظاهری فریبنده و نامگذاری مشابه با سری 7 و با عددهای اغواگر ی مثل 7970 به اسم سری 7 توسط شرکت سام سرویس به فروش میره!!
تمام باورهام از این مدل با فهمیدن این موضوع از بین رفت.
هرچند این مدل (ku7970) با قیمتی بالاتر از سری های 7 (سری 7 واقعی با شماره مدل ku7000 ) به فروش میره اصلا کیفیت تصویر و امکانات سری 7 رو نداره (مثل بلوتوث)
تولید مدل های سری پایین تر با نام سری بالاتر (اونم نه با نام ku7100 که با نام ku7970 که باعث فریب مشتری میشه) اتفاقیه که فقط تو کشور خودمون میتونه اتفاق بیفته!!
واقعا جز تاسف چیزی نمیشه گفت. کاش به جای این همه تعریف کسی درست بررسی میکرد و اطلاع رسانی میکرد
نکته دیگه ای هم که با تست هر دو سایز بهش برخوردم اینه که متاسفانه کیفیت پنل 50 اینچی بهتر از مدل 55 اینچه (جدا از PPI سایز 50 که به علت کوچکتر بودن بیشتره) تقریبا از همه نظر مثل کیفیت رنگ، کنتراست، روشنایی به وضوح میشه 50 اینچ رو بهتر از 55 دونست.
ضمنا من مدل 55 اینچ رو آپدیت کردم به فرمور 1165 گاهی اوقات تاخیر تو بالا اومدن منوها دیده میشه ولی مدل 50اینچی فرمور 1142 داره اینطور نیست
واقعا برگردم به عقب یا اصلا این مدل رو نمیخرم یا هر دو رو 50 اینچ بر میدارم.",20,2,2,1,2,2
,,"من این TV رو اول توی یکی از فروشگاهای شهر دیدم،اولش قصد خرید مدل KU6960 داشتم وقتی کیفیتش رو با این مدل مقایسه کردم کلا نظرم راحع بش منفی شد چون واقعا پنل FHD برای TV که 50 باشه واقعا کمه،در هر صورت...
سفارشش دادم و همون روز توسط سام سرویس گارانتی و نصب شد.
وقتی TV رو روشن میکنید و وارد اسمارت هاب میشید اولین چیزی که نظرتونو جلب میکنه وجود نداشتن منوی Game و نرم افزار هایی مثل YouTube و... هست و عملا این قسمت کارایی زیادی براتون نداره و عملا تلویزیون اسمارت نیس.
کیفیت پنل دستگاه خیلی بالاس و تُن مشکی تصاویر بسیار بالاس،من فیلم های با کیفیت FHD و UHD رو با فرمت های MKV،MP4,DIVX پخش کردم و مشکلی نداشت،کنترل دستگاه هم جالبه ولی زیاد کار کردن باهاش راحت نیست و نسبتا کیفیت خوبی هم داره.
در کل برند SONY رو بیشتر پیشنهاد میکنم چون انقدر محدودیت نداره،ولی خب در عوض قیمت بیشتری هم داره.
ببخشید اگر طولانی شد،موفق باشید!",6,2,5,2,4,5
"زيبا و چشم نواز
کيفيت تصوير بسيار جذاب
رابط کاربري شيک,ساده و کاربردي
ريموت جالب و شيک","نداشتن تيونر DVB_2
ريموت هوشمند نيست
کيفيت کانال هاي SD پايين","دو هفته هست که تلوزیونو خریدم .اولین کاری که کردم یه کلیپ 4K رو پخش کردم .کیفیت تصویر عالی و نسبت به تلوزیونای LG بهتره.اما کیفیت پخش کانال های SD پایینه که در همه ی تلوزیونا اینجوریه اما برای کانال های HD شما رو خیره میکنه.ریموت رو اگر بخواییم نسبت به Magic remote ال جی مقایسه کنیم اصلا هوشمند نیست و کنترل حرکتی نداره که این یه نقطه ضعفه اما خیلی شیک و جذابه و کلید هم 11 یا 12 تا بیشتر نداره.راجع به پایه تلوزیون هم بگم که چندان بهتون دلگرمی نمیده و همش لق میزنه که اگه بچه کوچیک دارین بهتره به دیوار نصب بشه.جک 3.5 نداره و صداش خیلی واضحه اما برای پخش موسیقی حتما ساندبار نیازه .برنامه APPS هم چون از همه طرف تحریمیم برنامه خوب نداره .با 3 میلیون پول این بهترین تلوزیونه",6,1,4,4,4,4
"تلويزيون بسيار عالي و کارا و با کيفيت و کنترل هوشمند","ضعفي ندارد","تلویزیون بسیار باکیفیت از لحاظ تصویر و صدا و طراحی . اگر تصاویر 4k را با این تلویزیون ببینید بیشتر به کیفیتش اعتماد می کنید. من که خیلی راضی هستم و اگر دنبال یک تلویزیون خوب و مطمئن هستید همینو بخرید. شک نکنید. با تشکر",2,1,3,3,3,3
"کيفيت 4k
کيفيت بسيار بالا در بازي هاي PS Pro
ريموت کنترلر ساده , کاربردي و شيک
نمايش فيلم هاي 4k با حجم بالاي 30 گيگ",ندارد,"سلام این تلویزینو همین دیروز از نمایندگی سامسونگ گرفتم واقعا عالیه مخصوصا تو نمایش بازی های Ps Pro .
ریموت کنترلرشم اصلا بد نیست سادس اما شیک و کاربردیه!
خلاصه بهترین تلویزیونیه که میتونه کارای یه خانواده واسه تماشای فیلم Full HD یا 4K یا بازی کردن و..... راه بندازه.
حتما توصیه میکنم.",2,2,5,5,5,5
"کيفيت پخش بالا
هوشمند بودن
نرم افزار جالب
راحت بودن کار باهاش","کنترل هوشمند نيست
از روي فلش 4کي را نميخونه
نداشتن بلوتوث","دوستان من این تلوزیونون رو از دیجی کالا خریدم ولی هر کار کردم فیل 4کی رو رو فلش نخوند شاید مشکل از فلش باشه نمیدونم ولی اگه فیلم با کیفیت بزارین راحت میتونین قدرتشو ببینین",1,4,4,5,5,5
زياد,"خيلي کم","زمانی که رنگ تصاویر به سمت رنگهای تیره میرود نور زمینه اصلی بصورت خودکار کم میشه. مثال اینکه وقتی تیتراژ یک فیلم رو با نوشته های سفید و زمینه سیاه میبینید نور زمینه و درخشندگی کم میشه- یا زمانی که کانال رو عوض میکنید. به نظرم این یک ایراده -",3,1,4,4,3,4
"کيفيت تصوير
قدرت بالاي پخش صدا
رابط هوشمند عالي","نداشتن بلوتوث
چندين قابليت تو منو غير فعال","من یک هفته است خریداری کردم
با توجه به قیمت کالای با کیفیتی است و با امکانات خوبی هستش ولی بعضی از امکانات مثل بلوتوث برای وصل شدن به هدست را نداره و قابلیت تصویر در تصویر غیر فعال است سام سرویس در اسرع وقت اومد و نصب کرد و 18 ماه گارانتی کرد تو این رنج قیمتی تلویزیون خوبیه",2,2,5,2,5,5
"کيفيت تصوير بالا
سرعت بالا تلويزيون","هوشمند نبودن ريموت کنترل","با سلام من نزدیک به یک هفته هست که این تلویزیون خریدم
به نظرم کیفیت تصویر خیلی خوب و سرعت بالایی داره مشکلش هم کمی کار کردن سخت با ریموتش هست که فقط کلید کمتری داره و هوشمند نیست . سرعت انطباقش هم معمولیه و نکته مهم دیگش اجرای کدکx265 هست فقط از دوستان کسی اطلاعی داره منو مخفیش چجوری میاد",2,1,5,4,3,4
,,"من چند روز پیش این مدل رو از خود دیجی کالا خریدم. در کل راضی هستم و سام سرویس هم همون روز که دیجی تحویلم داد آمد سریع نصب کرد. هنوز دارم یاد میگیرم که چطور ازش استفاده کنم ولی کیفیت تصویر رو گذاشتم روی movie چون شفافیت روی حالتهای دیگه خیلی بالا بود و چشم رو اذیت میکرد. حتی پسر دو سالم هم چشماش رو کوچیک میکرد و نگاه میکرد. وقتی این کار رو کردم اون حالت کندی تصویر یا تار بودن هم که بعضی از دوستها همینجا شکایت داشتند هم خیلی بهتر شده. البته اضافه کنم این تاری تصویر یا کندی تطابق رو تو تلویزیون های گرونتر یا مدلهای دیگه هم دیدم. من ترجیح دادم خودم به تنظیمات تخصصی دست نزنم. در کل فکر نکنم از خریدش پشیمون بشید فقط در کنارش ساند بار هم بگیرید.",5,4,4,4,4,5
,,"کنترل خوبی داره
سیستم روونی داره
فورکی رو به خوبی اجرا می کنه حتی از روی فلش یو اس بی 2
قابلیت اسمارت خوبی داره
صداش زیاد نیست
کیفیت ساختشم تعریفی نیست که سامسونگ کلا همینه",6,0,5,5,5,5
"کيفيت خوب تصوير و امکانات زياد","کيفيت پايين ساخت","با مشورتی که با خود خدمات سام سرویس داشتم متاسفانه سامسونگ در حال حاضر کیفیت خوبی در ساخت تی وی نداره و مرجوعی زیادی داره.
بهتره که سراغه یه برند دیگه برید مثل سونی و ال جی",6,15,0,0,0,0
"داشتن تصوير خوب و روان","نداشتن خروجي هدفون","سلام من این کالا رو چند روزیه خریدم من موندم طراح این سخت افزار کیه یعنی هنوز پی نبرده بعضی از ورودی های که گذشته قدیمی شده و اصلا به کار نمیاد ولی در عوض خروجی صدا هدفون که کارایی زیادی داره و وصل میشه به سینما خانگی رو نذاشته یا طراحش بیسواد بوده یا حوصله نداشته طراحی رو عوض کنه در کل بد نیست کنترلشم ظعیفه ادم مجبور میشه جدا گانه یک کنترل بخره که خریدم.",6,9,4,3,4,3
,,"به ترتیب از لحاظ کیفیت 1_شارپ 2_سونی3_سامسونگ4_ ال جی",4,29,3,3,3,3
"يه پنل با کيفيت و بروز که با ارفاق ميشه از انطباق تصوير پايينش گذشت کرد نداشتن usb3 تفاوتي روي پخش ويديو 4k نداره سيستم عامل خوب hdr","انطباق تصوير کم 100 hz","بنظرم انتخاب خوبیه با این قیمت
هرچه قدر پول بدین همونقدر اش میخورین پس ابنو با سونی مقایسه نکنین
من متوجه انطباق پایینش شدم ولی اینطور نیست که اذیت کنه خوبه
کیفیت پخش 4k عالی داره از همه لحاظ
در کل زیبا و خوب",6,2,3,3,3,3
,,"من فیلم 56 گیگابایتی 4k از طریق هارد اکستنال پخش کردم مشکلی نداشت",2,7,5,1,4,3
ابعادش,"4k نبودن پخش کننده ها و کانال هاي تلوزيوني
روان شدن تصوير
کيفيت بد تصاوير غير HD","من این تلوزیونو یک هفته است که تو پیشنهاد خریدم
قیمتش از خود سام سرویس تازه بدون پیشنهاد ویژه کلی ارزونتره
ولی اون قابلیت هایی که تلوزیون داره با شبکه های صدا و سیما اصلا سازگار نیست و کیفیت کانال ها با توجه به ابعاد بزرگ تلوزیون کمتر هم میشه.
نقاط دارای ال ای دی روی صفحه نمایش تو تصاویر غیر 4k حتی HD به وضوح قابل تشخیصه مخصوصا تو خونه های امروزی که کوچیکن و مجبودید از فاصله کمتری تلوزیون رو ببینید.
فلاپ دور صفحه با قاب پشتی اصلا فیت نیست و وقتی دست میزنی بازو بسته میشه مثل اینکه پیچ هاش شل شدن!!!
فقطو فقط باید فیلمای 4k دید که اصلا عمومیت پیدا نکردن و موجود نیستند.
Motion اش خیلی بده و تو شبکه های HD هر 1 دقیقه تصویر روان میشه و تو ذوق میزنه این قابلیتشو خاموش هم که میکنی کلا تصویرت گیر میکنه و فریم فریم میشه انگار تو ضبط ماشین تو جاده خاکی موزیک گوش میدی!!! شبکه های معمولیو که کلا باید حذف کرد و نگاهشونم نکرد.ولی 4K دیدن داره ها با اینکه بعظا روان میشه تصویرش
حافظه جانبی هم برای تایم شیفت وجود نداره و بر خلاف مشخصات فنی اش از حافظه برای نصب نرم افزارهای خود تلوزیون استفاده شده. نظرات هم بعد این که امتیاز میدید نمایش داده میشن همه نظراتو نمیبینید دیجی کالا هم سه روز مدام از ساعت 3 تا 8 شب مارو خونه معطل کرد تا جنسمونو بیاره.ولی سام سرویس عالی و سر تایم اومد و خیلی خوب خدمات داد. د نهایت میتونم بگم همین پول رو بدید یه سونی 47 بگیرید خیلی بهتره چون از امکاناتش نمیشه استفاده کامل رو برد.",8,4,3,3,3,3
,,"هر سال سامسونگ امکانات رو کمتر می کنه... من سری 6 مدل 2015 رو دارم خیلی از این بهتره و تا الان 4 بار هم اپدیتش کردم... ضمنا یواس بی 3 هم نداره و احتمالا پخش فیلم 4k بدون اون با هنگ و مشکل مواجه بشه",7,4,3,3,3,3
,"عدم تطبيق مناسب تصوير در بعضي مواقع (motion blur)","به علت فرکانس انطباق 100 هرتز گاهی اوقات صفحه تار میشه و خییلی توو ذوق میزنه این مشکل!!!!!!",5,4,3,4,3,3
