positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
,,"دوستان من این تلویزیون رو به تازگی گرفتم. زاویه دیدش هیچ مشکلی نداره. مطمئن باشید که کیفیت تصویرش کاملا شمارو راضی می کنه و نگران زاویه و... نباشید...",1,1,5,5,5,5
,,"با سلام
این قیمت واقعا واسه این تلویزیون عالیهو حتما پیشنهاد میکنم از دست ندینش، البته نسبت به قیمت قبلی. و اولین سوالی که پیش میاد اینه آیا واقعا بالاخره قیمت تلویزیونای سونی داره واقعی و مطابق بازار جهانی میشه یا سایز این تلویزیون اشتباه گفته شده",3,0,5,5,5,5
"[""بي شمار ""]","[""به هيچ عنوان ""]","سلام و عرض خسته نباشید خدمت همه ی دوستان
من به طور جدی قصد خرید این تلویزیون رو دارم ولی با خوندن نظرات بعضی از دوستان درباره ی زاویه دید این تلویزیون، یک مقدار نگران شدم از دوستانی که این تلویزیون رو دارند خواهش میکنم که نظرشون رو درباره زاویه دید بگن که آیا این مطلب ( زاویه دید محدود) صحت دارد یا خیر؟",2,2,5,4,4,3
"همه چيز",هيچي,"این تلویزیون رو سه هفته پیش از دیجی کالا گرقتم واقعا عالی کیفیت تصویر بی نظیر اگر میخواین این تلویزیون رو بخرین تو خریدش شک نکنید",6,0,5,5,5,5
"همه چيزش عاليه",ندارد,"من خودم تو صنعت تصویر فقط سونی رو قبول دارم. 8 سال قبل ال سی دی 32 سونی خریدم مدل v400 و تا الان دارمش و هنوز فوق الع ها دست. ماه قبل هم این مدل رو خریدم 55w800c . این مدل هم فوق العادست. از باتری که برای کنترل داره تا کیفیت تصویرش همشون اصل سونی هست. یعنی واقعا تصویر رو حس میکنی. دنیای صوت و تصویر یعنی سونی . ال سی دی - ال ای دی - لپ تاپ و همه لوازم صوتی و تصویری فقط سونی",11,5,5,4,4,4
"زيبا و کارا - اندرويد",ندارد,"خدمت دوست عزیزی که فرموده بودند امکان دیدن تصاویر با فلش نیست و سایر دوستان عرض سلام و ادب
به هیچ عنوان مطلب فوق صحت ندارد . براحتی و با فلش میتوان تصاویر سه بعدی را از این دستگاه دید و لذت برد
بنده از این دستگاه در منزل خود دارم
اما حتمن نیاز به عینک سه بعدی اکتیو و سازگار با این مدل هست
طبیعتا با هر عینکی امکان دیدن تصاویر میسر نیست",3,2,5,5,4,5
زيبايي,"عدم پشتيباني پورت USB جهت پخش فيلم 3D
اندرويد بدون کاربرد
قيمت بالا","1. تعداد اپلیکیشن هایی که می توان نصب کرد بسیار محدوده و سیستم اندرویددستگاه مفید نیست.
2. از طریق USB نمی توانید فیلم 3D ببینید و نیاز به دستگاه پخش کننده 3D دارید.حداقل در یک برند دیگه، این امکان وجود داره.
3. کنترل غیر هوشمند.
4. وای فای ضعیف.
مبلغی که پرداخت می کنید برای ظاهر و کیفیت است که البته رقبای دیگه هم این کیفیت رو دارند.",3,18,4,1,3,1
"در حد اعلا",ندارد,"سامسونگ ال جی و قس علی هذا وقتی سونی تلوزیون میساخت اونا تیله بازی میکردند اصالت دنیای تصویر یعنی سونی - تازه به دوران رسیده ها",20,8,5,5,4,5
,,"تشکر از آقای یوسف زاده.من آپدیت رو دانلود کرده بودم از زیپ هم درآورده بودم ولی مشکل من این بود که فلش حتما باید سونی باشه تا تلوزیون شناسایش کنه تا این که دیروز یه فلش سونی از مدلی که تو سایت سونی معرفی کرده بود خریدم و آپدیت شد.من تعجبم از اینه که چرا با این که سرعت نت من 5 مگ هست ولی با وایرلس ارور میده",4,4,5,5,5,5
,,"دوست عزیز .. فراموش کردم بگم فایل دانلود شده زیپ شده هست..
اول از زیپ خارج کنید، بعد روی فلش بریزید و ادامه ی مراحل..
البته توی خود سایت هم توضیحات لازم رو نوشته..
پیروز باشید.",1,0,4,2,4,2
,,"سلام
دوست عزیز اگر پرسشتون رو در بخش پرسش و پاسخ مطرح میکردین، بهتر بود
برای آپدیت کردن با رایانه تون وارد این سایت sony-mea بشید
بعد از اون در تب دانلود
System Software Update for Asia Pacific رو دانلود کنید..
فایل دانلود شده رو روی یک فلاش بریزید، فلاش رو به تلویزیون وصل کنید..
بقیه ی کارهارو برای آپدیت شدن خود تلویزیونتون انجام و ادامه میده...
فقط اینم بگم که آپدیتش طول میکشه..
پیروز باشید..",3,0,4,2,4,2
,,"برین تو سایت sony-asia بعد قسمت support با وارد کردن مدل نلویزیونتون چند تا آپدیت میاره که مال کشور های مختلفه که شما باید اولی رو یا حجم حدود 1.3 GB دانلود کنید و بعد باusb بریزین تو تلویزیون",0,0,5,5,3,4
,,"چرا گوشه های تصویر پیکسل درشته .طوری که پیکسل ها رو به راحتی میشه دید",2,5,4,5,3,3
[],[],"دوستان من مدتی هست این تلوزیون رو خریدم و واقعا حرف نداره فقط نمیتونم آپدیت کنم تلوزیون رو.با وای فای ارور میده.لطفا راهنمایی کنین",0,1,5,5,5,5
"هر فرمتي رو باز ميکنه
تصوير و صدا عالي",,"سلام من سه روزی میشه این تلویزیون رو خریدم حتما به شما هم توصیه میکنم sony بخرین و دنبا سامسونگ والجی نرین که اونا فقط تزیینات اضافی دارن و این تلویزیون هم توامکانات جانبی دست کمی از اونا تو امکانات نداره به علاوه بسیار قدرتمند تر هستش و فیلم های full hd رو با فرمتmp4 بدون یه لحظه load میکنه فقط یه ذره زمان بین تعویض شبکه ها زیاده مثلا باید 4 5 ثانیه صبر کنی تا بره شبکه بعدی باتشکر از دیجی کالا",9,2,5,5,3,4
"همه چيزش",ندارد,"سونی بهترینه.سامسونگ بهتره بره جومونگ بسازه تا تلویزیون .",17,3,3,3,3,3
"کيفيت بالاى تصوير","کار با اندرويد مقدارى سخت هست","با سلام
دیجى جان، لطفأ این محصول را پیشنهاد ویژه کنید.
با تشکر",5,0,5,3,4,2
"کيفيت بالا وعالي وخوش ساخت وبرتر از ديگر تلوزيونها","اصلا ندارد","من تلوزیون سونی 32 اینچ دارم و2 ساله دارم سیستم براویا وکیفیت عالی وبرتر وانسان لزت میبره ولزت میبرم وقتی تو تلوزیون سونی برنامه تماشا میکنم .سونی عالی وبی نظیره قیمتش بالا هستش ولی به قول معروف هر چه پول بدی همون مقدار اش میخوری .سونی در جهان اوله .",15,5,5,5,5,5
,,"سلام من مدل 55w807 رو دارم اول از اینکه غیر از سونی تلویزیون دیگه رو نگیرید ...
سئوالم اینه آیا میشه برای این تلویزیونا اسپیکر بلوتوثی وصل کرد و بدون سیم بهش وصل بشه اگه میشه راهنمای بفرمایید.
با تشکر از دیجی به خاطر آوردن سونی",8,2,5,5,5,5
,,"میتونید برید به یوتیوب و تنظیمات پیشرفته تصویر این تلویزیون رو ببینید
کافیه در یوتیوب این عبارت رو سرچ کنید::
avforums sony 55w805c settings
برای سایز 50 اینچی در گوگل سرچ کنید::
Sony W800C LED TV Calibration Settings
برای سایز 43 اینچی سایتی رو ندیدم که تنظیمش کرده باشه -- ولی میتونید تنظیمات سایز 50 و 55 رو روی سایز 43 امتحان کنید
Good luck",0,0,4,3,3,3
کيفيت,"عدم پشتيباني زيرنويس پارسي","این تلویزیون از نظر باریکی و اینکه حاشیه های خیییلی کوچکی داره واااقعن زیبااس.کیفیت تصووویرش معرکس.رنگهاشس واقعیه و به نسبت tv های دیگه که رنگ های آبی و قرمزش توی دل میزنه واااقعن بهتره.عمق سیاهی معرکه ولی وقتی بالا میاد تا 2 الی 3 ثانیه نمیتونی کانال عوض کنی و میگه صبر کنیدد!!!! من خودمو کشتم یه زیر نویس پارسی بندازم روی فیییلم نشد و فقط علامت سوال یا اشکال هندسی نشوونم داد.نهایتا با لپ تاب و کابل hdmi متصل میشم بهش وفیلم مورد علاقمو میبینم.از لحاظ کیفیت تصویر حرف اول رو تا جایی که من میدونم اول شارپ میزنه بعد سونی بعد ....
کارایی و امکانات عجیب و غریب مث با اشاره دست شبکه جابجا کردن الجی و سامسونگ رو نداره اما کیییفیت داره که عادمو شیفته خودش میکنه و به آدم حس عجیب خووبی القا میکنه من دوسش دارم",12,0,5,4,3,4
,,"کیفیت این مدل خیلی خوبه ولی خواهشا
مدل های Curved سونی مثل S85C رو هم بیارین",2,0,5,5,5,5
,,"سلام دوستان.متاسفانه من نمیتونم آپدیت کنم.با وای فای ارور اتصال میده در صورتی که تو برنامه های دیگه ی تلوزیون نت دارم.با یو اس بی هم که وصل میکنم یو اس بی روبرای آپدیت قبول نمیکنه.ممنون میشم راهنمایی کنید.",2,0,5,5,5,5
,,"من یک ماهه این مدل خریدم
کیفیت تصویر و صدا عالیه ولی اندروید که سونی خیلی روش مانور داده خیلی خیلی بی خاصیت هست ... بیشتر برنامه ها نصب نمیشه و فوق القاده سخت راه اندازیش..فقط کسانی که تسط کامل به کامپیوتر داشته باشند میتونند راه اندازی کنند..",1,8,5,1,1,2
,,"سلام
دوست عزیز اگر پرسشتون رو در بخش پرسش و پاسخ مطرح میکردین، بهتر بود
برای آپدیت کردن با رایانه تون وارد این سایت sony-mea بشید
بعد از اون در تب دانلود
System Software Update for Asia Pacific رو دانلود کنید..
فایل دانلود شده رو روی یک فلاش بریزید، فلاش رو به تلویزیون وصل کنید..
بقیه ی کارهارو برای آپدیت شدن خود تلویزیونتون انجام و ادامه میده...
فقط اینم بگم که آپدیتش طول میکشه..
پیروز باشید..",3,0,4,2,4,2
,,"برین تو سایت sony-asia بعد قسمت support با وارد کردن مدل نلویزیونتون چند تا آپدیت میاره که مال کشور های مختلفه که شما باید اولی رو یا حجم حدود 1.3 GB دانلود کنید و بعد باusb بریزین تو تلویزیون",0,0,5,5,3,4
,,"چرا گوشه های تصویر پیکسل درشته .طوری که پیکسل ها رو به راحتی میشه دید",2,5,4,5,3,3
[],[],"دوستان من مدتی هست این تلوزیون رو خریدم و واقعا حرف نداره فقط نمیتونم آپدیت کنم تلوزیون رو.با وای فای ارور میده.لطفا راهنمایی کنین",0,1,5,5,5,5
"هر فرمتي رو باز ميکنه
تصوير و صدا عالي",,"سلام من سه روزی میشه این تلویزیون رو خریدم حتما به شما هم توصیه میکنم sony بخرین و دنبا سامسونگ والجی نرین که اونا فقط تزیینات اضافی دارن و این تلویزیون هم توامکانات جانبی دست کمی از اونا تو امکانات نداره به علاوه بسیار قدرتمند تر هستش و فیلم های full hd رو با فرمتmp4 بدون یه لحظه load میکنه فقط یه ذره زمان بین تعویض شبکه ها زیاده مثلا باید 4 5 ثانیه صبر کنی تا بره شبکه بعدی باتشکر از دیجی کالا",9,2,5,5,3,4
"همه چيزش",ندارد,"سونی بهترینه.سامسونگ بهتره بره جومونگ بسازه تا تلویزیون .",17,3,3,3,3,3
"کيفيت بالاى تصوير","کار با اندرويد مقدارى سخت هست","با سلام
دیجى جان، لطفأ این محصول را پیشنهاد ویژه کنید.
با تشکر",5,0,5,3,4,2
"کيفيت بالا وعالي وخوش ساخت وبرتر از ديگر تلوزيونها","اصلا ندارد","من تلوزیون سونی 32 اینچ دارم و2 ساله دارم سیستم براویا وکیفیت عالی وبرتر وانسان لزت میبره ولزت میبرم وقتی تو تلوزیون سونی برنامه تماشا میکنم .سونی عالی وبی نظیره قیمتش بالا هستش ولی به قول معروف هر چه پول بدی همون مقدار اش میخوری .سونی در جهان اوله .",15,5,5,5,5,5
