positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
"امکان ضبط برنامه هايه تلويزيوني و داشتن گيرنده ديجيتال داخلي مصرف انرژي کم","وجود تنها يک درگاه USB آنهم خيلي نزديک ورودي انتن خورده اگر فاصلش بيشتر بود بهتر بود","باسلام در یک کلام میشه گفت نسبت به قیمتش خوبه منتها دو نکته هست اول اینکه توو مشخصات فنیش نوشته وجود دو درگاه USBدر صورتیکه یکی بیشتر نداره دوم اینکه کنار دوربین تیک سبز خورده در صورتیکه دوربین نداره",13,0,3,3,3,3
,,"من خریدمش عالیه همه چیش خوبه نسبت به قیمتش عالیه واقعا عالیه.ممنون دیجی جون که جنسای عالی و خوب و مارک و شرکتی میاری ممنونم از دیجی کالا به خاطر اینکه تو پکیج محصولاتش دقت میکنه.لایک",16,4,5,5,5,5
,,"سلام

من خاطره خوبی از تلویزیون شهاب دارم حدود 20 ساله یه تلوزیون سیاه سفید 14 اینچ شهاب دارم که هنوزم ازش استفاده میکنم نکته ای که میتونم دربارش بگم اینکه برای ساختش از بهترین و با کیفیت ترین قطعات الکترونیکی استفاده شده و هنوز کیفیت کارکردش را از دست نداده راستش چندین بار خواستم یه تلوزیون جدید بخرم ولی دلم نیومده بخرم چون در این صورت باید بازنشسته ش کنم",26,27,3,3,3,3
"وضوح بالا کاربري خوب اسپيکر قوي قابليت هاي زياد خروجي",,"کیفتش عالیه فیلم 480 p بزار توش full hd تحویل بگیر وضوح تصویرشم بالاست نسبت به اندازش فقط زیر نویس کوچیک پخش میکنه که اونم تو همه تی وی ها همینه باید به دی وی دی پلیر یا گیرنده وصل کنید در کل برای اتاق خواب خوبه با این قیمت از این بهتر پیدا نمیکنید گشتم نبود نگرد نیست عمر تلوزیون های شهاب هم بالاست و خدمات پس از فروش خوبی داره",3,3,5,5,4,4
,,"توی این دوران تلویزیون باید سایزش بزرگ باشه علاوه بر وضوح تصویر و هوشمند بودن، سایز و وضوحش اصلا به درد نمیخوره مگه اینکه بخواهی ifilm رو توش نگاه کنی.
البته حمایت از تولید ملی هم هست",0,9,2,2,3,0
,,"در نقد قبلی گفتم AV نداره اما اصلاح می کنم که داره.",12,1,5,4,5,5
"کاربردي
قيمت مناسب","نداشتن ورودي AV و هدفون","با سلام
در کل نسبت به قیمتش کامل و با کیفیت هست من از خریدش راضی هستم.
هم به عنوان ال سی دی و هم به عنوان مانیتور البته در حالت مانیتور کیفیت لازم رو نداره ولی خوبه من باهاش مشکلی ندارم. از همه مهمتر اینکه یک کالای ایرانیه یه اتقادی نسبت به تولید کننده دارم که چرا یه همچنین محصول خوبی رو تبلیغ نمیکنه که مردم ازش استفاده کنند و خرید خارجی نکنن من بطور اتفاقی از تو دیجی پیداش کردم.
ممنون از سایت دیجی کالا بابت سایت خوبش",12,3,5,4,5,5
"کوچک بودن
محصول ايراني","لوگوي بزرگ","این تلویزیون دیروز به دستم رسید ،از لحاظ کارایی متوسط به بالا هست با توجه به سایز تصویرش کیفیت خوبی داره اما تو شکل ظاهریش یک لوگوی بزرگ داره که کاش کوچکتر بود
در کل از کیفیتش راضی هستم و پیشنهاد میکنم بعنوان تلویزیون داخل اتاق خواب و حتی مانیتور بخریدش چون ورودی vga هم داره!",3,14,3,2,2,3
"امکانات زياد
ظاهر خوب
قيمت مناسب","ميتوانست يکم بزرگ تر باشد","امروز به دستم رسید
واقعا 20 اینچ خیلی کوچک هست
میتوانست حداقل 23 اینچ باشد",6,14,4,5,5,5
,,"امروز به دستم رسید.خوبه کیفیتس ساختش خوبه..خیلی سریع کانال رو گرفت.برای یه اتاق خوبه..کلا مارک شهاب خوبه.اگه برا اتاقت میخای حتما.بخر",15,3,5,5,5,5
"ايراني بودن کيفيت بالا امکانات مناسب",نداره,"لایک به مهندسان ایرانی. پرچم بالا.",29,9,5,5,5,5
"قيمت پايين","عدم زيبايي ظاهري
رزولوشن پايين
ساپورت نکردن فرمت هاي رايج تصويري
فول اچ دي نيست","در مرحله اول چیزی که ادم به چشم میخوره زشت بودن و عدم کاربرد زیبایی در مدل فوقه بعدش نسبت به مدلای هم سری خودش رزولوشن خیلی پایین تره ادم یکم پول بزاره تو همین رنج مدلای بهتر و با امکانات تر بخره فکر کنم بهتره",3,10,2,0,3,2
"قيمت مناسب
ورودي هاي ارتباطي","مناسب نبودن براي اتصال به ديوار
عملکرد کنترل متوسط
عدم اتصال به اينترنت","بعد از خرید های متنوع از دیجیکالا از تلفن همراه گرفته تا پرینتر و چای ساز و اسپیکر و هارد و ... این خرید که امروز به دستم رسید یکی از بهترینا بود
البته باید توجه کرد که از این ابعاد تلویزیون چه استفاده میشه کرد،برای من توی اتاق بجای مانیتور یه تلویزیون که گیرنده دیجیتال و ... tv باشه که جداگانه بخوام تو اتاق برنامه های خودمو ببینم در عین حال هم کابل vga هم hdmi داشته باشه که کاربری مانیتور pc رو داشته باشه و جمع و جور باشه مد نظرم بود که واقعا از کیفیت تصویر و امکاناتش راضیم
بعد از چای ساز تفال که گرفتم و مشکل داشت و بعد از پیگیری چند روزه (علی رغم اینکه ادعا میشه محصول گارانتی تعویض داره تا 1 هفته) بردن برای تعمیر و هنوز نیاوردن، راجع به خرید دوباره از دیجیکالا تردید داشتم که الان راضیم ازین خرید.
جنس ایرانیه و واقعا به نسبت قیمت میصرفه.
جمع و جوره و اگر جای کم دارین مناسبه
تقریبا همه کار رو از تیوی و مانیتور و ...ساپورت میکنه و فقط به نت وصل نمیشه که من البته بدردم نمیخورد چون بجای مانیتور گذاشتم و از نت کامپیتورم میتونم ایتفاده کنم",12,2,4,5,3,5
"بااين قيمت وااقعا مي ارزد
جمع وجوربودن وسبک وزني آن وضبط آسان روي حافظه جانبي ومصرف کم برق
ضبط آسان روي حافظه جانبي ومصرف کم برق","بااين قيمت وکيفيت ندارد.","چون افراد زیادی هستند که دیدن تلوزیون دیجیتال LED باقیمت وکیفیت وگارانتی مناسب را بر امکانات جانبی دیگر آن افضل می دانند،لذابه کسانی که هنوز از تلوزیون های لامپی قدیمی استفاده میکنند پیشنهاد میکنم حتما این تلویزیون ال ای دی شهاب مدل 20D2700 سایز 20 اینچ رابخرندواگر درآینده انشاءالله وضع مالی شان بهتر شد وتلوزیون بزرگتر خریدند بازهم مطمئن باشند این تلوزیون به درد اتاق خواب یامغازه یاهمراه بردن به هنگام سفر وحتی استفاده با رایانه آنها خوهد خورد.یا علی",17,0,4,3,5,5
"امکان ضبط برنامه هايه تلويزيوني و داشتن گيرنده ديجيتال داخلي مصرف انرژي کم","وجود تنها يک درگاه USB آنهم خيلي نزديک ورودي انتن خورده اگر فاصلش بيشتر بود بهتر بود","باسلام در یک کلام میشه گفت نسبت به قیمتش خوبه منتها دو نکته هست اول اینکه توو مشخصات فنیش نوشته وجود دو درگاه USBدر صورتیکه یکی بیشتر نداره دوم اینکه کنار دوربین تیک سبز خورده در صورتیکه دوربین نداره",13,0,3,3,3,3
