positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
"قيمت ارزان","کند بودن
هنگ کردن","هر کاری رو با تاخیر زیاد انجام میده مثلا وقتی صدا رو کم میکنید ممکنه 2 تا 3 ثانیه بعد عمل کنه
وقتی چند کا رو با هم مکنید مثلا هم کانلا رو بالا پایین کنید و هم صدا رو کم و زیاد ممکنه هنگ کنه
ترجیه میدادم پول بیشتری می دادم و تلویزیون بهتری می خریدم",6,6,3,3,2,2
,,"وقتی تی وی به دستم رسید به گارانتی زنگ زدم برای نصب که عصر برای نصب اومدن و هیچ هزینه ای حتی کرایه رفت و امد هم نگرفتن پس بازم مادایران نشون داد که تو خدمات حرف اول رو میزنه.وقتی جعبه رو باز کردم متاسفانه تنها بدی که ملاحضه کردم پایه های دیواری تلویزیون بود که استحکام کمی داره ولی این نقطه ضعف نیست چون ایکس ویژن رایگان این پایه ها رو گزاشته.وقتی تی وی رو نصب کردم با یه انتن سر خود از تو خود خونه خیلی راحت تموم کانال های دیجیتال رو راحت دریافت کردم تی وی از کیفیت نمایش تصویر عالی برقرار بود که با ال جی و سامسونگ و ... برابری میکنه که وقتی تنظیمشم کردم عالی و عالی تر شد.کیفیت صدا خیلی پایین بود که وقتی کنترل خودکار رو توی تی وی فعال کردم کیفیت صدا به طور عالی بالا رفت و کیفیت صدا درست شد.مالتی مدیای تلویزین که هارد رو بهش دصل کردم همه چیز رو میخوند تموم فرمت های تصویری و ویدیویی حتی زیر نویس فیلم ها هم به روانی پخش میشد به راحتی به مودم وایرلس وصل شد و یه وبگردی عالی میشه باهاش داشت که واقعا شگفت انگیز بود در کل به همه پیشنهاد میدم که خرید کنن من تنها نقطه ضعفی که تو تی وی دیدم تنها اینه که اگه چندتا اهنگ و فیلم و ... تو فلش یا هارد باشه پشت سر هم پخش نمیشه و باید ترکترکاین کارو کرد که اینم مهم نیست به نظر من الان واقعا الجی و سامسونگ پول مارکو دارن میگیرن پس با قیمتی زیر 700 هزار میشه تمومی اون امکلنات رو داشت.از همه لحاظ عالی",10,13,5,5,5,5
"عالي دريک کلام","فقط وقتي فلاش مموري پخش ميکنه تراکها اتوماتيک نميرن تراک بعدي بايدباريموت رفت تراک بعدي همين...","عالی عالی عالی
واقعا دریک کلام عالی. برندهای سونی. ال جی. سامسونگ فقط تبلیغات دارن, باورکنین همین تلویزیون بااین برندهایی که گفتم حداقل 300الی400تومن گرونتره. تازه جدیدترین مدل ایکس ویژن دارای کیفیت 4k میباشد یعنی آخرکیفیت, دوبرابرfull hd کیفیت داره. و تقربیا همه فرمتهای صوتی و تصویری رو بازمیکنه. اگه حمل برخود ستایی نباشه, من خوره لوازم برقی و دیجتالم مخصوصا تی وی. همه برندها رو تا اخرش رفتم. دریک کلام عالی و مقرون بصرفه.",8,13,3,3,3,3
"زاويه ديد گسترده فول اچ دي و رنگ زنده واي فا نصب ديواري و رو ميزي منوي فارسي خدمات پس از فروش عالي حتي بالاتر وکامل تر از سامسونگ انطباق چهارصد هرتز","فاقد موس وusb3البته مهم هم نيست","با سلام من این محصول رو 7 مهر ساعت 2 صبح سفارش دادم و ساعت 8 شب 8 مهر بدستم رسید چون یکی از شهرهای گیللان بودم ومسیر طولانی بود
متصدی پست با چند بار زنگ زدن و پرسجو بلاخره محصول رو آورد روز بعدش جمعه بود ک نتونستم نصب کنم ،شنبه زنگ زدم تهران یک فردی رو فرستادن برای نصب بلاخره نصب کردم آنتن هوایی هانی گرفتم و با سه بار تعییر جهت تونستیم کانال یابی انجام بدم 25 شبکه تلوزیون و 20 شبکه رادیو رو گرفت کیفیت و شفافیت صدا و تصویرر هم حرف نداشت متصدی نصب هم پولی نگرفت با اینکه خیلی تعارف کردم فقط گفت چون خارج ااز محدوده شهر پنج هزار تومان بابت کرایه گرفت خیلیدخوشبرخورد ومتین بود و در رابطه با خدمات پس از فروشش گفت که من قبلا نماینده سام سرویس بودم وابسته ب سامسسونگ اما چون بد عهدی دیدم از اونا الان نمایندگی مادیران رو دارم تازه میگفت نماینده سامسونگ بهمون میگفت درسته تا شش ماه گارانتی تعویض داره اما تا جایی ک امکان داره تعویض نکنین و بخاطر همین ما بمرور با نارضایتی مشتری مواجه می شدیم اما مادیران حدالمکان اگر مشکلی باشه تعویض میکنه خدماتش بمرراتب بهتر از رقبای داخل کشوره در ضمن ال ای دی این دستگاه همان ال ای دی آ مثبت کره هست .
از تلوزیون راضی هستییم و ب مراتب باتوجه ب قیمت و امکاناتش عالیه و با تلوزیونهای دو ملیونی کره ای برابر میکنه واقعا از تولید داخلی مادیران که تو ضمانت و کیفیت تونسته با رقبای قوی کره ای مقابله کنه و حتی تو خدمات پس از فروش قویی تر عمل کرده باید تشکر کرد .
در روزهای بعد با استفاده بیشتر از این دستگاه مزایا و معایب شو میگم براتون",8,5,3,3,3,3
"قاب باريک
قيمت مناسب
امکانات رضايت بخش
wifi","سيستم پلير ضعيف از نظر کنترل
دستگاه کنترل نچندان زيبا و کاربردي
کيفيت صداي متوسط","در کل خوبه قشنگه امکاناتشم خوبه پیشنهاد میکنم با این قیمت بخرید کیفیت تصویرشم خوبه",6,4,3,4,4,5
,,"دو روزه که این کالا سفارش دادم هنوز بدستم نرسیده البته چون در شهر رشت هستم حق میدم که یکم دیر این کالا بدستم برسه،انشا.. بعد از رسیدن محصول بدست تا حداکثر دوهفته دیگر نقد و بررسی خودم رو براتون قرار میدم ک اگر قصد خرید دارید سر در گم نشید.",4,1,3,3,3,3
"کار با موس و کيبورد
قابليت کنترل با گوشي همراه","کيفيت تصوير متوسط
کيفيت پخش صدا ضعيف","ظاهر نه چندان زیبا و کیفیت صدای پایین و تصویر معمولی اما به خاطر وزن کم و کنترل پذیریش برای جا به جایی خصوصا در خانه تکانی مناسبه
در کل نسبت به هزینه پرداختی مناسبه",6,5,1,2,3,3
"اسمارت لينوکسي بدون گيرو گور","شکل پايه","یک ماهی هست که خریدم،داشتم نگاه میکردم قیمتهاش فرق نکرده که کامنت دوستان رو دیدم،گفتم خوبه تجربم رو با شما در میون بزارم،تصویرش خوبه و قابل قبوله ،نکته جالبش اینه که اسمارت لینوکسی هست که برای من خیلی به کار میاد با یه موس راحت میشه تو اینترنت چرخ زدو وب گردی کرد،گارانتیش مادیرانه که واقعا ارزشمنده و خیال ادم رو راحت میکنه،خدا رو شکر من تجربه خوبی داشتم برای نصبش همون روز اومدن خیلی سریع کاراشو کردن پول هم برای کرایه نگرفتن ،تازه سینما خانگی هم که یه مارک دیگه بودو باهاش ست کردن برام،روی تصاویر اچ دی ماهواره عالیه واقعا ،از لحاظه روانیه تصویر هم هرتزش خیلی بالاس و خوبه فقط من از شکل پایش خوشم نیومد که اونم سلیقه ایه،ولی در مورد اینکه برادر عزیز اگر یک کالای ایرانی خریدی خرابم شد درستشم نکردن که شدنی نیست و نمیشه خدمات شرکتش بیاد پول راه بگیره بره شمام تماشاش کنی،اینکه بگی کل کالاهای ایرانی رو نخرین کار درستی نیست یا شما اگاه نیستی به حرفت یا اینکه تعمدی می خوای یه چیزیو خراب کنی اونم چیز نه تازه کل کالاهای ایرانی،من ایرانیم اگر کالای ایرانیم خرابم شد نمیگم ایرانی نخرین چون بازخوردش به خودم بر میگرده،،",13,3,5,5,5,5
"قيمت مناسب
WiFi",نميدانم,"خرابی و مشکلات فقط منحصر به این کالا نیست و لوکس ترین و گرانقیمت ترین کالاها از معتبر ترین برند ها هم خراب میشوند
به نظرم این منصفانه نیست که با یک خرابی جزئی ، به تمام کالاهای ایرانی بدبین بشیم و مردم رو از خرید کالای ساخت ایران منع کنیم.
تلویزیون سامسونگ بنده حدود 2 سال پیش خراب شد و برای تعمیرش هزینه ای در حدود 60 درصد قیمت خود تلویزیون متحمل شدم اما هنوز هم از تلویزیونم راضی ام.",16,1,3,5,3,5
,"کيفيت بسيار پايين","بعداز یک ماه دکمه پاور کنترلش خراب شده و تلویزون رو باید از پریز برق بکشم تا روشن خاموش کنم گارانتی هم اومد هزینه کرایه خودشو گرفت ورفت ولی مشکل همچنان پابرجاست. جنس ایرانی به هیچ وجه نخرید گول قیمت پایین و امکانات بالا رو نخورید جنس های خارجی مطمئن باشید که یچیزی به اسم کیفیت بهتروبالاتر دارن که قیمتشون بیشترهست ودر اصطلاح پول برندشون رو میگیرن.
این دومین اشتباه بنده در خرید جنس ایرانی بود ولی به سومی نمیکشه دیگه. چون ذهنیت بدی راجع به کالای ایرانی پیدا کرده ام.",22,40,2,3,3,4
"قيمت فوق العاده مناسب
وضوح عالي حتي براي شبکه هاي تلويزيون ديجيتال HD
سهولت در کاربري
گارانتي و خدمات پس از فروش ماديران طبق تجربيات قبلي
پخش آنلاين انواع فيلم در اتصال به اينترنت","فقط : کندي حرکت موس هنگام کار با اينترنت","سلام
من حدود یک ماه به دنبال خرید تلویزیون بودم ؛ همچین محصولی رو با هر برندی غیر از این ، با این امکانات بخرین ، حداقل باید یه میلیون بیشتر پول بدین .
من محصولات با برند های مختلف رو مقایسه کردم و به نظر خودم با اعتماد به این برند ، بهترین انتخاب رو کردم....",18,5,5,4,5,5
,,"از هر نظر عالی و بی نقص ایرانی ، ایرانی بخر",26,6,5,5,3,5
[],[],"از کسانی که خریداری و استفاده کردند،لطف کنند در خصوص کیفیت تصویر و مهمتر از همه سرعت انطباق یا همان (رفرش ریت) صحنه های پر تحرک مانند فوتبال و تصاویر سریع نظر بدهند.. در مشخصات این تلویزیون نرخ انطباق تصویر 400هرتز عنوان شده که قطعأ می بایست تصویری شفاف و بدون کدر شدن و یا شطرنجی شدن را مشاهده کنیم..",16,0,3,3,3,3
"Full HD
ماشين زمان
قابليت اتصال به اينترنت
تعداد مکفي درگاه HDMI
سبک",,"با این قیمت واقعا قیمتش خیلی خوبه دیجیکالا مرسی که شگفت کردی",5,0,4,4,4,5
"قيمت ارزان","کند بودن
هنگ کردن","هر کاری رو با تاخیر زیاد انجام میده مثلا وقتی صدا رو کم میکنید ممکنه 2 تا 3 ثانیه بعد عمل کنه
وقتی چند کا رو با هم مکنید مثلا هم کانلا رو بالا پایین کنید و هم صدا رو کم و زیاد ممکنه هنگ کنه
ترجیه میدادم پول بیشتری می دادم و تلویزیون بهتری می خریدم",6,6,3,3,2,2
,,"وقتی تی وی به دستم رسید به گارانتی زنگ زدم برای نصب که عصر برای نصب اومدن و هیچ هزینه ای حتی کرایه رفت و امد هم نگرفتن پس بازم مادایران نشون داد که تو خدمات حرف اول رو میزنه.وقتی جعبه رو باز کردم متاسفانه تنها بدی که ملاحضه کردم پایه های دیواری تلویزیون بود که استحکام کمی داره ولی این نقطه ضعف نیست چون ایکس ویژن رایگان این پایه ها رو گزاشته.وقتی تی وی رو نصب کردم با یه انتن سر خود از تو خود خونه خیلی راحت تموم کانال های دیجیتال رو راحت دریافت کردم تی وی از کیفیت نمایش تصویر عالی برقرار بود که با ال جی و سامسونگ و ... برابری میکنه که وقتی تنظیمشم کردم عالی و عالی تر شد.کیفیت صدا خیلی پایین بود که وقتی کنترل خودکار رو توی تی وی فعال کردم کیفیت صدا به طور عالی بالا رفت و کیفیت صدا درست شد.مالتی مدیای تلویزین که هارد رو بهش دصل کردم همه چیز رو میخوند تموم فرمت های تصویری و ویدیویی حتی زیر نویس فیلم ها هم به روانی پخش میشد به راحتی به مودم وایرلس وصل شد و یه وبگردی عالی میشه باهاش داشت که واقعا شگفت انگیز بود در کل به همه پیشنهاد میدم که خرید کنن من تنها نقطه ضعفی که تو تی وی دیدم تنها اینه که اگه چندتا اهنگ و فیلم و ... تو فلش یا هارد باشه پشت سر هم پخش نمیشه و باید ترکترکاین کارو کرد که اینم مهم نیست به نظر من الان واقعا الجی و سامسونگ پول مارکو دارن میگیرن پس با قیمتی زیر 700 هزار میشه تمومی اون امکلنات رو داشت.از همه لحاظ عالی",10,13,5,5,5,5
"عالي دريک کلام","فقط وقتي فلاش مموري پخش ميکنه تراکها اتوماتيک نميرن تراک بعدي بايدباريموت رفت تراک بعدي همين...","عالی عالی عالی
واقعا دریک کلام عالی. برندهای سونی. ال جی. سامسونگ فقط تبلیغات دارن, باورکنین همین تلویزیون بااین برندهایی که گفتم حداقل 300الی400تومن گرونتره. تازه جدیدترین مدل ایکس ویژن دارای کیفیت 4k میباشد یعنی آخرکیفیت, دوبرابرfull hd کیفیت داره. و تقربیا همه فرمتهای صوتی و تصویری رو بازمیکنه. اگه حمل برخود ستایی نباشه, من خوره لوازم برقی و دیجتالم مخصوصا تی وی. همه برندها رو تا اخرش رفتم. دریک کلام عالی و مقرون بصرفه.",8,13,3,3,3,3
"زاويه ديد گسترده فول اچ دي و رنگ زنده واي فا نصب ديواري و رو ميزي منوي فارسي خدمات پس از فروش عالي حتي بالاتر وکامل تر از سامسونگ انطباق چهارصد هرتز","فاقد موس وusb3البته مهم هم نيست","با سلام من این محصول رو 7 مهر ساعت 2 صبح سفارش دادم و ساعت 8 شب 8 مهر بدستم رسید چون یکی از شهرهای گیللان بودم ومسیر طولانی بود
متصدی پست با چند بار زنگ زدن و پرسجو بلاخره محصول رو آورد روز بعدش جمعه بود ک نتونستم نصب کنم ،شنبه زنگ زدم تهران یک فردی رو فرستادن برای نصب بلاخره نصب کردم آنتن هوایی هانی گرفتم و با سه بار تعییر جهت تونستیم کانال یابی انجام بدم 25 شبکه تلوزیون و 20 شبکه رادیو رو گرفت کیفیت و شفافیت صدا و تصویرر هم حرف نداشت متصدی نصب هم پولی نگرفت با اینکه خیلی تعارف کردم فقط گفت چون خارج ااز محدوده شهر پنج هزار تومان بابت کرایه گرفت خیلیدخوشبرخورد ومتین بود و در رابطه با خدمات پس از فروشش گفت که من قبلا نماینده سام سرویس بودم وابسته ب سامسسونگ اما چون بد عهدی دیدم از اونا الان نمایندگی مادیران رو دارم تازه میگفت نماینده سامسونگ بهمون میگفت درسته تا شش ماه گارانتی تعویض داره اما تا جایی ک امکان داره تعویض نکنین و بخاطر همین ما بمرور با نارضایتی مشتری مواجه می شدیم اما مادیران حدالمکان اگر مشکلی باشه تعویض میکنه خدماتش بمرراتب بهتر از رقبای داخل کشوره در ضمن ال ای دی این دستگاه همان ال ای دی آ مثبت کره هست .
از تلوزیون راضی هستییم و ب مراتب باتوجه ب قیمت و امکاناتش عالیه و با تلوزیونهای دو ملیونی کره ای برابر میکنه واقعا از تولید داخلی مادیران که تو ضمانت و کیفیت تونسته با رقبای قوی کره ای مقابله کنه و حتی تو خدمات پس از فروش قویی تر عمل کرده باید تشکر کرد .
در روزهای بعد با استفاده بیشتر از این دستگاه مزایا و معایب شو میگم براتون",8,5,3,3,3,3
