positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"اقای رحمانی چطور میگید نقطه ضعف ظاهر خود دیجیکالا هم میگه بدنه خوش ساخت و زیبا",2,1,5,5,5,5,5,5
"RAM
جدا شدن باتري (دليل اصلي انتخاب من)",ظاهر,"من چن هفته ای هست که قصد خرید لپ تاپ رو دارم و راستش انتخاب اولم Aspire V15 Nitro VN7-592G-71SB بود چون از همه چیش مخصوصا ظاهرش خیلی خوشم اومده بود ولی وقتی فهمیدم باتریش جدا نمیشه دلمو به کلی زد و باعث شد بگردم دنبال یه گزینه دیگه که با این لپتاپ برخورد کردم و دیدم از تقریبا از همه لحاظ برتری داره نسبت به انتخاب اولم...
به زودی از همینجا میخرمش و امیدوارم که همونی باشه که میخوام .",1,5,4,5,3,5,5,2
"سخت افزار قوي",,"عالیمن خریدم راضیم",2,0,5,3,3,3,3,3
,,"سلام.من این لپتاب رو خریدم وخیلی از کاراییش راضیم.
فروشنده میگفت داغ میکنه ولی تا الان با وجود اینکه بازیهای آنلاین با حجم بالا ریختم و ساعتها باهاش فیلم میبینم به هیچ عنوان داغ نکرده .تنوع پورتهای ورودیش یکی از دلایل انتخاب من بود و الان خیلی به دردم میخوره.",6,0,5,5,5,5,3,3
"ram16
fhd ips
geforce gtx 950m
keyboard lite",c-type,"به نظر من همه چیش عالیه اما برا من یکم گرونه",9,1,4,5,5,4,4,5
,,"با عرض سلام و وقت بخیر به همه شما دوستان عزیزم، قصد بنده خرید این لپ تاب هست از عزیزانی که صاحب نظر هستند یا تجربه استفاده از این مدل رو دارن نظرشون رو در مورد جنبه مولتی مدیای این محصول رو بدن،بینهایت ممنون از شما عزیزان",2,0,3,3,3,3,3,3
"صفحه نمايش مات
صفحه نمايش IPS
حافظه داخلي 2T
کيبورد بدون نقص با نور پس زمينه
بسيار شيک و زيبا",باتري,"دوستان این لپ تاپ یکی از بهترین و پرقدرترین لپ تاپ های امروزه است که بسیاری از کارهارو به راحتی میتونید انجام بدین.
من میخواستم ASUS بخرم اما تا این لپ تاپ دیدم نظرم کلا عوض شد و الان میخوام این لپ تاپ بخرم چون از مدل ASUS که میخواستم بخرم ارزون تر و معایب کم تری داره.
و از همه بهتر دارای صفحه نمایش مات هست که بسیار میرزه و کاش باتریش قابل دراومدن و قوی تر بود بااینحال لپ تاپ خیلی خوبیه . در خریدش شک نکنید!!",1,1,5,4,4,5,5,5
,"باتري خيلي ضعيف براي اين امکانات
سنگيني به دليل بدنه فلزي","من خودم دارم خدایی همه چیزش خوبه فقط چون باتریش برای این امکانات ضعیفه شارژ بیشتر از 3تا4 ساعت نگه نمیداره(استفاده مداوم).
حمل و نقلش بخاطر وزن زیاد که به علت بدنه فلزی برای خانم ها سخته.
ولی کلا برای استفاده لپ تاپ فوق العاده خوبیه",2,1,5,5,3,5,4,3
"هارد زياد","باطري سه سلولي","باید برای این سری باید باطری های شش سلولی طراحی میشد باطری خیلی ضعیفی داره و نمی خوام زیاد کار کرد",1,1,3,3,3,3,3,3
"وزن مناسب و ضخامت مناسب","نداشتن ssd","لپ تاب خوبیه در صورت موجود شدن میخریم",3,1,3,3,3,3,3,3
"همه چي",هيچي,"دیجیکالا لطفا درست راهنمایی کن مشتریان رو اولا ک باتری این سری جدا نمیشه بعد حسگر اثر انگشت هم داره ک تو توضیحات هیچ اشاره ایی نشده وتو عکسا هم نیست
صفحه این سری هم TFTهستش به اشتباه زده اینجا ips
ولی در کل خیلی خوبه و عالیه مخصوصا صداش",8,0,3,3,3,3,3,3
,,"باتری این دستگاه قابلیت جدا سازی ندارد و بدنه زیرین دستگاه هم یک تکه میباشد یعنی برای دسترسی به رم و یا هارد ، باید صفحه زیر لپ تاپ کلا باز شود .",2,0,2,3,3,3,3,3
"سي پيو سري u","نداشتن تايپ سي و گرافيک960","اتفاقا پردازنده این مدل خیلی خوبه واسه کارای گرافیکی متوسط چون پردازنده قوی و کم مصرفی داره که برای کارای معولی دم به دقیقه نمیخواد بزنیش به شارژ و بلندگوهاش هم عالیه من خودم g751 ایسوس دارم اینم فامیلمون داره تو کارای عادی فرق چندانی ندارن حتی تو بازی فارکرای 4 هم مثل هم هستن ولی تو بازی بلک اپس 3 اگه کیفیت رو بالا ببری این یکم لگ میزنه که باید کیفیت رو متوسط باشه",7,0,3,5,5,5,4,5
هيچي,"cpu ضعيف
نداشتن هارد ssd","لپ تاپ زیاد تعریفی نیست دو ترابایت هارد زیاده باید یک ترا هارد داشت و 128 ssd پردازنده که سریu نسبت به قیمتش ارزش هیچی نداره",0,10,3,3,3,3,3,3
,,"اقای رحمانی چطور میگید نقطه ضعف ظاهر خود دیجیکالا هم میگه بدنه خوش ساخت و زیبا",2,1,5,5,5,5,5,5
"RAM
جدا شدن باتري (دليل اصلي انتخاب من)",ظاهر,"من چن هفته ای هست که قصد خرید لپ تاپ رو دارم و راستش انتخاب اولم Aspire V15 Nitro VN7-592G-71SB بود چون از همه چیش مخصوصا ظاهرش خیلی خوشم اومده بود ولی وقتی فهمیدم باتریش جدا نمیشه دلمو به کلی زد و باعث شد بگردم دنبال یه گزینه دیگه که با این لپتاپ برخورد کردم و دیدم از تقریبا از همه لحاظ برتری داره نسبت به انتخاب اولم...
به زودی از همینجا میخرمش و امیدوارم که همونی باشه که میخوام .",1,5,4,5,3,5,5,2
"سخت افزار قوي",,"عالیمن خریدم راضیم",2,0,5,3,3,3,3,3
,,"سلام.من این لپتاب رو خریدم وخیلی از کاراییش راضیم.
فروشنده میگفت داغ میکنه ولی تا الان با وجود اینکه بازیهای آنلاین با حجم بالا ریختم و ساعتها باهاش فیلم میبینم به هیچ عنوان داغ نکرده .تنوع پورتهای ورودیش یکی از دلایل انتخاب من بود و الان خیلی به دردم میخوره.",6,0,5,5,5,5,3,3
