positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"[""طراحي خوب"",""باطري قوي"",""کيبرد خوب""]","[""نداره بابا جان""]","خیلیا میگفتن گرافیکش پایینه نگران نباشید پردازنده core i7 دو گیگ حافظه گرافیکی جدا از کارت گرافیک داره دوگیگ هم که adm هستش میشه 4 GB",0,2,4,4,4,5,4,5
,,"سلام من این لپ تاپ رو از دیجی کالا سفارش دادم خیلی عالیه",1,0,5,5,5,5,3,3
"کيبورد عالي صداي عالي .
تاچپد عالي و چند لمسي به خصوص در ويندوز 10
سي پي يو خوب u5500 و باتري خوب
گرافيک رازي کننده : gta v . batman arkham night . batillfildhard line . در کيفيت بالا
direcxt : 11.2","ديد محدود صفحه نمايش
نداشتن بک لايت کيبورد","من 4 ماهه استفاده میکنم هم gaming . هم مهندسی هم ملتی مدیا و... خوبه و همه بازیها رو برام به راحتی باز کرده . ولی گرافیک این amd r7 m260 هست ولی ماله من r7 m265 که اختلاف کمی باهم دارند.",3,0,5,4,5,4,4,5
"باتري خوب
پردازنده core i7","کارت گرافيک نا مناسب براي بازي هاي سنگين ولي براي کار عادي خوبه","بعد از یک ماه استفاده مینویسم:
لپتاب بسیار با کیفیتی است مخصوصا باتری آن ، طراحی ان واقعا زیباست ولی اگه این لبتاب برای بازی میگرین باید بگم که کارت گرافییک آن amd هست و دایر ایکس پشتیبانی ان 9 است که برای بازی خیلی مناسب نیست به همین دلیل اگه برای بازی میخواهید بهتر سراغ لبتاب دیگر بروید ، این لپتاب برای کار عادی عالی هست .",4,1,3,5,5,5,3,5
,,"این لپ تاپ همه چیش نسبت به قیمتش خوبه.
فقط من با shutdown و restart اش مشکل دارم چون بعد از لوگوی ویندوز کلا صفحهسیاه می شه ولی چراف thinkpad همچنان روشنه و باید دکمه Power را نگه داری تا خاموش شه. کسی این مشکل رو داشته تا حالا؟",2,0,3,4,5,3,4,5
"کش بالا و رم قوي ولي نکته اصلي صفحه مات که چشمو ازيت نميکنه","نداره هيچ نقطه ضعفي","سلام من رشتم الکترونیک من دارم اینو و ازش رازیم من بهاش کارمیکنم تمام نرم افزار های سنگینو جواب میده و تصلا مشکلا تی که با ایسوس و اچ پی داشتم با این ندارم و چشما رو ازیت نمیکنه",3,1,5,5,5,5,5,5
,,"تا دیشب موچود بود تا اومدم بخرم تموم شد
لطفاً موجودش کنید تا بخرم عجله دارم شدید
یا اگه میشه e550 با رم 16G رو شگفت انگیزش کنید اونو بخرم فقط سریعتر لطفاً",2,0,0,0,0,0,0,0
,,"درایورهای ویندوز 10 برای این مدل رو از کجا میشه گرفت؟",0,0,0,0,0,0,0,0
,,"من حدود یک ماهه این لپ تاپ رو گرفتم تایپ کزدن با کیبردش فوق العاده راحت و لذت بخشه اما مشکلی که باهاش دارم اینه که دکمه های کاربردی مثه play/pause یا next که global باشه روی کیبرد نداره. همین طور بعضی کلیدهای کاربردی مثه خاموش کردن صفحه یا تنظیم نحوه اتصال به پروژکتور که تو خیلی از لپ تاپ ها هست و واقعا کاربردیه رو نداره.",0,0,0,0,0,0,0,0
,,"لطفا بزاریدش تو پیشنهاد ویژه میخام بخرمش این مدل خیلی عالیه",1,1,5,5,5,5,5,5
,,"سلام
لطفا موجودش کنید کنید....لطفا
میخایم بخریمش.
سفید باشه ......",0,1,0,0,0,0,0,0
,,"با سلام این مدل رنگ سفید.خاکستری یا نقره ای نداره آیا ؟
اگر داره لطفا موجود کنید.
ممنون.",0,1,3,3,3,3,3,3
,,"به نظر من از همه نظر عالیه
هم جنسش و هم قدرتش.تمام مشکلاتی رو هم که با درایور و شارژر و ... دارید اصلا من ندیدم.البته پیشنهاد می کنم با گارانتی امرتات بخرید.
من بعد یک ماه تحقیق در مورد خرید و یک ماه استفاده نظرم فقط این مدل Think Pad هست و بس",1,1,5,5,5,5,5,5
,,"سلام خدمت دوستان .به نظرتون این لپتاپ برای یک مهندس عمران مناسب هست؟در واقع گرافیکش منو یکم نگران میکنه که کم باشه.",1,0,0,0,0,0,0,0
,,"سلام دوستان. بنده این لپتاب را خریداری نمودم ولی یک موضوع جالب رخ داده.لطفا اگر در این خصوص اطلاع دارید اعلام بفرماییدو، ممنون میشم.
وقتی شارژر را به این دستگاه میزنیم هیچ چراغ هشداری روی دستگاه مبنی بر شارژ بودن یا نبودن و یا در حال شارژ بودن روشن نمیشه.تیم کارشناسی دیجی به بنده گفتن این مدل اینجوریه.ولی به نظر من منطقی نمیاد.
آیا بنده در اشتباهم؟",1,0,0,0,0,0,0,0
,,"این سری ها قوی بوده.اگر cpu آن سری u است دارای سرعت بالا بوده و باتری کمرتی استفاده میکند و سری m برای کار قدرتی هست",1,1,0,0,0,0,0,0
,,"سلام
این مدل ها دارای باتری 6 سلولی هستند.تمام think pad ها دارای باتری 6 سلولی و صفحه مات هستند و این باعث بالا رفتن کیفیت میشوند و ضد ضربه هستند",0,0,0,0,0,0,0,0
,,"با سلام دوستانی که خریدند نظرشون را درباره ظاهر و ضخامت و جنس بدنه بیان کنند
با تشکر",0,0,0,0,0,0,0,0
,,"عیب هاش ضفحه نمایش FHD نیست کارت گرافیک ضعیف و مزیتش فقط باتری خوبش هست",0,2,0,0,0,0,0,0
,,"ارزش خرید پایینی داره. چون نسبت به e540 هم سی پی یو ضعیف تر شده . هم کارت گرافیک نسبت به gforce 740 ضعیف تره . هم جای خالی m2 sata از مادربورد حذف شده . تنها چیزی که تغییر کرده شارژ باتریست که اونم به خاطر استفاده از پردازنده کم مصرف هست . e540 هنوز انتخاب بهتری است . همیشه محصول جدیدتر به معنای محصول بهتر نیست.",6,0,0,0,0,0,0,0
,,"با سلام به نسبت کانفیگش و سری صنعتی بودنش خوبه درسته زیاد قوی نیست ولی قیمت مناسبی داره و میشه با پکج های که ویژه سری think pad هست یکم ارتقاش داد به نظر من خوبه",2,0,4,3,4,3,4,3
,,"درایورهای ویندوز 10 برای این مدل رو از کجا میشه گرفت؟",0,0,0,0,0,0,0,0
,,"من حدود یک ماهه این لپ تاپ رو گرفتم تایپ کزدن با کیبردش فوق العاده راحت و لذت بخشه اما مشکلی که باهاش دارم اینه که دکمه های کاربردی مثه play/pause یا next که global باشه روی کیبرد نداره. همین طور بعضی کلیدهای کاربردی مثه خاموش کردن صفحه یا تنظیم نحوه اتصال به پروژکتور که تو خیلی از لپ تاپ ها هست و واقعا کاربردیه رو نداره.",0,0,0,0,0,0,0,0
,,"لطفا بزاریدش تو پیشنهاد ویژه میخام بخرمش این مدل خیلی عالیه",1,1,5,5,5,5,5,5
,,"سلام
لطفا موجودش کنید کنید....لطفا
میخایم بخریمش.
سفید باشه ......",0,1,0,0,0,0,0,0
,,"با سلام این مدل رنگ سفید.خاکستری یا نقره ای نداره آیا ؟
اگر داره لطفا موجود کنید.
ممنون.",0,1,3,3,3,3,3,3
,,"به نظر من از همه نظر عالیه
هم جنسش و هم قدرتش.تمام مشکلاتی رو هم که با درایور و شارژر و ... دارید اصلا من ندیدم.البته پیشنهاد می کنم با گارانتی امرتات بخرید.
من بعد یک ماه تحقیق در مورد خرید و یک ماه استفاده نظرم فقط این مدل Think Pad هست و بس",1,1,5,5,5,5,5,5
,,"سلام خدمت دوستان .به نظرتون این لپتاپ برای یک مهندس عمران مناسب هست؟در واقع گرافیکش منو یکم نگران میکنه که کم باشه.",1,0,0,0,0,0,0,0
,,"سلام دوستان. بنده این لپتاب را خریداری نمودم ولی یک موضوع جالب رخ داده.لطفا اگر در این خصوص اطلاع دارید اعلام بفرماییدو، ممنون میشم.
وقتی شارژر را به این دستگاه میزنیم هیچ چراغ هشداری روی دستگاه مبنی بر شارژ بودن یا نبودن و یا در حال شارژ بودن روشن نمیشه.تیم کارشناسی دیجی به بنده گفتن این مدل اینجوریه.ولی به نظر من منطقی نمیاد.
آیا بنده در اشتباهم؟",1,0,0,0,0,0,0,0
,,"این سری ها قوی بوده.اگر cpu آن سری u است دارای سرعت بالا بوده و باتری کمرتی استفاده میکند و سری m برای کار قدرتی هست",1,1,0,0,0,0,0,0
,,"سلام
این مدل ها دارای باتری 6 سلولی هستند.تمام think pad ها دارای باتری 6 سلولی و صفحه مات هستند و این باعث بالا رفتن کیفیت میشوند و ضد ضربه هستند",0,0,0,0,0,0,0,0
,,"با سلام دوستانی که خریدند نظرشون را درباره ظاهر و ضخامت و جنس بدنه بیان کنند
با تشکر",0,0,0,0,0,0,0,0
