positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"[""عالي است ""]",,"من هنوز این محصول را خریداری نکرده ام لطفا اگر میشود این محصول رو موجود کنید",5,3,3,3,3,3,3,3
,,"لطفا موجود کنید و پیشنهاد ویژه بذارید چندین نفر هستیم میخوایم بخریم.",3,3,3,3,3,3,3,3
"[""عالي است ""]",,"لطفا اگر میشو د موجودش کنید",6,1,3,3,3,3,3,3
,,"لطفا موجود کنید",5,1,4,5,5,5,4,3
[],[],"لطفا موجودش کنین من حداقل 265میخوام",4,4,3,3,3,3,3,3
"[""سيستم عامل عالي\nصفحه نمايش خيره کننده\nبدنه عالي \nوزن کم\nباتري عالي (توي سيستم عامل مک)\nحافظه ssd عالي(چون فرق مي کنه)\nواسه عکاس ها وا طراح ها عالي\nبراي آهنگ سازا فوق العاده ""]","[""قيمت زياد.\nحافظه کم \nگرافيک نسبتا خيلي خوب(بايد بهتر از اين مي بود به دليل قيمت)\n""]","این کالا رو خریدم و می خوام نقاط قوت و نقاط ضعف شو بگم.
حتما می خواین بیگین پول میدین اندازه یه ماشین که چی بشه
قیمت این محصول واقعا زیاده خیلیم زیاده .
من اول فکر می کردم مک بوک فقط برای کاره ( عکاس هستم) اما وقتی روش GTA V اجرا کردم و به راحتی اجرا کرد گفتم واو .
همه از نرم افزار های مک بوک می نالن حق ام دارن بعضی از نرم افزار های بی خود حجم زیادی داره اما بعضی اوقاتم ندار مثل whatsapp که 138 مگ
هیچ وقت واسه نرم افزار ویندوز نریزین چون همه ی نرم افزارا خوب و اصلی هست فوتوشاپ ،پریمیر که اصلا لازم نیست نه پول بدین یا هرچیزه دیگه فقط یه دانلود ساده((کسایی که اصلا ویندوز یا زبان بلد نسیتن استفاده نکن ممکن بگن چه قد گیج کننده و برن بدن 200 تومن براشون ازین اپل استورای مسخره براشون چیزی بریزه)) من هیچ کدوم از محصولات اپل نداشتم و بی خود مارک پرستی ازین حرکتا نمی کنم . تاچ پد فوق العاده (با ایسوز هم قیمتش مقیاسه می کنم) اسپیکرش عالی صفحه فوق العاده و می تونم بگم باتری وحشت ناک عالی از من می شنوین به هیچ عنوان روش ویندوز نریزن اشتباه بزرگیه(با بوت کمپ خیلی راحت می شه همه کار می خواین با وینوز انجام بدین می تونین
نرم افزار های خوده اپل که روی سیستم عامل گذاشته عالی . مثل نرم افزار ادیت فیلم که ی جورایی از پریمیر بهتره نرم افزاره گارج بندش فوق العادس و من با کیبورد(اورگ) به راحتی یه آهنگ ساختم با این نرم افزار حتی می تونین افکت گیتار که کلی باید پول بدین انجام داد حتی از فل استدیو هم بهتره.
تمام نرم افزار ها قابل کرک و هیچ ناراحتی نداره . و اگر ایفون داشته باشین خیلییی کارا می شه کرد یه جورایی مک بوک حال بیشتری بهت می ده(من ایفون ندارم )(و آیپدم ندارم) .
اصلا هم باهاش کار کردن سخت و گیج کننده نیست به هیچ عنوان(تو یه ساعت تمام کارش کردم)و بهتون بگم تا حالا من ازش حتی یه لگ کچولوم ندیدم با اینکه نرم افزارای سنگین روشه.
اگه خوره کامپیوتر نیستین نگیرین برین یه لبتاب ویندوزی با این قیمت بگیرین.( اگه ویندوز بعد چند سال کند نشه و لگ نزن می تونم بگم سیستم عامل برتر ویندوز )
پرت و وسایل دیگرشم لازم نیست حتما اپل باشه یه مارک ارزون کاره منو راه انداخت(منظور پرت تاندر بردتشه نه صفحه نمایش) اگه خدایی نکرده براش حادسه ای پیش بیاد خیلی باید پول بدین.
خلاصه من که از محصولات اپل و سیاست کثیف اپل بدم می یومد از لبتابش خوشم اومد (با خودتون می گین چرا خریدم ؟چون صفحه و باتریش منو جادو کرد.
می تونم بگم نقطه ضعفش قیمت زیاد و خرج احتمالی شه(ضربه و...) و حافظه کم اون",18,9,3,5,5,5,4,5
"صغحه نمايش رتينا
بهترين کيبورد و تاچ پد لپتاپ ها (با وجود جستر هاي معرکه)
سخت افزار فوق العاده (عملا 10 سال ميتواند به شما خدمت کند)
ظاهر شيک و ظرافت هرچه تمام که ميتواند در يک نوت بوک گنجانده شود","ممکن است عادت کردن به سيستم عامل مک در اوايل کار دشوار باشد
بي رحمي اپل در مورد هزينه اين مکبوک (حتي در خارج از کشور) در مقابل سخت افزار
GPU (واحد پردازنده گرافيکي اختصاصي) با ظرفيت تنها 2GB","اصولا مشکل بنده با کسانی که در اینجا نظر مینویسند این است : نقاط قوت :همه چیز -نقاط ضعف: من که ندیدم!!!!)یا اینکه اصلا لپتاپ های اپل در ایران به درد نمیخورد و اپل یک شیاد است!!! ( یا منفی منفی یا مثبت مثبت) و اینکه مردم با چه علاقه ای این نظرات را میپسندند!!!!!به این افراد بگویید که عصر جاهلیت به پایان رسیده و ما در قرن 21 ام بسر میبریم!!!به عنوان کسی که چندین و چند سال است با مکبوک کار میکنم باید بگویم: ای انسان ها هشیار باشید!!! این همه تعصب نسبت به اپل به این دلیل است که شما با دیدن تصویری از این مکبوک مجموعه ای از کلمات در ذهن شما بترتیب و پشت سرهم هجوم می آ ورند
این قبیل کلمات( امنیت ، زیبایی ، یک سیب گاز زده شیک که میدرخشد، ظاهر بسیار ساده در عین حال بسیار جذاب!) بنده این مراحل را 10 سال پیش پشت سر گذاشته ام ! اپل روح شما را تسخیر میکند پول زیادی از شما میگیرد و همینکه لپتاپ به دستتان رسید با خود میگویید : آِیا واقعا ارزش این هزینه را داشت؟! اگر ویندوز نمیخواهید، اگر شارژ بیشتری میخواهید اگر از ویروس ها و بدافزار های بی پایان ویندوز با وجود اینکه حدود بیش از نیمی از انتی ویروس ها یا پولی اند و یا درست کار نمیکنند خسته شده اید... صد در صد چنین لپتاپی شایسته شماست! ولی اگر گیمر هستید و یا کارهای سنگین گرافیکی انجام میدهید با وجود Cpu core i7 و یک ترابایت حافظه داخلی و 16GB رم چه چیزی ازین بهتر؟!!!! تنها چیزی که در این لپتاپ فریاد میزند این است : من یک GPU 2GB ای هستم و نمیتوانید تعویضم کنید!!! بگذریم اگر دانشجو هستید و فقط به دنبال تهیه پروژه ، پاورپوینت و ... و .... و.... با نصب یک ویندوز در ساده ترین مدل این مک بوک ها یعنی ایر هم میتوانید نیازتان را برطرف کنید ! اگر کارهای سخت گرافیکی انجام میدهید این مکبوک بهترین گزینه برای شماست ، اگر گیمر هستید با نصب ویندوز هم مشکلتان حل نخواهد شد . علاوه بر این کافیست کمی در دیجی کالا جست و جو کنید تا لپتاپی با مشخصات بهتر ازین و قیمت کمتر بیابید! نمیگویم این لپتاپ بده! همانطور که گفتم امنیت، کیفیت و ظرافت و شارژ فوق العاده ففط در این لپتاپ ها میسر است. خسته نباشید و امیدوارم که لذت ببرید.",19,6,2,5,5,3,4,5
,,"در خریدش شک نکنید",7,4,5,5,5,5,5,5
"طراحى عالى
باطرى فوق العاده
يکپارچگى بينظير سخت افزار و نرم افزار
کمترين نياز به پشتيبانى
سهولت استفاده","قيمت کمى نامناسب با توانايى
عدم توانايى کاستوم کردن","متاسفانه اکثر مطالبى که دوستان نوشتند یا از عدم آگاهى بودن یا طرفدارى متعصبانه. بیشتر ایرادهایى که گفته شده اصلا درست نیست. فقط به عنوان مثال در جواب دوستمون بگم osx بطور کامل از زبان فارسى پشتیبانى میکنه و در کارهاى ادارى هم مشکلى نداره. حتى مجوز نصب microsoft office هم داده. براى تدوین ویدیو هم که تخصصشه. حتما با فاینال کات آشنایى ندارید. همه جا دارن از این سیستم استفاده میکنند. خوبیهاش که معلومه. بجز فاصله قیمت و ارزش واقعیش. به نظر خیلیها، تمامیت خواهى اپل هستش. خودشون تصمیم میگیرند چى خوبه، و اجازه انتخاب زیادى بهتون نمیده. من هم با این سیستمش که میگه همینیه که هست خیلى حال نمیکنم ولى در هر حال هر شرکتى سیاستهاى خودشو داره. ولى مشکل فقط در خریده. وقتى خریدید دیگه تمومه ، دیگه مشکلى نخواهید داشت.",19,8,3,5,5,5,3,5
,,"سلام.میخواستم بدونم اگر بخوام لپ تاپی بگیرم که هم سبک و جم و جور باشه هم باهاش کارای برنامه نویسی و از این دست کارا انجام بدم و گه گاهی هم بازی کنم تو محصولات اپل از سری دارای core M بگیرم یا core i7 چون شنیدم هر کدوم قابلیت خواص خودشونو دارند و از لحاظ قیمت هم کمی متفاوت هستند ولی ویندوز رو جفتشون نصب میشه حالا اگه میشه راهنماییم کنید کدوم برای کارم مناسب تره و در عوض پولی که پرداخت میکنم کارایی بهتری داره.ممنون.",3,2,5,5,5,5,5,5
,,"سلام من این لپ تاب را خریداری کردم و از خیلی راضی هستم",3,7,5,5,5,5,5,5
,,"مک بوک پرو انصافا کانکتور آداپتور بی نظیری داره. اینو کسی می نویسه که دو ساله داره با این لپ تاپ کار می کنه. لپ تاپ قبلی من که سونی وایو بود بعد از 5 سال استفاده اولین قسمتیش که فنا شد جک برقش بود. از بس که این لپ تاپ سیمش کشیده می شد یا پا می خورد. چند بار هم لپ تاپ بخاطر کشیده شدن سیم به زمین خورد. اپل این مشکل رو برای همیشه حل کرده و اتصال مغناطیسی فیش آداپتور با کوچکترین فشاری به سیم برق راحت جدا می شه و اصلا خرابی نداره. من تعجب می کنم بعضی کامنت گذاشتن و از کیفیت بد کانکتور Mag Safe شاکی هستند. این اتصال هم از طرف لپ تاپ هم از طرف سر سیم کاملا پلمپ شده و امکان نداره خاک و خل اونجا جمع بشه. حتی اگه گلی هم بشه با یه دستمال مرطوب براحتی پاک می شه.",8,4,4,5,5,5,5,5
,,"حامد این لپ تاپ ویندوزی هم میشه. اپل همه درایورهای ویندوزی رو واسه داونلود گذاشته. با بوت کمپ می تونی ویندوز و مک او اس رو همزمان داشته باشی یا کلا ویندوزیش کنی. بهتره ویندوز 10 نصب کنی چون با ورژنهای قبلی ویندوز ظاهرا cpu میزنه بالا و داغ می کنه. یک جایی خوندم تست کرده بودن مک بوک پرو مدل 2013 با ویندوز 10 یک ساعت شارژ باطری کمتری می ده. در کل مشکلی نداره و اگر بد بود اپل پشتیبانی نمی کرد.یک راه دیگه استفاده از ویندوز بصورت virtual هست که می تونی با VMWare یا VirtualBox یا Parallels اینکارو انجام بدی. البته من این روشو برای برنامه های گرافیکی و گیم توصیه نمی کنم. یک نکته هم برای کسانی که لپ تاپ بدنه فلزی نداشتن بگم که کلا گرم شدن دستگاه بیشتر حس می شه چون بدنه فلزی لپ تاپ مثل یک رادیاتور بزرگ عمل می کنه و در حالت عادی صدای فن اصلا شنیده نمی شه.",2,3,4,5,5,5,5,5
,,"ایا این لپتاب ویندوزی هم میشه",2,6,3,3,3,3,3,3
,,"من گرفتم این رو دوستان . واقعا عالیه
در خریدش شک نکنید !",6,2,4,5,4,4,5,5
"کيفيت بالاي صفحه نمايش-باتري عالي-تاچ پد بي نظير","منبع تغذيه با کانکتور بد-کيفيت پايين منبع تغذيه","من حدود سه ماهه که یه لپ تاپ مک بوک خریدم.و خیلی با دقت همه جوانب اون رو بررسی کردم.البته هیچوقت نباید انتظار داشت که همه چیز بر وفق مراد ما باشه. ولی به هر حال همه با سبک و سنگین کردن خواسته ها و نیازهاشون اقدام به خرید یه لپ تاپ مناسب می کنن.قبل از هر چیز باید بگم که برای بازی کردن و انجام کارهای اداری با زبان فارسی و تدوین حرفه ای ویدئو و امور گرافیکی سه بعدی، دور لپ تاپ های اپل رو خط بکشید.نصب ویندوز روی اپل هم کار عاقلانه ای به نظر نمی رسه، چون با نصف پولی که پرداخت می کنید، می تونید یه سونی یا وایو یا اچ پی یا دل، با قدرت خیلی بیشتر رو بدست بیارید.هر لپ تاپی رو که یه هارد اس اس دی روش نصب کنید تبدیل به یه دستگاه فوق العاده میشه.الان دیگه اچ پی و توشیبا و دل دارای چندین لپ تاپ با صفحه نمایش 4 کی هستند. البته برند های دیگه ای مثل اسوس هم هست که بدک نیست ولی اصلا دنبال برند های رده دوم و شرقی نگردید.سونی و کلا ژاپن یه استثنا هستند.
به اعداد و ارقام زیاد توجه نکنید.قبل از هر چیز یه لپ تاپ باید روشن بشه و کار کنه.اکثر لپ تاپ ها یا در واقع بگم 95 درصد اونها بعد از 6 ماه نمیشه نگاهشون کرد.داغون میشن و هر روز یه جاییش از کار میوفته و یا پس از 20 دقیقه کار کردن اونقدر داغ میشه که سرعت پردازشش نصف یا کمتر میشه.اپل برای طراحی گرافیکی عالیه(فقط دو بعدی)، کیفیت صفحه نمایشش عالیه.باطریش فوق العادست و تاچ پدش رو هیچ دستگاهی نداره.حتی مطمئنم که کسی توی آینده هم نمیتونه مثل اون رو درست کنه.باید باهاش کارکنید تا بفهمید که من چی دارم میگم.کیفیت صفحه نمایش، رویائیه ولی من باهاش همون حسی رو دارم که وقتی تازه سی دی توی دنیا اومده بود و من برای اولین بار به موسیقی دیجیتال گوش دادم.حس میکردم که دنیا داره احساس رو قربانی میکنه.خشک و بی روح.تا وقتی ریل و گراموفون و نوار کاست گوش نداده باشید و آمپلی فایر لامپی رو ندیده باشید، نمی تونید درک کنید که من دارم چی میگم.موس های اپل از افتضاح هم افتضاح تره. بدترین دیوایسی هستش که می تونید پولتون رو دور بریزید و بخرید.اصلا فریب قیافش رو نخورید.کاملا خشک و خسته کننده و ...نوع کانکتور برق اپل هم احمقانست.چند تا پین ریز که با کمترین گرد و خاکی از کار می افته.نوک اون هم آهن رباییه که برای پز دادن عالیه ولی پس از چند ماه کار کردن و کشیدن و وصل کردن که قطع شد متوجه عرایض بنده می شید.متاسفانه ما ایرانی ها با اعداد و ارقام خیلی سریع فریب می خوریم.فقط تبلیغات موبایل ها و لپ تاپ ها توی اروپا و آمریکا رو با تبلیغات توی ایران مقایسه کنید.ماها رو خیلی راحت با عدد و ارقام فریب می دند.چند هسته و فرکانس و مقدار رم و سرعت ترانسفر هارد.همین کافیه تا زندگیمون و بفروشیم .",6,21,2,4,4,4,4,4
,,"دیجی کالا تورو خدا موجودش کن
طلایی باشه که عالی هم هست",7,6,5,5,5,5,4,5
,,"من همراه این لپ تاپ ، بلوری رایتر پایونیر هم خریدم که بدون هیچ درایوری ، بلافاصله بعد از وصل کردن شروع به کار کرد.",3,1,0,0,0,0,0,0
,,"@محمد سالاری
خود اپل سوپردرایو داره که قیمتش خیلی بالاست و هر سی دی رو نمی خونه. مشتریهای اپل هم امتیاز پایینی بهش دادن. من یه مدل DVD خوان سامسونگ گرفتم و ازش خیلی راضیم. هیچ درایوری هم لازم نداره و تا وصل کنی کار می کنه. شما می تونی هر مارکی تو بازار پیدا می شه انتخاب کنی فقط روی جعبش نگاه کن با مک سازگار باشه.",3,1,4,5,5,5,5,5
,,"محمد سالاری
بله دوست عزیز میخونه ولی تنها چیزی که شک دارم اینه که چه مارک هایی قابل استفاده برای مک هست( چون خود اپل هم دی وی دی اکسترنال داره و تو بازار موجوده )
شما قبل خرید از فروشنده حتما بپرس که چه مارک هایی رو پشتیبانی میکنه ( چون ممکنه یه مارک رو پشتیبانی نکنه.من قبلا یه موس گرفتم که دیدم روی مکینتاش کار نمیکنه.بردم به فروشنده گفتم و یه مارک دیگه داد که تو مک قابل استفاده بود )",2,1,0,0,0,0,0,0
,,"با توجه به اینکه در کشور ما اکثر اطلاعات فشرده توسط CD یا DVD منتقل می شن پس باید لپ تاپ ها به درایو نوری (DVD - rom) مجهز باشن 0 از کسانی با محصولات اپل آشنایی دارن یا این لپ تاپ رو دارن خواهش می کنم تو ضیح بدن ، میشه DVD - rom / external ( دستگاه دی وی دی خوان مجزا ) رو به این لپ تاپ متصل کرد ؟",2,3,0,0,0,0,0,0
,,"اقای سعیدی اصل هست..من خریدم رجیسترشم کردم خیالت راحت باشه",3,1,5,5,5,5,5,5
,,"خیلی مهم!
یه سوال دارم از دوستانی که از دیجیکالا این محصول رو خرید کردن.
دوستانی که با پلمپ محصولات اپل اشنایی کامل دارن و این محصول رو از دیجیکالا خریدن, ایا بسته بندی این محصول همون پلمپ و اکبندی کارخونس؟(بسته بندی جعبه با سلفون که زیر سلفون هوا نرفته باشه)
من تا الان فقط سر اینکه مطمعن نیستم اکبندش همون اکبند اصلیه و قبلا باز نشده از دیجیکالا این محصول رو نخریدم.
ممنون میشم جوابم رو بدین",3,1,0,0,0,0,0,0
,,"تحقیق کردم و به این نتیجه رسیدم که برای کارهای گرافیکی سنگین و بازی سریG asus مناسبتر از این لپتاپ هست،هم قیمت ارزانتر و هم کارایی بالاتر
اما از این نمیشه گذشت که همیشه محصولات اپل زیبایی و کیفیت خاص خودشونو دارند.
ممنونم از دوستان بابت راهنماییتون.",2,1,0,0,0,0,0,0
,,"سعید سعید
شما اگه می خوای 3dmax کار کنی می تونی رو این لپ تاپ ویندوز نصب کنی و اپل درایورهای لازم رو میده. من این کارو نکردم ولی احتمالا نصف لذت کار با این لپ تاپ بخاطر سیستم عامل مک هست که مخصوص سخت افزار اپل طراحی شده. من دوستم هم رشته شماست و یک لپ تاپ ویندوزی رده بالا داره و با گرافیک Nvidia 860m (گرافیک مشابه این مدل) از سرعت رندر گرفتن راضیه. البته اگه هارد لپ تاپش مثل این لپ تاپ سرعت وحشتناک 2 گیگابایت برثانیه داشت خیلی خوشحالتر می شد. این رو هم در نظر داشته باش به اندازه ای که پول می دی آش می خوری. از لحاظ قیمت در رده های ویندوزی لپ تاپهایی که مشخصات مشابه اینو داشته باشند گرونتر نباشند ارزونتر هم نیستند.",4,1,4,5,5,5,5,5
,,"اونایی که میخوان کار گرافیکی سنگین با لپتاپ انجام بدن این لپتاپ گزینه ی خوبی نیست چون پردازنده ی گرافیکی ضعیفی داره اگه کار گرافیکی انجام میدید میتونید N501JW ایسوس رو تهیه کنید و یه ssd 512 روش بندازید.",2,3,0,0,0,0,0,0
,,"سلام دوستان
من این لپتاپ برای کار معماری میخوام،برنامه 3dmax برای مک بوک نیست اما یکه برنامه مشآبه به اسمmaya هست که کار مکس انجام میده،از دوستان کسی با این برنامه کار کرده!؟ کلا این لپتاپ برای کارهای معماری مناسب هست میشه رندرو گرفت یا باید حتما ویندوز بگیرم!؟
اگه لپ تاپ مناسب برای این نوع کارها می دونید راهنمایی کنید",3,1,0,0,0,0,0,0
,,"@مهمان 1394/7/13
باطری مک بوک پرو قابل تعویض هست و اپل این کارو با دریافت 120 تا 200 دلار هزینه برای مشتریهاش انجام می ده. کیفیت باطری اپل به حدی بالاست که بعد از 1000 بار شارژ شدن تازه به 80 درصد شارژ اولیه افت می کنه و لااقل 5 سال جواب میده. اینو از کسانی که مک بوک های قدیمی دارند بپرسید.
گرافیک مک بوک برای یک لپ تاپ عالیه. لپ تاپی که اسم بردید GPU 860m داره نه 960m و از لحاظ قدرت با مک بوک پرو توفیری نمی کنه. بهرحال همه می دونند که لپ تاپهای رده گیمینگ در ازای گرافیک قویتر سنگین تر هستند و عمر باطری کمتری دارند. کسانی هم که واقعا نیاز به گرافیک قوی دارند مثل 3d کارها سراغ مک پرو می رن یا سیستم مخصوص گرافیک جمع می کنند.",1,1,4,5,5,5,5,5
,,"سلام دوستان
من دنبال یه لپ تاپی هستم که بتونم با اون برنامه نویسی و کارای شبیه سازی و محاسباتی انجام بدم.به نظر شما یه لپتاپ واسه انجام این کارا چه قابلیت های مهمی رو باید داشته باشه؟
آیا مهمه که کارت گرافیکی قوی داشته باشه؟ اگه بله مثلا چند؟ دیگه چه شاخص هایی مهمه؟
لطفا منو راهنمایی کنید...",1,2,0,0,0,0,0,0
,,"سلام خواهشا هر چه سریع تر موجود کنید من حداقل 3 تا میخوام",6,1,5,5,5,5,5,5
,,"لطفا هر چه سریع تر موجودش کنید مثلا تا اخر همین هفته با تشکر",2,1,4,5,5,5,5,5
