positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"سخت افزار بسيار قدرتمند","صفحه 4k يکم اذيت ميکنه
باتريش خوب نيست
بدنش زياد لک ميگيره
کيفيت ساخت پايين کيبرد و تاچ پد","سخت افزارش فوق العادست.بدون داغ شدن وکوچکترین فشار همه بازی ها را میکشه.ولی متاسفانه کیفیت ساختش زیاد خوب نیست تاچ پدش در هنگام کار کردن یکم صدا میده و مال من یکی از دکمه های کیبوردش کجه.نمیدونم شانس منه یا همشون اینطورن.از باتریشم زیاد راضی نیستم.در کل با این قیمت انتظار بیشتری داشتم",2,3,4,4,3,5,5,3
,,"سیستم واقعا عالیه و همه چی تمومه ، اما در جواب دوستان گیمیر اگه فقط قصد گیم دارید یا pc جمع کنید یا ps4 بگیرین، با این قیمت پردازش گرافیکیش تقریبا از نصف ps4 ضعیف تره",2,6,3,3,3,3,3,3
"همه چيز را به راحتي دانلود و نصب مي‌کند","هيچ چيز را کم ندارد","اگر شما خواستید لپ تاپ بخرید من پیشنهاد میکنم که این لپ‌تاپ را بخرید",4,4,5,5,5,5,5,5
"زيبايي سخت افزار قدرتمند کارايي بالا",هيچي,"من الان دو روزه خریدم عالیه و سرعتش خوبه",7,0,5,5,5,5,5,5
"مناسب براي virtualization
رم مناسب با قابليت ارتقاء
هارد Hdd با 7200دور برثانبه
هارد ssd با ظرفيت معمولي با قابليت ارتقاء
ظاهر مناسب","داغ شدن
کيفيت صفحه 4k که کاربرد زيادي ندارد
تضعيف عملکرد باتري درحالت 4k و گيم
مستعد شديد کثيف شدن","لپ تاپ خیلی خوبی هستش برای کارهای تخصصی کامپیوتر ، مجازی سازی، گیم، گرافیک و اجرای چند نرم افزار تو در تو چون رم اون 16هست و ssd داره که حین نصب os میتونید قسمت پارتیشن بندی هارد ، پارتیشن آخر رو انتخاب کنید که os مثلا ویندوز روی ssd نصب بشه اینطوری سیستم عامل با سرعت خیلی بهتر بالا میاد و کار میکنه ، هرچند هارد hdd معمولی ویندوز 7200هست که این یعنی read write سریعتر نصبت به هارد بیشتر رقبا... رزولیشن صفحه رو از حالت پیشفرض recommended به 1980در1080 قرار بدید یعنی full hd که عملکرد باطری هم بهبود پیدا میکنه ... اپدیت اول 2017 کمی نرم افزارها بهتر اجرا میشن و ریز شدن بهتر شده اما باز باید منتظر بهبود عملکرد نرم افزارها در حالت 4k توی نسخه جدیدشون باشیم ...",3,1,4,3,4,3,4,5
,,"در کل سیستم قدرتمندی داره و تمام بازی ها رو بدون مشکل با کیفیت بالا و روان اجرا میکنه و شکل ظاهری هم قشنگ و مناسب این سیستم است",7,1,5,5,5,5,5,3
"رم
سي پي يو
اقلام داخل جعبش","قيمتش
کارت گرافيکش","به نظرم gl702 که تقریبا باید تا الان وارد بازار ایران میشد خیلی بهتره با تفاوت قیمتی که داره.",5,2,2,3,2,2,2,2
"صفحه نمايش
کيبرد و تاج پد
لوازم جانبي",,"این لبتاب از طراحی و ساخت بالایی برخوردار است",3,0,3,5,5,5,5,5
,,"فرق این لپ تاپ رو با n552vw از نظر قیمتی متوجه نمی شم!حدود 200 هزار تومان گرون تره! در حالی که فرقش با n552vw در صفحه نمایش مات و داشتن 1ترابایت هارد در مقابل 2 ترابایت هارد n552vw!!!!
اگه طراحیش قیمتش برده بالا به نظر من اصلا نمی ارزه!(البته اقلام داخل جعبه لپ تاپو به حساب نیاوردم!",7,10,1,3,3,3,3,3
,نداره,"همه چیز خوب در این رنج قیمت",5,1,5,5,5,5,5,5
"1-رم 16
2-سي پي يو فوق العاده
3-گرافيک 960m","1-با اين گرافيک تو هيچ بازي 4k نميمشه نميدونم چرا با اين گرافيک پايين 4k گذاشتن","بازی هارو خوب اجرا میکنم ولی 4k فقط بدرد فیلم میخوره اصلا بدرد بازی نمیخوره",16,1,4,2,4,4,3,4
"سخت افزار قوي","دوست داشتم بدنه با کيفيت تري داشته باشه","این لپ تاپ رو الان بیش از یک ماه هست که استفاده میکنم. سخت افزارش واقعا قدرتمند هستش. کیبورد نرم و سریع ی داره. فقط موقع تایپ وقتی روی کلید ها ضربه میزنی تاچ پد میلرزه و یه صدای اضافی غزغز ازش در میاد. سخت افزار مشابه توی سری N هم داره که تفاوت اصلی ش با این توی مادربورد و بخصوص سیستم خنک کاری هستش.",3,4,3,5,5,4,4,3
"رم ddr4
بدنه شيک
اقلام همراه","افزايش فوق العاده دما هنگام کار و شارژ کردن","لپتاپ فوق العاده هستش
سخت افزار قدرتمند
هارد ssd
رم ddr4
اقلام همراه شامل کوله هدست و موس
فقط یک نکته که دوستان توجه داشته باشند حتماً و حتماً هنگام کار خیلی سنگین مثل بازی باتری لپتاپ جدا کنند و یا اینکه هنگام شارژ استفاده نکنند (در کل یا فقط از باتری یا برق مستقیم) به دلیل اینکه دمای لپتاپ خیلی بالا میره
به عنوان مثال هنگام بازی بدون اتصال شارژر دمای دستگاه تا 60 الی 65 حداکثر میرسه کن مشکلی نداره اما وقتی شارژر وصل و باتری هم وصله دمای دستگاه هنگام بازی تا 85 الی 90 میرسه که فوق‌العاده زیاد محسوب میشه",26,1,4,3,5,5,5,4
"سرعت نسبتا عالي و سخت افزار تقريبا قوي
طراحي و کيفيت ساخت تقريبا عالي
کيفيت خوب کيبورد و پورت هاي تقريبا کامل
لوازم جانبي کامل و بالا آمدن سريع ويندوز
زيبايي ظاهري و تجهيزات کامل","لق زدن تاچ پد
مستعد در جذب اثر انگشت و گرد و غبار
کثيف شدن در مدت کم و داغ شدن هنگام کار تقريبا سنگين
قيمت سرسام آور در مقايسه با قيمت دلاري در فروشگاه هاي خارجي
باتري با بازدهي مشابه ساير لپ تاپ ها هم رده (سقف 3.5 ساعت)","سلام به طور خلاصه عرض میکنم بنده این لپ تاپ رو که خریدم 3 روزه با وسایل همراه کوله، موس اورجینال ولی نه حرفه ای و هدفون به دستم رسید کیفیت ساخت خوب بود باتری اکسترنال بود ویندوز نصب کردم تا قبل از نصب کارت گرافیک سه پیکسل از پایین صفحه نمایش خاموش بود فکر کردم سوخته ولی پس از نصبکارت گرافیک مشکل حل شد مشکل بعدی لق زدن تاچ بد بود که واقعا اذیت میکرد که با تدبیری ، لقی ان را گرفتم این لپ تاپ در مقایسه با مدل مالتی مدیا و پرستیژ ایسوس و ام اس آی تقریبا برابر هست و فقط قیمتش در مقایسه به آن ها بیشتر است. دوستانی که لپ تاپ برای کارهای افترافکت و پریمیر میخوان اهمیت رو به اس اس دی بدهند و دنبال سخت افزار مشابه این لپ تاپ بگردند و الکی پول زیادی خرج این لپ تاپ نکنن. صفحه 4k هم نفهمیدیم مزیته آخر یا معایبه.چون تفاوت 4k با فول اچ دی رو اصلا چشم تقریبامتوجه نمیشه، ضمنا نرم افزار ها هنوز با رزولیشن 4k سازگار نیستند و اکثر با نرم افزارهای قدیمی به مشکل میخورید. پیشنهاد بنده به جای این لپ تاپ، لپ تاپ MSI PE60 6QE - D هست که علاوه بر سخت افزار مشابه و قیمت مناسب ، سیستم خنک کننده داخلی هم داره و به علت رنگ نوک مدادیش کمتر کثیف میشه و خیلی بهتره.این لپ تاپی که پیشنهاد دادم رو هم اتاقیم داره و در مقایسه با این لپ تاپ فقط قیمتش کمتره و صفحه اش فوق اچ دی هست.سایر لپ تاپ های مشابه با این سخت افزار هم پیشنهاد میشه.
در پایان عرض میکنم که نظر دوستان دیگر رو بخونید و به ریز نظرات توجه کنید و سپس اقدام به خرید کنید",5,8,3,3,5,4,3,4
"سخت افزار بسيار قدرتمند","صفحه 4k يکم اذيت ميکنه
باتريش خوب نيست
بدنش زياد لک ميگيره
کيفيت ساخت پايين کيبرد و تاچ پد","سخت افزارش فوق العادست.بدون داغ شدن وکوچکترین فشار همه بازی ها را میکشه.ولی متاسفانه کیفیت ساختش زیاد خوب نیست تاچ پدش در هنگام کار کردن یکم صدا میده و مال من یکی از دکمه های کیبوردش کجه.نمیدونم شانس منه یا همشون اینطورن.از باتریشم زیاد راضی نیستم.در کل با این قیمت انتظار بیشتری داشتم",2,3,4,4,3,5,5,3
,,"سیستم واقعا عالیه و همه چی تمومه ، اما در جواب دوستان گیمیر اگه فقط قصد گیم دارید یا pc جمع کنید یا ps4 بگیرین، با این قیمت پردازش گرافیکیش تقریبا از نصف ps4 ضعیف تره",2,6,3,3,3,3,3,3
"همه چيز را به راحتي دانلود و نصب مي‌کند","هيچ چيز را کم ندارد","اگر شما خواستید لپ تاپ بخرید من پیشنهاد میکنم که این لپ‌تاپ را بخرید",4,4,5,5,5,5,5,5
"زيبايي سخت افزار قدرتمند کارايي بالا",هيچي,"من الان دو روزه خریدم عالیه و سرعتش خوبه",7,0,5,5,5,5,5,5
