positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
تاندربولت3,"رم پايين
نداشتن 4k
گرافيک پايين که ميتونست 8 باشه","از همه دوستان تقاضا دارم برید تو سایت آمازون و کانفیگ های مختلف مدل های 502 و 702 رو ببینید بعد واقعا ببینید اینا چیه که وارد ایران میشه
آقا وجدانا چندتا از کانفیگ های cpu 7700 و گرافیگ 1070 و تاندربولت دار رو وارد کنید
الان این مدلا که موجوده هرکدوم یه ضعف و قوتی داره
برید ببینید واقعا چه مدل های تاپی از 502 و 702 هست بعد افسوس بخوریم که چرا اونا وارد نمیشه",7,5,2,3,4,2,4,3
"رم 16 گيگ با فرکانس 2400
هارد ديسک يک ترابايت به همراه 128 گيگ ssd
شيش گيگ گرافيک 1060
پردازنده نسل هفت
و همه چيزش.","در هنگام گيمينگ کمي گرم مي شود.","عالیترین لپ تاپ با گرافیک 1060 هست.
همه چیزش خوبه فقط یکم زیادی گرم میشه که با کول پد حل میشه.
نکته ی خیلی مثبتش پردازنده نسل هفت اون هست.
اگه میتونین بخرید حتما این کار رو بکنید چون این لپتاپ تو این رنج قدرت تکه!!!",1,8,4,5,5,5,5,5
"سي پي يو نسل جديد","گرافيک 1060","اخه حیف نیست رو این گرافیک 1080 نذاشتن ! من خودم نسل قبلی این لپتاپو دارم و عالی کار میده",0,4,4,4,5,5,5,5
"وزن مناسب و عملکرد پردازشي قوي
بهره گيري از نسل جديد gpu","قيمت بسيار بالا به نسبت قيمت جهاني","لبتاب کامل و جامعی هستش و چیزی کم نداره
فقط قیمت ارایه شده به شدت با قیمت جهانی اش فاصله داره و بسیار گرون تر هستش و با این قیمت اصلا مقرون به صرفه نیست.",12,0,1,5,4,4,5,3
"همه چى",,"نسبت به قیمتش خیلى عالى است
خوشمان آمد...",1,10,5,5,5,5,5,5
,,"انتظار می رفت Ram 16 به بالا تو کانفیگش باشه",9,4,2,3,3,3,3,3
,,"من قبل از این که دی جی کالا قیمت اینو اعلام کنه یه نظر خوبی نوشتم و از این محصول تعریف کردم ولی با گذاشتن قیمت اون کلا نظرم عوض شد. خو با این قیمت با کمی هزینه بیشتر 502vs میگیرم . هم گرافیک قویتری داره هم صفحه نمایش 4k داره هم 128 گیگ ssd بیشتری داره CPU این سری شاید کمی بهتر شده (و اون هم در حد اینکه intel تو این سری CPU هاشو بهینه تر کرده و چیز جدیدی رو نکرده ) ولی مدل VS همبهتره هم به صرفه تره .
حالا من منتظر اینم که دیجی کالا مدل 502vs رو با سری جدید CPU بیاره وببینم اگه مناسب بود اونو بگیرم وگرنه همون مدل سری VS باCPU سری 6 رو میگیرم.",3,0,5,4,4,5,5,4
,,"والا ما تو چند ماه اخیر هر چی نظر میدیم تایید نمیشه ولی این مدلش اصلا نمی ارزه",13,8,5,4,4,5,5,4
,,"در مورد رم من فک میکنم تا دو سه سال رم 12 به خوبی جوابگو باشه در زمینه گیم با وجود 6 گیگ رم اختصاصی کارت گرافیک اصلا نیازی به رم 16 احساس نمیشه گذشته از اون رم راحت ترین قسمت یه لپتاپه که میشه ارتقا داد
این لپتاپ رو هم تا 24 گیگ میشه ارتقا داد",5,7,4,5,4,4,5,3
"وزن و ضخامت کم
سي پي يو قدرتمند 7700hq
گرافيک عالي 1060 با پشتيباني VR
صفحه نمايش با پشتيباني G-Sync
تاندربولت","رنگ قرمز کليد هاي WASD خيلي بچگانه ست
از رو عکس که کيفيت بدنه تعريفي نداره
ssd از نوع nvme بود بهتر بود گرچه در استفاده نه خيلي حرفه اي تفاوت محسوس وجود نداره
اثر انگشت داشت خوب بود گر چه مخصوصا واسه لپتاپ گيمينگ نداشتنش ضعف نيست
عمر باتري در حالت بيکاري تعريف نداره ولي تو استفاده با لود کامل خوبه","برای من تاندربولت خیلی حیاتی هست چون احساس میکنم در آینده خیلی میتونه مفید باشه
به نظر من کاملترین لپتاپ 15 اینچ با قیمت معقول بازار هست
تقاضا دارم رنگ نقره ایش رو هم بیارید",1,15,4,5,4,4,5,3
,,"اگه داغ نکنه لپتاب خوبیه ، فقط قیمتش بالاست",6,5,3,5,3,4,4,4
,,"میتونست 2 ترا هارد داشته باشه و حافظه ی ssd بیشتری داشته باشه
سنگینه.خیلیم زیبا نیست ای کاش لمسی بود و رم و گرافیکش عالیه",2,36,3,4,2,4,4,3
"پردازنده 7700hq پردازنده1060","رم12که توي اجرا بعضي بازيا مثلforza horizen3با کيفيت خوب نميکشه","با این قیمت ارزش خرید خوبی داره
فقط رمش یکم پایینه نسبت به کانفینگش",10,17,4,4,4,4,5,3
"باريک
قدرتمند
زيبا","قيمت بالا","قیمت این محصول نسبت به سخت افزارش بالائه البته اینجا ، این قیمت برای مدل GL502VS هست (همین با گرافیک GTX1070) که بازم واسه اون دستگاه زیاده چون قیمت جهانیش رو حساب کنیم کمتر تر میشه ، امیدوارم مدلی که گفتم (i7 7700hq با gtx 1070 ) زود تر بیاد ...",10,0,3,4,5,5,5,5
تاندربولت3,"رم پايين
نداشتن 4k
گرافيک پايين که ميتونست 8 باشه","از همه دوستان تقاضا دارم برید تو سایت آمازون و کانفیگ های مختلف مدل های 502 و 702 رو ببینید بعد واقعا ببینید اینا چیه که وارد ایران میشه
آقا وجدانا چندتا از کانفیگ های cpu 7700 و گرافیگ 1070 و تاندربولت دار رو وارد کنید
الان این مدلا که موجوده هرکدوم یه ضعف و قوتی داره
برید ببینید واقعا چه مدل های تاپی از 502 و 702 هست بعد افسوس بخوریم که چرا اونا وارد نمیشه",7,5,2,3,4,2,4,3
"رم 16 گيگ با فرکانس 2400
هارد ديسک يک ترابايت به همراه 128 گيگ ssd
شيش گيگ گرافيک 1060
پردازنده نسل هفت
و همه چيزش.","در هنگام گيمينگ کمي گرم مي شود.","عالیترین لپ تاپ با گرافیک 1060 هست.
همه چیزش خوبه فقط یکم زیادی گرم میشه که با کول پد حل میشه.
نکته ی خیلی مثبتش پردازنده نسل هفت اون هست.
اگه میتونین بخرید حتما این کار رو بکنید چون این لپتاپ تو این رنج قدرت تکه!!!",1,8,4,5,5,5,5,5
"سي پي يو نسل جديد","گرافيک 1060","اخه حیف نیست رو این گرافیک 1080 نذاشتن ! من خودم نسل قبلی این لپتاپو دارم و عالی کار میده",0,4,4,4,5,5,5,5
"وزن مناسب و عملکرد پردازشي قوي
بهره گيري از نسل جديد gpu","قيمت بسيار بالا به نسبت قيمت جهاني","لبتاب کامل و جامعی هستش و چیزی کم نداره
فقط قیمت ارایه شده به شدت با قیمت جهانی اش فاصله داره و بسیار گرون تر هستش و با این قیمت اصلا مقرون به صرفه نیست.",12,0,1,5,4,4,5,3
