positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"سلام و عرض ادب
بنده تقریباً سه هفته ست این لپ تاپ و خریداری کردم
خوش ساخت ، با کیفیت و سخت افزار عالی ویژگی های این لپ تاپه
اما تنها مشکلی که داره یا شاید فقط برای من چنین مشکلی بوجود اومده
نویز در اسپیکره!!!
دوستانی که این مدل و خریداری کردین
لطفاً راهنمایی کنید برای رفع این مشکل",0,5,4,5,5,4,5,5
"جمع و جور و شيک
سبک
صفحه شفاف عالي براي کد و فتوشاپ
گرافيک و سي پي يو به روز","شديدا حساس و بدنه ضعيف
صداي زياد هارد
نصب سخت ويندوز و کلا بايوس
نور پشت کليد","دوستان دستگاه خوبیه البته برای کار روز مره برای رندر و بازی نه با نصب ویندوزش شدید مشکل پیدا میکنید ولی حتما از طریق اینترنت بعد مطالعه راحت اینکار انجام میشه ولی بیرون کلی ازتون پول میگیرن. در خاتمه کلیداش خوبه ولی نور پشت کلید مخصوصا شبا مهمه که این نداره حدا قل برای من مهم بود",1,1,4,5,2,4,2,3
,,"میدونم که اگه بیام تو صفحه ی این محصول و ازش تعریف نکنم دیس لایک بهم میدین ولی اگه برید این محصول رو با k550_vx ایسوس مقایسه کنید متوجه میشید که اگه 600 بیشتر هزینه کنید خیلی ارزشش رو داره
_ دو مگ حافظه کش بیشتر برای cpu
_کارت گرافیکی خیلی قوی تر اونم با دو گیگ حافظه بیشتر
_صفحه نمایش هم بزرگتر هم رزولوشن بالاتر که مطمئن با تو بعضی جاها مثل اتوکد تو صفحه نمایش با این رزولوشن پایین برای این محصول تو ذوق میزنه
هارد با دور 7200 به همراه 8 گیگ ssd
و خیلیهای دیگه که خودتون باید برید ببنید
ارزشش رو داره که 600 بشتر هزینه کنید",5,5,2,3,3,3,3,3
"طراحى زيبا
سبک
رمddr4 و گرافيک انويديا
حافظه ssd
کيفيت پخش صداى عالى","کيبورد بک لايت نداره ( که کلا مدل هاى زير سه تومن ايسوس ندارن )","من توى خرید خیلى وسواس دارم و واقعا به جز بک لایت میشه گفت یه لپ تاپ همه چى تمومه. نسبت به رقبت تو این قیمت یه سر و گردن واقعا بالاتره. کیفیت بدنه وزن عالى حافظه ssd سخت افزار واقعا عالى براى نرم افزار هاى مهندسى. کلا واسه مهندسایى که تو رفت و امدن دائم و یه لپتاپ قیمت مناسب سبک و قوى میخوان بهترین گزینست . با تشکر از دیجى کالا",6,4,5,4,3,4,4,4
"رم 8
8گيگ اس اس دي","صفحه نمايش
تعداد کم پرت يو اس پي","سلام اگر خواستید این لب تاب رو بخرین یک نگاهی به لب تاب Asus x541
هم بکنید . با همین قیمت اما
یک پورت بیشتر ، صفحه نمایش فول اچ دی و 15 اینچ",4,3,3,3,3,3,3,3
,,"هم سبکه - هم خوشگله
مشخصات فنی هم که ماشالا به روزه و عالیه
گرافیک خوب
Display نسبتا خوب
فقط بدیش اینه بک لایت نداره",6,4,5,5,5,5,5,5
,,"من ازش راضیم و باهاش راحت میتونم بازی و برنامه بسازم",8,5,5,5,5,5,5,5
"تنها ايسوس 14 اينچ موجود",نداااااااااارد,"با تحقیقاتی که روی این کالا داشتم مشخصات داخلیش مثل رم و سی پیو و ...( نسبت به شاستی قبلیش که در بازار قبلا موجود بوده ) ارتقاع پیدا کرده",7,0,5,5,5,5,5,5
"سبک
RAM DDR4",,"اگر به دنبال لپ تاپ زیبا و خوش ساخت با قابلیت حمل آسان وقیمت مناسب و کارت گرافیک قوی نیاز دارین K456UR شایسته ترین گزینه برای شماست من که خیلی راضیم از این دستگاه",5,3,3,3,3,3,3,3
"سخت افزار قوي و وزن پايين",ندارد,"تمام مشخصات خوب و کارامد را دارد و فکر می کنم نزدیک به 700 گرم از 15 اینچ هم مدل سبک تر و در عین حال ارزان تر باشد",6,4,5,5,5,5,5,5
[],[],"برای دانشجو ها خیلی لبتاب خوب و جمع و جور و مناسبیه. کد های سنگین متلب رو راحت اجرا می کنه و. بعد از ران های یکی دو ساعته خیلی هم داغ نمی کنه. من تا حالا مشکلی نداشتم باهاش و حتما پیشنهاد می کنم.",9,4,3,3,4,3,3,4
,,"مشکل اصلی این دستگاهها توی گارانتیشون میباشد دستگاهی رو انتخاب کنید تا گارانتی تعویض دستگاه داشته باشه نه قطعه چون اگر بعد حتی دو هفته ایرادی پیدا بکنه و نیاز به تعمیر داشته باشه ممکن است روزها یا هفته ها گرفتار بشید چو کسی پاسخگو نیست و دستگاه نوی شما میره برای تعمیر متاسفانه دیجی کالا هم غیر مسئولانه عمل میکنه چون نوشته گارانتی تعویض ولی این تعویض فقط مربوط به قطعات هست نه دستگاه !!!!!",15,1,3,1,3,3,3,3
"رم ddr4
type-c
بسيار سبک و راحت براي دانشجويان","نداشتن back light","دوستان لطفا کسانی که نظر میدن این لپ تاپو با هم رده های خودش مقایسه کنن ممنون میشیم. خیلی گفتن جنس بدنش خوب نیست...شما لپ تاپی با این مشخصات بگین که تو این رنج قیمت کیفیت ساختش بهتر باشه. بنده اصلا از ظاهر لنوو خوشم نمیاد.
باتری asus k456 ur b از بقییه ی لپ های تو این رنج قوی تره
درکل این لپ تاپ به راحتی میشه گفت بهترن گزینست با این بودجه... و از همه مهم تر رمش ddr4 ره که یه مزیت بزرگی نسبت به بقیه حساب میشه حتی 2 سال دیگه به راحتی قابل ارتقاست.
درمورد کیفیت صفحه هم بگم شاید عالی نباشه ولی اگه بخواین باهاش برنامه نویسی کنین و کارای گرافیکی انجام بدین حتی فیلم هم ببینین نمیتونین برچسب بی کیفیتی به صفه نماییش بزنین چون خیلی کم به چشم میاد اگه همین صفه نمایش بود اما روکش مات داشت بی نظیر میشد.
تنها ایراد بزرگ این لپ تاپ نداشتن back light.
در کل این لپ تاپ بین بقیه از همه بهتره البته برای من که اولویت رم ddr4 و درگاه type-c. اگر دانشجو هستید بهترین گزینست چون واستون 3 سال دانشگاه رو راحت میکنه حتی بعد از دانشگاه هم میشه یکم استفاده کرد ازش.
اگر هم به فکر خرید 15 اینچی همین مدل هستین باید بهتون بگم که داریر پولتونو هدر میدن چون یکم پول روش بزارین میتونین به روز ترین مدلو بگیرین k550 vx فک کنم.
با تشکر از دیجی کلا",6,2,4,5,2,3,4,4
"وزن سبک،شيک بودن،سخت افزار خوب","صفحه نمايش با زاويه ديد محدود","لب تاپ خوبیه، تنها ایرادش تو صفحه نمایشش هست که حتما زاویه دید مناسب میخواد",7,1,3,4,5,2,3,3
,,"سلام و عرض ادب
بنده تقریباً سه هفته ست این لپ تاپ و خریداری کردم
خوش ساخت ، با کیفیت و سخت افزار عالی ویژگی های این لپ تاپه
اما تنها مشکلی که داره یا شاید فقط برای من چنین مشکلی بوجود اومده
نویز در اسپیکره!!!
دوستانی که این مدل و خریداری کردین
لطفاً راهنمایی کنید برای رفع این مشکل",0,5,4,5,5,4,5,5
"جمع و جور و شيک
سبک
صفحه شفاف عالي براي کد و فتوشاپ
گرافيک و سي پي يو به روز","شديدا حساس و بدنه ضعيف
صداي زياد هارد
نصب سخت ويندوز و کلا بايوس
نور پشت کليد","دوستان دستگاه خوبیه البته برای کار روز مره برای رندر و بازی نه با نصب ویندوزش شدید مشکل پیدا میکنید ولی حتما از طریق اینترنت بعد مطالعه راحت اینکار انجام میشه ولی بیرون کلی ازتون پول میگیرن. در خاتمه کلیداش خوبه ولی نور پشت کلید مخصوصا شبا مهمه که این نداره حدا قل برای من مهم بود",1,1,4,5,2,4,2,3
