positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"سرعت بسيار بالا و خوبي دارد","کيبورد و تاچ پد جالبي ندارد","از نظر کلی برای مصارف روزانه خوب است ولی برای گیمینگ خوب نیست و البته پیشنهاد میکنم با ظرفیت یک ترابایت اش رو بخرید",4,11,4,4,3,5,3,5
"سرعت بسيييار بسييا بالا",,"من این لپ تاب رو دارم البته با رم هشت و core i5 خیلییی خیلیییی راضیم عالللیه و از ایسوس خیلیییی سر تر ازه همه نظر. از خریدتون بشیمون به هیچ وجه نمیشید و چند سال خیالتون راحته",8,17,5,5,5,4,5,5
"1.گرافيک واقعا قوئ 2.سي پي يو 3.باتري 4.صفحه مات 5.طراحي متفاوت وشيک","جاي dvd به اندازه خيلي کم زده بيرون که اصلا معلوم نيست ولي به شرطي که دقت نکنيد","باتریش عجیب قوئ هستش.من زیاد دنبال لب تاب گشتم چیزی که همه چی رو یکجا داشته باشه با فقط 2 ملیون ندیدم . نگردین نیست.pes16 رو بدون لک و با نهایت کیفیت اجرا کرد.فقط یادتون باشه چون dvd درایور تو جعبش نیست درایور گرافیک و صدا رو بایداز سایت شزکت دانلود کنید.",7,7,1,4,4,4,4,4
"1.ارزشارزش خريد بال ا2.طراحي زيبا3 .شارژ دهي زياد باتري 4.گرافيک قدرتمند 5.صفحه مات","واقعا نسبت به قيمت ندارد.","من از شما میپرسم وقتی سی پی یو ضعیف باشه رم بالا چه کار بردی دارد.",19,18,1,4,4,4,4,4
"[""گرافيک\nکيفيت ساخت\nباطري خوب\nجنس عالي""]","[""تفاوت قيمت کم با ورژن بي اما تفاوت رم و هارد زياد""]","به نطر من مدل b رو بخرین که خیلی از این بهتره رمش دو برابر اینه همچنین هاردش هم",10,7,3,5,5,5,5,4
"سخت افزار به روز
کيبرد مناسب و راحت براي تايپ
نگهداري باطري مناسب","زاويه محدود صفحه نمايش
نبود چراغ باطري","این لپ تاپ رو برا نصب ویندوز 32 بیتی خریدم... که متاسفانه درایور 32 بیتی برای گرافیک اینتلش پیدا نکردم. البته بدون پیغام خطا تو لیست قطعات نمایش می داد گرافیک رو، ولی زمانی که سیستم به حالت استندبای می رفت... وقتی روشن می کردم دیگه صفحه نمایش رو نشون نمی داد و فقط صفحه سیاه بود و یکی دو ثانیه برفکی می شد.(نمی دونم آیا واقعن این مشکل کلی مربوط به ویندوز 32 بیت بوده آیا!، کس دیگری تجربه نصب ویندوز 32 رو داره؟)
در نهایت مجبور شدم روش ویندوز 64 بیتی نصب کنم، که تو مدت دو هفته فقط یک بار پیغام مشکل نصب گرافیک داد!، ولی مشکل استندبای نداشتم خوشبختانه... دیگه اینکه رو ویندوز 64 بیتی کمبود رم نصب به سخت افزارای دیگه ش احساس می شه.
هاردش هم یه صدای ریز جیر جیر داره!",8,5,4,4,5,2,3,3
"[""کيفيت خوب بدنه"",""گرافيک قوي"",""کيبورد و تاچ عالي براي کار طولاني مدت و خيلي راحته""]","[""صفحه نمايشش چشم رو اذيت ميکنه و ديد مشخصي نداره"",""چون براي دفع رطوبت کيبورد ، زيرش فن گذاشتن، بوي ناخوشايندي از بالاي کيبورد به مشام ميرسه. بوش شبيه سوختگيه، در واقع بوي کارت گرافيکه"",""هاردش ضعيفه""]","به نظرم لپ تاپ خوبیه. اما هنگام خرید قشنگ بررسی کنید. کنترل کیفی لنوو فکر کنم زیاد تعریفی نداره. چون مال من معیوب بود. ولی در کل خیلی خوبه و میتونید برا کارای سنگیل و مداوم روش حساب باز کنید علی الخصوص برا کسایی که خیلی اهل تایپ هستن.",7,8,3,3,3,3,3,3
"سخت افزار به روز","کيفيت پايين صفحه نمايش
نداشتن چراغ حالت باطري
نداشتن سي دي درايور","یادت به خیر ویندوز 7
حیف این کیفیت که با صفحه نمایش خرابش کردن",5,2,3,4,4,0,3,2
"عملکرد سخت افزاري عالي
کارت گرافيک عالي","صفحه نمايش کمي ضعيف","سلام
بهترین انتخاب برای همه.
پردازنده که اخرین نسل اینتل هست، قوی و کم مصرف
کارت گرافیک که از940 انویدیا بهتره.
رم برای این سخت افزار کمه، البته اگه نیاز دارید
دیزاین خوب و مناسبی هم داره.
صفحه نمایش فقط ضعیفه، البته مات هستش
قیمت هم یه مقدار ارزون تر بشه که بهترین خرید و انتخابه",5,1,3,5,5,4,5,5
"پردازنده قوي و به روز
گرافيک قوي و به روز","شفافيت متوسط صفحه نمايش
بهمراه نداشتن DVD درايور ها در جعبه","نسبت به قیمتش واقعاً خوبه چون محصول به روزیه.کیفیت ساختش خوبه.گارانتیش هم معتبره.از دیجی کالا ممنونم دو روز نشده به دستم رسید",5,3,5,4,3,3,4,4
"کيفيت ساخت قابل قبول
cpu به روز و قدرتمند
گرافيک به روز و قدرتمند","رم دستگاه ميتوانست بالاتر باشد
فضاي هارد دستگاه کم است","وقتی این لپ تاپو دستتون میگیرید کیفیت ساختش شما رو مجذوب میکنه و شما با یک لپ تاپ پر و پیمون طرف هستید
پورت ها و اتصالات کامل هستند و صفحه نمایش ماتش باعث دلگرمیه
اما سخت افزارش در حد نیمه حرفه ای و حتی حرفه ایه
به لطف cpu قدرتمندش شما مشکلی از نظر سرعت نخواهید داشت
اما کاش لنوو یه کم سر کیسه رو شل میکرد و یه رم 6 رو این دستگاه میذاشت البته باید بگم خودتون میتونید رم دستگاه رو ارتقا بدید
از نظر گرافیکی واقعا عالیه و اکثر بازی ها رو اجرا میکنه و برای نرم افزار های گرافیکی هم عالیه
ولی صفحش چنگی به دل نمیزنه
در ضمن باید بگم کنترل کیفی شرکت لنوو اصلا خوب نیست و ممکنه به شما دستگاه معیوب تحویل بدن
به نظر من تو این بازه قیمتی همتا نداره!!",5,3,4,4,5,4,4,5
"پردازنده و گرافيک","صفحه نمايش","از یک گارانتی معتبر موجود کنید میخام",2,2,5,4,3,3,4,4
,"هيچ نشانگر يا لامپي براي نمايش فعال بودن کليدهاي Caps يا Num يا فعال بودن وايرلس .جود ندارد","بجز نصب درایورها از راه سی دی هیچ راه دیگری نیست چون کاملا خالی از هر گونه درایور از پیش نصب شده است",2,1,2,3,3,3,3,2
"پردازنده گرافيکي قوي","رم و ظرفيت هارد پايين","من بیش از یک ماهه دنبال خرید لپ تاپ هستم...میخواستم از دیجی کالا بخرم ولی نشدچون اون چیزی که دنبالش بودم رو نداشت امروز که اومدم برم بازار دیدم یه لپ تاپ جدید تو رنج قیمتی که من میخواستم موجود شد...همین E560 وقتی سخت افزار شو چک کردم دیدم رم و هاردش پایینه ولی پردازنده گرافیکش یه اختلاف فاحش با هم قیمتهای خودش مث e550 , ideapad300 داره...پردازنده AMD RADEON R7 M 370 که رو این هست علاوه بر اینکه جزو جدیدترین پردازنه هاست(2016)تو بنچ مارک امتیاز 1504 رو کسب کرده!!!در صورتی که پردازنده های AMD RADEON R5 330 , و AMD RADON R7 260 که پردازنده های لپ تاپ های فوق هستن به ترتیب امتیاز 554 و 679 رو کسب کردن...یعنی تقریبا یک سوم!!!!واسه همین سفارش دادم فقط امیدوارم اشتباه نکرده باشم...",6,0,5,5,4,3,3,4
"سرعت بسيار بالا و خوبي دارد","کيبورد و تاچ پد جالبي ندارد","از نظر کلی برای مصارف روزانه خوب است ولی برای گیمینگ خوب نیست و البته پیشنهاد میکنم با ظرفیت یک ترابایت اش رو بخرید",4,11,4,4,3,5,3,5
"سرعت بسيييار بسييا بالا",,"من این لپ تاب رو دارم البته با رم هشت و core i5 خیلییی خیلیییی راضیم عالللیه و از ایسوس خیلیییی سر تر ازه همه نظر. از خریدتون بشیمون به هیچ وجه نمیشید و چند سال خیالتون راحته",8,17,5,5,5,4,5,5
"1.گرافيک واقعا قوئ 2.سي پي يو 3.باتري 4.صفحه مات 5.طراحي متفاوت وشيک","جاي dvd به اندازه خيلي کم زده بيرون که اصلا معلوم نيست ولي به شرطي که دقت نکنيد","باتریش عجیب قوئ هستش.من زیاد دنبال لب تاب گشتم چیزی که همه چی رو یکجا داشته باشه با فقط 2 ملیون ندیدم . نگردین نیست.pes16 رو بدون لک و با نهایت کیفیت اجرا کرد.فقط یادتون باشه چون dvd درایور تو جعبش نیست درایور گرافیک و صدا رو بایداز سایت شزکت دانلود کنید.",7,7,1,4,4,4,4,4
"1.ارزشارزش خريد بال ا2.طراحي زيبا3 .شارژ دهي زياد باتري 4.گرافيک قدرتمند 5.صفحه مات","واقعا نسبت به قيمت ندارد.","من از شما میپرسم وقتی سی پی یو ضعیف باشه رم بالا چه کار بردی دارد.",19,18,1,4,4,4,4,4
