positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"کيفت نمايش بالا رم بالا",گرافيک,"عالی من این لپ تاپ رو 8 ماه هستش که دارم خوبه",15,6,5,4,5,5,4,3
"همه چيزاي ديگه","تاچ پد
باتري","خوب بود! فقط تاچ پدش خیلی سفته!",12,6,4,2,1,4,3,3
"i7
رم 8
1 ترابايت
گرافيک 4","کمي در باتري","خیلی خوبه ولی من اینو از دیجی کالا نخریدم از یه سایت دیگه خریدم مارک برام مهم نبود همین مشخصات رو میخواستم اینو بهم پیشنهاد دادن خوبه فقط باتری یکم فکر کنم زود خالی میشه...",15,3,4,5,5,4,5,4
,,"سلام اقا در کلا سیستم خوبیه باتریش برای کار های روزمره خیلی هم خوبه. در مورد کیبورد هم بگم که اولش چون عربی هستش سخته اما به مرور یاد میگیرین نور پس زمینه هم داره.فقظ بگم اگه تو کار گیم هستید این لپ تاپ جوابگوی شما نیست.",10,4,4,4,4,4,3,4
"قيمت مناسب
وزن کم","قرار گرفتن اسپيکر در زير دستگاه
نمايشگر ضعيف","مناسب برای استفاده مهندسی (داشتن درگاه, HDMI و VGA). سبک بودن و مصرف باتری مناسب.
اسپیکر (بلندگو) دستگاه در زیر قرار گرفته و صدای بلندی نداره ولی کیفیت بلندگو در صورتی که زیر خالی باشه خیلی خوبه.
زاویه دید صفحه نمایش و کیفیتش یکم پایینه (ترجیحا مات باشه خیلی بهتر میشه)",10,4,4,5,4,4,5,4
,"باتري دهي ميتونست بهتر باشه","این مدل رو از دیجی کالا سفارش دادم برخلاف نقاط ضعفی که نوشته شده عدم نور پس زمینه کیبورد ، نور پس زمینه کییبورد داره.
باتریش داخلیه و جدا نمیشه",10,3,3,3,3,3,3,3
,,"سلام
دوستان من این لپ تابو گرفنم ولی شکل ظاهریش فرق داره
مارک لنوو وسط زیر مانیتوره
500 زیر ماینیتور نوشته نشده
اسم ایدیا پد هم کنار کیبرد هک نشده
کمکم کنید",4,8,3,3,3,3,3,3
,,"من این لپتاپو حدود ی ماهه خریدم والا واس من ک ماته . حتی از هرجام خاستم بگیرم اونام مات بودن . درسته ک z5170براقه ولی این مدل ماته چون من میخاستم z5170بگیرم ولی وقتی اینو دیدم خب اینو گرفتم و اینم بگم ک از بازار گرفتم و کلیه لپتاپای ideapad500بازار مات بودن صفحشون .حالا اینجا چجور مات نیس موندم چی بگم",8,1,5,4,4,4,4,4
,,"دوستان طبق تاییدیه ی اتحادیه صنف فناوران رایانه تهران، این شرکت (تحلیل) جزو گارانتی های مورد تایید اتحادیه است. میتونید برای اینکه خیالتون راحت شه اسم شرکت های مورد تایید رو تو خود سایت اتحادیه ببینید.",10,3,5,4,5,3,4,5
,,"با گارانتی معتبر موجود کنید.
کانفیگ های باکارت گرافیک کمتر و یا هاردsshd موجود کنید.
آیا باتری این لپتاپ جدا میشود یا خیر؟
ودر اغلب سایت ها صفحه نمایش مات ذکر نشده است!",6,5,3,1,4,4,4,4
,,"از دیجی خواهش می کنم گارانتی معتبر موجود کنه.",6,3,3,3,3,3,3,3
"ظاهر فريبنده و زيبا کيفيت ساخت بالا بدنه","عملکرد ضعيف در برابر مشخصات کاهش شديد سرعت بعد از چند ماه داغ کردن شديد","واقعا پشیمونم من مدل پارسالش رو دارم با همین مشخصات ... خیلی ذوق کرده بودم که اون موقع با این قیمت آنقدر قدرتمند به نظر میاد ولی حالا بعد از یک سال دارم میفهمم که قیمت پایین بی دلیل نبوده و همش لگ های بیخودی و بی دلیل داره واقعا دارم فرق برند غیر معروف رو با بزند خوب میفهمم",15,36,4,2,5,4,4,4
"CPU
GPU
صفحه کليد
کيفيت عالي بلندگو",باتري,"سلام من این لپ تاپ رو ( البته core i5 هستش ولی عوضش 8 گیگ SSD داره!) خریدم واقعا عالی هستش... رم و گرافیک بالا و بلندگو های قوی از مزایاشه.... باتریشم بد نیس ولی خوبم نیس... تو این رنج اگه بخواید ایسوس بخرید کم کم میاد رو قیمت... تو خریدنش شک نکنید.",16,10,5,5,5,5,5,4
,,"فقط میتونم بگم از نظر ظاهری عالیه",13,12,5,5,5,5,5,3
