positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"قيمت مناسب","پلاستيکي بودن","به نظرم تا 7 یا 8 سال دیگه لپ تاپ نخرم اما ایکاش این آلمینیومی بود حد اقل یه ذرش",9,2,4,5,3,5,4,3
"12GB RAM قيمت مناسب باتري با ماندگاري بالا","NO TEXT HERE","سخت افزار قوی و قدرتمند برای هر کاری عالیه",6,2,5,5,4,4,4,5
,,"آگه واسه بازی می خواین بهترین انتخاب 12gb رم ddr4 که حتی خیلی بیشتر از نیاز جدید ترین بازی هاست گرافیکشم که سری r7 ای ام دی که حرفی واسه گفتن نمیزاره همه بازی هارد حداقل روی high میتونین اجرا کنین",10,10,5,5,5,5,5,3
"از نظر همه چي عاليه رم بالا سي پيو بالا گرافيک قدرتمند و مخصوصا قيمتش","منکه هيچ نقطه ضعفي نميبينم توش","بعد از کلی تحقیق رو این لپ تاپ فهمیدم که خیلی چیزه خوبیه مخصوصا برای من که یه گیمرم و دنبال یه همچین چیزی بودم اگه گیمرید بگیرید حتما تو این قیمت عالیه و لپ تاپی که بتونه نیاز های یه گیمرو برآورده کنه و همه ی بازی هارو اجرا کنه صد درصد از پس نرم افزار های سنگینم برمیاد هیچ بدی از وقتی گرفتم توش ندیدم و واقعا راضیم پیشنهاد میکنم شما هم بگیرید اگه دنبال یه چیز عالی برای گیم هستید و یه چیزی میخواید که نرافزارای سنگینو بتونه اجرا کنه پیشنهاد میکنم حتما بخریدش عالیه",11,4,5,5,5,5,5,5
"باطري با دوام بالا نزديک 5-6 ساعت","نبود سي دي درايور همراه محصول
صداي بلندگو بشدت ضعيف
کارت گرافيک ضعيف
کيفيت صفحه نمايش ضعيف است
چراغ شارژ و پاور کنار دستگاه است و اصلا تو ديد نيست","اگه با لپ تاپ میخاین بازی کنید اصلا گزینه مناسبی نیست،بازی ها رو باید با تنظیمات زیر متوسط باهاش اجرا کردصفحه نمایش مات است با کیفیت فول اچ دی ولی غلظت رنگ ها پایینه،باطری خوبه و وزن دستگاهم به نسبت سخت افزار خوبه،نقاط قوتش سی پی یو و رم بالاست،در مقایسه با ایسوس و دل بنظرم برند بی کیفیت تریه",17,52,2,3,1,1,1,2
,,"به نظر من اگر ویژگی های این لب تابو یکی از لب تابهای asusداشت الان چهار تومن قیمتش می شد.ولی به نظر من این لب تاب یه ایرادایی هم داره که قیمتش اینقدر پایینه",4,26,5,5,5,5,5,5
,,"سلام دوستان....
من تازه سفارش دادم چند روز دگ میرسه دستم... لحظه شماری میکنم برا رسیدنش..
دیجی ممنونم ازت",14,8,5,5,4,4,4,4
,,"خیلی خوبه.. دستتون درد نکنه",12,7,5,5,5,5,5,5
,,"عالیه لپ تاپ با رم و گرافیک بالا همچنین باتری فوق قدرتمند",19,6,5,5,5,5,5,3
,,"من تقریبا دو هفته ای میشه این لپتاپ رو خریدم البته ay116 که فرقی هم نداره.خواستم تجربیات خودم رو باهاتون در میون بزارم تا کسی مثل من با مشکلی مواجه نشه.
جنس بدنه : به نظر من جنس خوبی داره و آدمو جذب خودش میکنه اما میشد یه قسمتش حتی فلزی باشه
تاچ پد: افتضاحه واقعا باهاش راحت نیستم و صد در صد نیاز به موس پیدا خواهید کرد
کیبورد: کیفیت خوبی داره ولی مال من عربیه و یکم طول میکشه بهش عادت کرد‌
باتری:خوبه به طوری که 5 ساعت رو با گیم جواب میده.
سخت افزار: خوبی داره pes17 و باتلفیلد4 رو روش نصب کردم pes رو بدون هیچ مشکلی اجرا میکنه و اون یکی رو هم بعد از 3 یا 4 ساعت بازی مداوم مشکل پیدا میکنه.
در کل لپتاپ خوبی هست ک راضیم از خریدش. فقط یه نکنته که حتما ویندوزی به چز 10 نصب کنید من الان 10 هست و خیلی کند میزنه. تو نصب بازی و نرم افزار هم مشکل داره",1,2,5,5,5,5,5,5
,"صفحه کليدش حروف فارسي نداره","خیلی عالیه بی نظیره برای بازی خیلی خوبه فقط میتونم بگم 20 فقط یه مشکل داره صفحه کلیدش فارسی نداره
من از دیجی کالا خرید نکردم ولی همین لب تاپ هست که خیلی خوبه خیییییلیییییییی عالییییییییسییییییییییییییییییییییی",2,2,5,5,4,5,5,5
,,"صدای اسپیکر ضعیف و بی کیفیت است
تصویر دوربین آن هم اصلا قابل قبول نیست
تاچ پد آن هم چنگی به دل نمی زنه..",1,2,3,3,3,3,3,3
"همه چيزش به جز نقاط ضعف","پلاستيکي بودن بدنه
نبود چراغ پاور","تو قیمت سه تومن لپتاپ خوبیه از نظر سخت افزار, من که لگ ازش ندیدم, ایراداش اینه چراغ پاور نداره, باید به صدای هارد گوش کنی تا از کار بیوفته, بعد بفهمی کامل جریان قطع شده, بدنه اش هم پلاستیکیه, ولی سخت افزارش بهترینه",9,3,5,5,5,5,5,4
"سخت افزار قوي","کم بودن پورت USB و نداشتن VGA","یکهفته اس که این لپ تاب رو خریدم از لحاظ ظاهری بسیار شیکه و سخت افزارش فوق العادس من خودم اهل گیم هستم و فعلا هر چی نصب کردم راحت و رون اجرا کرده و فکر نمیکنم حالا حالاها کم بیاره .",8,2,4,4,4,4,4,4
"قيمت مناسب","پلاستيکي بودن","به نظرم تا 7 یا 8 سال دیگه لپ تاپ نخرم اما ایکاش این آلمینیومی بود حد اقل یه ذرش",9,2,4,5,3,5,4,3
"12GB RAM قيمت مناسب باتري با ماندگاري بالا","NO TEXT HERE","سخت افزار قوی و قدرتمند برای هر کاری عالیه",6,2,5,5,4,4,4,5
,,"آگه واسه بازی می خواین بهترین انتخاب 12gb رم ddr4 که حتی خیلی بیشتر از نیاز جدید ترین بازی هاست گرافیکشم که سری r7 ای ام دی که حرفی واسه گفتن نمیزاره همه بازی هارد حداقل روی high میتونین اجرا کنین",10,10,5,5,5,5,5,3
"از نظر همه چي عاليه رم بالا سي پيو بالا گرافيک قدرتمند و مخصوصا قيمتش","منکه هيچ نقطه ضعفي نميبينم توش","بعد از کلی تحقیق رو این لپ تاپ فهمیدم که خیلی چیزه خوبیه مخصوصا برای من که یه گیمرم و دنبال یه همچین چیزی بودم اگه گیمرید بگیرید حتما تو این قیمت عالیه و لپ تاپی که بتونه نیاز های یه گیمرو برآورده کنه و همه ی بازی هارو اجرا کنه صد درصد از پس نرم افزار های سنگینم برمیاد هیچ بدی از وقتی گرفتم توش ندیدم و واقعا راضیم پیشنهاد میکنم شما هم بگیرید اگه دنبال یه چیز عالی برای گیم هستید و یه چیزی میخواید که نرافزارای سنگینو بتونه اجرا کنه پیشنهاد میکنم حتما بخریدش عالیه",11,4,5,5,5,5,5,5
