positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
,,"سلام من این تبلت رو دیروز سفارش دادم و امروز ظهر تحویل گرفتم. هیچ مشکلی نداشت خدارو شکر و کاملا سالم و اک تحویل من شد. تبلت بسیار خوبیه نسبت به قیمتش و اینکه خیلی خوش دست هستش. پیشنهاد میکنم اگه تو این رنج قیمت میخواید هزینه کنید همین مدل رو خریداری بفرمایید. همچنین از دیجی کالا تشکر میکنم.",2,5,3,4,4,4,4,4
"سرعت خوبي داره هرگونه بازي رو اجرا ميکنه و اندرودامپر هم خيلي خوب مياره","دوربينش کمه آپديت نميشه","خیلی تبلت خوبیه در مقایسه با سایرین دوربین بدی داره ولی اکثر تبلت ها دوربین خوبی ندارن",3,3,3,3,3,3,3,3
"سرعت بالا",,"عالی است سرعت بسیار بالا و قیمت بسیار مناسب و همین طور قیمت بسیار مناسب من 1سال قبل رفتم و همین تبلت رااز مغازه گرفتم در دیجی کالا قیمت مناسبی دارد",2,4,5,5,5,5,5,5
,,"خیلی جنس بدنش بده اما شکل ظاهریش خوبه",3,1,4,5,4,4,4,3
"زيبايي و ظرافت.قيمت مناسب.","رم پايين،دوربين سلفي بسيار بسيار کم کيفيت،خيلي زياد هنگ ميکنه.خيلي زود داغ ميشه.باطري خيلي خيلي ضعيف داره.","در قسمت نقاط قوت و ضعف موارد ذکر شده است و در کل پیشنهاد میکنم اصلا نخرید.شرکت ایسوس بااین تولید اعتبار خودشو زیر سوال برد.دی جی کالا با فروش این نوع محصولات اعتبار خودشو خدشه دار کنه.",10,6,3,3,3,3,3,3
"شکيل بودن ظاهر- وزن کم","هنگ زياد- تاچ بد","با سلام به نظر من دور خرید این مدل و مشابه اون رو خط بکشید من از همین مدل با مشخصات بالاتر دارم دقیقا همین عیوبی که دوستان گفتند داره و اصلا از خرید اون راضی نیستم البته من از دیجی نخریدم ولی قبل از خرید از بیرون کامنتها رو خوندم و فکرم بر این بود که شاید مشکلات اون با اپدیت کردن خوب میشه که نشد .باطری اون واقعا نمیشه روش حساب کرد- سیم کارتش میپره- هنگ میکنه بدون دلیل - تاچش بسیار بده - در بعضی مواقع با اینکه پردازنده قوی هم داره ولی اصلا کارایی خودش رو نشون نمیده پس نخرید ضرر واقعی در خرید این کالای بی کیفیت نهفته است .",5,3,1,3,2,2,3,2
ندارد,"هنگ زياد
ري استارت شدن خود بخود
ضعيف بودن سخت افزار","من این تبلت رو برای مادرم خریدم که ازش برای تلگرام استفاده کنه
اما واقعا پشیمون شدم
هر ماه می برمش بیرون تعمیر میکنم چون پایه شارژرش انقدر ضعیفه یکم بهش ضربه وارد بشه دیگه شارژ نمیشه یک بار هم قطعه رو عوض کردیم اما باز هم همون مشکل رو داره
زیاد هنگ میکنه
وای فایش خودبخود قطع میشه و تا ری استارت نکنم دیگه کانکت نمیشه
در کل خریدش رو پیشنهاد نمیکنم",7,7,1,3,2,1,2,2
"کيفيت صفحه خوب
رابط کاربري عالي
شارژدهي مناسب","سخت افزار متوسط
خاموشي ناگهاني
پرش آنتن","با سلام
من این تبلتو الان 5ماهه دارم برای فیلم دیدن و آهنگ و وب گردی عالیه وبازی های سبک مثل کلشو باز میکنه ولی اصلا بدرد استفاده مدام نمیخوره حتی بازی های معمولی رو هنگ میکنه
در کل اگه برای وب گردیه روزانه و فیلم دیدن میخواین واقعا پیشنهاد میکنم بخرید",3,6,3,4,2,4,4,3
,,"من سه ماه میشه خریدمش سرعتش خیلی پایینه روزی چند بار خود به خود سیم کارت هارو نمیخونه و باید ریستش کنی... هفته ای سه یا چهار بار خود به خود با اینکه شارژش کامله خاموش میشه.. بدون دلیل خاموش میشه... خیلی هنگ میکنه.. دوربینش خیلی بده ... اصلا خوب نیست",9,4,2,4,1,3,1,1
"[""صفحه نمايش"",""حاشيه دور کم"",""خوش وزن و خوش دست"",""طراحيه زيباي بدنه"",""محيط کاربري زيبا""]","[""اسپيکر"",""سخت افزار معمولي""]","سلام. بنده این تبلت رو برای مادرم گرفتم.گوشی می خواست ک بتونه تلگرام استفاده کنه، منم به جاش تبلت گرفتم ک صفحه بزرگتری داره و تایپ براش راحتتره.خودمم بخوام تو نت بیام و سایتی چک یکنم از همین تبلت استفاده میکنم.کیفیت صفحه اش خیلی خوبه.در حد رزلوشن اچ دی هستش،اما بلندگو تعریفی نداره.دوربین هم کاملا معمولی.سخت افزارم معمولیه.هفته ای یه بار خود ب خود ریستارت میشه.در کل نسبت به پولی ک من برا خریدش دادم واقعا برای کاری که میخواستم راضی کننده بوده..باتریشم به همون سرعتی ک خالی میشه،خیلی خوبو سریع هم شارژ میشه.در کل این تبلت برا وب گردی و فیلم دیدن و تلگرام رفتن خوبه.برا بازی نه.ممنون از توجهتون",7,5,3,3,3,3,3,3
"[""دوربين و حافظه بالا""]","[""باطري ""]","متاسفانه من این تبلت رو دو روز نشده بود که خردیده بودم هود به خود صفحه نمایشش قطع شد و گوشی گرم شد.
متاسفانه نسبت به امکانتش ضعف هایی دیده میشه که آدمو ناامید میکته.",8,3,2,3,3,3,1,2
"[""قيمت مناسب"",""کيفيت ساخت ايسوس ""]","[""پردازشگر intel""]","عملکرد محصول کاملا در سطح متوسط است و هیچ برتری خاصی ندارد!",8,2,4,3,2,3,4,2
"طراحي زيبا (باريک و حاشيه نسبتا مناسب
نمايشگر قابل قبول-دوسيم کارت
رابط کاربري ونمايشگر قابل قبول
پردازنده اينتل","سخت افزار(رم1-گرافيک -رزولشن تصوير) که با توجه به هزينه کاملا توجيه پذيره","من اول که یکی از مغازه دوستم برا داداشم خریدم فکر نمیکردم چنگی به دل بزنه ولی این تبلت به اندازه کافی توی کار کرد مداوم نظرمو جلب کرد که چطور با این قیمت همچین چیزی تولید شده و تحت تاثیر همین موضوع یکی برای خودم از دی جی کالا با قیمت مناسب تر خریدم.
خلاصه اینکه خرید این تبلتو به کسایی توصیه میکنم که دنبال تبلت برای کار های روزمره و نرم افزار های کاربردی هستند
البته این تبلت به شما نشون میده که یه تبلت اقتصادی همیشه یه اشغال بدرد نخور نیست
پس قبل از خرید هر تبلتی ببینید دقیقا چی لازمتون هست و توی اون رده به خرید کنید....
روز و روزگار تون خوش...
مرسی",8,6,5,5,3,3,3,3
"طراحي مناسب، قابليت مکالمه","Cpu بسيار ضعيف","دوستان من ده روزی میشه این تبلت رو خریدم ولی اومدم تا به شما دوستان بگم حتی طرف این تبلت هم نرید چون آشغال ترین تبلت دنیاست فقط ری استارت میشه فقط و فقط و پیشنهاد من ب شما این است ک این تبلت رو نگیرید.",11,12,1,3,1,0,2,0
"[""ظاهر زيبا.سبک و خوش دست.صفحه نمايش خوب""]","[""پردازنده ضعيف.رابط کاربري شلوغ.کيفيت بدنه ضعيف""]","سلام دوستان.چند روز پیش برای برادر زادم خریدم از دیجی کالا. من نظرم روی ای 3500 لنوو بود اما به اصرار برادرم این رو خریدم البته قبلا سری فون پد 7 رو برای خواهرزادم خریده بودم و فوق العاده بود اما زنپد نا امیدم کرد.اهر شیک و خوش دستی داره اما بسیار ظریف هست.صفحه نمایش کیفیت مناسبی داره و دوربین اون هم بد نیست.باتری هم متوسط هست.اما پردازنده ضعیف هست و رابط کاربری بسیار شلوغ.بعد چند دقیقه بازی قسمت وسط تبلت گرم شد که عجیب بود و متاسفانه چند بار حین کار ری استارت شد.وای فای اون هم کمی سخت کانکت میشه.در کل برای استفاده ی معمولی خوب هست اما اگر دوباره بخوام تصمیم بگیرم حتما ای 3500 رو میخرم و پیشنهاد میکنم این تبلت جز الویت هاتون نباشه ممنون.",10,10,2,4,2,4,2,3
"سرعت خوبي داره هرگونه بازي رو اجرا ميکنه و اندرودامپر هم خيلي خوب مياره","دوربينش کمه آپديت نميشه","خیلی تبلت خوبیه در مقایسه با سایرین دوربین بدی داره ولی اکثر تبلت ها دوربین خوبی ندارن",3,3,3,3,3,3,3,3
"سرعت بالا",,"عالی است سرعت بسیار بالا و قیمت بسیار مناسب و همین طور قیمت بسیار مناسب من 1سال قبل رفتم و همین تبلت رااز مغازه گرفتم در دیجی کالا قیمت مناسبی دارد",2,4,5,5,5,5,5,5
,,"خیلی جنس بدنش بده اما شکل ظاهریش خوبه",3,1,4,5,4,4,4,3
"زيبايي و ظرافت.قيمت مناسب.","رم پايين،دوربين سلفي بسيار بسيار کم کيفيت،خيلي زياد هنگ ميکنه.خيلي زود داغ ميشه.باطري خيلي خيلي ضعيف داره.","در قسمت نقاط قوت و ضعف موارد ذکر شده است و در کل پیشنهاد میکنم اصلا نخرید.شرکت ایسوس بااین تولید اعتبار خودشو زیر سوال برد.دی جی کالا با فروش این نوع محصولات اعتبار خودشو خدشه دار کنه.",10,6,3,3,3,3,3,3
"شکيل بودن ظاهر- وزن کم","هنگ زياد- تاچ بد","با سلام به نظر من دور خرید این مدل و مشابه اون رو خط بکشید من از همین مدل با مشخصات بالاتر دارم دقیقا همین عیوبی که دوستان گفتند داره و اصلا از خرید اون راضی نیستم البته من از دیجی نخریدم ولی قبل از خرید از بیرون کامنتها رو خوندم و فکرم بر این بود که شاید مشکلات اون با اپدیت کردن خوب میشه که نشد .باطری اون واقعا نمیشه روش حساب کرد- سیم کارتش میپره- هنگ میکنه بدون دلیل - تاچش بسیار بده - در بعضی مواقع با اینکه پردازنده قوی هم داره ولی اصلا کارایی خودش رو نشون نمیده پس نخرید ضرر واقعی در خرید این کالای بی کیفیت نهفته است .",5,3,1,3,2,2,3,2
ندارد,"هنگ زياد
ري استارت شدن خود بخود
ضعيف بودن سخت افزار","من این تبلت رو برای مادرم خریدم که ازش برای تلگرام استفاده کنه
اما واقعا پشیمون شدم
هر ماه می برمش بیرون تعمیر میکنم چون پایه شارژرش انقدر ضعیفه یکم بهش ضربه وارد بشه دیگه شارژ نمیشه یک بار هم قطعه رو عوض کردیم اما باز هم همون مشکل رو داره
زیاد هنگ میکنه
وای فایش خودبخود قطع میشه و تا ری استارت نکنم دیگه کانکت نمیشه
در کل خریدش رو پیشنهاد نمیکنم",7,7,1,3,2,1,2,2
"کيفيت صفحه خوب
رابط کاربري عالي
شارژدهي مناسب","سخت افزار متوسط
خاموشي ناگهاني
پرش آنتن","با سلام
من این تبلتو الان 5ماهه دارم برای فیلم دیدن و آهنگ و وب گردی عالیه وبازی های سبک مثل کلشو باز میکنه ولی اصلا بدرد استفاده مدام نمیخوره حتی بازی های معمولی رو هنگ میکنه
در کل اگه برای وب گردیه روزانه و فیلم دیدن میخواین واقعا پیشنهاد میکنم بخرید",3,6,3,4,2,4,4,3
,,"من سه ماه میشه خریدمش سرعتش خیلی پایینه روزی چند بار خود به خود سیم کارت هارو نمیخونه و باید ریستش کنی... هفته ای سه یا چهار بار خود به خود با اینکه شارژش کامله خاموش میشه.. بدون دلیل خاموش میشه... خیلی هنگ میکنه.. دوربینش خیلی بده ... اصلا خوب نیست",9,4,2,4,1,3,1,1
"[""صفحه نمايش"",""حاشيه دور کم"",""خوش وزن و خوش دست"",""طراحيه زيباي بدنه"",""محيط کاربري زيبا""]","[""اسپيکر"",""سخت افزار معمولي""]","سلام. بنده این تبلت رو برای مادرم گرفتم.گوشی می خواست ک بتونه تلگرام استفاده کنه، منم به جاش تبلت گرفتم ک صفحه بزرگتری داره و تایپ براش راحتتره.خودمم بخوام تو نت بیام و سایتی چک یکنم از همین تبلت استفاده میکنم.کیفیت صفحه اش خیلی خوبه.در حد رزلوشن اچ دی هستش،اما بلندگو تعریفی نداره.دوربین هم کاملا معمولی.سخت افزارم معمولیه.هفته ای یه بار خود ب خود ریستارت میشه.در کل نسبت به پولی ک من برا خریدش دادم واقعا برای کاری که میخواستم راضی کننده بوده..باتریشم به همون سرعتی ک خالی میشه،خیلی خوبو سریع هم شارژ میشه.در کل این تبلت برا وب گردی و فیلم دیدن و تلگرام رفتن خوبه.برا بازی نه.ممنون از توجهتون",7,5,3,3,3,3,3,3
"[""دوربين و حافظه بالا""]","[""باطري ""]","متاسفانه من این تبلت رو دو روز نشده بود که خردیده بودم هود به خود صفحه نمایشش قطع شد و گوشی گرم شد.
متاسفانه نسبت به امکانتش ضعف هایی دیده میشه که آدمو ناامید میکته.",8,3,2,3,3,3,1,2
