positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
"زيبا
دوربين با کيفيت بالا
تاچ عالي
کيفيت بالا","سيستم عامل ios
قابليت مکالمه ندارد","به نظر من بعد از ایپد پرو بهترین جهانه",7,10,5,5,4,5,5,5
,,"عالی ترین ایپد نسبت به قیمت",14,4,5,3,4,5,5,5
قدرت,کارايي,"باسلام خدمت دوستان عزیزمن سه هفته میشه این تبلت رو خریدم تبلت خوبی. قدرتش زیاده. دوربینش خوبه بدنش خوبه فقط....... کارایی کمتری نسبت به پرچم دارای سامسونگ و مخصوصا هواوی داره و این کارایی های کم این تبلت رو سرپایین نگه میداره. ممنون",9,45,4,5,4,4,5,5
,,"یک سال ایپد ایر 2 دارم هنوز مثل روز اولش فوق العادس.بهترین تبلتى که میتونى تصورش کنى. همه چى تموم و عاالى.باور نمیکنم کسى خریده باشه و راضى نباشه.",29,7,5,5,5,5,5,5
"طراحى عالى
امکانات عالى
برتر نسبت به رقبا
سيستم عامل قوى
چيپ ست قوى","حذف کليد Mute","عالیه… مثل همه محصولات اپل",19,3,5,5,5,5,5,5
"نظم و ترتيب در دانلود",,"اپلیکیشن DOCUMENS 5 را باز کنید. در صفحه اول باید فولدری با نام دانلودز را مشاهده کنید. اگر چنین فولدری وجود ندارد به قسمت BROWSER بروید و روی فلش به سمت پایین بزنید تا فودری برای دانلود اختصاص یابد. اکنون با استفاده از قسمت BROWSER به سایت مورد نظر رفته و فایل مطلوب خود را دانلود کنید. فایل ها همگی در فولدر DOWNLOADS به صورت خودکار ذخیره می شوند
اگر علاقه دارید که فایل های شما به صورت دسته بندی باشند باید در قسمت ITUNES FILES فولدر مورد نظر را انتخاب کرده و فایل را به آنجا کپی کنید
برای انتقال فایل های دانلود شده به لپتاپ باید آیپد را با کابل به لپ تاپ وصل کرده و برنامه itools را اجرا کنید و از آنجا وارد DOCUMENTS 5 بشوید و در قسمت FILE SHARING فایل مورد نظر را پیدا کرده و به روی لپتاپ کپی کنید.",18,2,5,5,5,5,5,5
,,"بازم مثل همیشه عالی ...",11,2,5,5,5,5,5,5
"[""کيفت فوق العاده قطعات/امنيت بسيار بالا/اعمال حسگر اثر انگشت و...""]","[""براي کساني که تابه حال با اپل کار نکرده آن کمي سخت است""]","به نظر من این تبلت یک ابر تبلتی در رقبای خودش است
امنیت بسیار بالایی دارد -برنامه ها را با کیفت بسیار بالا و بسیار روان اجرا می کند-قطعات آن با کیفیت است
برای کسانی که میخواهند بازی های خیلی با کیفیت را به روانی اجرا کنند تبلت بسیار خوبیست و همینطور برای کسانی که میخواهند برنامه های زیادی را تجربه کنند این تبلت عالیست",19,8,4,5,5,5,5,5
,,"دوستان به هیچ عنوان گوشی یا تبلت اندرویدی نخرید.افت قیمت اندرویدی ها وحشتناکه من lg g3 رو خریدم الان نمی برنش.تازه به هیچ عنوان آپدیت براش نمیاد ولی آیفون نه افت قیمت زیادی داره و همیشه آپدیتش میاد",23,9,5,5,5,5,5,3
"کيفيت ساخت بالا
باتريش عاليه
حسگر اثر انگشت
و...",هيچي....,"من حدود 10 ماه پیش از دیجی کالا خریدمش . از هر نظر فوق العاده است ، در ضمن کار کردن باهاش خیلی راحته نمیدونم چرا بعضیا انقد بد درموردش مینویسن !!!!!!!!",37,3,5,5,4,4,5,5
"تبلت خيلي خوبيه
از سامسونگ بهتره و برند هاي ديگه
باتري توش زياد ميمونه
از همه نظر خوبه",هيچي,"تبلت خیلی خوبیه ولی اگه میخواین بخرین 1میلیون بزارین روش Ipad pro 12.9 inch 4G 128Gig بخرین . یا اگه براتون بزرگه همین گزینه خوبیه باتریش خیلی خوبه از iphone 6s plus بهتره سرعتش خیلی خوبه هنگ نمیکنه بهترین بازی ها هم میشه روش ریخت با نصب برنامه سیپ اپSipapp مثله انواع GTA و..... سخت افزاریشم خوبه کیفیت دوربینشم بد نیست",13,4,5,5,5,4,5,4
"کلاس داره فقط","خيلي کارکردن باهاش سخته.باتريش خيلي قوي نيست.بعلت باريکي اسپيکرهاش خيلي ميلرزه.داغ هم سريع ميکنه.برنامه به زبون فارسي زيادنداره.قدرت واي فاي خيلي ضعيفه","من یه هفته نشده که خریدمش از دی جی کالا.و واقعا پشیمونم.باید هموت اس2رو میخریدم.من تابحال با iosکار نکرده بودم.واقعا خیلی سختتره تا اندروید.
فقط برای کسایی خوبه که یا کامل به زبان انگلیسی مسلط اند.چون اکثربرنامهاانگلیسیه و برنامه فارسی نداره زیاد.
ویا بسیار در گوشی و کامپیوترماهرن.
من الان توسایت میزنم اموزش میده ک چطوری با itoolsاز لپتاپ به ایپد موزیکو فیلم انتقال بدم و بنظراسونه.اما نمیشه.
میزنه ک چطوری بدون جیلبریک برنامه پولی دانلود کنی .امانمیشه و سخته.
برای هرکاری کلی دردسر و اموزش لازمه.که به نظرمن نمیصرفه این همه وقت صرف کنی یادبگیری.
اگه تابحال کارنکردید با اپل وخانوادتون ویادوستان نزدیک هم نداشتندنگیرید.",20,75,4,5,5,4,4,5
,,"به نظر من اگر خواستید تبلت بخرید حتما ایپد بخرید. درسته که ios محدودیتهاش یک کم اذیت می کنه و یا app store قوانین خاص خودش رو داره ولی با وجود همه اینها واقعا قابلیت هاش و کیفیت ساختش اون رو به یک تبلت بینظیر تبدیل کرده. اگر از نظر مالی مشکلی ندارید و واسه کارهای حرفه ای می خواید استفاده کنید ipad pro 9.7 همراه با کیبورد و قلم بخرید. هم از نظر config و هم از نظر قابلیت ها بهتر از ipad air 2 هست.",17,3,4,5,5,4,5,5
"تاچ عالي
حسگر اثر انگشت
مارک معروف","سيستم عامل ios","این تبلت بسیار عالیست",14,6,5,5,4,5,5,5
,,"دوستان می خوام یه راهنمایی بهتون بکنم. من مدل 128این رو از همینجا خریدم. الان هشتاد درصد حافظه اش رو پر کردم. علت اینکه خیلی ها با حافظه کم مشکلی ندارند این است که بلد نیستند از همه امکانات اپل استفاده کنند. وقتی شما کار با نرم افزارهای اپل را یاد بگیرید و بتوانید با ""فایل منیجر"" های حرفه ای اپل کار کنید مرتب دلتون می خواد که روی دستگاه تون فایل بریزید. من کل اطلاعات شغلی خودم رو که بیشتر PDF هستند به همراه مدل های سه بعدی نقشه هام و فایل های اکسل محاسباتم رو روی آیپد ریخته ام.
همچنین واقعا به جز آیپد با هیچ وسیله دیگری برای تماشای موزیک ویدیو و گوش کردن به موزیک لذت کافی را نمی برم. حتی فیلم ها را با زیرنویس فارسی روی آیپد می ریزم و نگاه می کنم.
تقریبا ماه اول از خرید خودم پشیمون بودم چون بلد نبودم با فایل منیجر کار کنم. اما با چندتا سرچ توی اینترنت و عضو شدن توی گروه های آموزشی تلگرام و اطلاع از زمان مجانی شدن برنامه های پولی، نصب نزدیک به هشتاد بازی پولی و مجانی و حدود صدوپنجاه برنامه کاربردی الان به شدت نگران تمام شدن حجم 128 خود هستم.
خلاصه اگر می خواهید مثل خیلی ها متاسفانه از محصولات اپل فقط برای کلاسش استفاده کنید که حجم 16 هم زیاده. اما اگر کار با فایل منیجر رو یاد بگیرید واقعا 128 خیلی کمه.
فایل منیجرهای پیشنهادی من: Documents 5 و Documents pro 7 و MeFile نرم افزار جستجو در اینترنت و دانلود و ذخیره فایل های اینترنتی: Documents 5 و iDownloader
نرم افزار تماشای زیرنویس فارسی: iFuse و VLC و KMPlayer نرم افزار دانلود مجانی موسیقی: Music Pocket و radiojavan و wikiseda و tuneln radio برای کار با نرم افزارهای بالا بهتر است نرم افزار iTools را روی لپتاپ خود نصب کنید",19,5,5,5,5,5,5,5
[],[],"سلام
لطفا هر چه زودتر موجودش کنید",1,2,5,5,5,4,5,4
,,"لطفا رنگ خاکستری این تبلت را موجودکنید .
با تشکر",5,2,4,5,5,4,5,4
,,"با سلام
لطفا رنگهای دیگر را نیز موجود کنید",5,3,4,5,5,4,5,4
,,"با سلام
لطفا رنگ های دیگر را نیز موجود کنید",3,2,4,5,5,4,5,4
[],[],"لطفا رنگ خاکستری رو موجود کنید خواهشا",1,3,3,3,3,3,3,3
[],[],"لطفا رنگ طلاییشو موجوددددد کنیددددد.",6,3,3,3,3,3,3,3
,,"خواهش میکنم رنگ خاکستریشو شگفت انگیز کنید",2,2,3,3,3,3,3,3
,,"لطفا رنگ طلایی این آیپد رو موجود کنید.",4,2,3,3,3,3,3,3
,,"با اینکه خیلی وقته اومده اما فقط ایپد پرو بهتر از این تبلت هست....لطفا هر سه رنگ رو شگفت انگیزش کنید",6,2,4,5,5,5,5,5
"همه چي عالي","امکان تماس و ارسال اس ام اس ندارد","با سلام
این دستگاه رو یک ماهه خرید کردم و واقعاً چه از تظر ظاهر و چه نرم افزاری بسیار عالیست و همانطور که میدانید محصولات آیفون همه چی تمومه و تنها ایرادی که میتوان گرفت امکان تماس صوتی و ارسال و دریافت sms وجود ندارد و حتی زمانی که میخواید اینترنت گوشی رو ست کنید با مشکل مواجه میشید و من یه راهکار پیدا کردم و اونم اینه که از سیم کارتهای دیتا رایتل برای اینترنت استفاده می کنم.",8,3,4,5,5,5,5,5
[],[],"لطفا رنگ طلایی این آیپد رو موجود کنید.",4,3,3,3,3,3,3,3
"کيفيت و سرعت",دوربين,"ای کاش در تحلیل این محصول میگفتین آیپدا قابلیت پیام کوتاه با سیمکارت های ایران رو ندارن . وقتی به دستم رسید دیدم قابلیت اس ام اسو نداره خورد تو حالم.",8,9,5,5,5,3,5,2
,,"دیجی کالا لطفا لب تاب اپل Apple MacBook Pro MF839 رو بیارید",3,4,3,3,3,3,3,3
"همه چي","قيمت بالا","دیجی لطفا بذارش تو پیشنهاد شگفت انگیز",6,1,4,5,5,3,5,4
"نرم افزار هاي عالي بدون بدافزار",,"من دو هفته ای هست که این آیپد رو از دیجی گرفتم و واقعاً همه چی تمومه
پیشنهاد میکنم واقعا کسی میخواد یه تبلت خوب و کارایی بالا بدون هنگ داشته باشه از آیفون خرید کنه",9,6,4,5,5,5,5,5
"[""دوربين نسبتا بهتر از بقيه تبلت هاي اين قيمتي"",""صفحه نمايش زيبا""]","[""بازي هاي پولي زياد است""]","سلام به اعتقاد من. نسخه وای فای بهتر است",5,4,5,5,4,5,5,5
"[""همه چي""]","[""هيچ چي نديدم""]","دیجی کالا اگه ممکنه این محصول عالی رو پیشنهاد شگفت انگیزش کن که بتونیم بخریم ... دوستان هرکی موافقه لایک کنه",23,2,3,3,3,3,3,3
"[""دوربين خوب "",""سخت افزار فوق العاده قوي "",""نمايشگر بسيار حساس و خوب"",""کيفيت بسيار بالا""]","[""قيمت بالا""]","سلام
این تبلت بهترین هست و در گرفتن آن شک نکنید
این تبلت برای همه جور آدم ها هست یعنی کسی که پزشک هست مهندس هست عکاس .سوپرمارکتی ها و. . . .
این تبلت برنامه های اکسل وررد پاور پوینت و آناتومی را دارد و به آسانی میشه استفاده کرد
فقط اگر میخواهید که این تبلت را بخرید نسخه 128 گیگ را بخرید چون بعدا پشیموون میشوید الان خودمم پشیمونم",13,4,3,5,4,5,5,5
[],[],"لطفا در پیشنهاد شگفت انگیز قرار دهید",6,1,3,3,3,3,3,3
,,"لطفا رنگ گلدشو موجود کنین",5,2,4,5,4,5,5,5
,,"لطفا رنگ گلد رو موجود کنید",3,1,2,5,5,5,5,5
,,"لطفا طلایی را موجود کنید",4,2,5,5,5,5,5,5
,,"دوستان این تبلت از انجام هر کاری که بگید بر میاد. نرم افزار های ورد. اکسل و پاور پوینت برای این تبلت موجود هستن. اگه براش قلم هم بگیرید محشره. این تبلت میتونه به وسیله هات اسپات به لپتاپ ها وصل بشه و روی صفحه نمایش لپتاپ صفحه این تبلت رو بیارید. تنها کاری که باهاش نمیشه کرد برنامه نویسیه. وگرنه حتی نرم افزار اتومد هم براش هست.",4,3,4,5,5,4,5,5
"[""همه چيز ""]","[""هيچ چيز ""]","دوست عزیز که پرسیدی آیپد خوبه یا نه باید بگم که آیپد عالیه در صورتی که بلد باشی با ios کار کنی اگه این گزینه رو بزاریم کنار آیپد هم از لحاظ دوربین و سخت افزار و برای بازی عالیه",7,1,3,3,3,3,3,3
,,"دوستان من میخوام این ایپد رابخرم ایا کیفیتش خوبه یا نه و دوربینش چطوره برای من این مهمه که بتونم در مراسم یا عکس های خوب و شفافی بگیرم",3,1,3,3,3,3,3,3
,,"من خریدمش ، فوق العاده است",7,1,5,5,5,5,5,5
,,"دیجی جون لطفا موجودش کن من امروز اومدم بخرم دیدم تموم شده! من لازمش دارم لطفا رنگ مشکیشو میخوام بیار لطفا!",2,1,3,3,3,3,3,3
"سخت افزار فوق العاده . طراحي عالي","دوربين نه چندان قوي","من تجربه ی 1 ماهه استفاده از این محصول رو براتون مینویسم
این تبلت بهترین چیزی هست که میتونید تو بازار با قیمت زیر 3 تومن پیدا کنید . طراحی ش به حدی عالیه که کنار گذاشتنش خیلی سخته و سخت افزار قوی ش هر چی که بخواین اجر میکنه و عمر باتریش حدود 10 ساعته و صحفه نمایش عالی ای داره انگار که مستقیما داری پیکسل هارو لمس میکنید . برای نقطه ی ضعفش فقط میشه به دوربینش اشاره کرد که اون هم کار راه اندازه .
امیدوارم نطراتم براتون مفید باشه",8,3,5,5,5,5,5,5
,,"لطفا رنگ سفیدش رو موجود کنید من قبل از عید می خوامش",0,3,3,3,3,3,3,3
"پلتفرم بسيار خوب، روان و هميشه به‌روز iOS
طراحي بسيار زيبا بدنه بسيار باکيفيت
سخت‌افزار قدرتمند و هماهنگ با نرم‌افزار
نمايشگر با کيفيت عالي و صداي بسيار باکيفيت
بهره‌مندي از فروشگاه غني اپ استور","افزايش دماي پشت دستگاه هنگام انجام عمليات سنگين","عرض سلام و درود خدمت تمامی عزیزان
قصد دارم چند کلامی رو در رابطه با تجربه شش ماهه استفاده از این تبلت عالی با شما عزیزان به اشتراک بگذارم.
اگر قصد خرید این تبلت رو دارید، شک نکنید که دست روی یک کالای مطمئن گذاشتید. این تبلت دوست داشتنی از طراحی بسیار زیبایی برخورداره و واقعا کنار گذاشتن اون در زمانی که با اون کار می‌کنید کار سختیه! بدنه‌ای بسیار شیک که در دست گرفتن و کار کردن باهاش بسیار لذت بخشه. از طراحی که بگذریم همین حالا می‌تونید آخرین نسخه پلتفرم یکپارچه و منظم و مرتب iOS رو روی تبلت تجربه کنید که البته تغییرات اخیر این سیستم عامل باعث شده تا بهترین تجربه در چند وظیفگی و استفاده همزمان از چند برنامه در صفحه رو در این تبلت تجربه کنید و مطمئن باشید این تبلت حداقل تا 2017 همچنان آپدیت خواهد شد! تقریبا می‌تونم بگم هیچ تاخیر، هنگ یا لگی رو تا به حال تجربه نکردم. با این که بخش عمده ای از حافظه پر هست، همه چیز روان هست و مشکلی نیست. این دستگاه یک گجت بسیار عالی برای بازی هست. هر بازی که فکر می‌کنید رو رو می‌تونید براحتی و بدون هیچ مشکلی روی این دستگاه بازی کنید. فقط هنگام انجام بازی های سنگین پشت دستگاه داغ میشه که آنچنان مشکل خاصی هم نیست و میشه باهاش کنار اومد. دوربین دستگاه هم با توجه به این که این یک تبلت هست و نه دوربین عکاسی یا گوشی، خوب و قابل قبوله و کار رو راه می‌اندازه ولی این به معنای که روی عکاسی با این تبلت حساب باز کنید و با گوشی های بالارده مقایسه‌اش کنید ولی در کل عملکرد کاملا خوبی داره. نمایشگر هم بسیار باکیفیت و قابل قبول هست. میزان روشنایی صفحه نمایش به AMOLED نمی‌رسه اما بسیار عالی و جذابه (تاکید می‌کنم بسیار عالیه) و بر خلاف AMOLED، رنگ ها رو کاملا حقیقی نشون میده. این تبلت با این که مدت تقریبا زیادی هست که معرفی شده اما همین حالا هم ارزش خرید بسیار بسیار بالایی داره. اگر به دنبال یک تبلت درجه 1 هستید حتما به این تبلت نگاه ویژه‌ای داشته باشید.",8,1,5,5,5,5,5,5
"پلتفرم بسيار خوب، روان و هميشه به‌روز iOS
طراحي بسيار زيبا و بدنه بسيار با کيفيت
حمل و نقل آسان‌تر نسبت به آيپد پرو
کيفيت صداي بسيار عالي
بهره مندي از فروشگاه غني اپ استور","افزايش دماي پشت دستگاه هنگام انجام عمليات سنگين","عرض سلام و درود خدمت تمامی عزیزان
قصد دارم چند کلامی رو در رابطه با تجربه شش ماهه استفاده از این تبلت عالی با شما عزیزان به اشتراک بگذارم.
اگر قصد خرید این تبلت رو دارید، شک نکنید که دست روی یک کالای مطمئن گذاشتید. این تبلت دوست داشتنی از طراحی بسیار زیبایی برخورداره و واقعا کنار گذاشتن اون در زمانی که با اون کار می‌کنید کار سختیه! بدنه‌ای بسیار شیک که در دست گرفتن و کار کردن باهاش بسیار لذت بخشه. از طراحی که بگذریم همین حالا می‌تونید آخرین نسخه پلتفرم یکپارچه و منظم و مرتب iOS رو روی تبلت تجربه کنید که البته تغییرات اخیر این سیستم عامل باعث شده تا بهترین تجربه در چند وظیفگی و استفاده همزمان از چند برنامه در صفحه رو در این تبلت تجربه کنید و مطمئن باشید این تبلت حداقل تا 2017 همچنان آپدیت خواهد شد! تقریبا می‌تونم بگم هیچ تاخیر، هنگ یا لگی رو تا به حال تجربه نکردم. با این که بخش عمده ای از حافظه پر هست، همه چیز روان هست و مشکلی نیست. این دستگاه یک گجت بسیار عالی برای بازی هست. هر بازی که فکر می‌کنید رو رو می‌تونید براحتی و بدون هیچ مشکلی روی این دستگاه بازی کنید. فقط هنگام انجام بازی های سنگین پشت دستگاه داغ میشه که آنچنان مشکل خاصی هم نیست و میشه باهاش کنار اومد. دوربین دستگاه هم با توجه به این که این یک تبلت هست و نه دوربین عکاسی یا گوشی، خوب و قابل قبوله و کار رو راه می‌اندازه ولی این به معنای که روی عکاسی با این تبلت حساب باز کنید و با گوشی های بالارده مقایسه‌اش کنید ولی در کل عملکرد کاملا خوبی داره. نمایشگر هم بسیار باکیفیت و قابل قبول هست. میزان روشنایی صفحه نمایش به AMOLED نمی‌رسه اما بسیار عالی و جذابه (تاکید می‌کنم بسیار عالیه) و بر خلاف AMOLED، رنگ ها رو کاملا حقیقی نشون میده. این تبلت با این که مدت تقریبا زیادی هست که معرفی شده اما همین حالا هم ارزش خرید بسیار بسیار بالایی داره و من خریدش رو حتما توصیه می‌کنم.",1,0,5,5,5,5,5,5
,,"صفحه نمایش مجهز به ضد خش هست؟اگه نیست آیا استفاده از ضد خش باعث انعکاس نور محیط نمیشه؟",0,1,3,5,4,4,5,4
,,"لطفا رنگ خاکستری رو موجود کنید من میخوام",0,1,5,5,5,5,5,5
,,"لطفا رنگ خاکستری رو موجود کنید",2,1,4,5,4,5,4,4
"پردازنده قدرتمند و رم بالا و کيفيت ساخت بالا","عدم وجود شيار کارت حافظه","از بهترین تبلت های موجود در بازاره .لطفا خاکستریش رو هم موجود کنید خیلی وقته منتظرم",2,2,3,3,3,3,3,3
"دوام باطري عالي
بدنه و کيفيت ساخت خوب
تاچ آيدي
اسپيکر باکيفيت","محدوديت هاي ios
قيمت بالا","حدود یکساله که خریدمش
اوایل به علت آشنا نبودن با محیط ios از خریدم پشیمان شدم ، ولی به مرور زمان عاشقش شدم !
به نظر من دوستان اندرویدی و ویندوزی که قبلا با ios آشنا نیستند بهتره تو وب سرچ بزنند و در مورد محدودیت های ios اطلاعات کسب کنند و اگر تونستند با اون محدودیت ها کنار بیاند بعد این آیپد رو انتخاب کنند. دوستان اپلی هم که محدودیت های ios رو قبول دارند تو خرید این محصول اصلا شک نکنند ! عالیه !",3,2,4,5,3,2,5,3
,,"واقعاً خنده دار نیست؟ آیپد ایر 2 را از دیجی بخریم، آنوقت بریم تو بازار بچرخیم دنبال اسمارت کیس ارجینال! به نظرم دیجی باید در برخی سیاستها تجدید نظر کنه. مثلاً برخی محصولاتش همراه محصولات اصلی و برای خریدار آنلاینش موجود بشه. یعنی اگر 12 کیس کاور موجود داره 8 تا آیپد حداقل 8 تا از کاورها رو dedicated بزاره واسه خریدار آیپد! حالا اگر کسی آیپد خرید و کاور نخرید اون رو به موجودی مازادش جهت فروش آزاد قرار بده! دیجی جون دارم واست دیتیل دیزاین مینویسم! حالا فرض کنید کیس تو دیجی گیرتون نمیاد ولی تبلت رو خریدید میرید بازار میگه از کجا خریدی؟ میدونه بالاخره کسی که تبلت خرید سریعاً به فکر ضدخش و کیف و ... هست وقتی میگی دیجی تازه شروع میکنه : ای بابا جنسای ریفرش رو اونجا میفروشن و ... خوب ما که به دیجی تراست هستیم ولی به نظرم جالب نیست ما مشتریان دیجی تو بازار بریم و این حرفها رو بشنویم.
متشکرم",20,0,4,5,5,5,5,5
"بسيار زيبا","قابليت مکالمه نداره","من میخوام بگیرم
ولی مشکلش قابلیت مکالمه ندلره",1,4,5,5,4,5,5,5
,,"خواهش میکنم رنگ gold رو بذارین.من خیلی وقته منتظرم",8,0,4,4,4,3,4,4
,,"لطفا رنگ GOLD رو موجود کنید...",9,0,5,5,5,4,5,4
,,"لطفا رنگ گلد رو موجود کنید خیلی وقته منتظرم!!!!",7,0,5,5,5,4,5,4
"بدون هنگ و لگ
شارژدهي عالي
خوشگله","انتقال فايل يه کم سخته","اقا این همه جوره خیلی خوبه ... فقط کسایی که زیاد با کامپیوتر وارد نیستن کار کنن ، تو انتقال فایل ها و کار کردن با آیتونز و اینا ممکنه اعصابشون خرد بشه ... کلا اپل اینجوری عه ، یاد بگیره عادم با ایتونز کار کنه دیگه رواله ... خیلی خوبه کلا",6,2,4,5,4,5,5,4
,,"با سلام دستگاه امکانات خوبی داره و با تحقیقاتی که من کردم فارسی هم میشه باهاش تایپ کرد برای نوشتن وبگردی خواندن کتاب عالیه. فقط اینکه از وقتی قصد کردم بخرم یه جهش صدتومانی داشت. یعنی سه هفته ای میشه بالا رفته به نظرم با اومدن آیپد جدیدتر این حق رو برای دوستدران این آیپد باید قایل باشیم که با قیمت کمتری این رو بخرن نه که گرونتر بشه.",5,0,2,3,3,3,3,3
"تا 4 سال ديگه همه برنامه هارو اجرا ميکنه و هميشه هم آپديت براش مياد","نداره اونايي که بعضي مبگن ويژه گي هاشه","من اینو دست برادر زادم دیدم عالیه یعنی منتطرم بیاد تو شگفت انگیز با ارزون بشه میخوام از دیجی بخرم",4,0,5,5,5,5,5,5
,,"دی جی طلاییشو بیار دییییگه خیلی وقته منتظرم",7,1,3,5,3,5,5,5
,,"می خواهم رنگ خاکستری را خریداری کنم لطفا موجود کنید. دوستان علاقه مند لایک کنید.",8,1,4,5,4,4,5,3
,,"سلام دوستان
اگر کار با ios رو بلدید تو انتخابتون شک نکنید این تبلت فوق العادس (البته یاد گرفتن کار با ios هم زیاد سخت نیست)
دورود بر دیجی کالا به خاطر نظم وبا کیفیت بودن کالاهاش
باتشکر",6,0,4,5,4,5,5,4
,,"بهترین انتخابی که تو عمرم داشتم",5,0,5,5,4,5,5,5
,,"سلام خدمت دوستان
این تبلت فوق العاده اس. بعنوان یک تبلت هیچ چیزی کم نداره.
سریع . خوش ساخت و باکیفیت . صفحه نمایش عااااااالی، خلاصه هرچی بگم کم گفتم.
آپدیت 9.1 هم که تو این تبلت فوق العاده اس.
همه نوع نرم افزار و بازی داره، فقط کافیه کار با آیتونز رو بلد باشی.
من خودم سامسونگ گلکسی نوت 10.1 داشتم، اصلا با این قابل مقایسه نیست.
دوستانی که قصد خرید دارن تو انتخابشون شک نکنن فقط تاکید میکنم قبلش دوره آموزشی کار با آیتونز رو حتما بگذرونن.
پیشاپیش تبریک میگم به دوستانی که میخرن...",3,1,4,5,5,5,5,5
,,"بهترین زیباترین و قوی ترین تبلت به نظر من.
اگر قصد خرید دارید شک نکنید.",3,0,5,5,5,5,5,5
,,"آیا این فارسی میشه؟",3,1,4,5,4,5,5,5
,,"چقدر زود گرون شد",10,1,4,5,4,5,4,4
,,"سلام میشه رنگ gold شو بذارید میخوام تا فردا بخرمش",5,1,0,0,0,0,0,0
,,"سلام من میخوام این ایپد رو تا فردا بخرم میشه رنگ طلایشو بذارید ؟",1,1,0,0,0,0,0,0
