positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
"باتري قوي ، صفحه نمايش با کيفيت ، قلم عالي","نداشتن بک لايت کليدهاي پايين تبلت","من یک ماهه خریدمش ، واقعا فوق العادست از نظر من ، یه همچین تبلتی اگه اسمش اپل باشه حدود سه و پونصد قیمتش میشه ....",5,6,5,5,5,5,5,3
,,"با عرض سلام
بنده این تبلت رو یک ماه و نیم پیش با قیمت یک میلیون و چهارصد تهیه کردم با گارانتی اینتر نشنال یا همون همراه سرویس خاورمیانه
همه چیزش خیلی عالیه در بین رده متوسط من اهل بازی نیستم لذا این گزینه رو تست نکردم و لکن با وجود سخت افزار متوسط نباید انتظار زیادی ازش داشت
در جواب اون دوستمون که پرسیده بودن مثل مدل T585 یا همون مدل بدون قلم این تبلت هم ریست میشه باید عرض کنم خیر به هیچ عنوان تینطور نیست
به نظر من الان با این قیمت ارزش خریدش خیلی پایین اومده
موفق باشین",10,4,3,5,5,5,5,5
,,"درود و سپاس
بیش از یک ماهه که این تبلت رو دارم بسیار روان و کارآمد بدون مشکل ریست. برای استفاده درازمدت حتما باید از استند استفاده بشه !",7,2,4,5,5,5,5,4
,,"سلام میخاستم از دوستانی که این تبلت رو خریدن بپرسم مشکل ریست شدن دارن یا نه اخه بعضیا که مدل بدون قلم رو گرفتن میگن مشک دارن",4,3,3,3,3,3,3,3
"همه چيزش عاليه",نديدم,"تو این مدتی گرفتم هیچ بدی ازش ندیدم قلم خوب کیفیت عالی تازه چنتا بازی سنگین هم روش امتحان کردم و واقعا کندی در عملکردش ندیدم باطریش هم که معرکس تا دو روز دوام اورد",5,1,5,5,5,5,5,5
"باطري خوب و پايدار
سبک بودن حجم دستگاه
صحفه نمايش مناسب و روشنايي خوب
داشتن قلم و يک نوت تمام و عيار
دوربينهاي خوب اصلي و سلفي......","چيزي به نظرم نمياد...شايد اگر فلزي بود متناسب با قيمتش يا مثلا جنسش مثل tab s بود بهتر بود","دو ماهه دارم ازش استفاده میکنم.‌جدا عالیه....گویا داریم با نوت 5 یا حتی نوت 7 کار میکنیم....البته قلمش برای حرفه ای ها به روانی note 5 و 4 نیست اما فن اوریش با note 7 برابره...جدا ارزش خریدن داره.....البته دوربینش عالی نیست اما از مابقی تبلتهای روز بازار بهتره",5,2,4,4,4,5,4,4
"اسپيکر عالي.از همه نظر عالي است",هيچي,"خیلی خوبه",5,4,3,3,3,3,3,3
,,"نسبت به تبلت p555 که قبل از این مدل، تنها مدل قلمدار در بازار بود پیشرفتهایی داره از جمله صفحه نمایش بزرگتر، رم بالاتر، رزولوشن بیشتر و باتری قویتر.
فقط اینکه نسبت صفحه نمایش p555 سه به چهار بود و دقیقا هم اندازه یک سر رسید هست. اما بنظر میرسه نسبت صفحه نمایش این تبلت شانزده به نه هست. صفحه کشیده تر و مستطیلی است. نظر شخصی من اینه که نسبت سه به چهار برای مطالعه بهتره و شانزده به نه برای فیلم دیدن و...",8,1,4,2,4,4,3,3
"باطري معرکه
دوربين باکيفيت
اندرويد 6 (که چندروز پيش هم به 6.0.1 بروز شد)
صفحه نمايش قابل قبول
قيمت منطقي",,"من این تبلت رو یک ماه پیش برای کادوی تولد برادرم خریدم که البته بیشتر از اون ازش استفاده کردم
البته اونموقعه دیجی کالا هنوز نیاورده بود و من از بازار تهیه کردم
برای کسایی که باتری براشون معضل شده خیلی توصیه میکنم
هرچند فست شارژ نداره ولی تو دوساعت و نیم فول شارژ میشه
و برای یک روز کامل کاری!! (12 ساعت) استفاده ی مداوم واقعا دووم میاره
دوربینش تو محیط تاریک تعریفی نداره
ولی تو محیط روشن خوب و قابل قبوله
کلا نسبت به قیمتش خوبه",6,1,5,4,5,5,4,4
"کيفيت تصوير بالا و سرعت بالا",,"وضوح تصویر،کیفیت رنگ بالا،دقت قلم بسیار بالا و تقریبا بدون delay, رابط کاربری راحت و ساده،هارد یک ترابایت بهش وصل میکنم فیلم میبینم بدون اینکه داغ کنه یا سرعتش بیاد پایین،عالیه",7,3,5,4,4,5,4,5
"قلم s pen با عملکرد و امکانات فوق العاده
روان
صفحه نمايش با کيفيت
رم سه گيگابايتي
سي پي يو هشت هسته اي و ...",نديدم.,"به عنوان یک مصرف کننده که دو هفته ای میشه دارم از این تبلت استفاده میکنم و الان هم این نظر رو دارم با همین تبلت مینویسم، باید بگم که واقعا دستگاه معرکه و فوق العاده ای هست که بعد از کار کردن باهاش عاشقش میشید.دانشجوها و اساتید و نویسنده ها و کسانی که نوشتن جزئی از کارشون هست،در خریدش شک نکنن.
قلم s pen این دستگاه بسیار عالیه و عملکرد سریع و امکانات فوق العاده ای داره.صفحه ی نمایش بزرگ و باکیفیت اون نوشتن رو بسیار جذاب تر میکنه.
در عملکرد برنامه ها هم بسیار روان و سریع عمل میکنه.عملکرد دوربینش هم در حد یه تبلت خیلی خوبه.
فقط شانس آوردم که قبل از این که قیمت ها بالا بره خریدمش.البته نه از دیجی کالا.",7,2,5,5,5,5,5,5
"دوربين خوب و اندرويد 6
سيم کارت خوار
بلوتوث 4.2
طراحي زيبا و 3 گيگ
ساخت 2016","قيمت بالا","تبلت بدی نیست ولی نسبت به تب 4 خیلی بهتر است",7,1,4,4,4,5,4,4
,,"من یک مدل پایین تر از این تبلت رو دارم از اواسط 2015. با اینکه از نظر کانفیگ از این مدل پایین تره ولی واقعا سری A تبلتهای سامسونگ که همراه S pen هست خیلی عالین. از نظر باتری که معرکست قلمش که من شش ماه هر روز باهاش نزدیک پنجاه صفحه جزوه نینوشتم با لذت بزرگی صفحه 10 اینچ اصلا چشم رو آزار نمیده مثل فبلتها همینطور امکان مکالمه داره که عین یک موبایل کامل ولی بزرگ هم براتون کار میکنه. برای صفحش محافظ نخریدم چون ضد خش هست و بعد دو سال وقتی تمییزش میکنم اثر هیچ خشی روش دیده نمیشه. از قلمش و کاربردهاش که هر چی بگم کم گفتم. من لپ تاپم رو کنار گذاشتم برای اینکه برای کارهای آفیس با قلمش خیلی راحتر از لپ تاپ و موس عمل میکنه و سبک و جمع و جوره. البته موس هم بهش وصل میشه و کار موس رو هم انجام میده اگه خواستین. صدای خیلی قویی داره و در کل از نظر سلامت چشم راحتی کار عمر باتری و امکانات فوق العاده است. دهها فیلم رو در اون تماشا کردم با صدای اسپیکرهای خودش و لذت بردم. روی مدل 2015 که بازی آسفالت 8 به راحتی و بدون لگ اجرا میشد و در این مدل جدید که تازه رم قویتری داره حتما برای بازیهای سنگین تر هم کشش خوبی داره. در ضمن کاری که من ازش میکشم تقریبا روزی شش ساعت از مخلوطی از همه کارهاست و باتری به کیفیت اولیه باقی مونده. فقط در گوشه و بالای لبه اون موقع دانلود از 4g مقداری گرم میشه که اصلا ناراحت کننده نیست. من این تبلت جدید رو به تمام کسانیکه کار طراحی و نقاشی و جزوه نویسی و مولتی مدیا و یا وبگردی و آفیس دارن توصیه میکنم. شاید تنها خریدی باشه که ذره ای از پولی که دادین پشیمون نمیشین و براتون چندین سال کار میکنه بدون مشکل. حالش رو ببرید.",12,3,5,5,4,5,5,5
"کيفيت تصويرخوب نسبت به ساير نسخه هاي مشابه با قلم
قلم نوت
شارژ دهي بالا
نرم افزار به روز شده سري نوت
رم بالا و دوربين با کيفيت","قيمت بسيار بالا","بنده به شخصه این تبلت را برای کسانی که نیاز به تبلت با قلم دارند پیشنهاد میکنم 13 ساعت شارژ به همرا امکانات مشابه نوت 7 و نرم افزار به روز شده",7,2,2,4,5,5,4,4
,,"تنها نقطه ضعفش اینه بدون هندزفری نمیشه مکالمه کرد باش همین",0,9,3,3,3,3,3,3
"1 گيگ رم بيشتر در مقايسه با نسخه بدون قلم
تراکم پيکسلي مناسب
صفحه نمايش خوب
قلم Spen","لوازم جانبي کم
رنگ بندي محدود","***با توجه به افزایش قیمت تمام تبلت ها و گوشی ها که بالا رفتند***. با این قیمت گزینه خوبی هست. برای کسایی که فیلم می بینند و بازی می کنند از لحاظ نسبت طول و عرض بهتر هست. این نسخه 3 گیگ رم داره که قاعدتا مشکلی در اجرا نباید داشته باشه. ویژگی خاصی هم که سامسونگ به این تبلت داده قلم S pen بود که در نوت 7 استفاده شد و قابلیت های خوب و جذابی داشت ولی به دلیل اون مسائل زیاد دیده نشد. در کل در این رنج قیمت با این سخت افزار و صفحه نمایش و قلم سرگرم کنندش قابل قبوله. ضمن اینکه این تبلت تازه موجود شده (در دیجی کالا) احتمالا شاهد کاهش قیمتش هم باشیم .
البته یک مورد که شاید خیلی ها ممکنه موافقش باشن این هست که یه سری از تبلت های سامسونگ رو دیجی کالا اگر نسخه wi-fi اون رو عرضه بکنه بهتر هست. چون از لحاظ قیمت پایین میاد و خیلی ها هم نیازی ندارند به شیار سیم کارت. چون اکثرا گوشی های هوشمند دارند و اگر اینترنت بخوان از گوشی برای تبلتشون hot-spot می کنن. امیدوارم در آینده نسخه های wi-fi که ارزان تر هستن هم موجود بشن. موفق باشید",10,3,3,4,4,5,3,2
,,"درود و سپاس
بیش از یک ماهه که این تبلت رو دارم بسیار روان و کارآمد بدون مشکل ریست. برای استفاده درازمدت حتما باید از استند استفاده بشه !",7,2,4,5,5,5,5,4
,,"سلام میخاستم از دوستانی که این تبلت رو خریدن بپرسم مشکل ریست شدن دارن یا نه اخه بعضیا که مدل بدون قلم رو گرفتن میگن مشک دارن",4,3,3,3,3,3,3,3
