positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
,"دوربين معمولي","تقریبا یک هفته است که به دستم رسیده، فعلا که همه چی خوب بوده، بازی های سنگین رو هم بدون مشکل اجرا میکنه، باطری هم به نظر من مشکلی نداره و فعلا که رضایت بخشه ، دوربین هم معمولی، به هر حال با این قیمت به نظرم کاملا ارزش خرید داره",6,1,4,4,5,4,4,3
"تا دلت بخواد","نبود چراغ LED هشدار","سلام دوستان عزیزم عیدتون مبارک

تمام گفتنی هارو دیجی جان فرمودن

فقط چند تا نکته رو بگم :

بنده میخواستم قبل از تولدم که 29 اسفند بود تبلت بخرم ، بنابر این تماااااامه تبلت های دی جی کالارو که حدود 950 تا بودن در عرض 2 هفته بررسی کردم

هیچکدومشون فاکتورهایی که باید یه تبلت عالی داشته باشه رو نداشتن بجز 2 عدد

Huawei Mediapad x2

Asus Zenpad 3 Z581KL

بنده هم تفاقی داشتم گول ضعف باتری رو میخوردم و همچنین نقاط ضعف دیگری که عزیزان عرض کردن

حالا نکات :

1- بنده 5 فروردین که به دستم رسید به مدت 8 ساعت زدمش به شارژ ... توی Battery Mode رفتم و گذاشتمش روی Power Saving

نور صفحه رو هم گذاشتم روی 30% ... از 5 فروردین صبح تا الان که دارم این کامنت رو مینویسم خداشاهده باتریش الان تازه رسیده به 35%

2- کسانی که میگن دوربینش ضعیفه و فلاش نداره و فلان ، اول اینکه کیفیت دوربینش عالیه

و دوما کسانی که دوربین براشون اهمیت داره باید برن سراغ موبایل ، نه تبلت

3- لبه اضافی بالا و پایین هم برا این گذاشتن که موقعی که افقی میگیری تا فیلم ببینی ، انگشتات روی صفحه نباشه

4- اونایی هم که میگن وقتی داده رو روشن میکنیم تمام آنتن گوشی میره ، برا همه موبایل ها و تبلت ها همینطوره

5- اون عزیزانی هم که گفتن لوازم جانبیش پیدا نمیشه ، برای گلس باید برن مغازه های لوازم جانبی موبایل ، بهشون بگن یه Buff برای تبلتمون درست کن

که بنده همین کارو کردم و عالی شده ، برای کیف هم از کیف های دستی که برای تبلت های 7 و 8 و 10 اینچی ساخته شده استفاده کنن

که بند هم داره میندازیش سر شونت ، خیلی خوشکلو خوشتیپ و داخل کیف هم ضد ضربس و کلی جا داره

اینا نکاتی بودن که تمامه نظراتتون رو خوندم و بنابر حرفاتون جواب دادم...

بخدا قسم موقعی که جعبه تبلتو باز کردم از ذوق یه متر پریدم هوا :)

و الان هم دارم باهاش زندگی میکنم!!!

اینم بگم به قول خوده شرکته ایسوس > هیچوقت تنهاتون نمیذاره و همیشه توی تمامه رابط کاربری باهاتونه و همش آپدیت میده بیرون برای همه جاش

دوستان عزیز یادتون نره شارژ اولیه 8 ساعت هستش وقتی جعبه رو باز کردین ازش استفاده کنین

شارژش به 10% که رسید بزنینش به شارژ 8 ساعت و موقع شارژ به هیچ عنوان ازش استفاده نکنین

وقتی شارژش تموم شد زدینش به شارژ بعد از 1 ساعتو نیم بکشینش نذارین به برق بمونه

کسانی که میخرن از حالا مبارک باشه و حالشو ببرن منتها حتما حتما آپدیتش کنن و از آپدیت هایی که ایسوس توی خوده تبلت بهتون میده استفاده کنن

ببخشید زیاد شد

با تشکر از دیجی کالا و کارکنانه عزیزش که با اطمینان میشه از محصولاته بینظیرش خرید کرد.",24,1,5,5,5,4,5,4
"کيفيت ساخت بالا
کيفيت تصوير عالي
خوش دست بودن براي مطالعه
صداي بلند و نسبتا شفاف",,"بهتر از چیزیه که فکر میکردم، خصوصا برای مطالعه عالیه.",7,1,5,5,5,3,4,4
,,"امروز به دستم رسید خیلی بهتر از اون چیزیه که فکر میکردم.",7,1,3,3,3,3,3,3
,,"من هم هواوی داشتم و هم ایسوس، هواوی خیلی ظریف تر میزنه و زیباتر، ایسوس خیلی هنگ میکرد، و از طرفی کیفیت هواوی بهتر بود",1,12,2,2,2,2,2,2
"کيفيت بسيار بالاي LcD
سخت افزار خوب
شکل ضاهري جذاب","نداشتن زبان فارسي
سوکت شارژ
نبود گلس و کيف
نداشتن فلش
همراه نداشتن کابل otg با سوکت مخصوص تبلت","سلام . دو روز پیش از دیجی تو فروش شگفت انگیز خریدم برا پدرم
بسیار سبک و خوش دسته ، کیفیت LcD بسیار خوبی داره، قاب پشتش طرح چرم هست وزیباییشو بیشتر میکنه، دوربینش عکس خوبی میگیره فقط حیف که فلش نداره، تاچش خیلی رونه، فقط مشکلاش اینه که تو قایمشهر نه گلسشو پیدا کردم نه کیفشو و اینکه شارژرش با بقیه گوشیها فرق داره و سوکتش بزرگتره که این بده و همیشه باید حداقل کابلش همراهتون باشه که مشکل پیدا کردن شارژر براتون پیش نیاد و اینکه با این مدل سوکت شارژ از فلشهای OTG رایج در بازار نمیشه استفاده کرد (در صورت پشتیبانی از OTG)
و مهمتر از همه اینه که زبان فارسی نداره و معلوم نیست براش بیاد یا نه که امیدوارم بیاد ولی کیبورد فارسی براش از نت گرفتم،
در کل تبلت خوبیه و تو این رنج قیمت میتونه یکی از انتخابهاتون باشه
امیدوارم توضیحاتم مفید بوده باشه.",6,2,3,3,3,3,3,3
,"نداشتن چراغ نشاندهنده در حال شارژ بودن .","نداشتن ال ای دی نشانگر امدن پیام",0,3,3,4,4,5,3,4
"پردازنده قوي
رزولوشن بالا تصوير
سبکي و نازکي","دوربينش يکم ضعيفه ولي من کاري به دوربين ندارم","خیلی خیلی عالی است.من می خوام بخرمش.واقعا ارزشمنده.یکم هم تحقیق کردم دیجی کالا داره ارزون تر از همه ی سایت ها می فروشه.در ضمن باید بگم که یک مدل جدید ترش میاد که تنها فرقش با این مدل,اینه که باطریش قوی تره.ولی به این زودی ها نمیاد.پس همینو بخرید.با تشکر.",1,0,5,4,5,5,5,5
"ابعاد مناسب
تاچ عالي
منوهاي خوب
برنامه هاي بروز و کامل
امکان مکالمه با کيفيت","بيرون زدگي دوربين پشت","من داشتم گول نقد باتری و بزرگی لبه بالا و پایین می خوردم و منصرف شدم ولی چون هیچ تبلت دیگه ای با این قدرت و قیمت تو دیجیکالا پیدا نکردم خریدم ولی لبه های مناسبی داره و موقع مطالعه افقی برای دست جای خوبیه ، باتری هم یک بار شارژ کردم دو روزه دارم کار می کنم .
بیشتر از منوها و آپشن ها و ویجت های ایسوس خوشم اومده از سونی و سامسونگ راحت تره. شارژر با سوکت جدید هم هست.
کیف اش رو پیدا نکردم که انشاءالله دیجیکالا بیاره .",14,1,3,3,3,3,3,3
قيمت,"تبليغات ضعيف","سلام در مورد ایسوس همینو میگم نسبت به هزینه پرداختی بهترین رو ارائه میکنه",27,2,3,3,3,3,3,3
,,"این تبلت چند روزی هست که گرفتم،تبلت خوب و دوست داشتنی هستش تو رنج قیمتی خودش عالیه حتی میشه گفت بالاتر از اونه،مزیت ایسوس به نسبت باقی برندها پشتیبانی خوب نرم افزاری و ارایه اپدیتهای بیشترش هست،مشخصات سخت افزاری و نرم افزاریش ذکر شده و نیازی به توضیح نیست در تمام موارد عملکرد خوب و روانی داره و قابل ذکر که همونطور که داخل دفترچش توضیح داده شده قبل از استفاده برای اولین بار باید هشت ساعت شارژ بشه و تاکید شده که بعد از شارژ حتما از برق جدا بشه و اضافه به منبع شارژ نماند گویا سیستم باتری و شارژ مثل قدیم هست و بعد از اتمام شارژ باتری رو از مدار شارژ خارج نمیکنه شاید دوستانی که مشکل باتری داشتن عدم رعایت این موضوع بوده والبته نباید از صفحه نمایش با رزولوشن بالا که به نسبت مصرف بالاتری داره غافل موند،ولی خب در حد مشخصات خودش مصرف باتری معقولی داره و من مشکلی نداشتم",17,2,3,3,3,3,3,3
,,"مدل 9.7 اینچی سیم کارت خور این تبلت با:
بدنه آلومینیومی
باتری 7800 میلی آمپر که 16 ساعت پخش ویدئو با بالاترین کیفیت رو به ارمغان میاره و قابلیت شارژ سریع هم داره
کیفیت صفحه نمایش2k (2048X1536) ips
تراشه اسنپ دراگونه 650
4 گیگ رم
پردازنده گرافیکی آدرنو 510
ضخامت 5.8 میلی متر
دوربین اصلی 8 مگاپیکسل و سلفی 5 مگاپیکسل
پشتیبانی از قلم لمسی
طراحی زیبا و دل انگیز
همه این ها با قیمتی 40 درصد پایین تر از گلکسی های سامسونگ! آبان 95 معرفی شده و هنوز به بازار ایران نرسیده!! دیجی کالا چیکار میکنی بیارش دیگه ...",41,0,4,3,4,3,4,3
"سخت افزار قدرتمند
ظاهر زيبا
وزن کم
کيفيت بسيار بالاي صفحه نمايش","باتري متوسط
دوربين متوسط رو به پايين","من این تبلت رو 3 روزی میشه که خریدم، از نظر سخت افزاری خیلی خوبه 4 گیگ رم داره و یک پردازنده 6 هسته ای که سنگین ترین کار ها مثل بازی ها رو خیلی رون و خوب اجرا می کنه، بازی آسفالت که یکی از سنگین ترین بازی ها هست رو بدون هیچ مشکلی اجرا می کنه و لگ هم نداره. از نظر نرم افزاری هم خیلی خوبه اندروید 6 داره و خود ایسوس یکسری برنامه ها جهت افزایش سرعت و بهینه سازی رو بصورت پیش فرض روش نصب کرده که نیازی نیست دیگه خودتون روش نصب کنین.دوربین اش هم متوسط رو به پایینه که با توجه به تبلت بودن و این رنج قیمت به نظرم نباید بیش تر از این انتظار داشته باشیم .باتری اش هم متوسطه یعنی اگر بخوای پشت سر هم فیلم ببینی یا بازی کنی 6 ساعت دوم میاره ولی تو کارای عادی 10 ساعت رو جواب میده که باز هم باتوجه به رنج قیمت و نازکی و سبکی تبلت نباید بیشتر از این انتظار داشته باشیم .
در کل اگر برا فیلم دیدن و پی دی اف خوندن یک تبلت می خواین و با 7 ساعت عمر باتری مشکلی ندارین،‌خرید این محصول رو پیشنهاد می کنم",10,1,5,5,5,5,3,4
"تقريبا همچي بستگي به نوع استفاده هم داره","حاشيه هاي اضافي اطراف","من بیش از 6 ماه که این تبلت را از دیجی کالا خریدم. ابتدا صفحه نمایش ایراد داشت. مدتی منتظر ماندم تا دیجی کالا تبلتمو عوض کرد ولی بعد آن باهاش فقط زندگی میکنم. من بیشترین استفاده ام از این تبلت مطالعه است. تقریبا روزی سه ساعت باهاش مطالعه میکنم و اصلا چشمم خسته نمیشه و اینطوری تقریبا بیش از 5 روز باطریش دووم میاره. ولی اگر روزی یک ساعت باهاش بازی کنید و حدود دو ساعت هم توی وای فای باشید یا یک ساعت از اینترنت خطتتون استفاده کنید قاعدتا دو روزه باطریش تموم میشه. البته پر واضحه این موضوع باز هم به تنظیمات نور صفحه نمایش بستگی داره.
موضوع پر اهمیت دیگه رابط کاربری بسیار زیبای ایسوس هستش. و نرم افزارهایی که بصورت دیفالت روی دستگاه نصبه که شما رو تا حدودی بینیاز میکنه. من خیلی بدنبال یک تبلت خوب گشتم و حالا بعد 6 ماه واقعا پشیمون نیستم.",6,0,4,4,4,4,4,3
,"باتري باتري باتري","ضعیف بودن باتری این دستگاه غافلگیرتون میکنه!
شب که شارژش کنید با شارژ 100 وای فای رو خاموش که کنید تا صبح 10 تا 15 درصد از شارژ کم میشه!
در کل خود به خود شارژ کم میکنه
حتی وقتی باهاش کار نمیکنی
نهایت یه صبح تا ظهر دووم میاره",2,33,3,3,3,3,3,3
"قيمت مناسب نسبت به تبلت هاي هم رده
صفحه نمايش خوب
اندرويد 6
سرعت عملکرد خوب","حاشيه هاي بالا و کناري تبلت زياده
باتريش زياد جالب نيس توضيح ميدم
کيفيت ساخت معمولي
دوربين بدون فلش و معمولي","من تازه گرفتمش برای کسایی که میخان این تبلت رو بگیرن میگم هرچی پول بدی آش میخوری ... با این هزینه میتونین تبلت شیائومی mi pad 2 بگیرین که منم خیلی دنبالش بودم ولی اصلا تو ایران نیس و به جز چند تا سایت ندارنش و به نظر منم چون تقریبا از نظر پشتیبانی و ... رو هوا بود رفتم سراغ این تبلت یا تبلت هایی مثل لنوو و ... ولی این تبلت نسبت به قیمتش از همه اونا بهتر اگه انتظارتون از یه تبلت در حد آیپد پرو 9.7 نیس و مثه من دنباله اندرویدی یا ویندوزی میگردین این تبلت ارزش خریدن داره تبلت ویندوزی که تقریبا کارایی لب تاپ رو داره و این ارزوناش به درد نمیخوره فقط سرفیس خوبه که اونم خعلی گرونه میمونه اندرویدی که اونم به نظر من چون کلا گجت اندرویدی مثه گجت های ios تا چند سال پشتیبانی نمیشن و اون کیفیت و کارایی رو ندارن ارزش پرداخت مبلغی بیشتر رو ندارن والا میتونین بریم تب اس 2 یا تبلت های اندرویدی گرونتر بخرین ولی به نظر من ارزش نداره این تبلت باریکه و سبک طراحی شیک و نسبتا خوشگلی داره ولی کلا پلاستیکیه ، صفحه نمایشش خوبه ولی عالی نیس یعنی همه اون فاکتور هایی که باید برای عالی بودن داشته باشه رو نداره گول رزولوشن بالاش رو نخورین ،مثلا وقتی میخاین فیلم با کیفیت بالا روش ببینین ناامیدتون میکنه نمیشه از کل صفحه استفاده کرد و کیفیت فیلمه رو میاره پایین ولی برا وب گردی خوندن فایل های متنی و بازی خوبه ،بلند گوهاش هم نسبتا خوبه ولی صدای رسا و عالی نداره ، سرعت و عملکرد سیستم عاملش خوبه من تو این یه هفته حدودا 50 تا برنامه روش ریختم و همشو تقریبا اجرا کردم البته بازی نه ولی لگ و هنگ وگیر ندیدم از این نظر با این قیمت نیشه گفت خیلی خوبه ،نکته دیگه دوربینشه که اونقدر کیفیت نداره یه کم تاره و زیادی روشنه رنگ ها رو هم واقعی و جذاب نشون نمیده ولی برا کارای معمولی خوبه ، مصرف باتریش هم یه کم بالاس من بیشتر فیلم میبینم و با اینترنت وای فای کار میکنم و نرم افزار ولی باتریش نسبت به اون چیزی میگن زودتر تموم میشه شارژ شدنش هم معمولیه و اصلا موقع کار باهاش یا موقع شارژ شدن داغ نمیکنه به هر حال من که راضیم ولی اگه به اندرویدش نیاز نداشتم حتما یه آیپد پرو میگرفتم امیدوارم به درد خورده باشه .",5,17,4,4,3,4,2,1
"همه چي",هيچي,"من تا حالا تبلت زیاد عوض کردم ولی این ی چیز دیگر. باطری هم که در حد خودش خوبه.هر چه قدر استفاده کنی باطری مصرف میکنه، من ک هر 3 روز ی بار شارژ میکنم. کیفیت تصویر و دوربین عالی. تصویر عالی. صدایش خیلی باکیفیت. بدون هیچ گونه مشکلی. اگر بد بود هر هفته آنقدر رو قیمتش نمیومد",16,1,5,5,3,5,4,5
,,"بسیارجالب و زیبا است این تبت دولتهای میشه که خریدم خیلی راضی هستم فقط باطری ضعیفی دارد. نزدیکی خواهش میکنم که لوازم جانبی مانند کیف این تبت را فراهم کند.",13,1,4,3,3,3,3,3
"طراحي ساده و چشم نواز، وزن کم
پشتيباني از 4G
رم 4 گيگابايتي و پردازنده قدرتمند و حافظه داخلي 32 گيگابايتي
صفخه نمايش بسيار باکيفيت و اسپيکر قدرتمند
امکان مکالمه","آنتن دهي ضعيف
دوربين ضعيف
باتري متوسط
فاقد هدفون","سلام
جند هفته است که این تبلت رو دارم، اول بگم که نسبت به قیمت خیلی گزینه فوق العاده ایه و در مقایسه با تبلت های سامسونگ بینظیره، کیفیت صفحه نمایشش تا تبلت های 3 الی 4 میلیون رقیب نداره، حافظه داخلی بالا، رم قوی ، پردازنده قدرتمند ، صفحه نمایش عالی و اسپیکر مناسب ترکیب مناسبی ایجاد کرده تنها مشکلی که من باهاش دارم آنتن دهی ضعیفش هست من این تبلت رو برای همین منظور خریدم اما متاسفانه در جاهایی که آنتن دهی کلا پایین هست مثل مسیرهای بین شهری کلا آنتن نخواهید داشت من با ایرانسل و همراه اول در مسیرهای بین شهری امتحان کردم در حالی که گوشی هوشمند قدیمیم هم آنتن داشت و هم امکان اتصال به اینترنت متاسفانه تبلتم نمیتوانست آنتن پیدا کند اما درون شهر مثل تهران با آنتن مشکلی نخواهید داشت",9,5,5,5,3,4,3,3
"زيبايي .خوشدستي .نمايشگر عالي. سخت افزار قدرتمند.بلندگوهاي استريو در جلوي تبلت","سريع خالي شدن باتري . آنتن دهي ضعيف براي 4g","این تبلت بسیار زیبا و خوشدست و باریک و خلاصه از نظر استایل عالی است.
نمایشگر فوق العاده 2K داره که از full HD هم بالاتره و خلاصه از نظر نمایشگر محشره.
از نظر عملکرد و داشتن سخت افزار و 4 گیگ رم هم عالی هست وهمه بازیها و برنامه ها را به راحتی انجام میده.
بلندگوهای قدرتمندی داره که بیشتر از نظر بلندی صدا خوب هستند تا از نظر کیفیت صدا. و اگر صدا را زیاد کنی حالت جیغ مانند پیدا میکنه. صدای بلندگوهای تبلت هواوی مدیا پد 2 و لنوو تب 2 آ 8 بسیار با کیفیتتر هستند.به هر حال چون بلندگوها در جلوی تبلت هستند برای دیدن فیلم و بازی و ... خوب هستند.
اما ......
آنتن دهی اون متوسطه تا وقتی در حالت 3G هست آنتنش پر هست و وقتی میزارنیش روی حالت 4G ضعیف میشه و دوتا از خطهای آنتنش میپره.
من به غیر از این تبلت دوتا تبلت هووایی مدیا پد 2 و لنوو تب آ 8 دارم که اصلا از نظر آنتن دهی و استفاده از اینترنت 4g کم نمیارن و عالی هستند. و فقط گوشی سونی من که x compact و جدید هم هست مثل این تبلت از نظر آنتن دهی برای 4g ضعیف هست.
بخاطر کیفیت بالای نمایشگر خیلی زود باتری خالی میکنه و واقعا اجازه نمیده تا با خیال راحت ازش استفاده کنی .چون با یک مقدار بازی و وبگردی خیلی سریع باتریش تمام میشه و به نظرم همه چیز یک موبایل و تبلت بستگی به باتری داره .
ایسوس باتری را که واقعا مهمه فدای زیبایی و باریک ماندن این تبلت کرده . بالاخره این تبلت با این نمایشگر و سخت افزار احتیاج به یک باتری خیلی قدرتمندتر داره.
دیر هم شارژ میشه.فست شارژ هم نداره
من چون تقریبا هر 6 ماه یک تبلت عوض میکنم و الان هم سه تا تبلت دارم این مقایسه را برای شما نوشتم.",6,9,3,3,3,3,3,3
"همه چي","نداشتن منو فارسي","خداییش تبلت های سامسونگ 40 درصد پول برندش رو میگیرن و یک سوم کارایی این تبلت.این کانفیگ اگر برای برندای الکی معروف بود رو 3 تومن میچربید",10,4,5,5,3,5,4,5
همه,ندارد,"وقتی خریدم و برای اولین بار استفاده کردم فکر نمی کردم انقدر عالی باشه.از همه نظر تبلت خوبیه: سبک شیک و خوشگل پردازشگر قوی وسریع حافظه ی بالا
در این بازه ی قیمت بهترینه اصلا شک نکنید
فقط ایکاش دیجی کالا کیف این مدل رو هم بیاره تا مجبور نباشیم بیرون دنبالش وقت تلف کنیم
واقعا از دیجی کالا ممنونم که با اطمینان میشه ازش خرید کرد.",5,1,5,5,5,4,5,3
رم4,"پيدا نشدن کيف","این تبلت فوق العاده ست،هرکی میخاد معطل نکنه،سرعت پردازش بسیار بالا،دوربین عالی،وضوح بالا قیمت مناسب،خوش دست،مهمتراز همه رم 4 که سرعت شو خیلی بالا میبره.",5,1,3,3,3,3,3,3
"همه چي به غير از من فارسي","نداشتن منو فارسي","همه چی عالی هست مخصوصا ظرافتی ک داره
سرعتش ک حرف نداره",5,2,5,5,3,5,4,5
,,"تبلت 8 اینچی به نظر من کوچیکه. زن پد 3 یه مدل 9.7 اینچی سیم کارت خور داره با کد ASUS ZenPad 3S 10 (Z500KL) داره که اگه بیارینش اولین نفر خودم میخرم.گلکسی های سامسونگ زیادی گرونند. بقیه مارکهای اندرویدی هم چنگی به دل نمیزنند.
نسبت تصویر 3/4 بهترین صفحه نمایش برای مطالعه و وب گردیه. با سخت افزار و کیفیتی که ایسوس که داره تا 2-3 سال هر گونه نیازی رو برطرف میکنه.",10,1,4,3,4,3,4,3
"پردازشگر قوي","باتري.نداشتن منوي فارسي","تبلت خوبی هست . قوی و قدرتمند و نمایشگر عالی و به همین علت باتری آن سریع تمام میشود.
منوی فارسی هم ندارد .آیا راهی برای اضافه کردن منوی فارسی هست .
خیلی هم سبک هست . صداش خوبه از نظر قدرت ولی زیاد با کیفیت نیست .",2,9,3,3,3,3,3,3
,"باطري ضعيف نسبت به ديگر تبلت ها","تبلت ها اگر باطری مناسب نداشته باشند انکار هیچی ارزشی ندارن هر چند سیستم مناسبی داشته باشند و باید انصاف رو رعایت کنم این تبلت سیستم مناسبی نسبت به قیمتش دارد",2,11,3,3,3,3,3,3
"همه چي تمام
باريک و سبک
کيفيت تصوير
قدرت سخت افزاري",,"این تبلت حرف نداره بخرید پشیمون نمیشیدد هم قیمت هم قدرت هم کیفیت تصویر با تبلت سامسونگ tab s2برابری داره بخرید شک نکنید",4,1,5,5,5,5,5,5
"طراحي خوب اندازه مناسب","دوربيتش خيلي کيفيت نداره که اهميت نداره البته کار راه اندازه","چند ماهه دارم واقعا راضیم همه جوره خوبه",5,1,5,5,5,5,5,5
,,"دیجی خدا وکیلی لوازم جانبی این محصول رو هم بیار
کیف و گلس و قلم
لوازم جانبیش پیدا نمیشه",6,0,3,3,3,3,3,3
,,"سلام
ممنون از دیجی کالا بابت آوردن این تبلت
دوستانی که می خرن، حتما آپدیتش هم بکنن. البته من هنوز به دستم نرسیده، ولی چند سالی که ME175CG دارم واقعا راضیم. چندیییین تبلت ASUS برا دوستام خریدم و ظاهرا همه ی اونا هم راضی هستن.

فقط از دیجی کالا می خوام کیف این تبلت موسوم به ASUS Zen Clutch رو هم موجود کنه. واقعا نیاز میشه",7,0,3,3,3,3,3,3
