positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"لطفا موجود کنید و در پیشنهاد شگفت انگیز قرار بدید.با تشکر",3,0,3,3,3,3,3,3
"Thinkpad ميانرده","Thinkpad ميانرده","ساخت آنتی شوک بودن و پورتهای مختلف که کاربردهایی مثل برنامه نویسی رباتها و دستگاههای cnc ضد روغن و گرد وخاک بودن و همچنین در مدلهای حرفه ای سخت افزارهایی مخصوص محاسبات سنگین مثل سری xeon, quadroمحبوب مهندسین واقعیت است کاش در ایران بجای موجود کردن این همه محصول تبلیغاتی لپتاپهای workstation ببینیم",3,0,3,4,4,3,3,4
,,"معمولیه ولی ایسوس هم خوبه در این رنج قیمت ideqpad 500 خیلی بهتره خودمم گرفتم عالیه",0,8,2,2,3,3,1,5
"قيمت مناسب
ram قوي
مناسب براي developer ها
پردازنده قوي
شارژدهي مناسب","هارد ضعيف","با سلام خدمت دوستان عزیز
بنظره من این لپتاب قیمت خوبی داره و مخصوصا برای کسانی که کارشون فتوشاپ یا مثلا برنامه نویسی باشه مناسبه ...و تنها مشکلی که داره از نظر من هارد ضعیفش هست که میشه اونو با یه هارد SSD جابجا کرد
یه هارد 500 گیگ ssd رو راحت میتونید اضافه کنید
اینم پیشنهاد من که دیجی هم موجود داره
Samsung 850 Pro SSD Drive - 512GB
با تشکر",5,2,5,4,5,4,4,4
,,"رم 16 !!!! مگه داریم؟! مگه میشه؟!",1,6,3,3,3,3,3,3
,,"درحال حاضر تنها چیزی که خیلی جلب توجه میکنه،گرافیک بسیار ضعیف این سریه
متاسفانه لنوو برعکس ایسوس در این رنج قیمت اصلا گرافیک خوبی رو نوت بوک های خودش قرار نمیده!
درسته رم و CPU نسل جدید Skylake رو درش داره،ولی خب سخت افزارش نمیتونن خوب باهم مچ بشن!
رم 16 گیگ هم اونقدر چشم گیر نیست،چون کلی از حافظش در حین انجام کارها خالی میمونه،درحال حاضر بهترین رم برای نوت بوک ها 8 گیگه تو این رنج که راحت برنامه هارو اجرا میکنه،میتونست بجای این رم یه کارت گرافیک قدرتمندتر قرار بده!
خب بگذریم...
ولی باز هم در این رنج قیمتی V502UX و K550JX مدل B قیمت و مشخصات بهتری دارن!میتونید خودتون ببینید تا صحت حرفم ثابت شه!",5,11,4,2,2,3,2,2
"کيفيت بالاي طراحي و ساخت نسبت به رقبا
صفحه کليد بسيار خوب
شارژدهي خوب","صفحه نمايش tn با رزولوشن hd","لنوو این سری لپتاپ رو با صفحه نمایش full hd و با تکنولوژی IPS عرضه میکنه. کیفیت رنگ و زاویه دید و کنتراست این صفحه نمایش ها خیلی بالاتره
هر کی موافقه دیجی کالا این سری لپتاپ رو با صفحه نمایش با کیفیت بیاره لایک کنه",18,4,4,4,5,3,4,5
,,"تو این رنج قیمت بهترینه صرف نظر از برندش ک مهم نیست مهم بازدهه",6,0,5,5,3,5,3,3
"[""رم بالا\nسي پي يو هفت هسته اي اسکايتل(اخرين و قويترين نسل پردازنده هاي اينتل)\nصنعتي بودن\nباتري فوالعاده\nصفحه نمايش مات\n""]","[""تنها ضعفش اينه که گرافيکش يکمي پايينه گرافيکش چهار بود عالي ميشد ولي بازم گرافيک دو اين مدل خيلي عاليه""]","اغا این لب تاپ خیلی خوبه اگه میشه موجودش کنید بزارید تو پیشنهاد شگف انگیز
من همه چیزش رو بررسی کردم نسبت به قیمتش از خیلی از لب تاپ ها تو این بازه خوبه",3,7,3,3,3,3,3,3
[],[],"کی میگه این گرافیکش ضعیفه؟ تا به حال که تمام حریفاش از نظر گرافیکی در مقابل این چیزی واسه گفتن ندارن باور نمی کنی خرجش فقط یه جستجوی کوچک تو اینترنته گرافیکش از نوع ddr5 هستش در نالی که حتی ماله z5170 از نو دی دی آر 3 هستش",4,7,5,5,5,3,4,5
"[""همه چيز به جا بوده و لنوو واقعا سنگ تمام گذاشته""]","[""به نظر من هيچ ايرادي نداره""]","به نظر من این لپتاپ واقعا ارزش خرید رو داره و تا چند سال دیگه به راحتی تمتم بازی ها در این قابل اجرا خواهند بود و کسایی که میگن گرافیکش ضعیفه باید بگم گرافیک به جا گذاشته شده و اگر در آن ضعفی هم باشه که نیست لنووو امکان افزایش گرافیک رو قرار داده و از طرفی دیگه رم و سیپیو واقعا قویش تمام نقص هارو جبران میکنه و از طرفی دیگه تو این رنج قیمت هیچ لپتاپ به قوی ای و با کیفیتی این تینک پد وجود ندارد",5,2,5,5,5,3,4,5
[],[],"سری e560 نمایشگر فول اچ دی داره که لطفا اونو موجود کنید",4,1,4,4,4,4,4,4
Cpu.ram,"صفحه نمايش","در کل لبتاب خوبیه ولی گرافیکش ضعیف اگه میدونستم نمی خریدم.",2,7,3,4,3,3,3,4
"رم 16 گيگ
صفحه کليد و تاچ خوب
کيفيت ساخت خوب
CPU‌ قدرتمند و کم مصرف
ThinkPad بودن!
رم 16 گيگ
صفحه کليد و تاچ خوب
کيفيت ساخت خوب
CPU‌ قدرتمند و کم مصرف
ThinkPad بودن!","صفحه نمايش
صفحه نمايش","من این لپ تاپ رو حدود یک ماهه که خریدم. یه SSD 256 گیگ سامسونگ EVO هم گرفتم به عنوان هارد اصلی و به لطف CPU قوی و رم 16 گیگ دیگه سرعتش فوق العاده بالا هستش. از هارد اصلی خودش هم که 1 ترابایت هستش به عنوان هارد اکسترنال استفاده می کنم. در کل این لپ تاپ مناسب عده ای خاص که از لپ تاپ برای کار استفاده می کنند هستش. من خودم کارم برنامه نویسی هست و این لپ تاپ رو به عنوان سیستم اصلیم گرفتم و تو خونه به مانتیور و موس و کیبورد وصلش میکنم و ازش استفاده میکنم. ظاهرش به نظر من خوبه ولی خیلی شیک و مجلسی نیست! نباید هم باشه چون سری ThinkPad لپ تاپ های صنعتی هستن و ظاهر لپ تاپ اهمیتی نداره.
به نظرم بزرگترین مشکل این لپ تاپ فقط صفحه نمایش ضعیفش هستش که اون هم برای من که بیشتر مواقع از مانیتور جداگانه استفاده می کنم خیلی مهم نیست.",12,1,4,5,4,3,5,4
,,"لطفا موجود کنید و در پیشنهاد شگفت انگیز قرار بدید.با تشکر",3,0,3,3,3,3,3,3
"Thinkpad ميانرده","Thinkpad ميانرده","ساخت آنتی شوک بودن و پورتهای مختلف که کاربردهایی مثل برنامه نویسی رباتها و دستگاههای cnc ضد روغن و گرد وخاک بودن و همچنین در مدلهای حرفه ای سخت افزارهایی مخصوص محاسبات سنگین مثل سری xeon, quadroمحبوب مهندسین واقعیت است کاش در ایران بجای موجود کردن این همه محصول تبلیغاتی لپتاپهای workstation ببینیم",3,0,3,4,4,3,3,4
,,"معمولیه ولی ایسوس هم خوبه در این رنج قیمت ideqpad 500 خیلی بهتره خودمم گرفتم عالیه",0,8,2,2,3,3,1,5
"قيمت مناسب
ram قوي
مناسب براي developer ها
پردازنده قوي
شارژدهي مناسب","هارد ضعيف","با سلام خدمت دوستان عزیز
بنظره من این لپتاب قیمت خوبی داره و مخصوصا برای کسانی که کارشون فتوشاپ یا مثلا برنامه نویسی باشه مناسبه ...و تنها مشکلی که داره از نظر من هارد ضعیفش هست که میشه اونو با یه هارد SSD جابجا کرد
یه هارد 500 گیگ ssd رو راحت میتونید اضافه کنید
اینم پیشنهاد من که دیجی هم موجود داره
Samsung 850 Pro SSD Drive - 512GB
با تشکر",5,2,5,4,5,4,4,4
,,"رم 16 !!!! مگه داریم؟! مگه میشه؟!",1,6,3,3,3,3,3,3
,,"درحال حاضر تنها چیزی که خیلی جلب توجه میکنه،گرافیک بسیار ضعیف این سریه
متاسفانه لنوو برعکس ایسوس در این رنج قیمت اصلا گرافیک خوبی رو نوت بوک های خودش قرار نمیده!
درسته رم و CPU نسل جدید Skylake رو درش داره،ولی خب سخت افزارش نمیتونن خوب باهم مچ بشن!
رم 16 گیگ هم اونقدر چشم گیر نیست،چون کلی از حافظش در حین انجام کارها خالی میمونه،درحال حاضر بهترین رم برای نوت بوک ها 8 گیگه تو این رنج که راحت برنامه هارو اجرا میکنه،میتونست بجای این رم یه کارت گرافیک قدرتمندتر قرار بده!
خب بگذریم...
ولی باز هم در این رنج قیمتی V502UX و K550JX مدل B قیمت و مشخصات بهتری دارن!میتونید خودتون ببینید تا صحت حرفم ثابت شه!",5,11,4,2,2,3,2,2
