positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"در یک کلام باید بگم شاهکار Asus هست تو عرصه لب تاب ..",11,25,5,5,5,5,5,3
"از مک بوک جديده بهتره با اين که قيمتاشون يکيه
گرافيکش خوبه
رمش خوبه ولي کاش 64 ميبود
پورت هاي فوق العاده","سيستم عاملش ضعيفه چون مک نيس که حيف:( (البته همه جز اپل مک نيستن به طور کلي گفتم)
4k نيست
تاچ اسکرين نيست","عالیه فقط کاش تاچ اسکرین میبود و رمش 64",7,62,5,5,4,4,5,5
"گرافيک 8 گيگابايتي
رم 32 گيگابايتي
باتري 6 ساعته
خنک کننده ي آبي
صفه نمايش 17 انچي","قيمت بالا
هارديکس 250 گيگابايتي
کمي وزن بالا","با سلام این لپ تاپ بهترین لپ تاپ زمان حال است .
برای کسی که پول برای زیاد مهم نباشه خیلی خوبه چون کشتی که میگین Ps4 بهتره ps4 با کارت گرافیک 4 گیگابایتی هیچی جلو کارت گرافیک 8 گیگ این لپ تاپ نیست و رم Ps4که 8 گیگه جلو رم لپ تاپ که 32 میگه هیچی نیست یا CPu این لپ تاپ که 7 کر7 است از تمام cpu های جهان بالا تر است پس این سیستم تا 10 سال آینده تمام بازی های جدید رو میاره اما Ps4 تا 2 سال دیگه تمام بازی های جدید رو میاره",9,39,3,4,5,5,3,5
,,"بیایید منصف باشیم،تا چندین ماه پیش ک هنوز کارت گرافیک های سری 10 وارد لپ تاپ ها نشده بود این لپتاپ واقعا عالی بود اما الان نمی ارزه،بنچمارک هارو ببینید می فهمید که حتی 1060 هم از 980 این لپ تاپ قویتره که اتفاقا لپتاپ های با این گرافیک و حتی 1070 تو همین دیجی موجود هستن که مقرون ب صرفه تره،اشخاصی این لپتاپ رو میگیرن که دغدغه شون بازیه اما فضای ذخیره سازی این لپتاپ هم ب شکل ناراحت کننده ای نیاز های یک گیمر حرفه ای رو بر آورده نمیکنه و درسته سریعه ولی کمه، رم در رنج خوبی قرار داره و در مورد داغ کردن و خنک موندن حقیقتا خیال مون راحته ولی با یک جمع بندی شاید دیگه الان انتخاب درستی نباشه ...در آخر باز هم به علاقه و سلیقه خودتون مربوطه",44,5,1,5,4,2,2,5
"کارت گرافيک از نوع pc
قابليت اور کلاک cpu و ram که تو خيلي از لپتاپ ها پيدا نميشه
Ram 22 قابل ارتقا تا 64
هارد SSD","وزن زياد با سيستم خنک کننده که البته اهميت چنداني نداره","خوب من با هدف خرید دنبال یه لپتاپ بودم که هم کار گرافیکیمو باهاش انجام بدم هم بازی و هم برنامه نویسی خوب این سیستم یه معجزه محسوب میشه با این قدرت بالا
قابل توجه بعضی دوستان که میگن صفحه 4k نداره باید بگم این لپتاپ رو کیفیت 4k نرخ فریم پایینی میده و برای یه گیمر که کارش آنلاینه گرافیک بالا اهمیتی نداره مثلا کسی که کانتر سورس بازی میکنه به hd هم نیاز پیدا نمیکنه این از این
بعضی دیگه که میگن این لپتاپ سنگینه و با خنک کنندش قابل حمل و نقل نیست خوب این یه لپتاپ معمولیه که وقتی میخواد تبدیل به لپتاپ گیمینگ بشه فن باید بهش وصل شه و عملا مشکلی از نظر جا به جایی نداره
این لپتاپ ارزونه نه چون قیمت پایینی داره چون در برابر قیمتش فوق العادس و تو این رنج قیمت باید با کارت گرافیک های ضعیف و پردازنده ضعیف مواجه بشین که این مورد این مشکلاتو نداره در کل فوق العادس فقط همینو میشه در موردش گفت.",5,28,5,5,5,4,4,5
,,"سلام
ب نظر من لب تاپ خوبیه
شاید برای بعضی ها قیمت بالایی داشته باشه ک بهتره این افراد سراغ کنسول های بازی بزن
من با سه ماه کار با این لب تاپ ه گیمینگ متوجه شدم ک استفاده از لب تاپ هایی مثل این تو ایران اشتباه محضه چون ب سادگی نمیتونید بازی های اورجینال (اصل) پیدا کنید اگر هم باشه احتمالا ویژگی اصلیش مولتیپلیر (چند نفره ) آنلاین بازی کردن باشه که با اینترنت ه لاکپشتی ایران سخته ..
فعلا",8,26,0,5,5,5,4,5
,,"دوستان خرید این لبتاپ برای گیم یک اشتباه بزرگ است کلا به جز کامپیوتر های رومیزی یا همون دکستاپ خودمون و کنسول ها هیچ وسیله ای برای گیم خوب نیست تبلت ها و گوشی ها و لبتاپ ها بد نیستند اما برای فردی که واقعا دنبال گیم هست بی فایده میباشد
چون در 95 ٪ راندمان و قدرت پایین تری نسبت به کنسول ها دارند و نسبت به کامپیوتر ها نیز در حد یک شوخی هستند ، تازه قیمت بالاتری هم ممکن است داشته باشند و مهمتر از همه عمر کمتری نسبت به این دو دارند به طوری که قالب لبتاپ ها غیر قابل ارتقا اند
به عنوان یک گیمر دقت کنید یک گیمر ، با پولی که صرف این لب تاپ می کنید میتوانید یک کامپیوتر بسیار قوی + ps4 بخرید (اکثر بازی های اکس باکس به لطف قابلیت پلی انیور بر روی ویندوز نیز قابل اجرایند بهمین دلیل همراه با دکستاپ بهتر است ps4 بخرید )که ps4 را درمسافرت ها باخود میبرید و از ان استفاده می کنید و دکستاپ را درخانه استفاده میکنید
نکته مهمی که در این مورد قابل ذکر است این است که عمر مفید این وسیله نهایتا 6 سال است و بعد از ان بازی ها روی ان دیگر با کیفیت لاو یا همان پایین اجرا میشوند
درضمن این را هم بهتر است بازی هایی پیدا شوند مانند مافیا 3 که اصلا روی ویندوز بهینه سازی نشده باشند و روی لب تاپ با کیفیت پایینی اجرا شوند (البته دکستاپ به علت قدرت بیشتر این بازی ها را راحت تر اجرا می کند )
نتیجه : این وسیله به عنوان وسیله ای برای گیم به علت قیمت بالا و همچنین کارت گرافیک نسل قبل (نسل جدید gtx 1070 و gtx 1080و کلا gtxهای بالای 1000 هستند) توصیه نمیشود اما برای کارهای صنعتی ، رندرینگ ، برنامه نویسی و بازی سازی کاربردی ست ولی اگر درخرید لبتاپ گیمینگ مصمم هستید بهتر است تا زمان وارد شدن لبتاپ هایی با کارت گرافیک های جدید انویدیا صبر کنید",17,32,2,4,4,5,4,4
.,.,"لطفا کسانی که میخوان این لپتاپ رو بگیرند دست نگه دارند چون یک مدل بهتر از این یعنی gx800 داره میاد که gpu و کیفیت صفحه اون خیلی بالا تره من خودم به قصر خرید نگاه نکردم ولی اطلاعات خیلی زیادی درباره کالاهای asus دارم",15,1,2,5,5,2,5,3
"سخت افزار
نرم افزار هاي مخصوص
هماهنگي قطعات
کيبور و تاچ پد
بلندگو ها و صفحه نمايش و ....","قيمت
و قيمت","سلام دوستان
بنده در مورد این لپ تاپ بسیار تحقیق کردم و ویدیو های نقد و بررسی زیادی در موردش دیدم(نه به قصد خرید فقط جهت کسب اطلاعات ) و فکر میکنم اینقدر میدونم که یک نقد جزئی در موردش بنویسم.
طراحی : اینو که خودتون تو تصاویر میتونید ببینید و باید بگم بر خلاف اکثر لپ تاپ ها این لپ تاپ خیلی از تصاویرش زیبا تره کیفیت ساختشم محشره وزنش هم نسبت به مشخصاتش خیلی خوبه.
سخت افزار : در این مورد دی جی کالا حرف زیادی برای زدن باقی نزاشته و فقط یه سری جزییات هست که باید بگم بهتون : قابلیت اور کلاک کردن سی پی یو به گفته ی خود ایسوس تا 20 درصد عملکرد لپ تاپ یا همون پرفورمنسشو افزایش میده ولی من در سایت های معتبر دیگه و چند تا از ویدیو ها دیدم که این رقم 20 درصد در شرایط خاص بدست میاد و در حالت عادی این عدد به زحمت به 15 درصد میرسه که البته باز هم رقم قابل توجهیه.
نرم افزار های مخصوص : ایسوس این قسمت رو واقعا کامل و کاربردی طراحی کرده تعدادی نرم افزار برای افزایش پرفورمنس و همین طور کیفیت صدا و خیلی چیزای دیگه به طور پیش فرض نصب هست که خیلی هم تاثیر زیادی در عملکرد داره حتی بیشتر از اور کلاکینگ.
همچنین برخی قابلیت های نرم افزار ی مثل NVIDIA G-SYNC و GAME FIRST عملکرد لپ تاپ در برخی بازی ها رو تا پنجاه درصد هم افزایش میده .
ولی تا اینجا هر چی گفتیم خوب بود بریم سراغ نکات منفی که خیلی هم مهم اند
بزرگترین مشکلش و شاید تنها مشکلش قیمتش باشه
باید بگم افرادی که میگن این لپ تاپ تا ده سال یا پونزده سال دیگه پاسخ گوی تمام نیاز ها و بازی هاست فقط و فقط یک اغراق بزرگه چون روز به روز قطعات بهتر تولید و منتشر میشوند و به دنبال انها بازی ها هم سنگین تر میشوند
پس مطمعن باشید این لپ تاپ تا پنج سال دیگه کلا دیگه کارایی نخواهد داشت و اگر برای بازی قصد خرید این لپ تاپ رو دارید اینو بدونید که سه سال دیگه این لپ تا باید بازی ها رو روی تنظیمات medium یا low بازی کنید
واگر قرار بود این لپ تاپ تا 10 سال به روز باشه ایسوس بعد از یک سال سری جدید یعنی rog gx800vo کارت گرافیک gtx 1080 بر روی اون نصبه و 30 دصد قوی تر از این مدل هست رو منتشر نمیکرد پس اگر به نظرتون چنین لپ تاپی برای حد اکثر سه یا چهار سال بازی براتون به صرفه هستش و در مورد هزینش مشکلی ندارید اقدام به خرید کنید در غیر این صورت خریدش میتونه یکی از اشتباهات بزرگتون در زندگی باشه و مطمعن باشید که پشیمون میشید چون سیستمی که ده سال یا پونزده سال بشه باهاش هر بازی رو اجرا کرد فقط خیال پردازی هستش و بس
من خودم یک لپ asus gl552vw دارم که یک ساله خریدمش و اون موقع که خریدمش تازه وارد شده بود ولی الان ویچرز 3 رو باید روی تنظیمات medium بازی کنم اونم با فریم ریت 35 و من حد اکثر تا سال دیگه باید لپ تاپم رو عوض کنم تا بتونم بازی های جدید رو با نرخ فریم بالا و کیفیت بالا اجرا کنم
ببخشید دیگه خیلی طولانی شد وسرتون رو درد اوردم امیدوارم براتون مفید واقع بشه.",37,3,2,5,5,5,5,5
,,"دوستان الکی نظر ندین که صفحه نمایش باید 4kباشه کسانی که گیمر هستن میفهمن full hdبرای بازی بهتره",13,3,4,5,5,5,5,5
,,"به نظرم علتش ورود زودهنگام گرافیکهای جدید پاسکال به بازار ایران است.",7,1,4,5,3,3,3,3
عالي,ندارد,"با عرض سلام خدمت دوستان ، میخواستم تجربه چندین ماهه استفاده از این لپ تاپ رو واسه دوستانی که میخوان بخرن ، اعلام کنم.
واقعیتش این سیستم به درد کاربر خانگی که بخواد باهاش کارهای روزمره رو انجام بده نمیخوره! من از این سیستم برای برنامه نویسی و مجازی سازی استفاده میکنم و براحتی میتونم روش تا 10 سیستم عامل مختلف همزمان بالا بیارم.
دوستانی که میخوان قدرت واقعی رو درک کنن باید پشت این سیستم بشینین ! کلیه سخت افزارها باهم مچ هستند و هیچ خطا و یا هنگی تو سیستم رخ نمیده.
وزن این دستگاه بدون خنک کننده ایده آل هستش . البته سیستم خنک کنننده یک ابزار رومیزی هست و به درد حمل و نقل نمیخوره ! من از خنک کننده زمانیکه پردازش خیلی بالایی دارم استفاده میکنم .
باتری دستگاه عالی هستش و تا 4 ساعت رو فول پاور جواب میده .
دارای دو سیستم پاور ، که یکی بر روی خنک کننده ، و علاوه بر اون یه آداپتور جدا برای حمل و نقل آسانتر.
شما می تونید سرعت فن های دستگاه و خنک کننده رو به دلخواه عوض کنین ! (بسته به کاری که انجام میدین)
کارت گرافیکی نیازی به تعریف نداره !
کارت شبکه های سیستم عالی هست ، مخصوصا وایرلس که تو مد AC کار میکنه!
کیبورد خیلی راحت با قرارگیری بسیار خوب دکمه ها و همچنین ترک پد عالی که کار کردن باهاش لذت بخشه !
دارای یک آمپلی فایر خیلی قوی برای استفاده از هدست و هدفون هستش
نوع هارد دستگاه از نوع M.2 هستش و واقعا حجمش برای این دستگاه کمه ! البته من ارتقا دادم به 2 ترابایت سامسونگ ، و کلا 2 اسلات برای ارتقا هارد داره .
رم دستگاه تا 64 گیگابایت قابل افزایشه که من اینکارو کردم . فقط یه مشکلی که هست من فقط تو آمازون تونستم رم رو گیر بیارم و تو ایران نیست . کلا 4 اسلات برای رم داره که هرکدوم تا 16 گیگابایت رو ساپورت میکنه .
اگر نوع رم رو خواستین میتونم بگم که چی هست و باید از کجا بگیرین.
پورت های دستگاه کافی هست . همچنین هم پورت تاندربولت و هم USB-C داره که میتونین انواع تبدیل هارو بهش اضافه کنین .
چون میتونین این دستگاه را اورکلاک کنین . ایسوس کلی نرم افزار برای کنترل سخت افزار در اختیارتون گذاشته.
حتما بعد اینکه دستگاه رو خریدین تو سایت ایسوس و مایکروسافت رجیسترش کنین ، چون پشتیبانی خیلی خوبی داره و هر سوالی که داشتین میتونین از ایسوس بپرسین .
کیفیت و وضوح دید مانیتورش عالی هست.
درکل واسه دوستانیکه میخوان یک سیستم عالی برای کارهای حرفه ای بگیرن ، عالی هست . و دوستانی که اینو با PS4 مقایسه میکنن خیلی کم لطفی میکنن . البته من بهشون حق میدم . چون اگه فقط برای بازی میخوان استفاده کنن خوب گرون هست . و مقایسه هایی که با لپ تاپ های دیگه میکنن خلاف واقع هست . چون شبیه اینه که بخوایین بنز رو با پراید مقایسه کنید !!! البته هر دوتاشون ماشینن و لی فرقشون از زمین تا آسمونه!
بازکردن پشت سیستم برای ارتقا یکم سخته ! و متاسفانه هیچ راهنمایی هم تو اینترنت براش نیست . و دوستانی که میخوان ارتقا بدن ، میتونم کمکشون کنم .
در آخر ، اگر میخواهید سیستمی بگیرین تا چند سال بدون مشکل براتون کارکنه و بتونین کارهای حرفه ای که با لپ تاپ های دیگه انجام بدین، و از قدرت در کنار زیبایی لذت ببرین ، حتما پیشنهاد میکنم .
موفق باشید .",87,3,5,5,5,5,5,5
"همه چي","مگه داره اصلا","آقا این لپ تاپ رو هرکی بخره به نظر من تا 15 سال حداقل تأمین میشه ار نظر لپ تاپ مخصوصا با اون سیستم خونک کننده",7,19,5,5,5,5,5,5
,,"من واقعا ازش راضیم و پیشنهاد میکنم حتما تهیه کنید مرسی از سایت خوبه دیجی کالا",4,4,5,5,3,4,2,3
,,"حافظش یخورده کمه",2,10,5,5,5,5,5,5
,,"به نظر من ارزش پول دادنو داره حتی اگه قیمتش ازینم که هست بالاتر باشه هم سیستمش خوبه این به کنار خیلی زیبا و منحصر به فرد طراحی شده",5,16,5,5,5,5,5,5
,,"وایییییی 32 گیگ رم مگه میشه",4,20,0,5,5,5,5,3
,,"ایسوس به زودی مدل جدیدتر این محصول با نام GX800VH را روانه ی بازار خواهد کرد. خصوصیات کلی مدل جدید:
16 گیگ گرافیک GTX 1080 SLI ----صفحه نمایش 4K 18.4 ----سی پی یو Core™ i7 6820HK (Overclock up to 4.4GHz) ------رم 64 GB -----وزن: لپ تاپ به تنهایی 5.7 kg / خنک کننده 4.7 /در مجموع 10.4 kg------احتمالا اواخر آگوست 2016 وارد بازار بشه. کارت گرافیک این مدل نیز desktop است.
مدل های جدید دیگری هم روانه ی بازار خواهند شد:g752VM (GTX 1060)---G800---G752VS (GTX 1070)---GL502 VM/VS",19,3,4,5,4,4,5,5
"CPU خيلي قدرت بالايي داره
ورودي‌هاي زياد کاربردي
سيستم خنک کننده مايع
رم 2400 مگاهرتز و امکان ارتقا تا 64 گيگابايت
SSD M.2 که سريع‌تر از SATA است","CPU مصرف زياد برق داره
وزن خيلي زياد
سيستم خنک کننده مجزا که حمل کردن رو سخت مي‌کنه
عدم امکان تغيير کارت گرافيک اصلي در هنگام استفاده
و البته! قيمت نجومي فقط براي CPU و سيستم خنک کننده!","این سیستم هیچ چیز خاصی برای تمایز ندارد، جز سیستم خنک کننده و CPU
اگر این 2 عضو مهم این سیستم رو خارج کنیم، با توجه به قیمتی که داره از لحاظ سخت‌افزاری هم رده‌ی ASUS ROG GL502VY می‌شود، در صورتی که این سخت‌افزار در یک PC قرار داده می‌شد انتخاب رو خیلی راحت‌تر می‌کرد، چرا که با توجه به وزن زیاد این سیستم همراه با سیستم خنک‌کننده خیلی در جابه‌جایی راحت نیست. و خب این سیستم قطعا به درد 3 دسته از افراد می‌خورد:
1. گیمرهایی که از این راه پول در‌می‌آورند و مهم است که سیستمی که همراه دارند به این قدرت باشد و داغ نکند! (کارت گرافیک GTX980 معمولا در زیر بار زیاد به شدت داغ می‌شود-در تست‌ها تا 98 درجه هم رفته!)
2. برنامه‌نویس‌هایی که از GPU برای محاسبات استفاده می‌کنند و از این سیستم به عنوان یک سرور استفاده می‌کنند.
3. پول‌دارهایی که ایده‌آل گرایی رو دوست دارند.
اگر شما در یکی از این 3 دسته قرار نمی‌گیرید پس این سیستم برای شما کار خاصی نخواهد کرد! ASUS ROG GL502VY خیلی انتخاب بهتری خواهد بود.",16,6,1,5,4,4,5,5
"هارد اس اس دي
رم بالا
همه چيز
ساپورت يو اس بي تايپ سي",,"عالیه.
ارزش قیمت هم خوبه.
صفحه هم لازم نیست حتما 4k باشه",5,12,5,5,5,5,5,5
,,"من سه هفته هست که خریدمش عالی
تو خریدش شک نکنید",3,29,5,5,5,5,5,5
,,"جالبه با این قیمت مانیتورش 4k نیست",17,8,0,3,3,3,2,3
,,"از دیجی کالا می خوام در قسمت جستجوی پیشرفته لپ تاپ فیلتر جداسازی صفحه نمایش مات و براق رو قرار بده و همچنین فیلتر مدل و میزان گرافیک",14,0,3,3,3,3,3,3
[],[],"دوستان عزیز این لپ همراه با سیستم خنک کننده خیلی سنگین میشه حالت عادی مثل تمامی لپ های گیمینگ وزن متعارفی داره وقتی میخواین بوست کنین یا اور نیاز به خنک کننده دارین.
خیلی قولی خیلی دوستت",6,3,5,4,5,3,5,5
"[""حجيم نبودن نسبت به پي سي""]","[""نداشتن درايو نوري""]","من که این لپ تاپ رو نخریدم ولی با توجه به اطلاعات خودم میگم. اجزا و قطعات لپ تاپ هم به هم نزدیکتر و هم بهتر مچ شده اند. در ضمن شما وقتی سیستم میبندین ممکنه قطعات دقیقا به هم نخورن چون نکات بسیار ریزی برای انتخاب قطعات مناسب وجود داره. خب قیمتش گرونه ولی شما از شر کلی سیم و دردسرهای مجزا بودن قطعات رایانه راحت میشید و هم یک سیستم خنک کننده عالی دارید. پس هر کی توانش رو داره بخره. ولی نگذاشتن درایو نوری برای سیستمی که مخصوص گیم هست، بی سلیقگی بود. شاید دیگه راه نداشت وزنش بیشتر از این بشه. در مورد وزن هم باید بگم تا همین چند سال پیش لپ تاپهایی با همین وزن توسط ملت تو یه کیف دستی جابجا میشده، این که قراره جای دسکتاپ رو بگیره",4,16,0,0,0,0,0,0
"[""همه جاش نقطه قوته ""]","[""نقطه ضعف نداره""]","من یه دونه دارم سرعتش ازسرعت نور هم بیش تره همه چیش فوق العاده ارزش خریدن رو هم داره",1,23,5,5,5,5,5,5
"[""سخت افزار عالي"",""نمايشگر فول اچ دي "",""سيستم خنک کننده ابي "",""خوش ساخت و شيک"",""استفاده از چيپ اصلي gtx 980""]","[""وزن زياد "",""دست و پا گير بودن سيستم خنک کننده""]","ببنید در همه جای دنیا از بازی ها به عنوان یک عامل در آمد زا استفاده میکنند. بنابر این یک سری شرکتام این نیازو برای اونایی ک تو این عرصه فعالیت دارن فراهم میکنن . مثل ایسوز . مورد دوم اینجاس ک یک سیستم که بر پایه یک کیس قوی باشه رو نمیشه هر جایی برد . پس بازیه کم مساوی است با درامد کم!

درسته اما این تو ایران زیاد پاسخ گو نیست . مگر این ک از اینجا با رفقای خارجیمون در ارتباط باشیم واسه کسب درامد از بازی!

خلاصه بگم این ک بعضیا میگن ارزش خرید نداره و با خیلی کالا های دیگ مقایسش میکنن خب این درسته اما فقط و فقط واسه ی شما درسته . شما درامدی از بازی ندارید پس پولتون رو اگر بابت این ماشین اسباب بازی بدین هدر دادین . و این واقعا کم عقلیه.

ممنون از اینکه وقتتون رو گذاشتید برای خوندن",21,4,4,5,5,3,5,5
,"قيمت کران","این زیاد رو بورس باشه 3 یا 4 سال
فک کنم همه کرافیک 128 یا 256 یادشون باشه
که بر میکرده به 5 -6 سال بیش
اینم باید دیوونه باشی بول بدی جاش
واسه 3-4 سال
جون هرسال برند ها مدل ها و قدرت های بیش تری واسه رقابت میزنن",7,11,3,3,3,3,3,3
"سيستم سخت افزاري قدرتمند
سيستم خنک کننده با تکنولوژي مايع
و...","نداشتن درايو نوري
کميت هارد درايو مناسب نميباشد!","درود بر دوستان محترم
عزیزان بنده خودم به شخصه وقتی میخوام تکنولوژی انتخاب کنم دنبال چیزی میگردم که اول از همه رو کاغذ از همه قویتر باشه سپس در عمل...اگر روی کاغذ قوی باشد و تکنولوژی به کار رفته در آن با مطالعه دقیق بررسی شود میتوان قدرت آن را از 0 تا 100 درصد امتیاز داد.
این لپتاپ میتوانست رم 64 گیگابایتی همراه داشته باشد اما دانشمندان این شرکت بی جهت از نسل 32 گیگابایتی استفاده نکردند.
وقتی سیستم خنک کننده مایع در کنار دو فن وجود دارد هم پردازنده به خوبی عمل میکند هم رم اشغال نمیشود.نمیتوان از ایسوس ایراد گرفت که جای 32 چرا 64 انتخاب نکرد در کل لپ تاپ قابلی است
قیمتش هم با توجه به ارزش پول ایران عادی است!",5,8,3,4,5,4,5,5
"شيک
با کيفيت","گران
دست و پا گير","یک چمدان در همین سایز رو خیلی گرون بخرید! یک میلیون
یک کولر گازی هم برای لپ تاپتون بخرید! سه میلیون
یک لپ تاپ هم از جایی بخرید که خیلی گرون بدن! پنج میلیون
بیشتر ولخرجی کنید و یه دوربین کنن 70 دی با تمام مخلفاتش بگیرید! چهار و پونصد
جمعا می شه سیزده و پونصد
بعد با این لپ تاپ مقایسه کنید
ارزش خریدش به اندازه احتمال منفجر شدنش در اثر اصابت شهاب سنگه",69,15,0,2,5,5,3,5
"[""چمدون ""]",,"بحث این نیست که کسی می تونه بخره یا نه. بحث اینه که شما اگر می خواهید یه چیزی به این سنگینی وبا این حجم رو با خودتون جا به جا کنید واقعا یه پی سی برای شما هم ارزون تر و هم قوی تره.تازه باید همیشه هم به برق وصل باشه یعنی عملا قابل جابه جایی نیست و وقتی که قابل جا به جایی نیست چه فرقی با پی سی داره جز این که نواقص لپ تاپ ها رو هم داره؟.لطفا چون فقط این کالا رو خودتون خریدین با تعصب نقد نکنید. خود ایسوس هم برای این محصولش یه چمدون گذاشته که با چمدون جا به جاش کنید!",11,9,0,4,5,2,5,4
,"نداشتن دقت صفحه نمايش 4k","دوستان این همه راجع به قیمت و سخت افزار بحث میکنن اما کسی به دقت صفحه نمایش Full HD اشاره نمیکنه
الان یکی از مهم ترین فاکتور های لب تاب حرفه ای دقت صفحه نمایش 4k محسوب میشه که این لب تاب این قابلیت رو نداره . کسانی که اهل فیلم دیدن و بازی هستن میدونن دقت صفحه نمایش چقدر مهمه !",4,12,1,3,3,5,5,2
[],[],"دوستان لطفا نظرات الکی نزارین که وزنش زیاده شکلش خوب نیست جک میگین سیستم خنک کننده این لپ تاپ 1 قدم بسیار بزرگ توی تمامی لپ تاپهاست که ایسوس شروعش کرد بعد دوستانی که گیمر حرفهای هستن متوجه میشن چی میگم واسه گیمر این لپ تاپ 1 بته نه 1 لپ تاپ اگه دنباله سبکی یا زیبایی هستین سارفیس واستون بهترین گزینست کارایی این لپ تاپ چیزه دیگست یه ابر کامپیوتر قابله حمله...
لطفا کامنتی نزارین که به این نخوره از کانفیگ و لگهاش اشکال بگیرن که ما هم یاد بگیرین ممنون از همتون",6,2,5,4,5,3,5,5
