positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"سخت افزار مناسب","نسبت به قيمتش شايد بشه گفت هيچي","درود باید عرض کنم که اولا بنده یه مدل لپتاپ لنوو z50-75 دارم که واقعا خیلی ازش راضیم و الان حدود یک ساله که دارم هر روز باهاش چندین ساعت همه کاری میکنم از قبیل بازی ، تحلیل نرم افزاری و ....
از پولی که براش پرداختم به جرأت میگم خیلی ارزشش بیشتره و واقعا عالیه و توی رینج قیمتش واقعا تکه (مخصوصا بین سایر برند ها) شما که تجربه کار با چیزی رو ندارید لطفا دیگران رو به اشتباه نندازید و اطلاعات غلط ندید. قسمت نظرات تاثیر زیادی توی انتخاب یه نفر داره، گاهی اوقات کسی که اطلاعاتش کافی نیست با دیدن یه همچین نظری دچار تردید میشه و بعدا پشیمون. پس نه تنها از شما، بلکه از همه هموطنای عزیزم خواهشمندم بدون داشتن تجربه کار با هر برندی بر تایید یا رد اون برند نظر ندید. در مورد این لپتاپ هم خدمت دوستان عرض کنم که پردازنده سری carrizo شرکت ای ام دی واقعا قدرت خوبی داره ( سایت مرجع cpu رو چک کنید) و با داشتن کارت گرافیک r8 هم که دیگه عالی میشه قیمتش خیلی خوبه و ارزش خرید بسیار زیادی داره.",27,7,5,5,3,4,4,3
,,"تو یکی از نظرات خوندم که کارت گرافیک این لپ تاپ با gtx 950mمقایسه شده,در حالی که دیجی کالا گفته با gt920که یه نمونه ی معمولیه و قدرت چندانی نداره",6,17,3,3,3,3,3,3
,,"در گوگل دو عبارت: i7 6500u و FX-8800P رو جستجو کنید، برای هر عبارت در نتایج اول گوگل وبسایت cpubenchmark رو باز کنید، مشاهده میکنید که پردازنده ی AMD تنها با داشتن 4 هسته ( 4 رشته ی پردازشی ) از پردازنده ی Intel با 4 هسته و بصورت مجازی ( 8 رشته ی پردازشی ) عملکرد به مراتب بهتری با قیمت بسیار پایینتری ارائه داده، بی دلیل نیست که Lenovo برای تمامی مدل های این سری از لپ تاپ های خودش هم از چیپست گرافیک AMD استفاده کرده، نظرتون چیه؟",25,11,5,5,5,5,5,5
"صفحه نمايش","باتري ضعيف","سلام
بدون تعصب عرض می کنم به نظر من خرید تجهیزات لنوو کلا اشتباه.به مشخصات و دیتاشیت که شرکت لنوو ارائه میده اصلا توجه نکنید
ادعایی ندارم ولی کار قطعات کامپیوتر و plc Siemens
انجام میدم
همچی به قطعات نیست بلکه نحوه بکار بردن قطعه در مدار نیز بسیار بسیار ملاکه ، که نحوه استفاده از قطعه مثلا تراشه و طراحی ان در راندمان و میزان مصرف انرژی آن فوق العاده تاثیر گذاره
مثلا دو مدار الکترونیکی با یک تراشه را مثال میزنم که هر دو دقیقا از یک چیپ استفاده کردن ولی قیمت آنها ده برابر یا بیشتر تفاوت دارد و صد البته کیفیت و عملکرد آنها نیز همچنین است",6,37,0,0,3,3,3,1
"پردازنده قوي 4 هسته ايي
گرافيک سري 8 AMD که بسيار قدرتمند هستش
صفحه نمايش FullHD در اين رنج قيمت
رم و هارد بالا","صفحه نمايش براق","در سایت CPUBOSS که یکی از سایت های مرجع سی پی یو هستش، به این سی پی یو 8.3 داده و به سی پی یو i7 6500U امتیاز 8.2 رو داده. این امتیاز در مجموع هستش که تمامی شش Fact اصلی در نظر گرفته شده.
متاسفانه خیلی ها فکر می کنن AMD خوب نیست یا داغ میکنه. در صورتی که اصلا اینطور نیست.
AMD نهایت هماهنگی پردازنده با گرافیک هستش",22,3,5,5,5,5,5,5
"گرافيک عالي (از 2 nvidia بهتره)
صفحه نمايش فوق العاده
زيبايي
قدرت مند","سي پي يو ميتوانست بهتر باشد","من یه چند روزی هستش این لبتاپا خریداری کردم تا بهال عالی بوده البته هنوز بازی های سنگین بر روی این دستگاه نصب نکرده اما بازی هایی مانند ned for spped راخوب جواب داده است گرافیک این لبتاپ طبق بنچ مارک ها از gtx 950m 2gبهر بوده است وسی پی یو این مدل بین i7 و i5 intel است . (توجه داشته باشید که گرافیک های amd بسیار با سی پی یو های این شرکت مچ است)
هارد این دستگاه از سرعت بسیار بالایی برخوردار است .
بلند گو های فوق العاده و صفحه نمایش با کیفیت بی نظیر وزیبایی وباریکی منحصر به فرد نیز از ویژگی های این لبتاپ است.
درکل این لبتاپ در قیمت خودش بی نظیر است واگر میخواهید از این رنج قیمت تا دو میلیون و نیم خرید کنید این لبتاب میتواند گزینه خوب وعالی برای شما باشد.
این دست گاه با این قیمت یک شاهکار به حساب می اید.",18,6,5,4,4,5,4,5
"قيمت بسيار مناسب به همراه طراحي زيبا نسبت به ساير محصولات در اين سطح قيمت",ندارد,"در ای سطح قیمت مناسب ترین گزینه موجود هست
اگر برای کار روزمره و کار های شخصی میخواهید این لپتاب بهترین گزینه است
با این قیمت و تخفیف دیجی کالا بدون شک همین رو میخرم
من نه برنامه نویسم نه گرافیست که بخوام لپتاب قیمت بالا بخرم
برا کار من این مناسب ترین گزینه است",16,4,5,5,5,5,5,3
[],[],"لطفا رنگ سفید روموجود کنیم",18,7,5,5,5,5,5,5
"سخت افزار قوي","فقط کيبردش بکلايت نداره","من واقعا راضیم باهاش gta v رو با حالت high بدون لگ اجرا کردم",13,8,5,5,2,5,5,5
,,"این لنوو چرا تو لپ تاپ هاش usb type c نمیزاره حتی اون رده بالاش نداره. واقعا بده .غیر از این خوب داره پیش می ره. یکم از ایسوس یاد بگیر ه خوب میشه.",7,9,3,3,3,3,3,3
"سي پي يو
قيمت","باتري
تاچ پد","خوبه!
فقط تاچ پدش خیلی سفته!! کلیک چپش و راستش عذاب آوره! باید بیشتر با موس کار کنید!",14,5,5,1,1,5,4,4
"cpu قوي",,"فوق العاده",10,5,5,5,5,5,5,5
عاليه,نداره,"از همه نظر عالیه",13,8,5,5,5,5,5,5
,,"خیلی عالیه",8,3,5,5,5,5,5,5
"سخت افزار مناسب","نسبت به قيمتش شايد بشه گفت هيچي","درود باید عرض کنم که اولا بنده یه مدل لپتاپ لنوو z50-75 دارم که واقعا خیلی ازش راضیم و الان حدود یک ساله که دارم هر روز باهاش چندین ساعت همه کاری میکنم از قبیل بازی ، تحلیل نرم افزاری و ....
از پولی که براش پرداختم به جرأت میگم خیلی ارزشش بیشتره و واقعا عالیه و توی رینج قیمتش واقعا تکه (مخصوصا بین سایر برند ها) شما که تجربه کار با چیزی رو ندارید لطفا دیگران رو به اشتباه نندازید و اطلاعات غلط ندید. قسمت نظرات تاثیر زیادی توی انتخاب یه نفر داره، گاهی اوقات کسی که اطلاعاتش کافی نیست با دیدن یه همچین نظری دچار تردید میشه و بعدا پشیمون. پس نه تنها از شما، بلکه از همه هموطنای عزیزم خواهشمندم بدون داشتن تجربه کار با هر برندی بر تایید یا رد اون برند نظر ندید. در مورد این لپتاپ هم خدمت دوستان عرض کنم که پردازنده سری carrizo شرکت ای ام دی واقعا قدرت خوبی داره ( سایت مرجع cpu رو چک کنید) و با داشتن کارت گرافیک r8 هم که دیگه عالی میشه قیمتش خیلی خوبه و ارزش خرید بسیار زیادی داره.",27,7,5,5,3,4,4,3
