positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"به جز نقاط ضعفش در کل خوبه","بازتاب صفحه
تصاوير تاريک فيلم ها هم ضعيف ساپورت ميشه","اگه خیلی اهل فیلم دیدن هستین پیشنهاد نمیکنم وگرنه برای در حد نرمال فیلم و گیم و... خوبه",2,2,5,3,4,5,4,5
"صفحه نمايش با کيفيت بالا
کيبرد و تاچ پد عالي
عمر باطري مناسب
عملکرد سخت افزاري فراتر از انتظار","درب لپ تاپ اگه يکم بيشتر باز ميشد بهتر بود اما همينجوري هم مشکلي نداره
لپ تاپ از چيزي که توي عکس مي بينيد يکم قطور تر هست اما اصلاً به چشم نمياد","باسلام، اول از همه بگم که این متن رو بدور از هرگونه تعصب نوشتم. خلاصه بعد از بررسی های زیاد این لپ تاپ ایسوس توجه من رو جلب کرد و بالاخره خریدمش، باید بگم اول از همه حتماً روش ویندوز 10 نصب کنید چون مخصوص ویندوز 10 بهینه سازی شده، خب اولین تجربه من در استفاده از این لپ تاپ مربوط میشه به شگفت زده شدن از کیفیت صفحه نمایش که واقعاً برای چند لحظه نمی تونید چشم ازش بر دارید، بعد از اون هم از هر لحظه استفاده از این محصول لذت می برید. اما نکته هایی که لازم میدونم بهتون بگم اینه که اول از همه من فکر می کردم هارد دومش که 128 گیگابایت هست از نوع PCIEx4 هست و از رابط M.2 استفاده می کنه اما اینطور نبود و هارد دومش SATA 3 هست، اینو گفتم دوستانی که به سایت ایسوس سر میزنند بدونند اونی که توی سایت ایسوس نوشته نسخه ای هست که شرکت برای اروپا و آمریکا عرضه می کنه و این نسخه ای هست که دیجی کالا میاره مخصوص آسیا هست با این حال اصلاً دل خودتون رو چرکین نکنید چون با اینکه هاردش از رابط M.2 استفاده نمی کنه اما سرعتش واقعاً بالا هستش فرایند بوت ویندوز در 3 ثانیه اتفاق میوفته و برنامه هایی مثل فتوشاپ رو در زمان خیلی کمی حدود 5 ثانیه باز می کنه که من اصلاً انتظارش رو نداشتم همچنین باید بگم صفحه نمایشش هم QHD یا 2 برابر FULL HD هستش و 4K نیست که واقعاً کیفیت خوبی داره و خیلی خوبه که 4K نیست چون انرژی کمتری مصرف می کنه، سخت افزارش هم که احتیاجی به تعریف نداره تقریباً هر چیزی رو می تویند توش اجرا کنید واقعاً هیچ ایرادی به این محصول وارد نیست.و در آخر صدای تولید شده توسط این دستگاه کاملاً عادی هست و در سکوت خالص صدای خیلی ضعیفی از فن ها و هارد رو ممکنه تحت پردازش های سنگین بشنوین که عادی هستش و من توی لپ تاپ های دیگه در شرایط یکسان همین تجربه داشتم. به عنوان کسی که این لپ تاپ رو خریدم حتماً بهتون پیشنهاد میکنم بخرید و از خرید خودتون پشیمون نخواهید شد، اگر شما بدوجه اش رو دارید حتماً بهتون پیشنهاد می کنم لپ تاپ ROG GL702VM - A تهیه بکنید چون با کمی هزینه بیشتر بهتون کارت گرافیک GTX 1060 همراه با 6 گیگابایت حافظه گرافیکی میده.",13,3,4,4,4,4,4,4
"نمايشگر بسيار باکيفيت
سرعت پردازش بسيار بالا
زيباييبي مانند و خيره کننده
کيبورد و تاچ پد خوش دست و حرفه اي
بلندگوهاي باکيفيت و صداي دلچسب و زنده","صداي نويز هارد","دیروز به دستم رسید
کیفیت ساخت بسیار بالا!
زیبایی از صفر تا صد نمره 100 رو داره
وقتی پشتش بشینید و مشغول به کار بشید از زیباییش لذت میبرید
سرعت در پردازش ها بسیار بالاست (ولی تنها به دلیل اینکه حیفه برای گیمرها توصیه اش نمی کنم)
کیفیت صفحه نمایش نسبت به مک بوک پرو زمین تا آسمونه این یه هیولاست! حداقل این نظر منه
این اولین تجربه ی من در داشتن لپ تاپ تاچ اسکرین هست و پیش از اینکه تجربش کنم حس خوبی دربارش نداشتم ولی حالا عاشقشم
همچنین درباره بازتاب نور در نمایشگر باید بگم این رو نمیشه واقعا حس کرد مگر اینکه اونرو در جایی دربرابر نور خورشید بذارید و استفاده کنید
اگه هنوز از نزدیک ندیدش و میان این و هر دستگاه دیگه ای دو دل هستید بهتره یه سر به فروشگاهای ایسوس بزنید و این هیولای خوشگل رو ببینید.
من برنامه نویس هستم و به محض بوت آپ و جابجا کردن و نصب کردن پیشنیازها که همین روند هم با سرعتی انجام داد که باورم نمیشد ُ چند پروژه سنگین رو روش اجرا کردم با سرعتی که باورنکردنی ران کرد!
اگه بودجشو دارید از دستش ندید
پشیمون نمیشید
مرسی دیجی",9,0,5,5,4,3,5,5
"زيبايي در طراحي بدنه
رزولوشن عالي 4k
سخت افزار قوي
تاچ پد بزرگ و حساس","براق بودن صفحه نمايش
بلندگوي نسبتا ضعيف
صداي فن","من دو ماهه که این لپ تاپ رو از دیجی کالا گرفتم...خواستم تجربیاتمو از این سیستم باهاتون در میون بزارم.
اول اینو بگم که وقتی سیستم رو گرفتم متوجه یه مشکل سخت افزاری توش شدم...یکی از کابل های سیم بین صفحه ی نمایش و بدنه اصلی بیرون از بدنه مونده بود...اولش خواستم کالا رو برگردونم ولی بعدا تصمیم گرفتم ببرمش گارانتی و همین کار رو کردم...و خب این مشکل طبیعیه و خیلی راحت برام حلش کردن...ولی خب از بدشانسی من
و اما تجربه ام از این سیستم...
یه لپ تاپ بسیار عالی و قدرت مند در عین حال شیک و زیبا...ولی خب هر سیستمی یه مشکلات هرچند کوچکی داره...
اولین مشکلی که شاید بیشتر به چشم بیاد براق بودنشه (به شرطی که اگه تو جایی که نور زیاده با لپ تاپ کار می کنید) اللبته چون زاویه دید لپتاپ عالیه یعنی از هر زاویه ای نگاه کنید تغییری در رنگ ها ایجاد نمیشه با تغییر زاویه و بیشتر کردن نور پس زمینه این مشکل تا حدودی حل میشه...
دوم صدای فن و هاردشه...که خب اگه خیلی گوشتون حساس باشه به چشمتون میاد...ولی خب فنش عالی عمل می کنه و حرارت سیستم رو خیلی خوب هندل می کنه...
سوم بلندگو های نسبتا ضعیفشه البته شاید چون من لپتاب قبلیم سری N قدیمی ایسوس بود (N43) و بلندگوی بزرگ و قوی داشت به چشمم میاد...ولی خب در حدی که صدای واضح رو به گوشتون برسونه کافیه به نظر من...
در مورد مزیت هاش هم هرچی گفتم کمه...سی پی یو بسیار قدرتمند...هارد هیبریدی...گرافیک و صفحه ی نمایش عالی با جزییات زیاد...قابلیت شارژ سری از طریق یو اس بی حتی در حالت خاموش بودن لپ تاپ...کیبورد نرم و خوش دست...تاچ پد بزرگ و حساس...نور backlight کیبورد...وزن کمتر نسبت به رقبای همرده اش...و از همه مهمتر ظاهری زیبا و شیک...
به جز اون مشکل ابتدایی که از روی بدشانسی برای من پیش اومد از بقیه ی عیب هاش میشه چشم پوشی کرد و در کل عالیه...",8,2,5,5,5,5,5,5
"سخت افزار نيرومند","صداي هارد","با درود از این چیدمان سخت افزار نیرومد در کنار ساختار و بدنه زیبا و بط نقص لذت بردم از دید خودم اگر این سری همانند سری nx500 کیبورد ها کوچک میزد در خریدش شک نمیکردم هنوز کمی دودل هستم میان این و مک بوک",3,3,5,5,4,3,5,5
"صفحه نمايش 4K و Touch
سخت افزار قوي
طراحي زيبا و استفاده از آلومينيوم در ساخت بدنه
نور پس زمينه کيبورد
سيستم صوتي مناسب","انعکاس صفحه در محيط هاي پرنور
باتري دستگاه ميتونست بهتر باشه با توجه به صفحه پرمصرف 4K","بنظر بنده این لپ تاپ باتوجه به امکانات فراوانی که داره قیمت مناسبی رو هم ارائه کرده و میتونه طیف وسیعی از کاربران رو به خودش جذب کنه، از گیمر ها گرفته تا مهندسان، طراحان، گرافیست ها و کاربرانی با کارهای عادی و روزمره. البته درست هست که در سایت های بررسی سخت افزار ایراداتی هم بهش گرفته شده ولی دوستان در نظر داشته باشید که نقاط قوت بسیاری هم ازش گفته شده و تقریبا تمامی محصولات در کنار نقاط قوت، نقاط ضعف هم دارند. حتی شما برید سراغ محصولات گیمینگ رده بالا باز هم این موارد وجود دارند مثل وزن بالا، دوام پایین باتری، قیمت بالا و از این دست. در کل فک میکنم انتخاب خوبی هست، ظاهر بسیار شیکی هم داره و خیلی دیر دله آدم رو میزنه.",11,0,5,4,4,4,5,4
"سبک_باريک
مناسب براي همه ي کار ها
شارژ دهي فوق العاده
قيمت مناسب
لذت بخش",,"در یک کلام میتونم بگم عالیه بعضی ها میگن لمسش میسوزه ولی اصلا اینطور نیست در خریدش شک نکنید....",5,0,5,5,5,5,5,5
"صداي بسيار بلند و رسا
داغ نکردن
4K
قيمت پايين
مناسب براي تمامي نياز ها",,"در خریدن این لپ تاپ شک نکنید...
من خودم برنامه نویس هستم و نیاز به سیستم قدرت مندی داشتم
همه جا ها رو گشتم تا چشم خورد به این لپ تاپ
بعد از خریدنش هیچ مشکلی واسش پیش نیومد
موقع بازی کردن هم فوق العادست
ممنون از دیجی کالا",4,0,5,5,5,5,5,5
"زيبايي
قدرت سخت افزاري
تاچ اسکرين
4k
داغ نکردن در بازي ها","بازتاب صفحه نمايش
تاريک بودن صفحه نمايش در صحنه هاي تاريک فيلم ها و غليظ نبودن رنگ ها فقط در موقع ديدن فيلم
روشن شدن هارد با تاخير 1 الي 2 ثانيه
بلند گو هاي نااميد کننده در زير لپ تاپ همراه با کمي نويز
کيفيت نسبتا کم. در قسمت استراحتگاه","سلام دوستان عزیز و خریداران محترم
این مواردی که من در نقاط قوت و ضعف دستگاه شمردم با تجربه خرید 7 ماه من به دست اومده در مورد نقاط قوت توضیح نمیدم و میرم سر تشریح بیشتر نقاط ضعف.قبل از تشریح به خانوم مینا اکرامی بگم تعجب پایین اومدن قیمت این دستگاه بخاطر اینه که این نسخه که در دیجی کالا تازه اومده فاقد سیستم عامل اورجینال هستش با سرچ n501vw در دیجی کالا 2 مدل دیگر رو میتونید مشاهده کنید. من با ویندوز 10 ارجینال و یک دی وی دی رایتر که اون موقع (7 ماه قبل)شرکت هدیه میداد دقیقا 3980 .سه میلیون نهصدو هشتاد هزار تومن خریدم که میشه برادر 4 میلیون تومن 20 تومن کمتر .الان همین نسخه که من دارم با قیمت 5 میلیون خورده داره فروش میره این از ابهام شمادرباره قیمت دستگاه.
بازتاب صفحه نمایش واقعا زیاده در فروم های خارجی سرچ بزنید خیلی از بازتاب بیش از حد حتی بیشتر از صفحه نمایش های بقیه محصولات شکایت دارن
اگه اهل فیلم دیدن باشید صفحه نمایش قبلی که در دسترس دارید حالا موبایل تبلت یا کامپیوتر قبلیتون رو مقایسه کنید میبیند تاریک بودن صحنه ها بیشتر از بقیه صفحه نمایش ها به چشم میاد در نقاط کور و تاریک فیلم ها و شما اصلا نمیتونید اشیا داخل نقاط تاریک فیلم رو تشخیص بدید. که من اینو با تنظیمات در کارت گرافیک اینتل دستگاه تونستم کمی بهبود بدم راستش من با تبلت asus 375cg لذت و کیفیت بیشتر از فیلم رو احساس میکردم تا صفحه 4k این لپ تاپ. رنگ ها در این تبلت بسیار لذت بخش تر برام بود حتی درتنظیمات اینتل رنگ هارو غلیظ تر کردم این ضعف ها که گفتم فقط موقع فیلم دیدن مشهود هستش.
هارد دستگاه وقتی شما به درایو D دستگا مراجعه میکنید صدای روشن شدن هارد رو میشنوید و تاخیر 1.2 ثانیه تا باز کردن محتویات هارد یا موقع عقب جلو کردن فیلم از هارد متوجه تاخیر 1 ثانیه میشید که در ssd این مشکل نیست
اگر دقیقا به نقد دیجی کالا توجه کنید گفته بلندگوها در بالا کیبورد در کناره صفحه نمایش واقع شده که اینطور نیست و در زیر بدنه واقع شده دقیقا در زیر قسمت استراحتگاه دست ها نمیدونم چرا دیجی کالا قسمت صدا رو سر سری نقد کرده
از بلندگو ها هم گاهی صدای پخ و نویز شنیده میشه و همینطور قسمت چپ صداش بلندتر از قسمت راست هست .از بلندگو ها انتظاراتتون رو تعدیل کنید و گول این اسامی bang olufsen سونیک مستر icpower رو نخورید چون من شگفتی از اون ها ندیدم و از صدای گوشی z5 یا همین تبلت ایسوسم بیشتر لذت میبرم
قسمت استراحت گاه دست هم کم کاری شده و با یک ضربه ناخواسته شاید المینیوم این قسمت کمی خدشه دار بشه که من یک نمونه دیدم در محصول خودم
امیدوارم واسه دوستان تجربم مفید واقع بشه",6,6,5,4,3,2,3,2
"صفحه نمايش 4K
زخامت بسيار کم و سبک","فقط به خاطر بازتاب شديد صفحش نسبت به نور ،نمي خرم","واقعا لپ تاپ بسیار عالی ولی صفحه ی نمایش مات نداره و این بد",3,2,4,3,5,3,4,5
"cpu
رم","صداي هارد ديسک","این لپتاپ یکی از بهترین انتخاب های موجود میتونه باشه ... ی نگاه مختصر به این لپتاپ و لپتاپ n552vw داشته باشیم :
هر دو از cpu و video card های یکسان ساخته شدن و هر دو بر پایه ddr4 هستند ...
در قسمت پورت ها باید گفت این لپتاپ فاقد پورتهای ethernet ... mini display ...hdmi نسبت به n552vw هست ... ولی در عوض این پورتها ساپورت thunder bolt 3 رو داره که به هر 3 تای اون پورتها می ارزه ... اما کاربرد این چیه ؟ شما میتونید با این پورت لپتاپ رو به 2 مانیتور 4k با حداکثر قدرتش وصل کنید ... ولی خوب این کار چیزی نیس که عموم مردم بکنن و زیادم مهم نیس ... از این پورت میتونید تا حداثر سرعت 40gb/s استفاده کنید که میشه گرافیک دسکتاپ برای این لپتاپ وصل کنید به فرض مثال میتونید گرافیک 1080 gtx رو وصل کنید و ازش لذت ببرید ... انتخاب خوب واسه گیمرها ... با توجه به cpu قدرتمندش اگه یک گرافیک دسکتاپ بهش وصل شه فکر کنم تا 4..5 سال اینده هم میشه ازش به گیمینگ پرداخت ...
صفحه نمایش 2k این لپتاپ در مقایسه با صفحه 4k لپتاپ n552vw یک نقطه ضعف برای این دستگاه ...
قابل توجه دوستانی که میگن سیستم خنک کننده ضعیفی داره : این لپتاپ 2 تا فن خنک کننده داره در حالی که n552vw دارای یک فن خنک کننده هست ... گرچه تک فن خنک کننده n552vw فنی قدرتمندتر هست ... (نمیدونم واقعا تک فن میتونه با دو فن مقابله کنه و دستگاه رو خنک تر نگه داره ولی احتمالا جواب خیره ...
این لپتاپ دارای جایگاه برای وصل کول پد هست که n552vw فاقدش هست...
کیبوورد و سطح اسپیکرهاش ضعیفتر از n552 vw هست...
باتری 6 سلولی این لپتاپ نقطه قوتش در مقابل n552vw هست که تا 6 ساعت میتونه دووم بیاره ولی n552vw دارای باتری 4 سلولی هست که حداکثر تا 4 ساعت میشه ازش استفاده کرد ...
هر دو لپتاپ بعضی از اوقات صدای خش خش هارد دیسک رو دارن ...",9,6,3,3,3,3,3,3
,,"این همون ان 501 با همه نقطه ضعف های ساختاری و فنی هست که به خاطر همون ضعف ها اسمشو عوض کردن گذاشتن زن بوک!!! کلا سری ان 501 و جی 501 پر از اشکالات ساختاری هستن، من خودم جی 501 دارم و باید بگم فقط ظاهر خوبی داره ولی از درون ضعف های بسیاری داره",0,12,2,2,1,4,4,4
"سخت افزار قوي
شيک و زيبا بودن
صفحه نمايش 4K","باتري ضعيف
صداي هارد","کمتر از یک ماهه که این لپ تاپو از دیجی کالا خریدم و از انتخابم پشیمون نیستم چون خیلی منتظرش بودم ولی تو این مدت کوتاه نمیتونم بگم خیلی عالی بوده یا خیلی بد بوده. اگه شما هم در مورد خریدش شک دارین باید چندتا نکترو بدونین.
اسم این لپ تاپ هم در سایت و هم روی جعبه ux501 درج شده که از سری zenbook هست ولی جالبه بدونین تو مشخصات خود لپ تاپ که با فرمان dxdiag مشخص میشه، اسم این لپ تاپ n501 نوشته شده!!! که من واقعا دلیل این حرکتو نفهمیدم یه خورده شک به دل آدم میفته به این افت قیمت از 5 میلیونو دویست که قیمت n501 بود تا 4 میلیونو هفتصدی که خود من خریدم اونم در عرض یک هفته!!!
هارد لپ تاپ صدا میده گوش خراش نیست ولی برای یکی مثل من که خیلی حساسه خوب نیست. صفحه نمایشش بر خلافه نظرات خیلیا رفلکس زیادی نداره مگه تو نور مستقیم روز، خوب شمام که قرار نیست همش برین زیر آفتاب یشینید با لپ تاپتون کار کنید.
یکی دیگه از مشخصاتی که تو سایت درج شده و اشتباست صفحه نمایش QHD هست که رزولوشن صفحه نمایش این لپ تاپ 4K هست نه QHD میتونید تو مشخصات لپ تاپ با همون فرمان dxdiag متوجه بشین خودتون. (3160×2140 رزولوشن 4K هست)
این لپ تاپ خیلی شیکه واقعا دفعه اول که دیدمش تو یک فروشگاه اصلا نتونستم به گزینه دیگه ای فکر کنم زیباییش خیلی می ارزه اگه خانوم هستید؛ ولی اگر آقا هستید و زیبایی و ظرافت و سنگینی لپ تاپ واستون مهم نیست من Asus N552-vw رو پیشنهاد میکنم چون نقطه ضعف کمتری داره نسبت به بقیه.
و فراموش نکنید هیچ چیزی رو توی این دنیا پیدا نمیکنید که عالی و بی نقص باشه بد به دلتون راه ندین.
در ضمن پشت جعبه لوگو آنتی ویروس mcafee زده شده که من نتونستم فعالش کنم که توی سی دی درایورش نبود.",19,2,4,3,4,4,5,5
,,"باتری خوب
بدنه ی المینیومی فوق العاده زیبا
نسبتا سبک!
اگه بخوایم معقولانه فکر کنیم مطمعنا باید مدل n552vw-b رو انتخاب کرد!
اما...
گاهی هم باید خوش گذروند و لاکچری زندگی کرد!
واقعا زیباست
بسیار سریع و صفحه نمایش فوق العاده
یه مالتی مدیای به تمام معنا
قابلیت شارژ گوشی و تبلت (اونم شارژ سریع!)
خودمم موندم بین این و n552vw-b",7,1,5,5,5,5,5,5
,,"چون من میخوام از لپ تاپ برای بازی های سنگین هم استفاده کنم مطمعنم ای لپ تاپ در برابر سبک و باریک بودنش خنک کننده ظعیفتری هم باید داشته باشه تنها مشکل من همینه",0,4,3,3,3,3,3,3
,,"در جواب آیدین باید بگم که به نظر من وزن لب تاپ و جنس و ابعادش خیلی مهمه،این سبک تره و حدود 1 سانت نازک تره و بدنه تمام فلزی داره.درمورد رزولوشن صفحه نمایش بگم که این لب تاپ هم 4k هست و اشتباه درج شده.رم و هارد Hdd ش پایین تره.درایو نوری هم سر وصدای زیاد داره و اذیت کنندس البته بگم بودنش بد هم نیست...نکته ی بعدی قیمتشونم تفاوت داره...",5,1,4,4,4,5,5,5
