positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"دیجی جان... حرفه ای عمل کن... کالایی ک انقدر بمونه دیگه فروش نمیره... قیمتو سریعا بشکن.... وگرنه لپ تاپ ب سرعت از بروز بودن در میاد",12,3,3,3,3,3,5,3
,,"دوستانی که فقط بر اساس مشخصات روی کاغذ نظر میدن باید این محصول رو از نزدیک ببینن!
در یک کلام سلطان تمام لپ تاپ هاست!
از یک کمپانی آمریکایی که فقط دوستانی که تجربه استفاده از یک محصول تولید آمریکا رو دارن درک میکنن یعنی چی!
کیفیت ساختی که حتی به کوچکترین جزییات هم دقت شده
تضمین میدم با این لپ تاپ حداقل تا 3 سال دیگه تمام بازی ها با الترا و بعد از اون با کیفیت های پایین تر
در یک کلام: این محصول مرگ نداره!",15,37,5,5,5,5,5,5
,,"به شخصه مدت مدیدی هست که این کالا رو توی لیست محصولات دیجی کالا برای فروش میبینم و کماکان بدون فروش باقی مونده
زیاد از کامپیوتر سر در نمیارم ولی با توجه به نظرات بقیه دوستان سخت افزار این لپ تاپ زیاد به روز نیست
به نظر شخص بنده اگر دیجی کالا قیمت مناسب تری برای فروش این کالا در نظر بگیره،قطعا طی چند روز آینده فورا به فروش میره... یکم قیمت زیادی هست",39,9,3,3,3,3,3,3
"همه چيش","تنهاايراداين لب تاپ هاي اين شرکت وزنشونه چراکه تمام مشکلات باافزايش اين وزن حل شده","دوستان عزیزاین شرکت خیلی بیشترازاونی که شمافکرشوبکنیدتوی زمینه گیمینگ داره کارمیکنه شرکت هایی که مدل جدیدتر میزنن به فکربازارفروش خودشون هستن تا به کانفیگی که دراین سیستم میبینید این مدل به راحتی تا پنج سال کارمیکنه بدون هیچ مشکلی
بابت کسانی که میگن ارزش خریدنداره بهنراینطوربگیم که کسی که بضاعتش برسه اینومیخره نه کسی که بضاعتش نمیرسه اینو بگیره ودیگران روهم منع میکنه ازداشتن این محصول که شرکتش اختصاصا وبه طورحرفه ایی روی گیمینگ کارمیکنه",13,25,4,5,5,5,5,5
,,"منظور از قدیمی بودم رم ddr4 و کارت گرافیک 980m هست که با این قیمت توجیهی برای خریدش وجود نداره",8,11,0,2,1,1,0,3
,,"من موندم دوستانی که میگن این کانفیگ مال 4 سال پیشه. با کدوم منطقی میگن؟ اسکای لیک همین پارسال معرفی شده. همین پارسال با وجود معرفی اسکای لیک . لپ تاپهای هزول و برودول به عنوان سیستم جدید تو ایران شناخته میشدن و مدتی گذشت تا کانفیگ های با اسکای لیک وارد کشور شه!",6,16,3,3,3,3,3,3
,,"دیجی کالا نمیتونی اینو بفروشی چون قدیمیه با این قیمت میشه یه لپ تاپ با گرافیک gtx 1070 خرید که رو 4k بهت بیشتر از 60 فریم ریت میده...در قابلیت ها و کیفیت ساخت این دستگاه شکی نیست و شاید چند سال پیش بهترین انتخاب بود ولی الان انتخاب های خیلی بهتری هست.
من خودم omen t17 gtx 1070 خریدم که دقیقا با همین قیمت گرافیک 8 gig gtx 1070 و تصویر 4k داره",38,5,0,5,5,5,4,3
,,"دوستان این لپ تاپ به عنوان یه محصول گیمینگ شناخته میشه و مهمترین فاکتور در این سری لپ تاپ ها کارت گرافیک دستگاه هستش و در این لپ تاپ از geforce 980m استفاده شده که در محصولات گرانتر هم دیده میشه و اصلا یک محصول با 8 و نیم میلیون تومان ارزش خرید نداره وقتی با این قیمت میتونید لپ تاپ های با کارت های گرافیکی 1070 و 1080 بخرید که دو برابر قدرت بیشتری دارن خرید این عقلانی نیست",36,7,0,3,5,5,3,5
,,"شاید کانفیگ خوبی داشته باشه ولی زیر بار که نیره اصلا جواب گو نیست ...خیلی مدل ها و برند های بهتر میشه خرید با این قیمت ...کسانی که طراحی و رندر انجام میدن الکی هزینه واسه این لپ تاپ نکنن ...فقط Asus msi",11,21,2,3,3,2,2,2
,,"من تازه خریدم خییلی راضیم مرسی از دیجی کالا",6,40,3,3,3,3,3,3
"خودش نقطه ي قوته",نداره,"من میخوام بخرم تا ی ماه دیگه فقط موندم این مدل خیلی قدیمی شده لپتاپم قدیمی بشه خیلی بد میشه این همه تعریف میکنین ازش این لپتاپ هنوزم خوبه یا نه چون دیگه مشخصاتش ماله 4 سال پیشه 2013",6,14,5,5,5,5,5,5
"کيفيت عالي بدنه اسپيکر باتري کيبورد",ندارد,"تو بعضی از نظرات این لپ تاپ با لپ تاپ های 2016 مقایسه شده در صورتی که این لپ تاپ سری m3 هست که یعنی سال 2013 ساخته شده. جدید ترین ورژن m6 هست که gtx1080 توشه و قیمت بالای این سری بدلیل کیفیت ساخت فوق العاده -ساخت آمریکا و کامل بودن از هر نظر هست. و لطفا با msi که تو ایران مونتاژ میشه یا asus نه سال هاست در ایران نمایندگی داره مقایسه نکنید",11,18,3,4,5,5,5,5
"فقط يدک کشيدن اسم کمپاني دل
بدنه فيبر کربن که من هنوز نفهميدم چرا از فلز استفاده نکرد و به جاش سخت افزار رو به روز تر نکرد.","قيمت بالا به نسبت بقيه","دوستان این لپتاپ الین ور مدل گیمینگ دل هست مثل rog که مدل گیمینگ ایسوسه یا پرودیتور ایسر به هر حال جدا از این حرفا حس نمیکنید در مقابل gs73vr ام اس آی سخت افزار ضعیف تری داره درصورتی که چیزی حدود 1 ملیون تومن گرون تره من حس میکنم با خریدن این لپتاپ یه ضرر بزرگ به خودتون میزنین این اختلاف قیمت در حالتیه که gs73 از gtx1060 استفاده میکنه.",14,15,2,3,3,3,3,3
"بدنه فيبر کربن کيفيت ساخت اخرين سري سخت افزار",ندارد,"قدرتمند لوکس زیبا پرکار خستگی ناپذیر .برندی که همه را از بالا نگاه میکند و این هم به لطف لوکس بودن خودش است",7,8,3,3,3,3,3,3
خوبه,قيمتش,"اگر این لپ تاپ رو برای کار میخواید خوبه ولی واسه بازی لپتاپ ها اصلا خوب نیستن چون اگر داخل شارژ بازی کنید و سپس از شارژ بکشید(وسط بازی یا بعدش) بازی ها همه اهسته اجرا میشه انگار داری داخل یک لپتاپ عهد بوقی بازی میکنی",3,18,0,5,5,5,3,3
"گرافيک بالا","قيمت زياد","ایسوس سری g میخوره اینو فقط به خاطر اینکه دکتر کوپر تو بیگ بنگ از این مدل داشته معروف شده برندش",7,23,0,4,3,5,5,3
,,"واقعا کیفیت ساختشو قبول دارم ولی با وجود لپ تاپ های جدید به خصوص لپ تاپ های شرکت ام اس آی با گرافیک های فوق و العاده قوی تر به نظرم الین ویر باید یه حرکتی بزنه و لپ تاپ هایی جدید با گرا فیک حد اقل GTX1060 روانه بازار کنه",13,3,3,5,5,5,5,5
,,"دوستان با عرض سلام و ادب
خواستم به اطلاع برسونم که آلین ور یکی از زیربرند های شرکت آمریکایی dell هستش و محصولات گیمینگ و حرفه ای این شرکت با این برند روانه بازار میشوند.
دقیقا مثل زیربرند لکسوس و جنسیس که متعلق به تویوتا و هیونداست، زیربرند alienware هم متعلق به کمپانی آمریکایی Dell هست و همونطور که میدونید لپ تاپ رو دست Dell نیست البته بعد اپل دیگه سری alienware شاهکار این شرکته.",7,16,5,5,5,5,5,5
,,"از نظر من این یکی از بهترین لبتاپ های دنیاس البته اگه ساخته اروپاییش یا امریکاییش گیرتون بیاد ولی اصلا این قیمت به صرفه نیست چون میتونی با نصف همین قیمت یعنی چهار میلیون میتونین سری g ایسوس رو بگیرین که تا حدوده خیلی طیادی شبیه اینه",13,10,2,5,5,5,5,5
,,"من خریداری کردم ویندوزش اورجینال هست ولی متاسفانه همش ریست سخت افزاری میده/باید بفرستم گارانتی ولی در کل قطعات و کیفیت خودش بسیار عالی هست",3,20,5,5,5,5,5,5
,,"خب تو ایران کسی این برند و تاریخچه شو نمیشناسه
اکثر هکر ها و گیمر های آمریکایی از همین برند استفاده میکنن
احتیاجی به تعریف ما هم نداره این برند امتحانشو پس داده...",25,9,5,5,5,5,5,5
"طراحي حرفه اي
سخت افزار قوي",ندارد,"اینکه بگیم به جای این لپ تاپ میشه همین مدل رو با قیمت خیلی پایین تر بخریم درست مثل اینه که بگیم به جای مازراتی میشه پراید بخریم!
درسته، جفتشون ماشین هستن، 4 تا چرخ و 1 فرمون دارن و برای سواری گرفتن ساخته شدن، ولی میان ماه من تا ماه گردون، تفاوت از زمین تا آسمان است.",35,22,4,5,5,5,5,3
,,"با نظر این دوستمون واقعا موافقم لطفا دوستانی که اطلاعات کافی ندارن نظر ندن چون کسی که تجربه ی بازی با محصولات الینور نداره نمیتونه بخاطر قیمت زیادش بگه خوب نیست !",18,9,5,5,5,5,5,5
,,"علت گرونتر بودن خودروی بنز یا BMW با امکانات مشابه و حتی امکانات کمتر از کیا و هیوندا چیه؟
خب به دلیل کیفیت بالاتر و لوکس و خاص بودنه (البته نسبت به هیوندا و کیا) مثلا شما با بودجه ی دویست تا سیصد میلیون خودرویی که از برندهای کره ای میتونید بخرید هم مدل جدیدتر و بروزتری هستند و هم امکانات به مراتب بیشتری نسبت به خودروهای آلمانی در اختیار شما میذارند. داستان برند الینور هم همینه. تنها با خریدش میتونید علت گرون تر بودنشو بفهمید. افرادی که به کیفیت ساخت و برند بودن یک محصول اهمیت میدن این موضوع را درک میکنن.",16,7,3,3,3,3,3,3
فوق‌العاده,"هيچي وجود نداره","لطفا شما هایی که از این محصول استفاده نکردین نظر ندین توی سر مال هم نزنید مثل این میمونه گربه دستش به گوشت نمی رسه میگه پیف پیف بو میده من خودم از این محصول استفاده کردم و میکنم از تمامی سری ها باید بگم فوق‌العاده هستش تنها برندی که تونسته رقابت کنه با آلین ور سونی هستش باید به سازندگان این برند ها تبریک گفت ممنونم من واقعا راضی هستم و هیچ مشکلی نداشته و ندارم",28,39,5,5,5,5,5,5
,,"این همه سیستم خوب و ارزون تو بازار هست .با نصف این میتونم یه سیستم خانگی اعلا بخرم.",23,34,0,5,3,4,1,3
,,"فقط اوناییکه پول باد آورده دارند برن اینو بخرن.وگرنه با نصف قیمت این لب تاپ میشه بهترین سیستم خانگی رو خرید.",41,37,0,0,0,0,0,0
"طراحي خارق العاده
سرعت بالا
القاي حسِ يک گيمر واقعي","کارت گرافيک قديمي
قيمت نامناسب","کلاً به خاطرِ شلدون این لپ تاپُ خریدم. راضیم. بَد راضیم! مرسی شلدون کوپر!",43,17,2,4,5,5,4,5
"الان ندارد ( زمان توليد داشت)","کارت گرافيک قديمي","با سلام
این محصول با توجه به این که سنگینه و صفحه نمایش بزرگی داره و از همه مهم تر کارت گرافیکی که الان تقریبا بی ارزش شده اصلا به این قیمت نمی ارزد. پیشنهاد من لپتاپ rog gl502vs است.",30,8,0,3,5,5,2,3
"سبک عالي و بسيار قدرتمند",,"خیلی علیه خودم هم بازی کردن باهاشو خیلی دوست دارم",12,30,3,3,3,3,3,3
"همه چيش",,"این محصول عالیه،فقط من موندم که چرا اونایی که نمی دونن اصن کاربرد سی پی یو چی هست هم نظر دادن!
این الان کجای سخت افزارش ضعیفه که اینجوری بهش امتیاز دادین",57,28,3,5,5,5,5,5
,,"پیشنهاد می کنیم به کسانی که می خوان این لپتاپ رو بخر تا زمان رفرش امسال با کارت گرافیک 1080 صبر کنن چون 980 و 980m قدرتی نسبت 1080 ندارن و قیمت مدل مدل با 1080 با مدل 980 نباید فرقی داشته باش",30,11,2,3,3,4,4,4
,,"بابا کسی که هم چین پولی میده اینو میخره قطعا قبلش یه PCشاخ داره و PS4 , ایکس باکسو از این چیزا.بعضی ها فقط میخوان داشته باشنش.براشون مهم نیست که بخوان چیکار کنن.من خودم بازی با کامپیوتر و ترجیح میدم.هر چقد پول بدی همونقدم اش میخوری.یادمه یکی از دوستام گیمر بود یکی از این شاخا داشت من مسخرش میکردم. میگفتم دیوونه ای بعد وقتی خودم نشستم پشتش نظرم عوض شد.برای یه گیمر این همه چیزه.",61,13,3,5,5,5,5,5
"همه چيزش عاليه","قيمتش زياده اما ارزششو داره","این لپ تاپ از شرکت DELL میباشد و با عنوان و نام دیگری وارد بازار شده است.از نظر مشخصات در سطح خیلی عالی و برای کسانی خوبه که بودجه کافی برای خرید رو دارن...در کل یه ابر گیم لپ تاپ هسته
اگه کسی دنبال گیم هسته بهتره ps4 بخره",21,31,5,5,5,5,5,5
"سخت افزار قوي
قابل تعويض بودن گرافيک و cpu
قابليت اتصال گرافيک دسکتاپ","نداشتن usb type c
پشتيباني نکردن تاندر بولت 3","این لپتاپ جز بهترین لپ تاپ های گیمینگ جهانه تا دستتون نگیرید حسش نمیکنید. البته تعجب میکنم چرا دیجی یه مدل قبل رو موجود کرده. الان مدل جدیدتر هست که usb type c داره و البته پشتیبانی از تاندربولت 3 که در اینده حرفای زیادی برای گفتن داره و اگر این مدلو بیارن حتما خریداری میکنم",17,16,5,5,5,5,5,5
,,"هاردش هیبریدی نیست
هم SSD داره هم معمولی",4,17,3,5,3,4,3,5
,,"خود من لبتاپ داشتم ولی فروختم
همیشه هم میگفتم ک ps4بخرم خوبه تا اینکه یه جا رفتم بازی کردم اونایی ک گیم زیاد بازی میکنن مثلا نمیتوننps4بخرن چون چند تا مرحله هست فوقش میکشه 1 هفته و در نظر بگیرید قیمت هر گیم دویصت تومنه و قرونه در حالیکه با لب تاپ میتونی گیم رو دانلود کنی یا بخری ک فوقش میشه بیستو پنج تومن
درسته ک ps4عالی هست و با تلویزیون و ... هم عالی تر میشه ولی این لبتاپ فوقالعاده ترین لبتاپیه ک من میشناسم ...
نمیگما اینو بخرن واسه گیم در کل میگم... توی لبتاپ های دیگ هم همین نظرو گذاشتن واسع اون نوشتم
ارزوم داشتنه این لبتاپه از دیجی کالا خواهش میکنم بدون ادیت اینو بزاره تا دوستانی کps4پیشنهاد میکنن بدونن چیه قضیه",14,19,5,5,5,5,5,3
,"هارد هيبريدي","عجیبه که روی لپتاپ با این قیمت و مخصوصا که مخصوص گیمینگ هست، هارد هیبریدی نصب شده. قاعدتا توقع هارد SSD میرفت از این محصول",15,14,3,3,3,3,3,3
,,"جناب تمامی alienware ها قابلیت ارتقا گرافیک و cpu را دارند و دلیل گرونیش هم همینه
و حتی این مدل قابلیت نصب گرافیک دسکتاپ هم دارد یک وصل جداگانه بایید خرید که در داخل آن گرافیک دسکتاپ وصل میشود",18,4,4,5,0,5,5,3
[],[],"با کمی تفکر به این نتیجه میریسیم که بهترین وسیله برای بازی کنسوله شما اگه این لپ تاپ رو برای فیلم سازی یا هزار تا کار دیگه به جز بازی میخوای گزینه خوبی ولی اگه برای بازی میخوای خب برو یه ps4بخر با 10 تا بازی یه 32 اینچ سونی با کیفیت خوب بخرکه 1.4قیمتش نصف قیمت این دستگاه هم نمیشه",16,32,0,0,0,0,0,3
"[""عالي""]","[""ندارد""]","دوستان انقدر نگید نمی صرفه میشه با قیمت پایین تر بهتر از این گرفت این برند بهترین و خفن ترین و معروف ترین مدل لب تاپ گیم هستش هر جا غیر ایران برین همه گیمرا دوست دارن از اینا داشته باشن",14,22,5,5,5,5,5,5
,,"تا قبل از این که سری 10XX انویدیا عرضه بشه دل لپتاپای رده بالاش رو به ایران نمیفرستاد حالا که میخواد مدل های 1080 و 1070 رو تو اروپا و آمریکا بفروشه مدل های قدیمی رو میفرسته به کشوریایی مثل ایران...خرید این محصول توهین به خودتونه اونم با این قیمت",46,9,1,3,3,5,4,4
"[""همه چي""]","[""کيبور""]","من موندم در این که چرا یک همچین لپ تاپی کیبوردش جزیره ای نیست.لپ تاپ گیمی که کیبوردش جزیره ای نباشه دست رو اذیت میکنه.ادم حیفش میاد نزدیک 10 ملیون پول بده اما باز هم یه جای کار بلنگه.از این قیمت پایینتر و با همین سخت افزار ایسوس هم داره.",39,11,4,5,1,5,5,5
,,"لپ تاپ قوی هستش ولی با همین هزینه میشه یهDesktop PC جور کرد با سخت افزار قوی تر و طول عمر بیشتر و از همه مهم تر امکان ارتقا سخت افزار، به نظر من این بدرد کسایی میخوره که میخوان بیرون از خونه هم بازی کنن ولی اگه صرفا تو خونه بازی میکنید و بیرون خونه (مثلا مسافرت ) بازی نمیکنید لپ تاپ گزینه مناسبی نیست و فقط خرج اضافی و الکی داره.
در کل Desktop PC حرفه ای تر ه حتی از کنسول های بازی (در کمال احترام نسبت به xbox و ps گیمرا )",31,10,0,4,2,5,4,5
,,"این لپتاپ به صورت کلی لپتاپه فوقلاده ایه اما ادم میتونه با پرداخت همین مبلف یه سیستم با 32 گیگ رم و گرافیک 1080 و همین مشخصات ببنده یا یک ملیون کمتر بده و همین مشخصات با گرافیک 1080 ببنده ولی خوده لپتاپ بسیار قدرتمنده",28,8,1,4,5,5,5,4
,,"با این قیمت اصلا به صرفه نیست و بیشترشو پول برند میدیم گیمرها میدونن با این پول میشه چه سیستمی بست",27,6,1,5,5,5,5,3
,,"عکسهای محصول از زوایای نا مناسب و تکراری میباشد محصولی با این قیمت ارزش عکسهای بهتر رو داره . حداقل از صفحه کیبوردش عکس میگرفتید .",30,8,0,0,0,0,0,0
,,"بسیار عالی امیدوارم کانفیگ های جدید با سری کارت گرافیک های 1080،1070،1060 رو زودتر بیارید",14,4,2,4,4,5,5,3
,,"درود. لپتاپ های الینور کلا یه چیزه دیگن ! یعنی اگه یه لپتاپ الینور رو با یه لپتاپ دیگه که از نظر مشخصات مثل هم هستن مقایسه کنیم الینور یه سرو گردن بهتر عمل میکنه ! نکته ی مهم دیگه اینه که میشه برای قدرت بیشتر از alienware graghic ampifier یا همون گرافیک جداگانه استفاده کرد ! یعنی میشه به گرافیک دستگاه titan x یا gtx 1080 اضافه کرد و از اونجایی که graphic amplifier از cpu جداگانه برخورداره هیچ فشاری به لپتاپ وارد نمیشه !
تازگیا این شرکت بزرگ اومده پنل 120 mhz رو با g-sync روی مانیتور 4k برای محصولات جدیدش قرار داده !!!
دیگه از از چی بگم ازین بهتر ؟
با سپاس فراوان",9,26,5,5,5,5,5,5
,,"سلطان بی چون و چرای لپ تاپ بالاخص رده گیمینگ
بقیه برند ها واقعا باید برن بوق بزنن
فقط یکبار برید از نزدیک ببینید تا متوجه بشید شاهکار یعنی چی",10,26,5,5,5,5,5,5
"سبک تر و ظريف تر از بسياري از دستگاه ها با gtx 980m
طراحي بي مانند و بسيار با کيفيت
صداي قوي
وجود درگاه اتصال AMPLIFIRE","موجود شدن بسيار بسيار دير","من این دستگاه رو باهاش کار کردم بی مانند هست.
ولی ولی وقتی ALIENWARE دستگاه های جدیدش رو حتی با 1060 لانچ کنه این گرافیک قوی تر از 980M هست.
ولی نکته امیدوار کننده امکان اتصال AMPLIFIRE هست.",13,12,5,5,5,5,5,5
"شاهکار به معناي واقعي","نبايد و نمي تواند داشته باشد!","وقتی سخن از برند تخصصی آلن ویر میشه جای هیچ گونه مقایسه ای نباید به میان بیاد. چه از منظر قیمتی و چه عملکرد عملی(وه روی کاغذ). به هیچ عنوان اگر شیفته این برند با طراحی یونیک و بی نظیرش هستید به مبلغش نباید نگاه کنید و تهیه کنید. چون حتی بهترین های صنعت گیم که نام نمیرم و همتون میشناسید باز به پای این برند تخثثی نمی رسند.",11,33,5,5,5,5,5,5
,,"همه چی عالیه اما خیلی گرونه میشه با هزینه کمتر در همین حد لپ تاپ بخرید",20,16,3,5,4,4,5,4
,,"سلام به همه ی دوستان . به نظر من این لپ تاب بی نظیره و نباید قیمت بالاش را با لپ تاب های asus مقایسه کرد . به عنوان مثال بدنه ی آن از فیبر کربن خاصی که در صنعت کار برد دارد ساخته شده و از نظر سخت افزاری هم که جایی برای حرف نگذاشته.",19,16,5,5,5,5,5,5
"[""عالي""]","[""ندارد""]","دوستان انقدر نگید نمی صرفه میشه با قیمت پایین تر بهتر از این گرفت این برند بهترین و خفن ترین و معروف ترین مدل لب تاپ گیم هستش هر جا غیر ایران برین همه گیمرا دوست دارن از اینا داشته باشن",14,22,5,5,5,5,5,5
,,"تا قبل از این که سری 10XX انویدیا عرضه بشه دل لپتاپای رده بالاش رو به ایران نمیفرستاد حالا که میخواد مدل های 1080 و 1070 رو تو اروپا و آمریکا بفروشه مدل های قدیمی رو میفرسته به کشوریایی مثل ایران...خرید این محصول توهین به خودتونه اونم با این قیمت",46,9,1,3,3,5,4,4
"[""همه چي""]","[""کيبور""]","من موندم در این که چرا یک همچین لپ تاپی کیبوردش جزیره ای نیست.لپ تاپ گیمی که کیبوردش جزیره ای نباشه دست رو اذیت میکنه.ادم حیفش میاد نزدیک 10 ملیون پول بده اما باز هم یه جای کار بلنگه.از این قیمت پایینتر و با همین سخت افزار ایسوس هم داره.",39,11,4,5,1,5,5,5
,,"لپ تاپ قوی هستش ولی با همین هزینه میشه یهDesktop PC جور کرد با سخت افزار قوی تر و طول عمر بیشتر و از همه مهم تر امکان ارتقا سخت افزار، به نظر من این بدرد کسایی میخوره که میخوان بیرون از خونه هم بازی کنن ولی اگه صرفا تو خونه بازی میکنید و بیرون خونه (مثلا مسافرت ) بازی نمیکنید لپ تاپ گزینه مناسبی نیست و فقط خرج اضافی و الکی داره.
در کل Desktop PC حرفه ای تر ه حتی از کنسول های بازی (در کمال احترام نسبت به xbox و ps گیمرا )",31,10,0,4,2,5,4,5
,,"این لپتاپ به صورت کلی لپتاپه فوقلاده ایه اما ادم میتونه با پرداخت همین مبلف یه سیستم با 32 گیگ رم و گرافیک 1080 و همین مشخصات ببنده یا یک ملیون کمتر بده و همین مشخصات با گرافیک 1080 ببنده ولی خوده لپتاپ بسیار قدرتمنده",28,8,1,4,5,5,5,4
